date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd
2019-06-03,AWI,289.0,84.33500671386719,24372.816940307617,0.24433710843306722,84.33500671386719,0.0
2019-06-03,FDS,95.0,258.8158874511719,24587.509307861328,0.24648939605821937,258.8158874511719,0.0
2019-06-03,SBAC,127.0,199.46424865722656,25331.959579467773,0.25395249838168166,199.46424865722656,0.0
2019-06-03,HEI,209.0,121.5122299194336,25396.05605316162,0.25459506452746067,121.5122299194336,0.0
2019-06-04,AWI,289.0,86.49026489257812,24995.686553955078,0.24588883607469847,84.33500671386719,622.8696136474609
2019-06-04,FDS,95.0,266.3777770996094,25305.88882446289,0.24894037359011134,258.8158874511719,718.3795166015625
2019-06-04,SBAC,127.0,199.50099182128906,25336.62596130371,0.2492427425122749,199.46424865722656,4.6663818359375
2019-06-04,HEI,209.0,124.1807632446289,25953.77951812744,0.25531383679645,121.5122299194336,557.7234649658203
2019-06-05,AWI,289.0,86.7795181274414,25079.280738830566,0.24420147082591412,84.33500671386719,706.4637985229492
2019-06-05,FDS,95.0,268.21923828125,25480.82763671875,0.2481114052491152,258.8158874511719,893.3183288574219
2019-06-05,SBAC,127.0,202.49169921875,25716.44580078125,0.25040566172387435,199.46424865722656,384.48622131347656
2019-06-05,HEI,209.0,126.12510681152344,26360.1473236084,0.256673499317952,121.5122299194336,964.0912704467773
2019-06-06,AWI,289.0,88.35630798339844,25534.97300720215,0.24701935229100322,84.33500671386719,1162.1560668945312
2019-06-06,FDS,95.0,270.79901123046875,25725.90606689453,0.24886639402168567,258.8158874511719,1138.3967590332031
2019-06-06,SBAC,127.0,203.18894958496094,25804.99659729004,0.24963149730122075,199.46424865722656,473.0370178222656
2019-06-06,HEI,209.0,125.56959533691406,26244.04542541504,0.2538787529030564,121.5122299194336,847.989372253418
2019-06-07,AWI,289.0,88.55223846435547,25591.59691619873,0.24650820317675978,84.33500671386719,1218.7799758911133
2019-06-07,FDS,95.0,273.089111328125,25943.465576171875,0.24989753880158322,258.8158874511719,1355.9562683105469
2019-06-07,SBAC,127.0,202.28994750976562,25690.823333740234,0.2474639905774413,199.46424865722656,358.86375427246094
2019-06-07,HEI,209.0,126.92864990234375,26528.087829589844,0.25552884745727683,121.5122299194336,1132.0317764282227
2019-06-10,AWI,289.0,90.05438232421875,26025.71649169922,0.24829208430033836,84.33500671386719,1652.8995513916016
2019-06-10,FDS,95.0,277.6879577636719,26380.355987548828,0.2516754370555951,258.8158874511719,1792.8466796875
2019-06-10,SBAC,127.0,203.24400329589844,25811.9884185791,0.2462530630589668,199.46424865722656,480.0288391113281
2019-06-10,HEI,209.0,126.97825622558594,26538.45555114746,0.2531837478905878,121.5122299194336,1142.3994979858398
2019-06-11,AWI,289.0,88.60819244384766,25607.767616271973,0.24575552111247362,84.33500671386719,1234.9506759643555
2019-06-11,FDS,95.0,275.7437438964844,26195.655670166016,0.2513974316923214,258.8158874511719,1608.1463623046875
2019-06-11,SBAC,127.0,204.83116149902344,26013.557510375977,0.24964985147277946,199.46424865722656,681.5979309082031
2019-06-11,HEI,209.0,125.9366226196289,26320.75412750244,0.2525979907193232,121.5122299194336,924.6980743408203
2019-06-12,AWI,289.0,88.54290008544922,25588.898124694824,0.24317912057329136,84.33500671386719,1216.081184387207
2019-06-12,FDS,95.0,281.81005859375,26771.95556640625,0.2544220770640763,258.8158874511719,2184.446258544922
2019-06-12,SBAC,127.0,208.11546325683594,26430.663833618164,0.25117867740560307,199.46424865722656,1098.7042541503906
2019-06-12,HEI,209.0,126.18463134765625,26372.587951660156,0.2506267645474469,121.5122299194336,976.5318984985352
2019-06-13,AWI,289.0,88.78548431396484,25659.00496673584,0.24514801865087557,84.33500671386719,1286.1880264282227
2019-06-13,FDS,95.0,277.5010070800781,26362.595672607422,0.25187017594844796,258.8158874511719,1775.0863647460938
2019-06-13,SBAC,127.0,205.9595489501953,26156.862716674805,0.2499045881720142,199.46424865722656,824.9031372070312
2019-06-13,HEI,209.0,126.44256591796875,26426.49627685547,0.25248068701628984,121.5122299194336,1030.4402236938477
2019-06-14,AWI,289.0,88.67350006103516,25626.64151763916,0.2451096159574198,84.33500671386719,1253.824577331543
2019-06-14,FDS,95.0,276.9868469238281,26313.750457763672,0.2516815660242635,258.8158874511719,1726.2411499023438
2019-06-14,SBAC,127.0,207.79441833496094,26389.89112854004,0.25240982417544927,199.46424865722656,1057.9315490722656
2019-06-14,HEI,209.0,125.1628646850586,26159.038719177246,0.25020180384774415,121.5122299194336,762.982666015625
2019-06-17,AWI,289.0,87.42329406738281,25265.331985473633,0.2422474447610314,84.33500671386719,892.5150451660156
2019-06-17,FDS,95.0,276.3420104980469,26252.490997314453,0.2517124598389554,258.8158874511719,1664.981689453125
2019-06-17,SBAC,127.0,208.9411163330078,26535.521774291992,0.2544261974835254,199.46424865722656,1203.5621948242188
2019-06-17,HEI,209.0,125.26207733154297,26179.77416229248,0.25101524091916005,121.5122299194336,783.7181091308594
2019-06-18,AWI,289.0,90.45557403564453,26141.66089630127,0.24660690813751207,84.33500671386719,1768.8439559936523
2019-06-18,FDS,95.0,280.7911682128906,26675.16098022461,0.25163967199705906,258.8158874511719,2087.6516723632812
2019-06-18,SBAC,127.0,210.59249877929688,26745.247344970703,0.25230083051262525,199.46424865722656,1413.2877655029297
2019-06-18,HEI,209.0,126.22431182861328,26380.881172180176,0.24886358849276244,121.5122299194336,984.8251190185547
2019-06-19,AWI,289.0,90.62353515625,26190.20166015625,0.24381763127002515,84.33500671386719,1817.3847198486328
2019-06-19,FDS,95.0,282.3334655761719,26821.679229736328,0.2496963704723047,258.8158874511719,2234.169921875
2019-06-19,SBAC,127.0,214.1979217529297,27203.13606262207,0.2532475421140053,199.46424865722656,1871.1764831542969
2019-06-19,HEI,209.0,129.85513305664062,27139.72280883789,0.25265719655159197,121.5122299194336,1743.6667556762695
2019-06-20,AWI,289.0,91.57520294189453,26465.23365020752,0.24669202534150256,84.33500671386719,2092.4167098999023
2019-06-20,FDS,95.0,281.5951232910156,26751.536712646484,0.2493607598506343,258.8158874511719,2164.0274047851562
2019-06-20,SBAC,127.0,214.38143920898438,27226.442779541016,0.25378753125335946,199.46424865722656,1894.4832000732422
2019-06-20,HEI,209.0,128.109130859375,26774.808349609375,0.24957768320492113,121.5122299194336,1378.752296447754
2019-06-21,AWI,289.0,91.30462646484375,26387.037048339844,0.24768819037772444,84.33500671386719,2014.2201080322266
2019-06-21,FDS,95.0,278.6227111816406,26469.15756225586,0.2484590340858484,258.8158874511719,1881.6482543945312
2019-06-21,SBAC,127.0,212.75759887695312,27020.215057373047,0.2536316661441433,199.46424865722656,1688.2554779052734
2019-06-21,HEI,209.0,127.24612426757812,26594.439971923828,0.24963502717972905,121.5122299194336,1198.383918762207
2019-06-24,AWI,289.0,90.82878112792969,26249.51774597168,0.24697646524800906,84.33500671386719,1876.7008056640625
2019-06-24,FDS,95.0,274.18280029296875,26047.36602783203,0.24507446014173986,258.8158874511719,1459.8567199707031
2019-06-24,SBAC,127.0,213.31723022460938,27091.28823852539,0.2548965155442815,199.46424865722656,1759.3286590576172
2019-06-24,HEI,209.0,128.38693237304688,26832.868865966797,0.25246509932537115,121.5122299194336,1436.8128128051758
2019-06-25,AWI,289.0,90.37159729003906,26117.39161682129,0.24894946501275766,84.33500671386719,1744.5746765136719
2019-06-25,FDS,95.0,266.6301574707031,25329.864959716797,0.24144280650543656,258.8158874511719,742.3556518554688
2019-06-25,SBAC,127.0,209.47323608398438,26603.100982666016,0.2535792185713348,199.46424865722656,1271.1414031982422
2019-06-25,HEI,209.0,128.21827697753906,26797.619888305664,0.25543336151961715,121.5122299194336,1401.563835144043
2019-06-26,AWI,289.0,90.11036682128906,26041.89601135254,0.24836284511098888,84.33500671386719,1669.0790710449219
2019-06-26,FDS,95.0,270.4438171386719,25692.162628173828,0.2450274206073855,258.8158874511719,1104.6533203125
2019-06-26,SBAC,127.0,205.04214477539062,26040.35238647461,0.2483481234844875,199.46424865722656,708.3928070068359
2019-06-26,HEI,209.0,129.26979064941406,27017.38624572754,0.25766614352988065,121.5122299194336,1621.330192565918
