rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,weighted_forward_return,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.05,scout,1.3751333330986437,-0.14566809155836113,0.0,1,0,-0.1456680915583611,-0.007283404577918056,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.3490647867223515,nan,1.0,0.3711813930105337,0.0135416666666666,neutral,0.528813789912138,0.0,0.0
2019-04-30,CDNS,0.05,scout,1.35717406097042,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.00441810190087026,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.8981133936414023,1.0,0.6111500644478807,nan,1.0,0.5894023956599622,0.1083333333333333,promote_monster_early,0.4060296400493176,0.0,0.0
2019-04-30,ADBE,0.05,scout,1.3004119231883924,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.00338831636094555,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,1.0,1.8981133936414023,1.0,0.0740551530221949,nan,1.0,0.5354470557120456,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,ALGN,0.022500000000000003,scout,0.4812063273111175,-0.17650568590437066,0.0,2,0,-0.0360955666542521,-0.0008121502497206723,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.727633336912249,0.727633336912249,1.0,1.455266673824498,nan,1.0,0.2987526020505284,0.0270833333333333,neutral,0.8690840063371765,0.0,0.0
2019-05-31,CDNS,0.05,scout,0.31708494581862806,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.007929234625688784,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.6073844147781889,2.483845234400033,1.0,-1.0038291363708387,nan,1.0,0.4301920088956165,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,ADBE,0.05,scout,0.5747765377067338,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.00567076846848716,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.4288657712044816,2.483845234400033,1.0,0.0767821253322115,nan,1.0,0.4288657712044816,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.05,scout,0.9839612299959652,0.0400366720301486,0.0400366720301486,1,0,0.0400366720301486,0.00200183360150743,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.355486639913684,nan,1.0,0.5084224932016946,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.05,scout,0.9623008232066207,0.04162106397905019,0.04162106397905019,1,0,0.0416210639790501,0.002081053198952505,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3197836706341015,1.812025766560931,nan,0.0,0.3774547773917474,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.05,scout,0.8956897831715203,0.08691752351779947,0.08691752351779947,1,0,0.0869175235177994,0.00434587617588997,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.5646304024211575,nan,0.8337267903988055,0.5209332105952986,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,ALGN,0.022500000000000003,scout,0.12013852512061624,-0.38965646952924793,0.0,3,1,-0.2588369828138545,-0.0058238321133117265,Health Care,Medical Devices,unknown,neutral,0.35,0.35,0.2489511222086928,0.9480581046582904,1.0,0.4763136379322532,nan,1.0,0.2489511222086928,0.1458333333333333,neutral,0.8208898861525155,0.0,0.0
2019-06-28,CDNS,0.14,confirm,0.8212764560629972,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.006116328923649687,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.94,1.9632352233695876,1.0,-1.727072569523688,nan,1.0,0.558149231597576,0.2416666666666667,neutral,0.1765358091413379,0.0,0.0
2019-06-28,ADBE,0.14,confirm,1.1260875269689758,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.001897511872362232,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.94,1.9632352233695876,1.0,-0.0030546853603989,nan,1.0,0.5388224790730592,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.05,scout,0.6789001598288307,0.1368716225331632,0.1368716225331632,2,0,0.0931072462223789,0.004655362311118945,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,0.7611446588316365,0.7611446588316365,1.0,-0.3632875361388227,nan,1.0,0.4463428174048945,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
