rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,monster_count,winner_count,scout_count,equity,drawdown
2019-04-30,lifecycle_review_concentrated,-0.015089822839733865,0.00037500000000000006,0.07500000000000001,-0.015464822839733865,0.85,3,"ALGN,CDNS,ADBE",0,0,3,0.9845351771602662,-0.015464822839733827
2019-05-31,lifecycle_review_concentrated,0.021216590540039236,0.0004437500000000001,0.08875000000000001,0.020772840540039236,0.7275,6,"ALGN,CDNS,ADBE,SBAC,BR,MKTX",0,0,6,1.0049867694014756,0.0
2019-06-28,lifecycle_review_concentrated,0.013784456170960007,0.001025,0.20500000000000002,0.012759456170960007,0.3174999999999999,7,"ALGN,CDNS,ADBE,SBAC,BR,MKTX,HEI",0,0,3,1.0178098540380485,0.0
2019-07-31,lifecycle_review_concentrated,0.02787868299638446,0.0010436331775700934,0.20872663551401868,0.026835049818814367,0.0,7,"CDNS,ADBE,SBAC,BR,MKTX,HEI,MU",0,1,1,1.0451228321772397,0.0
2019-08-30,lifecycle_review_concentrated,-0.09788697395101223,0.0011521495327102805,0.23042990654205608,-0.09903912348372251,0.0,7,"CDNS,ADBE,SBAC,MKTX,HEI,MU,KLAC",0,2,1,0.9416147829455803,-0.09903912348372246
2019-09-30,lifecycle_review_concentrated,0.015829001605708846,0.0005600000000000001,0.11200000000000002,0.015269001605708847,0.0,7,"ADBE,SBAC,MKTX,HEI,MU,KLAC,SYY",0,2,1,0.9559923005783356,-0.08528235041351451
2019-10-31,lifecycle_review_concentrated,0.003805042579395874,0.002125,0.42500000000000004,0.0016800425793958738,0.10999999999999999,7,"ADBE,MU,KLAC,SYY,AAPL,VST,J",0,1,3,0.9575984083488819,-0.0837455858140842
2019-11-29,lifecycle_review_concentrated,0.07356988649280567,0.00022500000000000002,0.045000000000000005,0.07334488649280567,0.019999999999999907,7,"ADBE,MU,KLAC,SYY,AAPL,VST,J",0,1,2,1.0278333549149221,-0.016543009807086007
2019-12-31,lifecycle_review_concentrated,0.0006536710890608691,0.0011246268656716419,0.22492537313432837,-0.00047095577661077277,0.0,7,"ADBE,MU,KLAC,SYY,AAPL,VST,UNH",0,3,2,1.0273492908590316,-0.017006174557665732
2020-01-31,lifecycle_review_concentrated,-0.02070186824874164,0.0006151806755695207,0.12303613511390414,-0.02131704892431116,0.0,7,"ADBE,MU,KLAC,SYY,AAPL,UNH,AMD",1,2,2,1.0054492357634333,-0.037960702026915705
2020-02-28,lifecycle_review_concentrated,-0.10999799964825885,0.0006250000000000001,0.12500000000000003,-0.11062299964825885,0.0,7,"ADBE,MU,KLAC,AAPL,AMD,XYZ,NOW",1,2,3,0.8942234253092328,-0.14438437494820344
2020-03-31,lifecycle_review_concentrated,0.14045583946707085,0.001783216783216783,0.3566433566433566,0.13867262268385408,0.0,7,"ADBE,MU,AMD,NOW,AMZN,GILD,VRTX",1,1,5,1.0182277329622038,-0.025733912212985488
2020-04-30,lifecycle_review_concentrated,0.06691142867126672,0.0011344072798819477,0.22688145597638953,0.06577702139138478,0.0,7,"ADBE,MU,AMD,NOW,AMZN,GILD,VRTX",1,1,0,1.08520372033456,0.0
2020-05-29,lifecycle_review_concentrated,0.04934713494201795,0.0014396501029109087,0.28793002058218176,0.04790748483910704,0.0,7,"ADBE,AMD,NOW,AMZN,GILD,VRTX,CDNS",1,3,1,1.1371931011138303,0.0
2020-06-30,lifecycle_review_concentrated,0.08788308649017704,0.0006172685554668794,0.12345371109337588,0.08726581793471015,0.0,7,"ADBE,AMD,NOW,AMZN,GILD,VRTX,CDNS",3,1,0,1.2364311872322382,0.0
2020-07-31,lifecycle_review_concentrated,0.1091456388321768,0.0010267857142857142,0.20535714285714285,0.10811885311789109,1.1102230246251565e-16,7,"ADBE,AMD,NOW,AMZN,CDNS,MELI,XYZ",3,2,2,1.3701127091549803,0.0
2020-08-31,lifecycle_review_concentrated,-0.0463164922064304,0.0005735195021404788,0.11470390042809575,-0.04689001170857088,0.0,7,"ADBE,AMD,NOW,AMZN,CDNS,MELI,XYZ",5,0,0,1.3058681081806416,-0.04689001170857077
2020-09-30,lifecycle_review_concentrated,-0.015430221283780026,0.00013526138024097945,0.027052276048195892,-0.015565482664021005,0.0,7,"ADBE,AMD,NOW,AMZN,CDNS,MELI,XYZ",5,0,0,1.2855416407812579,-0.06172562870822629
2020-10-30,lifecycle_review_concentrated,0.10557911354998403,0.0011133556390181972,0.22267112780363943,0.10446575791096584,0.0,7,"ADBE,AMD,NOW,AMZN,MELI,XYZ,MLM",4,0,1,1.4198367226115785,0.0
2020-11-30,lifecycle_review_concentrated,0.03310151882105806,0.0012936580882352943,0.2587316176470589,0.03180786073282276,0.0,7,"ADBE,AMD,NOW,MELI,MLM,MU,TGT",3,1,2,1.464998691347755,0.0
2020-12-31,lifecycle_review_concentrated,0.07878981435877346,0.0033657766990291263,0.6731553398058252,0.07542403765974433,0.10999999999999999,7,"MELI,MLM,MU,TGT,HPQ,AMAT,TER",0,1,3,1.5754948078154443,0.0
2021-01-29,lifecycle_review_concentrated,0.07524537215089126,0.000925,0.185,0.07432037215089127,0.0,7,"MELI,MLM,MU,TGT,HPQ,AMAT,TER",0,2,1,1.6925861682540848,0.0
2021-02-26,lifecycle_review_concentrated,-0.009332077858320829,0.0014811764705882353,0.29623529411764704,-0.010813254328909064,0.0,7,"MLM,MU,TGT,HPQ,AMAT,TER,INTC",1,3,2,1.6742838035431595,-0.010813254328909228
2021-03-31,lifecycle_review_concentrated,0.006936466658123117,0.0005487250694269125,0.10974501388538249,0.006387741588696205,0.0,7,"MLM,MU,TGT,HPQ,AMAT,TER,INTC",4,0,1,1.6849786958263326,-0.004494585014598873
2021-04-30,lifecycle_review_concentrated,-0.017852863757873993,0.0,0.0,-0.017852863757873993,0.0,7,"MLM,MU,TGT,HPQ,AMAT,TER,INTC",4,0,1,1.654897000734825,-0.022267207558559043
2021-05-28,lifecycle_review_concentrated,-0.0015932852471254536,0.00010729613733905582,0.021459227467811162,-0.0017005813844645093,0.0,7,"MLM,MU,TGT,HPQ,AMAT,INTC,NEM",4,0,1,1.6520827137021692,-0.02392992174436548
2021-06-30,lifecycle_review_concentrated,0.02344524280892658,0.0024463519313304718,0.48927038626609437,0.02099889087759611,1.1102230246251565e-16,7,"MLM,TGT,AMAT,NEM,NVDA,MSCI,POOL",2,0,4,1.6867746183279642,-0.0034335326821884893
2021-07-30,lifecycle_review_concentrated,0.018006056150246103,0.0011246143583757192,0.22492287167514383,0.016881441791870386,0.0,7,"MLM,TGT,AMAT,NVDA,MSCI,POOL,DXCM",2,1,1,1.715249805863272,0.0
2021-08-31,lifecycle_review_concentrated,-0.07113912750659372,0.0009598781107160995,0.1919756221432199,-0.07209900561730982,0.0,7,"MLM,TGT,AMAT,NVDA,MSCI,POOL,DXCM",2,4,0,1.5915820004752461,-0.07209900561730997
2021-09-30,lifecycle_review_concentrated,0.16017941973964775,0.0016942148760330578,0.33884297520661155,0.1584852048636147,0.0,7,"MLM,NVDA,MSCI,POOL,DXCM,PAYC,DDOG",1,4,2,1.8438241998778073,0.0
2021-10-29,lifecycle_review_concentrated,0.05840314310291667,0.000599136404500504,0.1198272809001008,0.05780400669841617,0.0,7,"MLM,NVDA,MSCI,POOL,DXCM,PAYC,DDOG",3,2,0,1.950404626278246,0.0
2021-11-30,lifecycle_review_concentrated,-0.01539444148390304,0.0005665632694039789,0.11331265388079577,-0.01596100475330702,1.1102230246251565e-16,7,"MLM,NVDA,MSCI,POOL,DXCM,PAYC,DDOG",3,3,0,1.919274208767347,-0.015961004753306973
2021-12-31,lifecycle_review_concentrated,-0.14311449441585303,0.001963967971530249,0.3927935943060498,-0.14507846238738328,0.0,7,"MLM,NVDA,POOL,DDOG,QCOM,TER,AVGO",2,2,3,1.6408288576596184,-0.1587238691129229
2022-01-31,lifecycle_review_concentrated,-0.0028388330275117904,0.00023267562106264115,0.04653512421252823,-0.0030715086485744317,0.0,7,"MLM,NVDA,POOL,DDOG,QCOM,TER,AVGO",2,2,2,1.6357890376324864,-0.1613078560247817
2022-02-28,lifecycle_review_concentrated,0.059696195160399576,0.0023138297872340426,0.4627659574468085,0.05738236537316553,0.0,7,"NVDA,DDOG,QCOM,AVGO,FCX,WMB,SYY",1,1,4,1.7296544818633326,-0.11318171698359225
2022-03-31,lifecycle_review_concentrated,-0.16902269307305903,0.0015948275862068967,0.31896551724137934,-0.17061752065926594,0.0,7,"NVDA,QCOM,AVGO,FCX,SYY,DAR,STLD",1,0,3,1.4345451225706236,-0.2644884537071589
2022-04-29,lifecycle_review_concentrated,-0.009769317018922745,0.0027481542056074764,0.5496308411214953,-0.012517471224530221,0.09699999999999998,7,"AVGO,FCX,SYY,DAR,STLD,RS,DG",0,2,4,1.4165882452785556,-0.2736951983231892
2022-05-31,lifecycle_review_concentrated,-0.1183829889057158,0.0020425,0.40850000000000003,-0.1204254889057158,0.020000000000000018,7,"SYY,DAR,STLD,RS,DG,AMGN,VLO",0,2,4,1.2459949132627954,-0.3611608091596882
2022-06-30,lifecycle_review_concentrated,0.08753517050638507,0.0006568965517241381,0.1313793103448276,0.08687827395466093,0.0,7,"SYY,DAR,STLD,RS,DG,AMGN,VLO",0,2,2,1.3542448006833545,-0.3056595629248897
2022-07-29,lifecycle_review_concentrated,-0.014042536403206221,0.001788793103448276,0.3577586206896552,-0.015831329506654498,0.25,6,"SYY,DG,AMGN,UTHR,WAT,ALB",0,1,3,1.3328053050110626,-0.31665189517402026
2022-08-31,lifecycle_review_concentrated,-0.0052348242521738225,0.0017500000000000003,0.35000000000000003,-0.006984824252173822,0.47,7,"DG,UTHR,WAT,ALB,ENPH,BJ,NEE",0,0,5,1.3234958941931954,-0.3214249615892858
2022-09-30,lifecycle_review_concentrated,0.027280581284542152,0.0009750000000000001,0.195,0.026305581284542152,0.5599999999999999,7,"ALB,ENPH,BJ,NEE,FSLR,HUBB,LNG",0,0,6,1.3583112230176522,-0.3035746507587115
2022-10-31,lifecycle_review_concentrated,0.019681759486680776,0.0016,0.32,0.018081759486680775,0.019999999999999907,7,"ALB,ENPH,BJ,FSLR,HUBB,LNG,BIIB",0,1,2,1.3828718798603163,-0.290982055093303
2022-11-30,lifecycle_review_concentrated,-0.14383281687476218,0.0010763157894736843,0.21526315789473685,-0.14490913266423586,0.0,7,"ALB,ENPH,BJ,FSLR,HUBB,LNG,BIIB",0,3,0,1.1824811151639965,-0.3937252305331115
2022-12-30,lifecycle_review_concentrated,0.10119973828535471,0.0004605263157894735,0.0921052631578947,0.10073921196956524,0.0,7,"ALB,ENPH,BJ,FSLR,HUBB,BIIB,NKE",0,3,1,1.30160333087451,-0.33264958801998734
2023-01-31,lifecycle_review_concentrated,0.047492884140788436,0.0025917832167832167,0.5183566433566433,0.04490110092400522,0.25,6,"FSLR,HUBB,NKE,EL,URI,AVGO",0,1,3,1.3600467533971279,-0.3026848198199963
2023-02-28,lifecycle_review_concentrated,0.010067159106297557,0.001015,0.203,0.009052159106297556,0.19599999999999995,7,"FSLR,HUBB,NKE,EL,URI,AVGO,EXPE",0,1,2,1.3723581130008822,-0.29637261186177033
2023-03-31,lifecycle_review_concentrated,-0.0789622852535056,0.0013050776053215077,0.26101552106430154,-0.0802673628588271,0.0,7,"FSLR,HUBB,NKE,URI,AVGO,EXPE,ANET",1,1,1,1.2622025463723852,-0.35285092674287033
2023-04-28,lifecycle_review_concentrated,0.1101330340506261,0.0010633437014198196,0.2126687402839639,0.10906969034920629,0.0,7,"FSLR,HUBB,NKE,AVGO,EXPE,ANET,LULU",2,1,1,1.399870587263201,-0.2822665777129394
2023-05-31,lifecycle_review_concentrated,0.07702234360525895,0.0019556708770162097,0.3911341754032419,0.07506667272824273,1.1102230246251565e-16,7,"HUBB,NKE,AVGO,EXPE,ANET,LULU,GOOG",1,2,2,1.5049542144991805,-0.228388717795995
2023-06-30,lifecycle_review_concentrated,0.04324528723349594,0.0012420427074939567,0.24840854149879132,0.04200324452600198,0.0,7,"HUBB,AVGO,EXPE,ANET,GOOG,NOW,MRVL",2,1,2,1.5681671743712267,-0.1959785404305584
2023-07-31,lifecycle_review_concentrated,0.008942647050714311,0.0007476060191518469,0.14952120383036938,0.008195041031562465,0.0,7,"HUBB,AVGO,EXPE,ANET,GOOG,NOW,MRVL",2,3,0,1.5810183687095483,-0.18938955157913007
