rebalance_date,net_return,drawdown,regime_state
2025-01-31,-0.1764199532779707,-0.17641995327797078,
2022-03-31,-0.17061752065926594,-0.2644884537071589,
2021-12-31,-0.14507846238738328,-0.1587238691129229,
2022-11-30,-0.14490913266423586,-0.3937252305331115,
2022-05-31,-0.1204254889057158,-0.3611608091596882,
2020-02-28,-0.11062299964825885,-0.14438437494820344,
2025-02-28,-0.11046147050929073,-0.26739381632099657,
2019-08-30,-0.09903912348372251,-0.09903912348372246,
2023-03-31,-0.0802673628588271,-0.35285092674287033,
2024-03-28,-0.07564530709040773,-0.09957123229591436,
