rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop
2019-04-30,0.9895564040518643,98955.64040518642,0.9386810683613055,93868.10683613055,-0.010443595948135716,-0.06131893163869451,0.0,-0.010443595948135709,1.0,False,,0.0,0,1.0,1,0,0.0,1,-0.021982492499084474,0.014038896550948757,6,True,-0.08,-0.15
2019-05-31,1.034862516147901,103486.2516147901,1.0138863711765451,101388.6371176545,0.045784264454785,0.08011805644118142,-0.010443595948135709,0.0,1.034862516147901,False,,0.0,0,1.0,1,0,0.0,2,0.04798106243451461,0.0,1,True,-0.08,-0.15
2019-06-28,1.042445591459606,104244.55914596061,1.0102027204974469,101020.27204974469,0.007327616174495911,-0.0036331987329345505,0.0,0.0,1.042445591459606,False,,0.0,0,1.0,1,0,0.0,3,0.009857713441271981,0.0,1,True,-0.08,-0.15
2019-07-31,1.0556529437110151,105565.29437110151,0.9940281763363923,99402.81763363924,0.01266958425419253,-0.01601118650035893,0.0,0.0,1.0556529437110151,False,,0.0,0,1.0,1,0,0.0,4,0.014317331009484553,0.0,0,True,-0.08,-0.15
2019-08-30,1.0547609689788087,105476.09689788087,1.0056503165476978,100565.03165476977,-0.000844950736433113,0.011691962549935209,0.0,-0.000844950736433183,1.0556529437110151,False,,0.0,0,1.0,1,0,0.0,5,-0.004359419587480658,0.005610484409707106,1,True,-0.08,-0.15
2019-09-30,1.0680879782806618,106808.79782806618,1.0489716902723578,104897.16902723578,0.012635099035524516,0.043077969560411544,-0.000844950736433183,0.0,1.0680879782806618,False,,0.0,0,1.0,1,0,0.0,6,0.014665745563888366,0.0,0,True,-0.08,-0.15
2019-10-31,1.070730712189577,107073.0712189577,1.0650333649139971,106503.3364913997,0.0024742661303700695,0.01531182851795454,0.0,0.0,1.070730712189577,False,,0.0,0,1.0,1,0,0.0,7,0.00522426613037007,0.0,0,True,-0.08,-0.15
2019-11-29,1.0998867327739186,109988.67327739186,1.114278678263725,111427.8678263725,0.027230021752826628,0.046238282266118924,0.0,0.0,1.0998867327739186,False,,0.0,0,1.0,1,0,0.0,8,0.029980021752826626,0.0,2,True,-0.08,-0.15
2019-12-31,1.1605719626203859,116057.19626203859,1.1112243606625787,111122.43606625787,0.0551740720550551,-0.0027410715656029927,0.0,0.0,1.1605719626203859,False,,0.0,0,1.0,1,0,0.0,9,0.05701888300299467,0.0,0,True,-0.08,-0.15
2020-01-31,1.1189128925610077,111891.28925610076,1.0569478029777035,105694.78029777035,-0.035895292494675345,-0.048843923519200194,0.0,-0.03589529249467536,1.1605719626203859,False,,0.0,0,1.0,1,0,0.0,10,-0.055294144498381895,0.02159178210434557,7,True,-0.08,-0.15
2020-02-28,1.0568874496030591,105688.7449603059,0.8449822658042982,84498.22658042982,-0.055433665453601476,-0.20054494325665084,-0.03589529249467536,-0.08933915031276793,1.1605719626203859,False,,0.0,0,1.0,1,0,0.0,11,-0.1117695031892449,0.05782954377272684,13,True,-0.08,-0.15
2020-03-31,1.231177175760551,123117.7175760551,0.9681844766787635,96818.44766787635,0.16490850205757548,0.1458044930176079,-0.08933915031276793,0.0,1.231177175760551,True,triggered_level_1,0.5,1,1.0568874496030591,1,0,0.0,12,0.1686585020575755,0.0,0,True,-0.08,-0.15
2020-04-30,1.381187125658578,138118.7125658578,1.0451478077661074,104514.78077661074,0.121842698883172,0.07949242416213598,0.0,0.0,1.381187125658578,False,recovered,0.0,0,1.0,1,0,0.0,12,0.1243817854591987,0.0,0,True,-0.08,-0.15
2020-05-29,1.4558759710422822,145587.59710422822,1.065714002318956,106571.40023189559,0.05407583374924014,0.019677785668236414,0.0,0.0,1.4558759710422822,False,,0.0,0,1.0,1,0,0.0,12,0.05527565756342958,0.0,0,True,-0.08,-0.15
2020-06-30,1.5958613342228665,159586.13342228666,1.1268516586688926,112685.16586688926,0.09615198407345575,0.0573677893101745,0.0,0.0,1.5958613342228665,False,,0.0,0,1.0,1,0,0.0,12,0.09800521176273247,0.0,0,True,-0.08,-0.15
2020-07-31,1.7723624125891013,177236.24125891013,1.2062160322601614,120621.60322601614,0.11059925732970097,0.07043018748804863,0.0,0.0,1.7723624125891013,False,,0.0,0,1.0,1,0,0.0,12,0.11276149642510713,0.0,0,True,-0.08,-0.15
2020-08-31,1.7218646853695252,172186.4685369525,1.1563311249670802,115633.11249670802,-0.028491761538661828,-0.04135652814994395,0.0,-0.028491761538661876,1.7723624125891013,False,,0.0,0,1.0,1,0,0.0,12,-0.028257143870756132,0.0020095471210682496,4,True,-0.08,-0.15
2020-09-30,1.7202373845983308,172023.73845983308,1.1321975695430155,113219.75695430156,-0.000945080519405212,-0.02087079981069584,-0.028491761538661876,-0.029409915049273313,1.7723624125891013,False,,0.0,0,1.0,1,0,0.0,12,-0.0007623562868221525,0.002465350263092044,3,True,-0.08,-0.15
2020-10-30,1.8419345953435378,184193.45953435378,1.2526635496437772,125266.35496437772,0.07074442855084394,0.10640014017110544,-0.029409915049273313,0.0,1.8419345953435378,False,,0.0,0,1.0,1,0,0.0,12,0.06931037197442354,0.0038293060416454833,2,True,-0.08,-0.15
2020-11-30,1.9214938891927975,192149.38891927977,1.2657290515882111,126572.90515882112,0.043193332733088216,0.010430176521181167,0.0,0.0,1.9214938891927975,False,,0.0,0,1.0,1,0,0.0,12,0.04636378991316109,0.0,0,True,-0.08,-0.15
2020-12-31,1.9004444542892964,190044.44542892964,1.2907689834560647,129076.89834560647,-0.010954723833310694,0.019783011092645797,0.0,-0.010954723833310635,1.9214938891927975,False,,0.0,0,1.0,1,0,0.0,12,-0.014732287394402091,0.006570439452682429,5,True,-0.08,-0.15
2021-01-29,1.9866522490806804,198665.22490806805,1.3345349946814515,133453.49946814516,0.04536191236571699,0.03390692818493535,-0.010954723833310635,0.0,1.9866522490806804,False,,0.0,0,1.0,1,0,0.0,12,0.04425717955012967,0.0038361520885102918,1,True,-0.08,-0.15
