ticker,onset_date,peak_date,hold_3m_return,hold_6m_return,hold_12m_return,hold_18m_return,max_return_6m,max_return_12m,max_return_18m,max_dd_3m,max_dd_6m,max_dd_12m,first_2x_date,first_2x_days,first_3x_date,first_3x_days,first_5x_date,first_5x_days,trail20_after_50pct_return,trail20_after_50pct_date,trail20_after_50pct_days,ma50_5d_after_50pct_return,ma50_5d_after_50pct_date,ma50_5d_after_50pct_days,ma200_after_50pct_return,ma200_after_50pct_date,ma200_after_50pct_days
TSLA,2019-09-11,2020-08-31,0.4117361685287244,1.2685147030064825,6.513961873019442,13.037434129028082,2.712747738709293,9.08336749926564,16.869081859412503,-0.09668150284406063,-0.38899304163468074,-0.606265385382069,2020-01-13,85,2020-02-03,99.0,2020-07-06,205.0,1.7478753344276465,2020-02-27,116.0,1.2121408568086385,2020-03-13,127.0,0.4618373000742986,2020-03-18,130.0
TSM,2020-02-28,2021-02-16,-0.05632452649092645,0.5225285017659296,1.462196574433782,1.276529695577938,0.5725870620127829,1.6704148397575094,1.6704148397575094,-0.22378416678388546,-0.22378416678388546,-0.22378416678388546,2020-12-07,196,,,,,1.085431408361047,2021-03-24,269.0,1.2190847309064443,2021-03-09,258.0,1.1347389379039279,2021-08-17,370.0
VRT,2022-12-07,2023-12-08,0.04245967860857469,0.5512447404482168,2.4528641251194503,5.543163404062686,0.5512447404482168,2.4528641251194503,6.779257672099596,-0.13487257593475266,-0.26002435707178884,-0.26002435707178884,2023-08-02,162,2023-10-11,211.0,2024-03-01,308.0,4.9937986974616635,2024-07-17,402.0,5.377114039811435,2024-06-26,388.0,3.9640498606524828,2024-08-05,415.0
NVDA,2019-08-19,2020-08-17,0.19681575040269794,0.8459069224708307,1.8797046653395681,2.484985405326008,0.8459069224708307,1.897613414265885,2.6027845916475063,-0.06819300970187059,-0.06819300970187059,-0.37554030935981386,2020-05-18,188,2020-08-26,258.0,,,0.4405160692007706,2020-03-09,139.0,0.2751831877986659,2020-03-17,145.0,0.15269446575671308,2020-03-16,144.0
NVDA,2022-11-30,2023-11-20,0.41168877369058987,1.3242737841794998,1.764382634612375,5.883776472325763,1.3706091194675132,1.9797874823807415,5.883776472325763,-0.2233290078992527,-0.2233290078992527,-0.2233290078992527,2023-05-25,121,2024-01-08,276.0,2024-03-04,314.0,5.133039743902041,2024-07-30,416.0,1.4246055954465957,2023-09-21,202.0,6.002668458049608,2025-01-27,539.0
COHR,2023-12-04,2024-12-04,0.6510204071702683,0.7028060893077055,1.8576529199706697,1.071173491357813,0.7882652323924233,1.8576529199706697,1.8576529199706697,-0.1063174509929381,-0.2635670687544298,-0.3010686176225924,2024-07-12,151,2025-10-09,463.0,,,0.3295917836093556,2024-04-15,90.0,0.42474483130426144,2024-04-10,87.0,1.1081632087052946,2025-02-21,304.0
PWR,2020-06-17,2021-05-10,0.3514191300217109,0.7830009973898013,1.2476080453531089,1.896033448324682,0.8823998748326893,1.5944851973483498,2.1495915047350964,-0.08361750427868986,-0.08361750427868986,-0.13369787283803392,2021-01-19,148,2021-09-15,314.0,,,1.5076740875788213,2022-01-25,405.0,1.437680995790485,2021-06-08,245.0,1.6394388742323507,2022-01-19,401.0
MU,2025-03-14,2026-03-17,0.14843241910995109,0.5688474087346787,3.5957245003519205,,0.5688474087346787,3.5957245003519205,6.920148086196815,-0.37150359115427145,-0.37150359115427145,-0.37150359115427145,2025-10-16,149,2026-01-02,202.0,2026-04-27,280.0,1.0036547459425815,2025-11-20,174.0,2.204586150014162,2026-03-30,261.0,,,
FCX,2020-06-05,2021-05-11,0.4327809901980202,1.24585634239348,2.80773002610587,2.3881763683287236,1.24585634239348,3.1344228423205633,3.1344228423205633,-0.1360068662405851,-0.1360068662405851,-0.19381062990682096,2020-11-23,119,2021-02-16,175.0,,,2.243860199685915,2021-06-17,260.0,2.226326949416,2021-06-18,261.0,1.998212945581709,2021-08-19,304.0
APH,2025-04-09,2026-01-27,0.4949351995792588,0.9137007930693795,1.21061326751318,,0.9137007930693795,1.5248812021311053,1.5248812021311053,-0.03913572736338966,-0.03913572736338966,-0.2818917334659571,2025-10-23,136,,,,,0.974343143276093,2026-02-04,206.0,0.9684202582728942,2025-12-18,175.0,0.8737027435254725,2026-03-26,241.0
MTZ,2020-08-05,2021-06-08,0.1285681544214088,0.8640143217911809,1.2569116627097796,0.9011013405286403,0.8640143217911809,1.7255562499769566,1.7255562499769566,-0.1675553414721368,-0.1675553414721368,-0.2025400359171704,2021-02-24,139,,,,,1.1735219892123556,2021-07-19,239.0,1.3184984858250433,2021-06-22,221.0,1.0101145635258537,2021-08-18,261.0
MPWR,2020-03-11,2021-01-21,0.4798650313724677,0.5909664041911786,1.1854880605228257,2.1719164843131504,0.8251331551841594,1.6100269563687784,2.2668146841498893,-0.20719986875410146,-0.20719986875410146,-0.25083090769809446,2020-10-09,148,2021-08-04,353.0,,,0.9553515257863028,2021-03-08,249.0,0.5294724060011327,2020-09-11,128.0,1.0872710643198706,2021-05-10,293.0
NEM,2025-03-13,2026-01-28,0.2307075142400734,0.7499631983125485,1.4451767441777785,,0.7587961112022983,1.922129322357133,1.922129322357133,-0.13029485343109315,-0.13029485343109315,-0.19985753496478942,2025-10-15,149,,,,,1.2013024792274685,2026-03-19,255.0,0.8223907815222431,2025-11-06,165.0,,,
APP,2023-04-17,2024-04-11,0.7325580906716644,1.3800489000294855,3.339045340501416,7.864749372757785,1.6933903250033326,3.7882495185520586,7.9963279453653175,-0.15878908099548394,-0.15878908099548394,-0.17859570768964472,2023-08-10,80,2024-02-15,210.0,2024-05-09,268.0,3.205630390390138,2024-08-02,326.0,1.3586291649711808,2023-10-19,129.0,12.425336173111614,2025-04-04,494.0
APP,2024-10-10,2025-09-30,1.179508427626205,0.6298675317106595,3.073667800435598,2.217964706727626,2.5220244254408395,3.9609223708560073,4.064899158617455,-0.2202490477603518,-0.5699723736744688,-0.5699723736744688,2024-11-08,21,2025-02-13,85.0,2025-12-09,291.0,1.2166528975160116,2024-12-10,42.0,1.2592517209331335,2025-03-04,97.0,0.5145678035328669,2025-04-04,120.0
UMC,2020-01-29,2021-01-22,-0.015504066789810755,0.5075970050026457,2.781216076434586,3.2825407470436705,0.576864944071545,3.1846002761372567,3.5594626113125827,-0.2419928466745056,-0.2419928466745056,-0.24347814097174758,2020-09-28,168,2020-12-01,213.0,2021-09-03,404.0,0.4912987044032715,2020-08-20,142.0,2.434876639524584,2021-03-09,279.0,3.2573252934362165,2022-01-25,502.0
