portfolio_kind,week_end_date,target_week_end_date,rebalance_date,period_end_date,scheduled_period_end_date,final_period_extension,weekly_return,period_return_since_rebalance,equity,cash_weight,stock_weight,selected_names,missing_price_count,spy_period_return_since_rebalance,qqq_period_return_since_rebalance
concentrated,2019-05-03,2019-05-03,2019-04-30,2019-05-31,2019-05-31,False,-0.0010891818824184663,-0.0010891818824184663,0.9989108181175815,0.0,1.0,3,0,-0.002341355125369038,0.0017295205294873828
concentrated,2019-05-10,2019-05-10,2019-04-30,2019-05-31,2019-05-31,False,0.0040126797862123365,0.002919127365670793,1.0029191273656708,0.0,1.0,3,0,-0.022461912929855332,-0.030296675584085442
concentrated,2019-05-17,2019-05-17,2019-04-30,2019-05-31,2019-05-31,False,-0.0024729122864581843,0.00043899633328425836,1.0004389963332843,0.0,1.0,3,0,-0.03013033024908951,-0.04057037947953057
concentrated,2019-05-24,2019-05-24,2019-04-30,2019-05-31,2019-05-31,False,-0.0005065627030972353,-6.778874898216714e-05,0.9999322112510178,0.0,1.0,3,0,-0.04051314867133271,-0.06614935720258097
concentrated,2019-05-31,2019-05-31,2019-04-30,2019-05-31,2019-05-31,False,-0.018031381607412578,-0.018097948031593147,0.9819020519684069,0.0,1.0,3,0,-0.06599515010781032,-0.08821656789325028
concentrated,2019-06-07,2019-06-07,2019-05-31,2019-06-28,2019-06-28,False,0.04631642038308814,0.04631642038308814,1.0273802401823924,0.0,1.0,3,0,0.04482271194989629,0.04357884533858081
concentrated,2019-06-14,2019-06-14,2019-05-31,2019-06-28,2019-06-28,False,-0.0033414976467682767,0.04282015652660309,1.0239472515274868,0.0,1.0,3,0,0.05067068176097522,0.05280174476372923
concentrated,2019-06-21,2019-06-21,2019-05-31,2019-06-28,2019-06-28,False,0.01013456410990532,0.053388684258023344,1.0343245105932535,0.0,1.0,3,0,0.07308123414062306,0.08698431266872753
concentrated,2019-06-28,2019-06-28,2019-05-31,2019-06-28,2019-06-28,False,-0.018712961015047158,0.03367666287581117,1.0149692363496141,0.0,1.0,3,0,0.06943143650640082,0.07881524631735459
concentrated,2019-07-05,2019-07-05,2019-06-28,2019-07-31,2019-07-31,False,0.013425087097521438,0.013425087097521438,1.0285952867489125,1.1102230246251565e-16,0.9999999999999999,3,0,0.005999541621865001,0.003835682663166695
