rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.12968321554638348,-0.28673248263399254,bear
2020-02-28,-0.0945485694420213,-0.12265678434463223,bear
2022-03-31,-0.09053310393750762,-0.19462464580489547,neutral
2021-12-31,-0.08797864971143307,-0.10928399198313998,bull
2026-02-27,-0.08696783436404582,-0.09147452298857539,neutral
2023-03-31,-0.08041819786294113,-0.25983254509397447,bull
2022-11-30,-0.07726657325904106,-0.2769792659796597,neutral
2023-08-31,-0.07474066080055305,-0.26019327810187853,bull
2024-11-29,-0.07128310572447571,-0.07128310572447571,bull
2025-02-28,-0.05528328718989156,-0.13590537242589518,neutral
