ticker,side,quantity,reference_price,limit_price,gross_value_usd,estimated_fee_usd,cash_impact_usd,current_shares,current_weight,target_weight,target_value_usd,current_value_usd,trade_value_delta_usd,order_type,time_in_force,reason,status,estimated_cash_after_usd,client_order_id,idempotency_key,auto_trade_allowed,paper_only,approval_required,crisis_state,paper_action_types,approval_status
SNDK,SELL,14.0,1963.5999755859373,1958.690975646973,27490.399658203125,68.72599914550781,27421.67365905762,61.0,0.1588895874612862,0.12,90462.51583220456,119779.5985107422,-29317.082678537627,limit,day,target_rebalance,ready,145540.6428311358,r1k-M-20260623-S-SNDK-7897c4818c20,7897c4818c2001fb0758941a1133f7f61f3eafab77c3fef7e40a5c39bf0766e8,False,True,True,GREEN,no_op,pending_user_approval
MRVL,SELL,80.0,279.0400085449219,278.3424085235596,22323.20068359375,55.80800170898438,22267.392681884765,311.0,0.1151169965050783,0.0852048206357115,64232.02029781834,86781.4426574707,-22549.42235965236,limit,day,target_rebalance,ready,167808.03551302056,r1k-M-20260623-S-MRVL-aa49480e6a01,aa49480e6a01e2bfdeb5b675e72c9d62941e1064f443a91c4d44dc9da801f7d2,False,True,True,GREEN,no_op,pending_user_approval
WDC,SELL,30.0,670.75,669.073125,20122.5,50.30625,20072.19375,154.0,0.1370231624222331,0.1103253733944398,83169.25697823659,103295.5,-20126.24302176341,limit,day,target_rebalance,ready,187880.22926302056,r1k-M-20260623-S-WDC-91fb559d1ec2,91fb559d1ec288c5792db0b98a5a03bc1e3000780091805009495f482c1d1bb4,False,True,True,GREEN,no_op,pending_user_approval
MU,SELL,11.0,1051.77001953125,1049.140594482422,11569.47021484375,28.92367553710937,11540.54653930664,34.0,0.0474364618340608,0.0313854320765458,23660.04288437588,35760.1806640625,-12100.137779686622,limit,day,target_rebalance,ready,199420.7758023272,r1k-M-20260623-S-MU-fca57e31a0b4,fca57e31a0b435324d03b44acec219a06f9cdf9c72602535b5af40e0c55a09e6,False,True,True,GREEN,no_op,pending_user_approval
STM,SELL,44.0,72.43000030517578,72.24892530441285,3186.9200134277344,7.967300033569336,3178.952713394165,1151.0,0.1105875903419154,0.1062845042579036,80123.03040957182,83366.93035125732,-3243.899941685508,limit,day,target_rebalance,ready,202599.72851572136,r1k-M-20260623-S-STM-02c72410589d,02c72410589d641aee7e19fe1a03ecea133f3aca3f6efb072c40fd26bd4102fb,False,True,True,GREEN,no_op,pending_user_approval
CIEN,BUY,47.0,459.8500061035156,460.9996311187744,21612.950286865234,54.032375717163085,-21666.9826625824,104.0,0.0634398460332099,0.0925962333733972,69804.0685628621,47824.400634765625,21979.667928096474,limit,day,target_rebalance,ready,180932.74585313897,r1k-M-20260623-B-CIEN-2772efa43922,2772efa439224274fb638ed9d0ebb206211bff74ca2eb25dd6477a189443b068,False,True,True,GREEN,no_op,pending_user_approval
LITE,BUY,17.0,827.9199829101562,829.9897828674316,14074.639709472656,35.186599273681644,-14109.826308746338,40.0,0.0439299734415965,0.0635214727579559,47885.93529209614,33116.79931640625,14769.13597568989,limit,day,target_rebalance,ready,166822.91954439264,r1k-M-20260623-B-LITE-6088a02596c2,6088a02596c28ce017a5019059924d1387bedb22a77973cb11e8d3ccaab57bf2,False,True,True,GREEN,no_op,pending_user_approval
PWR,BUY,14.0,702.2899780273438,704.0457029724121,9832.059692382812,24.580149230957037,-9856.639841613767,42.0,0.0391271617497701,0.0526184174164662,39666.62015502185,29496.17907714844,10170.441077873407,limit,day,target_rebalance,ready,156966.27970277888,r1k-M-20260623-B-PWR-077a4f9f4e81,077a4f9f4e8111e2807e55b6b6ae6da562eae1a6def47ebc6b0ddaf74aa2db32,False,True,True,GREEN,no_op,pending_user_approval
FIX,BUY,3.0,1908.0699462890625,1912.840121154785,5724.209838867188,14.31052459716797,-5738.520363464356,12.0,0.0303730301703382,0.0394647793465765,29750.69355378447,22896.83935546875,6853.854198315719,limit,day,target_rebalance,ready,151227.7593393145,r1k-M-20260623-B-FIX-c507865f13a8,c507865f13a88d29b7d7ff582c85801259e72cf2ab6074d5533632908ff19f18,False,True,True,GREEN,no_op,pending_user_approval
ON,BUY,33.0,117.05999755859376,117.35264755249024,3862.9799194335938,9.657449798583984,-3872.6373692321777,331.0,0.0513983395249779,0.0565590342463594,42637.27109137906,38746.85919189453,3890.411899484527,limit,day,target_rebalance,ready,147355.12197008234,r1k-M-20260623-B-ON-2092b0ec9401,2092b0ec9401a4dff3b9c391a73bebd8348e189b94d267f9902d8a6cb2da561d,False,True,True,GREEN,no_op,pending_user_approval
KEYS,BUY,4.0,352.5799865722656,353.46143653869626,1410.3199462890625,3.5257998657226564,-1413.845746154785,20.0,0.009354061845273,0.011242653280706,8475.322503348776,7051.5997314453125,1423.7227719034636,limit,day,target_rebalance,ready,145941.27622392756,r1k-M-20260623-B-KEYS-72a58310a90a,72a58310a90a6fc34704badc4e731d877f35f26492f096968ce1413273e3b002,False,True,True,GREEN,no_op,pending_user_approval
COHR,BUY,3.0,381.2200012207031,382.1730512237549,1143.6600036621094,2.859150009155273,-1146.5191536712646,46.0,0.0232619487461694,0.0252795188818701,19057.07397568073,17536.120056152344,1520.953919528387,limit,day,target_rebalance,ready,144794.7570702563,r1k-M-20260623-B-COHR-16076a719e1c,16076a719e1c93388ea73cf13491dfbbdd2fb5aedf2394bac0f9f88ac6920c6f,False,True,True,GREEN,no_op,pending_user_approval
