rebalance_date,ticker,weight,stage,monster_onset_score,cum_return,peak_return,months_held,bad_months,period_forward_return,risk_adjusted_forward_return,weighted_forward_return,risk_exit_proxy,risk_exit_reason,hard_stop_proxy,sector,industry_group,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_max,theme_structural_growth_max,technical_leadership_signal,leadership_signal,growth_signal,rs_acceleration_score,revenue_growth_final,revision_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_defensive_rotation_action,distribution_risk_score,explosion_exit_score,stage2_overext_penalty
2019-04-30,ALGN,0.03,scout,1.3775872145854384,0.0,0.0,0,0,-0.1456680915583611,-0.1,-0.003,True,monthly_hard_stop_proxy,-0.1,Health Care,Medical Devices,unknown,neutral,0.35,0.35,1.0,1.0,1.0,2.349074761730652,nan,1.0,0.3741247488062759,0.0135416666666666,neutral,0.5299106625000946,0.0,0.0
2019-04-30,CDNS,0.03,scout,1.3547328844484254,-0.08836203801740516,0.0,1,0,-0.0883620380174052,-0.0883620380174052,-0.002650861140522156,False,hold,-0.1,Information Technology,Software - Application,unknown,neutral,0.35,0.35,1.0,1.8832171174860264,1.0,0.6111564245649408,nan,1.0,0.5897724314839634,0.1083333333333333,promote_monster_early,0.4061809542536485,0.0,0.0
2019-04-30,ADBE,0.03,scout,1.2993290022231656,-0.06776632721891096,0.0,1,0,-0.067766327218911,-0.067766327218911,-0.00203298981656733,False,hold,-0.1,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,1.0,1.8832171174860264,1.0,0.0740571992691661,nan,1.0,0.5370747236087422,0.0135416666666666,neutral,0.151809073128744,0.0,0.0
2019-05-31,CDNS,0.03,scout,0.31649678269608533,0.05620978786748987,0.05620978786748987,2,1,0.1585846925137757,0.1585846925137757,0.00475754077541327,False,hold,-0.1,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.6039230104142806,2.4679804643987864,1.0,-0.9981473436178716,nan,1.0,0.4298817751364998,0.2552083333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,ADBE,0.03,scout,0.5750902202568717,0.03796329911846863,0.03796329911846863,2,0,0.1134153693697432,0.1134153693697432,0.003402461081092296,False,hold,-0.1,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.4286741731335514,2.4679804643987864,1.0,0.083964115849061,nan,1.0,0.4286741731335514,0.0270833333333333,neutral,0.5259785323702689,0.0,0.0
2019-05-31,SBAC,0.03,scout,0.9861917010639445,0.04003659246853353,0.04003659246853353,1,0,0.0400365924685335,0.0400365924685335,0.001201097774056005,False,hold,-0.1,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,0.3641207137048177,nan,1.0,0.5104584056853592,0.0,neutral,0.5259785323702689,0.0,0.0
2019-05-31,BR,0.03,scout,0.9642403917692768,0.041620986560997775,0.041620986560997775,1,0,0.0416209865609977,0.0416209865609977,0.001248629596829931,False,hold,-0.1,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,1.0,1.0,0.3206167665602525,1.8235011286330247,nan,0.0,0.3768916997270365,0.0135416666666666,neutral,0.5259785323702689,0.0,0.0
2019-05-31,MKTX,0.03,scout,0.8982975126275825,0.08691686694817702,0.08691686694817702,1,0,0.086916866948177,0.086916866948177,0.00260750600844531,False,hold,-0.1,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.5738599458073625,nan,0.8337267903988055,0.5212228188516145,0.1083333333333333,neutral,0.5259785323702689,0.0,0.0
2019-06-28,CDNS,0.08,confirm,0.8186168806657728,0.10235354840303157,0.10235354840303157,3,0,0.0436880637403549,0.0436880637403549,0.003495045099228392,False,hold,-0.1,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.94,1.937126569637796,1.0,-1.725970031046109,nan,1.0,0.5577828233806126,0.2416666666666667,neutral,0.1758980694768895,0.0,0.0
2019-06-28,ADBE,0.08,confirm,1.1444497001523362,0.05203149685527997,0.05203149685527997,3,0,0.0135536562311588,0.0135536562311588,0.001084292498492704,False,hold,-0.1,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.94,1.937126569637796,1.0,0.0014907431365959,nan,1.0,0.5382925587772848,0.0,neutral,0.0516149525445256,0.0,0.0
2019-06-28,SBAC,0.03,scout,0.6833288502478492,0.13687161960700434,0.13687161960700434,2,0,0.0931073270303233,0.0931073270303233,0.002793219810909699,False,hold,-0.1,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,0.7611412216328598,0.7611412216328598,1.0,-0.3612718289935489,nan,1.0,0.4493269908055609,0.1333333333333333,neutral,0.0516149525445256,0.0,0.0
2019-06-28,BR,0.08,confirm,0.8654600079295678,0.03759368272782293,0.041620986560997775,2,0,-0.003866381231883,-0.003866381231883,-0.00030931049855064004,False,hold,-0.1,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,0.8679976423501865,0.8679976423501865,0.0286178015004842,1.735995284700373,nan,0.0,0.3371581194959462,0.0135416666666666,neutral,0.1619163951527758,0.0,0.0
2019-06-28,MKTX,0.08,confirm,0.9050235955640668,0.1328721747780408,0.1328721747780408,2,0,0.0422804256952016,0.0422804256952016,0.003382434055616128,False,hold,-0.1,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,0.392909933314475,nan,0.8337267903988055,0.4893631362648654,0.1083333333333333,neutral,0.2870084068096478,0.0,0.0
2019-06-28,HEI,0.03,scout,1.0813938806878687,0.031222084703765196,0.031222084703765196,1,0,0.0312220847037651,0.0312220847037651,0.000936662541112953,False,hold,-0.1,Industrials,Aerospace & Defense,unknown,neutral,0.35,0.35,1.0,1.0606282040291488,0.5970384518154936,-0.2706327368748709,nan,0.0,0.5724270467142147,0.2416666666666667,neutral,0.509923840889344,0.0,0.0
2019-06-28,NOC,0.03,scout,1.0089842095035368,0.08012369260474306,0.08012369260474306,1,0,0.080123692604743,0.080123692604743,0.00240371077814229,False,hold,-0.1,Industrials,Aerospace & Defense,event_shock,tactical_event,0.78,0.1,0.94,1.0606282040291488,0.0,1.7379217974010763,nan,0.0,0.4379979320898246,0.0135416666666666,neutral,0.0516149525445256,0.0,0.0
2019-06-28,MSCI,0.03,scout,1.007269447856424,-0.05868022908180626,0.0,1,0,-0.0586802290818063,-0.0586802290818063,-0.001760406872454189,False,hold,-0.1,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,1.0,-0.0567104322129179,nan,1.0,0.5072510401806898,0.2416666666666667,neutral,0.1446531874058526,0.0,0.0
2019-07-31,CDNS,0.08,confirm,0.5869931231521643,0.03672836839078997,0.10235354840303157,4,0,-0.0595318807721099,-0.0595318807721099,-0.004762550461768792,False,hold,-0.1,Information Technology,Software - Application,unknown,neutral,0.35,0.35,0.6500362672807034,1.287001799730302,1.0,-2.207940386642161,nan,1.0,0.5374652518585208,0.2416666666666667,neutral,0.2846848712565041,0.0,0.0
2019-07-31,ADBE,0.18,winner,0.9000736051562384,0.010745052759246754,0.05203149685527997,4,0,-0.0392444943135696,-0.0392444943135696,-0.007064008976442528,False,hold,-0.1,Information Technology,Software - Application,structural_growth,long_duration,0.15,1.0,0.6809928737963691,1.287001799730302,1.0,-0.3686706909930828,nan,1.0,0.5166079054814341,0.1333333333333333,neutral,0.2846848712565041,0.0,0.0
2019-07-31,SBAC,0.08,confirm,0.8064242226562063,0.22935217223398108,0.22935217223398108,3,0,0.0813465223619054,0.0813465223619054,0.006507721788952432,False,hold,-0.1,Real Estate,Equity REITs,unknown,neutral,0.35,0.35,1.0,1.0,1.0,-0.2865949832037004,nan,1.0,0.4919788763324264,0.2416666666666667,neutral,0.2846848712565041,0.0,0.0
2019-07-31,BR,0.08,confirm,0.12729556782955936,0.07791194882048735,0.07791194882048735,3,1,0.0388574706687381,0.0388574706687381,0.0031085976534990477,False,hold,-0.1,Industrials,Software - Infrastructure,unknown,neutral,0.35,0.35,0.3633174790807676,0.6631495679782947,0.0097631276886689,0.4167394965139484,nan,0.0,0.3068893861882753,0.0135416666666666,neutral,0.2846848712565041,0.0,0.0
2019-07-31,MKTX,0.08,confirm,0.5454576725701669,0.3234941195918877,0.3234941195918877,3,0,0.1682643011787228,0.1682643011787228,0.013461144094297824,False,hold,-0.1,Financials,Capital Markets,unknown,neutral,0.35,0.35,1.0,1.0,0.8337267903988055,-1.3648981616174256,nan,0.8337267903988055,0.4816507708370117,0.2416666666666667,neutral,0.2846848712565041,0.0,0.0
