horizon,status,start_date,end_date,period_return,cagr,max_dd,sharpe,realized_volatility,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,series,series_type
1M,completed,2026-05-12,2026-06-12,0.003370509839846214,0.040441811335951705,-0.04322701189770484,0.29789157539208905,0.19087880743647598,406160.2675538229,407529.2347321676,0.2748597060625622,0.2717872626740368,main,portfolio
3M,completed,2026-03-12,2026-06-12,0.10252002534820659,0.47325850960993154,-0.07048763388327328,2.0876084931677483,0.19318932681348944,369634.3153526472,407529.2347321676,0.2848208298118148,0.2717872626740368,main,portfolio
6M,completed,2025-12-12,2026-06-12,0.2155658172044972,0.4795826412103805,-0.1330088288747835,1.8341870269189537,0.23099927454241495,335258.88023849233,407529.2347321676,0.1672552563335287,0.2717872626740368,main,portfolio
YTD,completed,2026-01-02,2026-06-12,0.1305243660630515,0.32090817987694265,-0.1330088288747835,1.3569230955607048,0.22386577817252368,360478.0639548276,407529.2347321676,0.18633787786713127,0.2717872626740368,main,portfolio
1Y,completed,2025-06-12,2026-06-12,0.38644656402527766,0.38675688173352474,-0.1330088288747835,1.5306136532045223,0.23208579384845468,293937.93118790374,407529.2347321676,0.08325284824304777,0.2717872626740368,main,portfolio
2Y,completed,2024-06-12,2026-06-12,0.48007675334149646,0.21674742343248754,-0.23306484689130524,0.9962671897113543,0.22306017988276985,275343.31163036573,407529.2347321676,0.08586276340005343,0.2717872626740368,main,portfolio
FULL,completed,2019-06-03,2026-06-12,3.0823971107352888,0.221684320751387,-0.3323884538907982,1.0179527020175945,0.22130880317145232,99825.96589158537,407529.2347321676,0.059550270131737276,0.2717872626740368,main,portfolio
1M,completed,2026-05-12,2026-06-12,-0.03699709065446921,-0.3586484503636763,-0.060655073874340326,-2.5627330686474585,0.16313568707931547,766023.549491898,737682.906787888,4.0910909250517204e-05,4.198426041056088e-05,concentrated,portfolio
3M,completed,2026-03-12,2026-06-12,0.032452207154792134,0.13518132279953643,-0.060655073874340326,0.7054550223308326,0.2093176386472354,714495.9366407647,737682.906787888,3.360649340211154e-05,4.198426041056088e-05,concentrated,portfolio
6M,completed,2025-12-12,2026-06-12,0.3469751471310085,0.8180575394974334,-0.07286617597173295,2.167516184839389,0.3001562549416612,547658.8846936907,737682.906787888,7.79762862208801e-05,4.198426041056088e-05,concentrated,portfolio
YTD,completed,2026-01-02,2026-06-12,0.2673020727888651,0.7115805713460477,-0.07286617597173295,1.938111978126938,0.3008741972716686,582089.2450404658,737682.906787888,4.2239758255873305e-05,4.198426041056088e-05,concentrated,portfolio
1Y,completed,2025-06-12,2026-06-12,0.5966474581467316,0.597159239516134,-0.18069203735189765,1.7323767536800858,0.2967655014483761,462019.90491008887,737682.906787888,0.00018388069461267988,4.198426041056088e-05,concentrated,portfolio
2Y,completed,2024-06-12,2026-06-12,1.0502941850996637,0.4322369583798955,-0.2420215062093497,1.4787639509554433,0.2687828660270498,359793.68821749336,737682.906787888,0.00035892053333816555,4.198426041056088e-05,concentrated,portfolio
