policy_id,rebalance_date,macro_risk_state,macro_style_state,target_cash,realized_cash,policy_action,net_return
crisis_ladder,2019-04-30,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,-0.01727912290855178
crisis_ladder,2019-05-31,red,cash_defense,0.3,0.29999999999999993,raise_or_hold_red_floor,0.04362087929810088
crisis_ladder,2019-06-28,green,quality_compounder,0.09999999999999992,0.09999999999999992,green_redeploy_step,0.01258831856073699
crisis_ladder,2019-07-31,green,quality_compounder,0.03,0.03,green_redeploy_step,0.013235870131697705
crisis_ladder,2019-08-30,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.003176764629146414
crisis_ladder,2019-09-30,green,quality_compounder,0.03,0.03,green_redeploy_step,0.013689228241209115
crisis_ladder,2019-10-31,recovery,breakout_growth,0.1,0.1,bargain_reentry_step,0.006415880092943806
crisis_ladder,2019-11-29,green,breakout_growth,0.03,0.03000000000000025,green_redeploy_step,0.033545754318606846
crisis_ladder,2019-12-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.058183912748552793
crisis_ladder,2020-01-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.015294346338175351
crisis_ladder,2020-02-28,red,cash_defense,0.3,0.30000000000000004,raise_or_hold_red_floor,-0.05203649631636565
crisis_ladder,2020-03-31,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,0.0950511138694086
crisis_ladder,2020-04-30,yellow,turnaround_accumulation,0.3,0.3,yellow_partial_redeploy,0.09148074104735075
crisis_ladder,2020-05-29,green,quality_compounder,0.09999999999999998,0.09999999999999998,green_redeploy_step,0.04807965950585735
crisis_ladder,2020-06-30,green,quality_compounder,0.03,0.03,green_redeploy_step,0.08761739134981149
crisis_ladder,2020-07-31,green,quality_compounder,0.03,0.03,normal_low_cash,0.10519385896175681
crisis_ladder,2020-08-31,yellow,quality_compounder,0.1,0.09999999999999987,yellow_partial_redeploy,-0.023923496358573198
crisis_ladder,2020-09-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.004025412887241501
crisis_ladder,2020-10-30,red,cash_defense,0.3,0.29999999999999993,raise_or_hold_red_floor,0.07938258981213468
crisis_ladder,2020-11-30,recovery,breakout_growth,0.1,0.1,bargain_reentry_step,0.041027158854245044
crisis_ladder,2020-12-31,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,-0.007794050394468063
crisis_ladder,2021-01-29,red,cash_defense,0.3,0.30000000000000004,raise_or_hold_red_floor,0.04528676524802018
crisis_ladder,2021-02-26,red,cash_defense,0.30000000000000004,0.30000000000000004,raise_or_hold_red_floor,-0.005944979048248616
crisis_ladder,2021-03-31,recovery,quality_compounder,0.10000000000000003,0.10000000000000009,bargain_reentry_step,0.044812656181811454
crisis_ladder,2021-04-30,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,0.006917275867221586
crisis_ladder,2021-05-28,green,quality_compounder,0.03,0.03000000000000025,normal_low_cash,0.05272036048650654
crisis_ladder,2021-06-30,green,breakout_growth,0.03,0.029999999999999805,green_redeploy_step,0.04930226631410009
crisis_ladder,2021-07-30,green,quality_compounder,0.03,0.03000000000000025,normal_low_cash,0.05724120990155515
crisis_ladder,2021-08-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.046799130207606315
crisis_ladder,2021-09-30,red,cash_defense,0.3,0.30000000000000004,raise_or_hold_red_floor,0.0759699410899726
crisis_ladder,2021-10-29,recovery,breakout_growth,0.10000000000000003,0.10000000000000009,bargain_reentry_step,0.007440418557077814
crisis_ladder,2021-11-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.021155809757897007
crisis_ladder,2021-12-31,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,-0.048476611601871764
crisis_ladder,2022-01-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,-0.00788971984437565
crisis_ladder,2022-02-28,yellow,cash_defense,0.1,0.1,yellow_partial_redeploy,0.03891711111070467
crisis_ladder,2022-03-31,recovery,quality_compounder,0.1,0.09999999999999998,bargain_reentry_step,-0.04997940360037094
crisis_ladder,2022-04-29,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,-0.0005453337920169457
crisis_ladder,2022-05-31,yellow,turnaround_accumulation,0.3,0.30000000000000004,yellow_partial_redeploy,-0.03862556223167686
crisis_ladder,2022-06-30,yellow,turnaround_accumulation,0.10000000000000003,0.10000000000000003,yellow_partial_redeploy,0.03601237351458539
crisis_ladder,2022-07-29,yellow,turnaround_accumulation,0.1,0.09999999999999998,yellow_partial_redeploy,-0.01902013492496324
crisis_ladder,2022-08-31,yellow,quality_compounder,0.1,0.10000000000000009,yellow_partial_redeploy,-0.03653129482747257
crisis_ladder,2022-09-30,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,0.04966159494891125
crisis_ladder,2022-10-31,yellow,turnaround_accumulation,0.3,0.3,yellow_partial_redeploy,0.010832364808707052
crisis_ladder,2022-11-30,green,turnaround_accumulation,0.03,0.030000000000000138,normal_low_cash,-0.035114460491279
crisis_ladder,2022-12-30,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.032924773295779704
crisis_ladder,2023-01-31,green,breakout_growth,0.03,0.030000000000000138,normal_low_cash,-0.009248489244157629
crisis_ladder,2023-02-28,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,0.03788386942936701
crisis_ladder,2023-03-31,green,breakout_growth,0.03,0.03000000000000025,normal_low_cash,0.004460209693067169
crisis_ladder,2023-04-28,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,0.04577523561486084
crisis_ladder,2023-05-31,green,breakout_growth,0.03,0.030000000000000027,normal_low_cash,0.08578846887618459
crisis_ladder,2023-06-30,recovery,quality_compounder,0.1,0.1,bargain_reentry_step,0.030770898648344185
crisis_ladder,2023-07-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.02172210903103708
crisis_ladder,2023-08-31,green,quality_compounder,0.03,0.029999999999999805,green_redeploy_step,-0.05777330463455524
crisis_ladder,2023-09-29,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,-0.002301806026936883
crisis_ladder,2023-10-31,yellow,quality_compounder,0.3,0.3,yellow_partial_redeploy,0.046312899363139426
crisis_ladder,2023-11-30,green,turnaround_accumulation,0.09999999999999998,0.09999999999999987,green_redeploy_step,0.03152032626127145
crisis_ladder,2023-12-29,green,breakout_growth,0.03,0.03,green_redeploy_step,0.05897177172941025
crisis_ladder,2024-01-31,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,0.08857266033484303
crisis_ladder,2024-02-29,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,0.06741873263364331
crisis_ladder,2024-03-28,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,-0.03514335404841281
crisis_ladder,2024-04-30,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.07745568955098028
crisis_ladder,2024-05-31,green,breakout_growth,0.03,0.029999999999999916,green_redeploy_step,0.035739578141028065
crisis_ladder,2024-06-28,green,quality_compounder,0.03,0.030000000000000027,normal_low_cash,-0.010463146013702981
crisis_ladder,2024-07-31,crisis,cash_defense,0.5,0.5,raise_or_hold_crisis_floor,0.013446796232786627
crisis_ladder,2024-08-30,green,quality_compounder,0.3,0.3,green_redeploy_step,0.03347490778884492
crisis_ladder,2024-09-30,green,quality_compounder,0.09999999999999998,0.09999999999999998,green_redeploy_step,0.04646319093667997
crisis_ladder,2024-10-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.07368674202628706
crisis_ladder,2024-11-29,recovery,quality_compounder,0.1,0.1000000000000002,bargain_reentry_step,-0.03354947561392959
crisis_ladder,2024-12-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.030974747283531966
crisis_ladder,2025-01-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.01866531220909415
crisis_ladder,2025-02-28,red,cash_defense,0.3,0.29999999999999993,raise_or_hold_red_floor,-0.035835196963830626
crisis_ladder,2025-03-31,red,cash_defense,0.3,0.29999999999999993,raise_or_hold_red_floor,0.0006630336258193276
crisis_ladder,2025-04-30,yellow,cash_defense,0.1,0.1,yellow_partial_redeploy,0.05430322361716043
crisis_ladder,2025-05-30,green,breakout_growth,0.03,0.030000000000000027,green_redeploy_step,0.03444216490489937
crisis_ladder,2025-06-30,green,breakout_growth,0.03,0.030000000000000027,green_redeploy_step,0.0072950647434299205
crisis_ladder,2025-07-31,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,-0.0053253097147976216
crisis_ladder,2025-08-29,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,0.045545739288390646
crisis_ladder,2025-09-30,green,quality_compounder,0.03,0.029999999999999916,green_redeploy_step,0.08081199242274689
crisis_ladder,2025-10-31,green,quality_compounder,0.03,0.029999999999999916,normal_low_cash,-0.017397031224216458
crisis_ladder,2025-11-28,recovery,quality_compounder,0.1,0.09999999999999987,bargain_reentry_step,0.05538514074939661
crisis_ladder,2025-12-31,green,quality_compounder,0.03,0.030000000000000138,green_redeploy_step,0.10126636788594214
crisis_ladder,2026-01-30,green,quality_compounder,0.03,0.030000000000000027,green_redeploy_step,0.023594707120361106
crisis_ladder,2026-02-27,red,cash_defense,0.3,0.29999999999999993,raise_or_hold_red_floor,-0.019750045238236417
bargain_reentry,2019-04-30,green,quality_compounder,0.02,0.019999999999999907,green_redeploy_step,-0.017445911757104984
bargain_reentry,2019-05-31,red,cash_defense,0.32,0.32,raise_or_hold_red_floor,0.04237686862719274
bargain_reentry,2019-06-28,green,quality_compounder,0.07,0.07,green_redeploy_step,0.013007929179428218
bargain_reentry,2019-07-31,green,quality_compounder,0.02,0.020000000000000018,green_redeploy_step,0.013311448395999197
bargain_reentry,2019-08-30,green,quality_compounder,0.02,0.020000000000000018,green_redeploy_step,-0.0031609993141018967
bargain_reentry,2019-09-30,green,quality_compounder,0.02,0.02,green_redeploy_step,0.013830354305551478
bargain_reentry,2019-10-31,recovery,breakout_growth,0.05,0.05,bargain_reentry_step,0.0067723178758851265
bargain_reentry,2019-11-29,green,breakout_growth,0.02,0.02000000000000013,green_redeploy_step,0.03393024276106306
bargain_reentry,2019-12-31,yellow,quality_compounder,0.1,0.1,yellow_partial_redeploy,0.058183912748552793
bargain_reentry,2020-01-31,green,quality_compounder,0.02,0.02000000000000013,green_redeploy_step,-0.015425290796436866
bargain_reentry,2020-02-28,red,cash_defense,0.32,0.32000000000000006,raise_or_hold_red_floor,-0.05055852738782123
bargain_reentry,2020-03-31,crisis,cash_defense,0.52,0.52,raise_or_hold_crisis_floor,0.09124906931463225
bargain_reentry,2020-04-30,yellow,turnaround_accumulation,0.27,0.27,yellow_partial_redeploy,0.09540134423509436
bargain_reentry,2020-05-29,green,quality_compounder,0.020000000000000018,0.020000000000000018,green_redeploy_step,0.05235340701748911
bargain_reentry,2020-06-30,green,quality_compounder,0.02,0.02,green_redeploy_step,0.08852066342558275
bargain_reentry,2020-07-31,green,quality_compounder,0.02,0.02,normal_low_cash,0.10627833173455843
bargain_reentry,2020-08-31,yellow,quality_compounder,0.1,0.09999999999999998,yellow_partial_redeploy,-0.023909850758418612
bargain_reentry,2020-09-30,green,quality_compounder,0.02,0.019999999999999907,green_redeploy_step,-0.004091443794610851
bargain_reentry,2020-10-30,red,cash_defense,0.32,0.31999999999999995,raise_or_hold_red_floor,0.07667073273122105
bargain_reentry,2020-11-30,recovery,breakout_growth,0.06999999999999995,0.06999999999999995,bargain_reentry_step,0.04239473081605321
bargain_reentry,2020-12-31,green,quality_compounder,0.02,0.019999999999999907,green_redeploy_step,-0.007830336614419698
