date,equity_usd,portfolio_return,spy_return,qqq_minus_spy,semis_minus_qqq,cash_weight
2019-06-04,100465.86402233124,0.005071145459702775,0.021706661916592873,0.006450062960249081,0.01281339305014928,0.8315461350079262
2019-06-05,101189.0679179001,0.007198503716726146,0.008662019488075767,-0.0012297489400028283,-0.015068735415314505,0.8256030285384518
2019-06-06,101250.22173412325,0.0006043520064120678,0.006503036570885801,0.0014422951291725994,0.005866705594670396,0.8251043750538887
2019-06-07,101597.36237438204,0.0034285420250275145,0.010006874542315858,0.009305001988709982,-0.006369139274426505,0.8222851359088698
2019-06-10,101619.7399340439,0.0002202572895486643,0.004589101492042502,0.007065782818229227,0.013323622297571003,0.8221040614965577
2019-06-11,101601.67455394748,-0.00017777431932164411,-0.00024282850783174936,0.0016076731750953588,0.0022907022907860952,0.8222502364726587
2019-06-12,101861.04247005464,0.0025527917452723425,-0.0017648726851035024,-0.004014720472314659,-0.01588654212516405,0.8201565476080936
2019-06-13,101810.2032404709,-0.0004991037628412354,0.004126141328260724,0.0017968448043998997,-0.0009592818108501433,0.8205660952338849
2019-06-14,101588.91206462862,-0.0021735657998797064,-0.001105087849323394,-0.003147359406023953,-0.020633647681760126,0.8223535347524329
2019-06-17,101694.61009700775,0.001040448511860248,0.0003807858937083797,0.005642260278116984,-0.012159706084001298,0.8214988075406322
2019-06-18,101737.12458141329,0.0004180603511334535,0.010470501793460985,0.004060392015952319,0.026143334899460635,0.8211555149777057
2019-06-19,102469.99609096527,0.007203579937680615,0.002257392717219364,0.001498024886005478,-0.0014008395543139152,0.8152825618714673
2019-06-20,102398.38317592622,-0.0006988671588850082,0.009554172976680375,-0.0002548071607588742,0.002257465332617281,0.8158527345541338
2019-06-21,102227.644078331,-0.001667400327033386,-0.0014535779749530464,-2.9213985297205092e-05,-0.0032543425369548906,0.8172153597121745
2019-06-24,101781.79311473848,-0.004361354187629396,-0.0012246131610045285,0.001256505760939941,0.0018346124954697896,0.8207951380245839
2019-06-25,100925.5294161606,-0.008412739374837108,-0.00980788145869893,-0.007358334002695699,-0.00016027945834540258,0.8277588575584359
2019-06-26,101006.03735073093,0.0007976964305864698,-0.000997280060745842,0.005647672619980115,0.024925968719810898,0.8270990835717296
2019-06-27,101424.6357317734,0.0041442906980790895,0.0035460369830921934,0.0002755408169907714,0.009620857635165958,0.8236854914513648
2019-06-28,101476.49100978851,0.0005112690584589963,0.00514592906340261,-0.0038590821021766697,-0.0002874114436912656,0.8232645817437939
