rebalance_date,ticker,weight,period_forward_return,weighted_forward_return,main_v2_score,main_v2_replacement_score,main_v2_replacement_catalyst_score,main_v2_replacement_decay_score,score,sector,regime_state,main_v2_style_regime,theme_horizon_primary,theme_holding_profile_primary,theme_event_risk_sensitivity_primary,theme_event_risk_sensitivity_max,theme_structural_growth_primary,theme_structural_growth_max,market_style_regime_label,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_row_breakout_fit,style_row_turnaround_fit,style_row_compounder_fit,risk_penalty,stage2_overext_penalty,explosion_exit_score,rs_acceleration_score,portfolio_monster_early_score,portfolio_risk_entry_block_score,portfolio_stale_mega_leader_score,portfolio_defensive_rotation_action
2019-04-30,NOW,0.15,-0.0507028931635488,-0.007605433974532319,2.1041003918455683,1.0004858706426243,0.05414567830665213,0.05508370051941719,4.991392366511402,Information Technology,bull,balanced,structural_growth,long_duration,0.15,0.35,1.0,1.0,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2146320159351693,0.0389216438515401,0.2477100977865679,-1.4886777533401994,0.0,0.0,0.6736246005192115,0.6197579181880628,0.1083333333333333,0.0,promote_monster_early
2019-04-30,CPRT,0.12388311791398592,0.0538130359332365,0.006666526675826698,2.062907182576496,0.9843638521062303,0.06328483738548125,0.08487980850607375,1.2395550057288287,Industrials,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2920163482111147,0.0766168843646467,0.7631192622042018,0.5658653900404917,0.0,0.0,1.2796354441099305,0.5157510264918259,0.121875,0.0,neutral
2019-04-30,SBUX,0.1159733488693912,-0.0221356924698541,-0.0025671503852719452,2.2172774314867887,0.6039789790666352,0.00011268167814644999,0.08470221237095751,4.331537168404782,Consumer Discretionary,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2202931565241646,0.0313186758406075,0.8274876649237317,-2.866678535353512,0.0,0.0,-0.5873923564850148,0.5135700217231275,0.1333333333333333,0.0,neutral
2019-04-30,SHOP,0.09422697663177064,0.1256331321500048,0.011838030207274655,1.8323702259005012,0.8681203969052296,0.12781029665970625,0.10159462812909578,0.7981646480581595,Software,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.219012261158336,0.0224145961605545,0.0214528530771085,0.1427737045913475,0.0,0.0,0.2438288974358879,0.5448698533979583,0.1083333333333333,0.0,neutral
2019-04-30,PAYC,0.07618879212611639,0.0169291817007437,0.0012898139054632154,1.775405730460594,0.694257210296262,0.024869227512738467,0.2055672800641406,1.311796168583107,Industrials,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.219012261158336,0.0031775595416221,0.3569774101293445,1.2932255570894309,0.0,0.0,-0.1737516975108897,0.5982118638464763,0.4583333333333333,0.0,block_fragile_entry
2019-04-30,ADBE,0.0757753043345793,-0.067766327218911,-0.005135014068649666,1.5224679971708979,1.0786238378966837,0.2887709050756165,0.0455427219386232,4.474819446926138,Information Technology,bull,balanced,structural_growth,long_duration,0.15,0.15,1.0,1.0,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2920163482111147,0.0167243394438983,0.3755612633852884,-2.7436201679947643,0.0,0.0,0.0740545814528059,0.5372898936751576,0.0135416666666666,0.0,neutral
2019-04-30,CDNS,0.062403128468537294,-0.0883620380174052,-0.005514067610141914,1.72713838920151,1.0316075928054356,0.2954750919453319,0.06092700246694482,1.3238512519977002,Information Technology,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2447941506607873,0.014425395418632,0.2300006145980723,-0.3255613431416471,0.0,0.0,0.6111506350861959,0.5901578408738763,0.1083333333333333,0.0,promote_monster_early
2019-04-30,MCO,0.0611732123737333,-0.0552851935884617,-0.0033819728885099262,1.185742304738334,0.9896090408570445,0.2891064685511803,0.0455427219386232,1.6775322654833178,Financials,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2920163482111147,0.206513646401488,0.0427743819081533,-0.3932025699145651,0.0,0.0,0.9131987834031408,0.4686471122492815,0.0135416666666666,0.0,neutral
2019-04-30,ALGN,0.05771352473077536,-0.1456680915583611,-0.008407019004638323,1.7095197298105833,0.7977005056749822,0.3427367031419672,0.07948705245394026,0.4351673819112754,Health Care,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.211707829187437,0.0208326566085108,0.3519366220383335,0.5299136830262684,0.0,0.0,2.349063034430753,0.3742705277926824,0.0135416666666666,0.0,neutral
2019-04-30,HD,0.02532916355245813,-0.0667322627626032,-0.0016902723977395878,1.932332984591595,0.6056715987830131,0.0159825509200301,0.0455427219386232,5.075254501883374,Consumer Discretionary,bull,balanced,unknown,neutral,0.35,0.35,0.35,0.35,balanced,0.2920163482111147,0.2126500272574148,0.4043572201665624,0.0776774263942241,0.2686992205878046,0.045780415939464,0.6815419389090628,-3.6446269618433176,0.0,0.0,0.259477821241014,0.4280543037079239,0.0135416666666666,0.0,neutral
