rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.1305080671959746,-0.2721914736584927,bear
2021-12-31,-0.09952417901900944,-0.1105302155392398,bull
2020-02-28,-0.08947391150575072,-0.14532408653059858,bear
2026-02-27,-0.08898471039255493,-0.08898471039255496,neutral
2023-08-31,-0.08169579083179575,-0.13528841091977772,bull
2025-02-28,-0.06979801142851172,-0.12956027290265104,neutral
2022-03-31,-0.06469910907544604,-0.17766495607554567,neutral
2021-02-26,-0.0645722113202432,-0.06457221132024316,neutral
2024-11-29,-0.06408453053968981,-0.06408453053968988,bull
2022-11-30,-0.060142823906313723,-0.24390111051817576,neutral
