rebalance_date,portfolio_sleeve_label,sleeve_weight,sleeve_weighted_forward_return,sleeve_return_proxy,ticker_count
2019-04-30,core_compounder,1.0000000000000002,-0.018630005082045143,-0.01863000508204514,18
2019-05-31,cash,0.2716999625837452,0.0,0.0,1
2019-05-31,core_compounder,0.7283000374162548,0.05025060658462276,0.06899712206921442,26
2019-06-28,core_compounder,1.0,0.008754074892129418,0.008754074892129418,18
2019-07-31,core_compounder,0.9999999999999999,0.0024011717279513807,0.002401171727951381,18
2019-08-30,core_compounder,0.9999999999999999,-0.004848357583690389,-0.00484835758369039,18
2019-09-30,core_compounder,1.0,0.02651639019871084,0.02651639019871084,18
2019-10-31,core_compounder,1.0,0.007769506542554265,0.007769506542554265,30
2019-11-29,core_compounder,1.0,0.030815516038434125,0.030815516038434125,38
2019-12-31,core_compounder,1.0,0.04074914976919536,0.04074914976919536,18
2020-01-31,core_compounder,1.0,-0.05202746093672775,-0.05202746093672775,18
2020-02-28,cash,0.28,0.0,0.0,1
2020-02-28,core_compounder,0.72,-0.12005815397905198,-0.16674743608201664,18
2020-03-31,core_compounder,1.0,0.18194057400692268,0.18194057400692268,18
2020-04-30,core_compounder,1.0000000000000002,0.11504540023469179,0.11504540023469176,18
2020-05-29,core_compounder,1.0,0.05875074355471489,0.05875074355471489,18
2020-06-30,cash,0.019462915289483518,0.0,0.0,1
2020-06-30,core_compounder,0.9805370847105165,0.09006482736890922,0.09185254568469384,18
2020-07-31,cash,0.008640841299713375,0.0,0.0,1
2020-07-31,core_compounder,0.9913591587002867,0.09552347774861482,0.09635607530357625,18
2020-08-31,core_compounder,1.0,-0.02491885803580299,-0.02491885803580299,18
2020-09-30,core_compounder,1.0,-0.006784363584307437,-0.006784363584307437,18
2020-10-30,cash,0.27912596849043203,0.0,0.0,1
2020-10-30,core_compounder,0.7208740315095681,0.0746630332893768,0.10357292678864631,26
2020-11-30,core_compounder,1.0,0.04891169577940137,0.04891169577940137,38
2020-12-31,cash,0.011691355217934574,0.0,0.0,1
2020-12-31,core_compounder,0.9883086447820655,-0.028490924323226814,-0.028827962270338556,17
2021-01-29,cash,0.2140489350675719,0.0,0.0,1
2021-01-29,core_compounder,0.7859510649324281,0.04997572890478958,0.06358631107534186,28
2021-02-26,cash,0.28,0.0,0.0,1
2021-02-26,core_compounder,0.72,-0.01187201607012184,-0.016488911208502557,17
2021-03-31,core_compounder,1.0,0.04744501777835722,0.04744501777835722,29
2021-04-30,core_compounder,0.9999999999999999,-0.0006093190384680004,-0.0006093190384680005,20
2021-05-28,core_compounder,1.0,0.05654476848858472,0.05654476848858472,17
2021-06-30,core_compounder,1.0,0.04310542558612681,0.04310542558612681,26
2021-07-30,core_compounder,1.0,0.04149239053748073,0.04149239053748073,31
2021-08-31,core_compounder,1.0,-0.051588229518511775,-0.051588229518511775,39
2021-09-30,cash,0.24790230954311285,0.0,0.0,1
2021-09-30,core_compounder,0.7520976904568871,0.08017418950499797,0.10660076546212162,45
2021-10-29,core_compounder,1.0,-0.0029748018915615633,-0.0029748018915615633,46
2021-11-30,core_compounder,1.0,0.016774485156179353,0.016774485156179353,49
2021-12-31,core_compounder,1.0,-0.07134081248929702,-0.07134081248929702,17
2022-01-31,core_compounder,1.0,-0.017013961817827522,-0.017013961817827522,27
2022-02-28,core_compounder,1.0,0.043809997909287426,0.043809997909287426,30
2022-03-31,core_compounder,1.0,-0.07837405910746739,-0.07837405910746739,18
2022-04-29,core_compounder,1.0,0.006537722738418317,0.006537722738418317,28
2022-05-31,core_compounder,1.0,-0.09559861569702234,-0.09559861569702234,18
2022-06-30,core_compounder,1.0,0.04403018417070978,0.04403018417070978,18
2022-07-29,core_compounder,1.0,-0.036142719824699326,-0.036142719824699326,29
2022-08-31,core_compounder,1.0,-0.056743851572041835,-0.056743851572041835,39
2022-09-30,core_compounder,0.9999999999999999,0.10417138615471562,0.10417138615471563,18
2022-10-31,core_compounder,1.0,0.017048698157248417,0.017048698157248417,18
2022-11-30,core_compounder,1.0,-0.0366070025780299,-0.0366070025780299,18
2022-12-30,core_compounder,1.0,0.03278649059781234,0.03278649059781234,18
2023-01-31,core_compounder,1.0,-0.03541572258932771,-0.03541572258932771,18
2023-02-28,core_compounder,1.0,0.036460828537012525,0.036460828537012525,30
2023-03-31,core_compounder,1.0,0.012315771905761361,0.012315771905761361,18
2023-04-28,core_compounder,1.0,0.05014506112112457,0.05014506112112457,18
2023-05-31,core_compounder,1.0,0.0824637904628798,0.0824637904628798,17
2023-06-30,core_compounder,1.0,0.01619736841357143,0.01619736841357143,18
2023-07-31,core_compounder,1.0,0.025174436928884478,0.025174436928884478,17
2023-08-31,core_compounder,1.0,-0.08055816243167487,-0.08055816243167487,17
2023-09-29,core_compounder,1.0,0.0008443810049416681,0.0008443810049416681,25
2023-10-31,core_compounder,1.0,0.06673451278957354,0.06673451278957354,34
2023-11-30,core_compounder,1.0,0.023490514931620275,0.023490514931620275,47
2023-12-29,core_compounder,1.0,0.06423945981591941,0.06423945981591941,18
2024-01-31,core_compounder,1.0,0.10600792917659198,0.10600792917659198,18
2024-02-29,core_compounder,1.0,0.07257301214075537,0.07257301214075537,27
2024-03-28,cash,0.009039158017008497,0.0,0.0,1
2024-03-28,core_compounder,0.9909608419829916,-0.042060401875383985,-0.04244406044462642,31
2024-04-30,core_compounder,1.0,0.08070574395221985,0.08070574395221985,40
2024-05-31,core_compounder,1.0,0.03871010130757468,0.03871010130757468,39
2024-06-28,core_compounder,1.0,-0.031166603885428985,-0.031166603885428985,17
2024-07-31,cash,0.3999999999999999,0.0,0.0,1
2024-07-31,core_compounder,0.6000000000000001,0.013359733814719813,0.02226622302453302,18
2024-08-30,core_compounder,1.0,0.05904180129680397,0.05904180129680397,28
2024-09-30,core_compounder,1.0,0.040823780230189684,0.040823780230189684,18
2024-10-31,cash,0.010469975300514047,0.0,0.0,1
2024-10-31,core_compounder,0.9895300246994859,0.08766097496769362,0.08858849431508227,29
2024-11-29,core_compounder,1.0,-0.04176424050807272,-0.04176424050807272,38
2024-12-31,cash,0.007498733740447278,0.0,0.0,1
2024-12-31,core_compounder,0.9925012662595527,0.033180779733805545,0.03343147345177121,47
2025-01-31,cash,0.006149274327304499,0.0,0.0,1
2025-01-31,core_compounder,0.9938507256726954,0.028870335725809455,0.029048965785348047,50
2025-02-28,cash,0.18756471741227498,0.0,0.0,1
2025-02-28,core_compounder,0.812435282587725,-0.06256552725051856,-0.07700985985152961,57
2025-03-31,cash,0.28,0.0,0.0,1
2025-03-31,core_compounder,0.72,0.0031393587566749294,0.004360220495381846,18
2025-04-30,core_compounder,1.0,0.06455812081400884,0.06455812081400884,29
2025-05-30,core_compounder,0.9999999999999999,0.04603419769485391,0.046034197694853916,18
2025-06-30,core_compounder,1.0,0.031221762237126506,0.031221762237126506,18
2025-07-31,core_compounder,1.0,-0.0019094273538682147,-0.0019094273538682147,18
2025-08-29,core_compounder,1.0,0.06482243495433962,0.06482243495433962,30
2025-09-30,core_compounder,1.0,0.07836207230002112,0.07836207230002112,17
2025-10-31,core_compounder,1.0,-0.04586233402212366,-0.04586233402212366,29
2025-11-28,core_compounder,1.0,0.0599084433109048,0.0599084433109048,36
2025-12-31,core_compounder,0.9999999999999999,0.03966374823825685,0.03966374823825686,17
2026-01-30,core_compounder,1.0,0.0040536571813576915,0.0040536571813576915,26
2026-02-27,cash,0.19518889945633705,0.0,0.0,1
2026-02-27,core_compounder,0.8048111005436629,-0.03313546376632737,-0.04117172805387976,39
