rebalance_date,ticker,Name,sector,weight,raw_score,portfolio_sleeve_label,portfolio_sleeve_role,portfolio_selection_path,period_forward_return,weighted_forward_return,target_n,cash_target,regime_state,regime_state_score
2019-04-30,NOW,SERVICENOW INC,Information Technology,0.054875808145058165,5.688115986319294,core_compounder,core_compounder,,-0.04085514798744905,-0.0022419592626972133,18,0.0,bull,1
2019-04-30,AVGO,BROADCOM INC,Information Technology,0.05309902604601935,3.327510842924939,core_compounder,core_compounder,,-0.08,-0.004247922083681548,18,0.0,bull,1
2019-04-30,DHR,DANAHER CORP,Health Care,0.05444991240326334,5.016215966430265,core_compounder,core_compounder,,-0.0034674783593959813,-0.00018880389292932247,18,0.0,bull,1
2019-04-30,HD,HOME DEPOT INC,Consumer Discretionary,0.21663123652477895,5.041674541836383,core_compounder,core_compounder,,-0.06732285855815334,-0.014584234095835555,18,0.0,bull,1
2019-04-30,AMD,ADVANCED MICRO DEVICES INC,Information Technology,0.05075399185436947,3.3253540955514094,core_compounder,core_compounder,,-0.006908489038642274,-0.00035063339639325073,18,0.0,bull,1
2019-04-30,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.051180548281534136,4.112103410838319,core_compounder,core_compounder,,0.07135181201842444,0.0036518248599839197,18,0.0,bull,1
2019-04-30,CDNS,CADENCE DESIGN SYSTEMS INC,Information Technology,0.04952619680030998,1.5335885666893803,core_compounder,core_compounder,,-0.08,-0.003962095744024798,18,0.0,bull,1
2019-04-30,CSX,CSX CORP,Industrials,0.05008726875185024,3.542656530894054,core_compounder,core_compounder,,-0.06030666858037026,-0.003020596316713768,18,0.0,bull,1
2019-04-30,MELI,MercadoLibre,Internet,0.04976459966114572,2.436435551928958,core_compounder,core_compounder,,0.16361890252962796,0.008142429181382959,18,0.0,bull,1
2019-04-30,W,WAYFAIR INC CLASS A,Consumer Discretionary,0.04963141153167064,2.0230265952713746,core_compounder,core_compounder,,-0.08,-0.003970512922533651,18,0.0,bull,1
2019-04-30,PAYC,PAYCOM SOFTWARE INC,Industrials,0.04,1.682530376552434,core_compounder,core_compounder,,0.03986221089282149,0.0015944884357128597,18,0.0,bull,1
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.04,1.6850494025295495,core_compounder,core_compounder,,0.012671947615442658,0.0005068779046177064,18,0.0,bull,1
2019-04-30,SHOP,Shopify,Software,0.04,1.9329714820330304,core_compounder,core_compounder,,0.12942143993395083,0.005176857597358034,18,0.0,bull,1
2019-04-30,CPRT,COPART INC,Industrials,0.04,1.7997178640119604,core_compounder,core_compounder,,0.06332692654697114,0.0025330770618788457,18,0.0,bull,1
2019-04-30,VICI,VICI PPTYS INC,Real Estate,0.04,1.5581285607350055,core_compounder,core_compounder,,-0.027133460850223612,-0.0010853384340089446,18,0.0,bull,1
2019-04-30,MKTX,MARKETAXESS HOLDINGS INC,Financials,0.04,1.6111397606795634,core_compounder,core_compounder,,0.0677299905297728,0.002709199621190912,18,0.0,bull,1
2019-04-30,KEYS,KEYSIGHT TECHNOLOGIES INC,Information Technology,0.04,2.080687204104047,core_compounder,core_compounder,,-0.08,-0.0032,18,0.0,bull,1
2019-04-30,GPK,GRAPHIC PACKAGING HOLDING,Materials,0.04,1.9106919665222217,core_compounder,core_compounder,,-0.06599696609220107,-0.002639878643688043,18,0.0,bull,1
2019-05-31,V,VISA INC CLASS A,Financials,0.054978925787830264,4.856187939551449,core_compounder,core_compounder,,0.0853658078732038,0.004693320415879048,18,0.28,bear,-1
2019-05-31,PYPL,PAYPAL HOLDINGS INC,Financials,0.034173487414537046,5.005461291320018,core_compounder,core_compounder,,0.05067973659302649,0.0017319033406338433,18,0.28,bear,-1
2019-05-31,UNH,UNITEDHEALTH GROUP INC,Health Care,0.04378979529873011,4.9238870109901365,core_compounder,core_compounder,,0.022978888572779077,0.0010062408267943242,18,0.28,bear,-1
2019-05-31,ADBE,ADOBE INC,Information Technology,0.030786548396640794,4.762417560962562,core_compounder,core_compounder,,0.10735269298354067,0.0033050188780474952,18,0.28,bear,-1
2019-05-31,KO,COCA-COLA,Consumer Staples,0.02089548832551333,3.814710416468825,core_compounder,core_compounder,,0.04696231491894842,0.000981300503127967,18,0.28,bear,-1
2019-05-31,NOW,SERVICENOW INC,Information Technology,0.08639999999999999,4.492334553710367,core_compounder,core_compounder,,0.0762976558685986,0.006592117467046918,18,0.28,bear,-1
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.0504,5.509218957675599,core_compounder,core_compounder,,0.07224000691002486,0.003640896348265253,18,0.28,bear,-1
2019-05-31,HD,HOME DEPOT INC,Consumer Discretionary,0.05128242719603446,5.85098031244448,core_compounder,core_compounder,,0.1142409941093534,0.005858555463215517,18,0.28,bear,-1
2019-05-31,PAYC,PAYCOM SOFTWARE INC,Industrials,0.029694590072321086,1.866593617884985,core_compounder,core_compounder,,0.091434029689754,0.0027150960302976808,18,0.28,bear,-1
2019-05-31,SHOP,Shopify,Software,0.042853621923799136,3.5589150870136255,core_compounder,core_compounder,,0.12512764973378965,0.005362172993905387,18,0.28,bear,-1
2019-05-31,DHR,DANAHER CORP,Health Care,0.05013804411376589,3.734163451458535,core_compounder,core_compounder,,0.09087732024025708,0.004556411091146839,18,0.28,bear,-1
2019-05-31,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.05010193039246334,3.270910871633262,core_compounder,core_compounder,,-0.01424533206617229,-0.00071371863559689,18,0.28,bear,-1
2019-05-31,MELI,MercadoLibre,Internet,0.031182495935714382,2.56526625272687,core_compounder,core_compounder,,0.10500532561526854,0.0032743281392264767,18,0.28,bear,-1
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.0288,3.1138836735522633,core_compounder,core_compounder,,0.005620118202308788,0.00016185940422649308,18,0.28,bear,-1
2019-05-31,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.04045164848692799,2.008040288709499,core_compounder,core_compounder,,0.04238344003613359,0.0017144800180084667,18,0.28,bear,-1
2019-05-31,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.026314040878249224,3.3397433022846217,core_compounder,core_compounder,,0.0040646871962970454,0.00010695834504065668,18,0.28,bear,-1
2019-05-31,AZO,AUTOZONE INC,Consumer Discretionary,0.025314241908258317,3.082828142505237,core_compounder,core_compounder,,0.07971805170969382,0.0020180020454342346,18,0.28,bear,-1
2019-05-31,HEI,HEICO CORP,Industrials,0.022442713869214637,1.7130560164035102,core_compounder,core_compounder,,0.10429667969289524,0.0023407005398567767,18,0.28,bear,-1
2019-05-31,CASH,Cash,Cash,0.28,,cash,cash,,0.0,0.0,18,0.28,nan,0
2019-06-28,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.03960461786727698,3.7296960948558584,core_compounder,core_compounder,,-0.000603736551590961,-2.3910755418267565e-05,18,0.0,neutral,0
2019-06-28,SHOP,Shopify,Software,0.04760976856302712,4.095230372694102,core_compounder,core_compounder,,0.08233960842368204,0.0039201697006217805,18,0.0,neutral,0
2019-06-28,NOW,SERVICENOW INC,Information Technology,0.06775421385331402,4.509218126062024,core_compounder,core_compounder,,-0.016348045848606496,-0.001107648994510267,18,0.0,neutral,0
2019-06-28,WING,WINGSTOP INC,Consumer Discretionary,0.03888202539783749,1.8957580176402553,core_compounder,core_compounder,,-0.024308475481346625,-0.0009451627610484295,18,0.0,neutral,0
2019-06-28,ADBE,ADOBE INC,Information Technology,0.0018546563509628938,4.69807744430245,core_compounder,core_compounder,,-0.0013353160166403866,-2.4765523308045663e-06,18,0.0,neutral,0
2019-06-28,HEI,HEICO CORP,Industrials,0.03810669408934459,1.715943869898675,core_compounder,core_compounder,,0.019299827053823382,0.0007354526055173043,18,0.0,neutral,0
2019-06-28,MELI,MercadoLibre,Internet,0.04164039686822334,2.267791869684174,core_compounder,core_compounder,,-0.0042410962135509545,-0.000176600929488581,18,0.0,neutral,0
2019-06-28,PAYC,PAYCOM SOFTWARE INC,Industrials,0.029114064069549035,1.7338613415863775,core_compounder,core_compounder,,0.04336134958257398,0.0012624251098891722,18,0.0,neutral,0
2019-06-28,V,VISA INC CLASS A,Financials,0.10794510066169828,4.880818822283297,core_compounder,core_compounder,,0.022015477267754102,0.002376462909783047,18,0.0,neutral,0
2019-06-28,MKTX,MARKETAXESS HOLDINGS INC,Financials,0.030487249600377533,3.178181274066307,core_compounder,core_compounder,,0.052517062633580025,0.0016011007967886145,18,0.0,neutral,0
2019-06-28,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,0.0014373605535185317,1.3072108822299917,core_compounder,core_compounder,,0.02107239270109318,3.028862603680316e-05,18,0.0,neutral,0
2019-06-28,PYPL,PAYPAL HOLDINGS INC,Financials,0.0019533323434890656,4.533676845437775,core_compounder,core_compounder,,-0.05371836621458226,-0.0001049298221663338,18,0.0,neutral,0
2019-06-28,AZO,,Unknown,0.0014869342739903847,,core_compounder,core_compounder,,0.013679029707224899,2.033981810660536e-05,18,0.0,nan,0
2019-06-28,LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,0.02792576669924493,3.9662666562675586,core_compounder,core_compounder,,0.04908680336950355,0.001370786618908466,18,0.0,neutral,0
2019-06-28,ORCL,ORACLE CORP,Information Technology,0.04629354903054117,6.2475687614648585,core_compounder,core_compounder,,-0.01088538359698854,-0.0005039230392634376,18,0.0,neutral,0
2019-06-28,AMT,AMERICAN TOWER REIT CORP,Real Estate,0.0026868275036912373,3.603787775184199,core_compounder,core_compounder,,0.024926854498261042,6.697415824643741e-05,18,0.0,neutral,0
2019-06-28,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.0015755889439446197,2.37365962501305,core_compounder,core_compounder,,-0.028391863425275776,-4.473390611085013e-05,18,0.0,neutral,0
2019-06-28,KO,COCA-COLA,Consumer Staples,0.001190145498820707,3.955905982279785,core_compounder,core_compounder,,0.03348349131406669,3.9850226472238715e-05,18,0.0,neutral,0
2019-06-28,AVGO,BROADCOM INC,Information Technology,0.03888202539783749,3.027016673352183,core_compounder,core_compounder,,-0.04160024834098075,-0.0016175019125503605,18,0.0,neutral,0
2019-06-28,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.07568733472227275,2.1657546677095967,core_compounder,core_compounder,,-0.04469185929986885,-0.0033826077141898923,18,0.0,neutral,0
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.11808545772585435,5.542166900731059,core_compounder,core_compounder,,0.01582439842413441,0.0018686313311502003,18,0.0,neutral,0
2019-06-28,WRB,WR BERKLEY CORP,Financials,0.03888202539783749,2.857554028510149,core_compounder,core_compounder,,0.04172952051322776,0.0016225282764349023,18,0.0,neutral,0
2019-06-28,DHR,DANAHER CORP,Health Care,0.04522232307082086,4.247892574693749,core_compounder,core_compounder,,-0.0222161711710972,-0.001004666870096014,18,0.0,neutral,0
2019-06-28,HD,HOME DEPOT INC,Consumer Discretionary,0.11437351308422017,5.763260235282431,core_compounder,core_compounder,,0.021172832960995702,0.00242161128769445,18,0.0,neutral,0
2019-06-28,UNH,UNITEDHEALTH GROUP INC,Health Care,0.0024370030344674637,3.9817069718293068,core_compounder,core_compounder,,0.01317352683771622,3.2103924878153e-05,18,0.0,neutral,0
