portfolio,metric_source,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,0.21383170353333703,0.3,False,8.6168,-0.33188177747542924,-0.15,False,18.1882,1.0257189061823884,0.0,False
concentrated,broker_ledger_next_close,0.37349351747322723,0.5,False,12.6506,-0.37891327192071156,-0.18,False,19.8913,1.277945871622295,0.0,False
