rebalance_date,ticker,weight,Name,sector,portfolio_sleeve_label,concentrated_selection_source,portfolio_defensive_rotation_action,market_circuit_state,market_circuit_multiplier,market_circuit_source_rebalance_date,market_circuit_target_book
2019-08-23,CBRE,0.09988583667314951,CBRE GROUP INC CLASS A,Real Estate,early_scout,preferred_final_label,neutral,caution,0.6,2019-07-31,True
2019-08-23,WRB,0.09472553765857673,WR BERKLEY CORP,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2019-07-31,True
2019-08-23,TSCO,0.08142982376325161,TRACTOR SUPPLY,Consumer Discretionary,early_scout,preferred_final_label,neutral,caution,0.6,2019-07-31,True
2019-08-23,CBOE,0.07570988265604943,CBOE GLOBAL MARKETS INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2019-07-31,True
2019-08-23,GL,0.06309168613880171,GLOBE LIFE INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2019-07-31,True
2019-08-23,XPO,0.06252578276900532,XPO INC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2019-07-31,True
2019-08-30,BKNG,0.14516448765212328,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-08-30,AEP,0.09913383623226983,AMERICAN ELECTRIC POWER INC,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-08-30,ORLY,0.09590153416209264,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-08-30,DUK,0.08647422170890608,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-08-30,CBRE,0.06221625352513283,CBRE GROUP INC CLASS A,Real Estate,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-08-30,ELS,0.05860305263902236,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-08-30,JKHY,0.05250661408045272,JACK HENRY AND ASSOCIATES INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2019-08-30,True
2019-09-09,BKNG,0.2419408127535388,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-09,AEP,0.1652230603871164,AMERICAN ELECTRIC POWER INC,Utilities,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-09,ORLY,0.1598358902701544,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-09,DUK,0.1441237028481768,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-09,CBRE,0.1036937558752214,CBRE GROUP INC CLASS A,Real Estate,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-09,ELS,0.0976717543983706,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-09,JKHY,0.0875110234674212,JACK HENRY AND ASSOCIATES INC,Financials,early_scout,preferred_final_label,neutral,normal,1.0,2019-08-30,True
2019-09-30,BKNG,0.2221168424171615,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-09-30,True
2019-09-30,AEP,0.1819255976238079,AMERICAN ELECTRIC POWER INC,Utilities,early_scout,preferred_final_label,neutral,normal,1.0,2019-09-30,True
2019-09-30,ORLY,0.1673553069506618,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-09-30,True
2019-09-30,DUK,0.1556768835289183,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,normal,1.0,2019-09-30,True
2019-09-30,VICI,0.1018164694588328,VICI PPTYS INC,Real Estate,early_scout,preferred_final_label,neutral,normal,1.0,2019-09-30,True
2019-09-30,CSX,0.0978429086421668,CSX CORP,Industrials,early_scout,preferred_final_label,neutral,normal,1.0,2019-09-30,True
2019-09-30,MLM,0.0732659913784506,MARTIN MARIETTA MATERIALS INC,Materials,early_scout,preferred_final_label,promote_monster_early,normal,1.0,2019-09-30,True
2019-10-31,BKNG,0.2886020159436648,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-10-31,ORLY,0.1663413326019615,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-10-31,DUK,0.1626014851279222,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-10-31,CBRE,0.1136585809254054,CBRE GROUP INC CLASS A,Real Estate,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-10-31,LPX,0.0932553894897275,LOUISIANA PACIFIC CORP,Materials,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-10-31,WU,0.0930520752722889,WESTERN UNION,Financials,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-10-31,CPRT,0.0824891206390295,COPART INC,Industrials,early_scout,preferred_final_label,neutral,normal,1.0,2019-10-31,True
2019-11-29,CPRT,0.2586209734097461,COPART INC,Industrials,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-11-29,PANW,0.1607632188076697,PALO ALTO NETWORKS INC,Information Technology,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-11-29,ORLY,0.1419658630145429,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-11-29,VEEV,0.1413686305026883,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-11-29,JKHY,0.1280538032465739,JACK HENRY AND ASSOCIATES INC,Financials,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-11-29,CP,0.0962438325786871,Canadian Pacific Kansas City,Industrials,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-11-29,PFGC,0.0729836784400917,PERFORMANCE FOOD GROUP,Consumer Staples,early_scout,preferred_final_label,neutral,normal,1.0,2019-11-29,True
2019-12-31,CPRT,0.3208364679811915,COPART INC,Industrials,early_scout,preferred_final_label,promote_monster_early,normal,1.0,2019-12-31,True
2019-12-31,AAPL,0.1676051023122558,APPLE INC,Information Technology,future_winner,preferred_final_label,promote_monster_early,normal,1.0,2019-12-31,True
2019-12-31,CP,0.1381243364443,Canadian Pacific Kansas City,Industrials,early_scout,preferred_final_label,neutral,normal,1.0,2019-12-31,True
2019-12-31,MCHP,0.1079512906379891,MICROCHIP TECHNOLOGY INC,Information Technology,early_scout,preferred_final_label,promote_monster_early,normal,1.0,2019-12-31,True
2019-12-31,WRB,0.0899257805009931,WR BERKLEY CORP,Financials,early_scout,preferred_final_label,neutral,normal,1.0,2019-12-31,True
2019-12-31,JD,0.0894779820409053,JD.com,Internet,early_scout,preferred_final_label,neutral,normal,1.0,2019-12-31,True
2019-12-31,POST,0.0860790400823648,POST HOLDINGS INC,Consumer Staples,early_scout,preferred_final_label,neutral,normal,1.0,2019-12-31,True
2020-01-31,CPRT,0.2369489647099226,COPART INC,Industrials,early_scout,preferred_final_label,promote_monster_early,normal,1.0,2020-01-31,True
2020-01-31,GOOG,0.1653224462922054,ALPHABET INC CLASS C,Communication,future_winner,preferred_final_label,promote_monster_early,normal,1.0,2020-01-31,True
2020-01-31,JD,0.1468754800196794,JD.com,Internet,early_scout,preferred_final_label,neutral,normal,1.0,2020-01-31,True
2020-01-31,VEEV,0.1429465867269813,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,preferred_final_label,neutral,normal,1.0,2020-01-31,True
2020-01-31,CP,0.1330557329533452,Canadian Pacific Kansas City,Industrials,early_scout,preferred_final_label,neutral,normal,1.0,2020-01-31,True
2020-01-31,JKHY,0.0874436012289577,JACK HENRY AND ASSOCIATES INC,Financials,early_scout,preferred_final_label,neutral,normal,1.0,2020-01-31,True
2020-01-31,PFGC,0.0874071880689083,PERFORMANCE FOOD GROUP,Consumer Staples,early_scout,preferred_final_label,neutral,normal,1.0,2020-01-31,True
2020-02-27,CPRT,0.14216937882595357,COPART INC,Industrials,early_scout,preferred_final_label,promote_monster_early,caution,0.6,2020-01-31,True
2020-02-27,GOOG,0.09919346777532324,ALPHABET INC CLASS C,Communication,future_winner,preferred_final_label,promote_monster_early,caution,0.6,2020-01-31,True
2020-02-27,JD,0.08812528801180763,JD.com,Internet,early_scout,preferred_final_label,neutral,caution,0.6,2020-01-31,True
2020-02-27,VEEV,0.08576795203618877,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,preferred_final_label,neutral,caution,0.6,2020-01-31,True
2020-02-27,CP,0.07983343977200712,Canadian Pacific Kansas City,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-01-31,True
2020-02-27,JKHY,0.05246616073737462,JACK HENRY AND ASSOCIATES INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2020-01-31,True
2020-02-27,PFGC,0.05244431284134498,PERFORMANCE FOOD GROUP,Consumer Staples,early_scout,preferred_final_label,neutral,caution,0.6,2020-01-31,True
2020-02-28,EDU,0.12585642801080518,New Oriental Education,Consumer Discretionary,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-02-28,DUK,0.10150821543670681,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-02-28,NOW,0.1005150989453814,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-02-28,TT,0.09615557230723583,TRANE TECHNOLOGIES PLC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-02-28,JD,0.07467632879654237,JD.com,Internet,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-02-28,CHRW,0.05454667061578866,CH ROBINSON WORLDWIDE INC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-02-28,WEX,0.0467416858875396,WEX INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-09,EDU,0.0524401783378355,New Oriental Education,Consumer Discretionary,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-09,DUK,0.0422950897652945,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-09,NOW,0.04188129122724225,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-09,TT,0.0400648217946816,TRANE TECHNOLOGIES PLC,Industrials,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-09,JD,0.031115136998559324,JD.com,Internet,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-09,CHRW,0.022727779423245276,CH ROBINSON WORLDWIDE INC,Industrials,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-09,WEX,0.0194757024531415,WEX INC,Financials,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-26,EDU,0.12585642801080518,New Oriental Education,Consumer Discretionary,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-26,DUK,0.10150821543670681,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-26,NOW,0.1005150989453814,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-26,TT,0.09615557230723583,TRANE TECHNOLOGIES PLC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-26,JD,0.07467632879654237,JD.com,Internet,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-26,CHRW,0.05454667061578866,CH ROBINSON WORLDWIDE INC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-26,WEX,0.0467416858875396,WEX INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-27,EDU,0.0524401783378355,New Oriental Education,Consumer Discretionary,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-27,DUK,0.0422950897652945,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-27,NOW,0.04188129122724225,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-27,TT,0.0400648217946816,TRANE TECHNOLOGIES PLC,Industrials,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-27,JD,0.031115136998559324,JD.com,Internet,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-27,CHRW,0.022727779423245276,CH ROBINSON WORLDWIDE INC,Industrials,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-27,WEX,0.0194757024531415,WEX INC,Financials,early_scout,preferred_final_label,neutral,crisis,0.25,2020-02-28,True
2020-03-30,EDU,0.12585642801080518,New Oriental Education,Consumer Discretionary,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-30,DUK,0.10150821543670681,DUKE ENERGY CORP,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-30,NOW,0.1005150989453814,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-30,TT,0.09615557230723583,TRANE TECHNOLOGIES PLC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-30,JD,0.07467632879654237,JD.com,Internet,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-30,CHRW,0.05454667061578866,CH ROBINSON WORLDWIDE INC,Industrials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-30,WEX,0.0467416858875396,WEX INC,Financials,early_scout,preferred_final_label,neutral,caution,0.6,2020-02-28,True
2020-03-31,JD,0.0695462220983435,JD.com,Internet,early_scout,preferred_final_label,promote_monster_early,crisis,0.25,2020-03-31,True
2020-03-31,NOW,0.05495159444504305,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-03-31,VRTX,0.052488433065413176,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,preferred_final_label,promote_monster_early,crisis,0.25,2020-03-31,True
2020-03-31,MTD,0.020356092551697173,METTLER TOLEDO INC,Health Care,early_scout,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-03-31,RVTY,0.018155657556377325,REVVITY INC,Health Care,early_scout,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-03-31,NRG,0.01778895450735,NRG ENERGY INC,Utilities,early_scout,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-03-31,AMT,0.0167130457757757,AMERICAN TOWER REIT CORP,Real Estate,future_winner,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-04-02,JD,0.16691093303602442,JD.com,Internet,early_scout,preferred_final_label,promote_monster_early,caution,0.6,2020-03-31,True
2020-04-02,NOW,0.1318838266681033,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-02,VRTX,0.12597223935699162,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,preferred_final_label,promote_monster_early,caution,0.6,2020-03-31,True
2020-04-02,MTD,0.04885462212407322,METTLER TOLEDO INC,Health Care,early_scout,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-02,RVTY,0.04357357813530558,REVVITY INC,Health Care,early_scout,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-02,NRG,0.042693490817640005,NRG ENERGY INC,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-02,AMT,0.04011130986186168,AMERICAN TOWER REIT CORP,Real Estate,future_winner,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-03,JD,0.0695462220983435,JD.com,Internet,early_scout,preferred_final_label,promote_monster_early,crisis,0.25,2020-03-31,True
2020-04-03,NOW,0.05495159444504305,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-04-03,VRTX,0.052488433065413176,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,preferred_final_label,promote_monster_early,crisis,0.25,2020-03-31,True
2020-04-03,MTD,0.020356092551697173,METTLER TOLEDO INC,Health Care,early_scout,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-04-03,RVTY,0.018155657556377325,REVVITY INC,Health Care,early_scout,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-04-03,NRG,0.01778895450735,NRG ENERGY INC,Utilities,early_scout,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-04-03,AMT,0.0167130457757757,AMERICAN TOWER REIT CORP,Real Estate,future_winner,preferred_final_label,neutral,crisis,0.25,2020-03-31,True
2020-04-06,JD,0.16691093303602442,JD.com,Internet,early_scout,preferred_final_label,promote_monster_early,caution,0.6,2020-03-31,True
2020-04-06,NOW,0.1318838266681033,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-06,VRTX,0.12597223935699162,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,preferred_final_label,promote_monster_early,caution,0.6,2020-03-31,True
2020-04-06,MTD,0.04885462212407322,METTLER TOLEDO INC,Health Care,early_scout,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-06,RVTY,0.04357357813530558,REVVITY INC,Health Care,early_scout,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-06,NRG,0.042693490817640005,NRG ENERGY INC,Utilities,early_scout,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-06,AMT,0.04011130986186168,AMERICAN TOWER REIT CORP,Real Estate,future_winner,preferred_final_label,neutral,caution,0.6,2020-03-31,True
2020-04-07,JD,0.278184888393374,JD.com,Internet,early_scout,preferred_final_label,promote_monster_early,normal,1.0,2020-03-31,True
2020-04-07,NOW,0.2198063777801722,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,normal,1.0,2020-03-31,True
2020-04-07,VRTX,0.2099537322616527,VERTEX PHARMACEUTICALS INC,Health Care,future_winner,preferred_final_label,promote_monster_early,normal,1.0,2020-03-31,True
2020-04-07,MTD,0.0814243702067887,METTLER TOLEDO INC,Health Care,early_scout,preferred_final_label,neutral,normal,1.0,2020-03-31,True
2020-04-07,RVTY,0.0726226302255093,REVVITY INC,Health Care,early_scout,preferred_final_label,neutral,normal,1.0,2020-03-31,True
2020-04-07,NRG,0.0711558180294,NRG ENERGY INC,Utilities,early_scout,preferred_final_label,neutral,normal,1.0,2020-03-31,True
2020-04-07,AMT,0.0668521831031028,AMERICAN TOWER REIT CORP,Real Estate,future_winner,preferred_final_label,neutral,normal,1.0,2020-03-31,True
2020-04-30,FTNT,0.1997709676729457,FORTINET INC,Information Technology,early_scout,preferred_final_label,neutral,normal,1.0,2020-04-30,True
2020-04-30,BKNG,0.1909432396843287,BOOKING HOLDINGS INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2020-04-30,True
2020-04-30,NOW,0.1861117116257163,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,neutral,normal,1.0,2020-04-30,True
2020-04-30,TSCO,0.1854144667352,TRACTOR SUPPLY,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2020-04-30,True
2020-04-30,ORLY,0.1830873019557929,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2020-04-30,True
2020-04-30,AMZN,0.0431970588286189,AMAZON.COM INC,Consumer Discretionary,future_winner,monster_extreme_early,promote_monster_early,normal,1.0,2020-04-30,True
2020-04-30,SE,0.0114752534973972,Sea Limited,Internet,future_winner,monster_extreme_early,promote_monster_early,normal,1.0,2020-04-30,True
2020-05-29,GOOGL,0.2110123845463255,ALPHABET INC CLASS A,Communication,future_winner,preferred_final_label,promote_monster_early,normal,1.0,2020-05-29,True
2020-05-29,NOW,0.2034187040592569,SERVICENOW INC,Information Technology,future_winner,preferred_final_label,promote_monster_early,normal,1.0,2020-05-29,True
2020-05-29,VEEV,0.1917053256784471,VEEVA SYSTEMS INC CLASS A,Health Care,early_scout,preferred_final_label,promote_monster_early,normal,1.0,2020-05-29,True
2020-05-29,ORLY,0.1863272425273839,OREILLY AUTOMOTIVE INC,Consumer Discretionary,early_scout,preferred_final_label,neutral,normal,1.0,2020-05-29,True
