rebalance_date,source_rebalance_date,state,multiplier,stock_weight_sum
2021-03-31,2021-03-31,normal,1.0,0.9999999999999999
2021-04-30,2021-04-30,normal,1.0,0.9999999999999996
2021-05-13,2021-04-30,caution,0.6,0.5999999999999998
2021-05-26,2021-04-30,normal,1.0,0.9999999999999996
2021-05-28,2021-05-28,normal,1.0,0.9999999999999998
2021-06-30,2021-06-30,normal,1.0,0.9999999999999998
2021-07-30,2021-07-30,normal,1.0,0.9999999999999996
2021-08-31,2021-08-31,normal,1.0,0.9999999999999997
2021-09-30,2021-09-30,normal,1.0,0.9999999999999999
2021-10-04,2021-09-30,caution,0.6,0.5999999999999999
2021-10-18,2021-09-30,normal,1.0,0.9999999999999999
2021-10-29,2021-10-29,normal,1.0,0.9999999999999997
2021-11-30,2021-11-30,normal,1.0,0.9999999999999998
2021-12-31,2021-12-31,normal,1.0,0.9999999999999998
2022-01-20,2021-12-31,caution,0.6,0.5999999999999999
2022-01-21,2021-12-31,crisis,0.25,0.24999999999999994
2022-01-31,2022-01-31,crisis,0.25,0.24999999999999994
2022-02-09,2022-01-31,caution,0.6,0.5999999999999999
2022-02-11,2022-01-31,crisis,0.25,0.24999999999999994
2022-02-28,2022-02-28,crisis,0.25,0.24999999999999997
2022-03-18,2022-02-28,caution,0.6,0.6
2022-03-21,2022-02-28,normal,1.0,0.9999999999999999
2022-03-31,2022-03-31,normal,1.0,0.9999999999999996
2022-04-12,2022-03-31,caution,0.6,0.5999999999999998
2022-04-22,2022-03-31,crisis,0.25,0.2499999999999999
2022-04-29,2022-04-29,crisis,0.25,0.24999999999999992
2022-05-31,2022-05-31,caution,0.6,0.5999999999999998
2022-06-02,2022-05-31,normal,1.0,0.9999999999999997
2022-06-13,2022-05-31,crisis,0.25,0.24999999999999992
2022-06-30,2022-06-30,crisis,0.25,0.24999999999999994
2022-07-05,2022-06-30,caution,0.6,0.5999999999999999
2022-07-07,2022-06-30,normal,1.0,0.9999999999999998
2022-07-29,2022-07-29,normal,1.0,0.9999999999999996
2022-08-29,2022-07-29,caution,0.6,0.5999999999999998
2022-08-31,2022-08-31,caution,0.6,0.5999999999999998
2022-09-02,2022-08-31,crisis,0.25,0.24999999999999992
2022-09-30,2022-09-30,crisis,0.25,0.24999999999999992
2022-10-24,2022-09-30,caution,0.6,0.5999999999999998
2022-10-25,2022-09-30,normal,1.0,0.9999999999999997
2022-10-31,2022-10-31,normal,1.0,0.9999999999999997
2022-11-03,2022-10-31,caution,0.6,0.5999999999999998
2022-11-10,2022-10-31,normal,1.0,0.9999999999999997
2022-11-30,2022-11-30,normal,1.0,0.9999999999999998
2022-12-22,2022-11-30,caution,0.6,0.5999999999999999
2022-12-29,2022-11-30,crisis,0.25,0.24999999999999994
2022-12-30,2022-12-30,crisis,0.25,0.24999999999999992
2023-01-11,2022-12-30,caution,0.6,0.5999999999999998
2023-01-12,2022-12-30,normal,1.0,0.9999999999999997
2023-01-31,2023-01-31,normal,1.0,0.9999999999999999
2023-02-28,2023-02-28,normal,1.0,0.9999999999999994
2023-03-31,2023-03-31,normal,1.0,0.9999999999999996
2023-04-28,2023-04-28,normal,1.0,0.9999999999999998
2023-05-31,2023-05-31,normal,1.0,0.9999999999999999
2023-06-30,2023-06-30,normal,1.0,0.9999999999999998
2023-07-31,2023-07-31,normal,1.0,0.9999999999999998
2023-08-31,2023-08-31,normal,1.0,0.9999999999999998
2023-09-29,2023-09-29,normal,1.0,0.9999999999999999
2023-10-31,2023-10-31,normal,1.0,0.9999999999999996
2023-11-30,2023-11-30,normal,1.0,0.9999999999999999
2023-12-29,2023-12-29,normal,1.0,0.9999999999999998
2024-01-31,2024-01-31,normal,1.0,0.9999999999999996
2024-02-29,2024-02-29,normal,1.0,0.9999999999999999
2024-03-28,2024-03-28,normal,1.0,0.9999999999999999
2024-04-19,2024-03-28,caution,0.6,0.5999999999999999
2024-04-30,2024-04-30,caution,0.6,0.5999999999999999
2024-05-03,2024-04-30,normal,1.0,0.9999999999999998
2024-05-31,2024-05-31,normal,1.0,0.9999999999999997
2024-06-28,2024-06-28,normal,1.0,0.9999999999999997
2024-07-31,2024-07-31,normal,1.0,0.9999999999999996
2024-08-01,2024-07-31,caution,0.6,0.5999999999999998
2024-08-15,2024-07-31,normal,1.0,0.9999999999999996
2024-08-30,2024-08-30,normal,1.0,1.0
2024-09-30,2024-09-30,normal,1.0,0.9999999999999998
2024-10-31,2024-10-31,normal,1.0,0.9999999999999999
2024-11-29,2024-11-29,normal,1.0,0.9999999999999997
2024-12-31,2024-12-31,normal,1.0,0.9999999999999996
2025-01-31,2025-01-31,normal,1.0,0.9999999999999998
2025-02-28,2025-02-28,normal,1.0,0.9999999999999998
2025-03-04,2025-02-28,caution,0.6,0.5999999999999999
2025-03-10,2025-02-28,crisis,0.25,0.24999999999999994
2025-03-24,2025-02-28,caution,0.6,0.5999999999999999
2025-03-25,2025-02-28,normal,1.0,0.9999999999999998
2025-03-28,2025-02-28,caution,0.6,0.5999999999999999
2025-03-31,2025-03-31,caution,0.6,0.5999999999999999
2025-04-04,2025-03-31,crisis,0.25,0.24999999999999994
2025-04-23,2025-03-31,caution,0.6,0.5999999999999999
2025-04-25,2025-03-31,normal,1.0,0.9999999999999998
2025-04-30,2025-04-30,normal,1.0,0.9999999999999998
2025-05-30,2025-05-30,normal,1.0,0.9999999999999997
2025-06-30,2025-06-30,normal,1.0,0.9999999999999999
2025-07-31,2025-07-31,normal,1.0,0.9999999999999996
2025-08-29,2025-08-29,normal,1.0,0.9999999999999997
2025-09-30,2025-09-30,normal,1.0,0.9999999999999997
2025-10-31,2025-10-31,normal,1.0,0.9999999999999996
2025-11-28,2025-11-28,normal,1.0,0.9999999999999996
2025-12-31,2025-12-31,normal,1.0,0.9999999999999997
2026-01-30,2026-01-30,normal,1.0,0.9999999999999997
2026-02-27,2026-02-27,normal,1.0,0.9999999999999999
2026-03-27,2026-02-27,caution,0.6,0.5999999999999999
2026-03-30,2026-02-27,crisis,0.25,0.24999999999999997
2026-04-08,2026-02-27,caution,0.6,0.5999999999999999
2026-04-09,2026-02-27,normal,1.0,0.9999999999999999
2026-05-15,2026-05-15,normal,1.0,0.9999999999999996
