rebalance_date,net_return,drawdown,regime_state
2022-03-31,-0.13514591806715184,-0.205162554205919,
2021-12-31,-0.12199581960950054,-0.13087753899566834,
2024-11-29,-0.09526420132086492,-0.09526420132086488,
2022-08-31,-0.07443285565509516,-0.27432060293431304,
2020-02-28,-0.0731921982332195,-0.13179524276173005,
2022-11-30,-0.071209474217693,-0.29993806109989396,
2020-01-31,-0.059397910012244204,-0.06323106518610988,
2022-05-31,-0.05567281791220226,-0.24820467417400505,
2025-03-31,-0.05284994070084079,-0.1383788340735972,
2026-01-30,-0.052247682588185684,-0.052247682588185684,
