rebalance_date,policy,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,baseline_recommendation_count,carried_count
2019-04-30,lifecycle_review_main,-0.04736079374380603,0.002475,0.495,-0.04983579374380603,0.010000000000000009,3,"NOW,CDNS,V",14,0
2019-05-31,lifecycle_review_main,0.07718039122927635,0.0012413444697067255,0.24826889394134508,0.07593904675956963,0.27986237966269434,6,"NOW,CDNS,V,SHOP,AMT,SUI",20,1
2019-06-28,lifecycle_review_main,0.0320020216105528,0.0011749944541662371,0.23499889083324743,0.030827027156386563,0.0,9,"NOW,CDNS,V,SHOP,AMT,SUI,ADBE,HEI,HD",24,1
2019-07-31,lifecycle_review_main,-0.004785834964946187,0.000897235350842947,0.17944707016858938,-0.0056830703157891346,0.0,11,"NOW,CDNS,V,SHOP,SUI,ADBE,HEI,HD,MA,ORCL,T",14,3
2019-08-30,lifecycle_review_main,-0.043403802033296204,0.0006270052602422201,0.125401052048444,-0.04403080729353842,0.0,12,"NOW,CDNS,V,SHOP,SUI,ADBE,HEI,HD,MA,ORCL,T,DG",14,6
2019-09-30,lifecycle_review_main,0.0068909481621518155,0.003237543358455096,0.6475086716910192,0.0036534048036967193,0.0,11,"SHOP,SUI,ADBE,HEI,MA,ORCL,T,DG,MDT,NEE,DUK",14,6
2019-10-31,lifecycle_review_main,-0.014282481590015165,0.0036806417864968257,0.7361283572993651,-0.01796312337651199,0.0,10,"SUI,ADBE,T,DG,MDT,NEE,DUK,BKNG,COST,VICI",24,3
2019-11-29,lifecycle_review_main,0.033068938651069246,0.002098373955335558,0.41967479106711153,0.03097056469573369,1.1102230246251565e-16,12,"SUI,ADBE,T,DG,MDT,NEE,DUK,BKNG,COST,VICI,UNH,AAPL",31,3
2019-12-31,lifecycle_review_main,0.03302321943496811,0.0019251219564185118,0.38502439128370236,0.031098097478549597,0.0,10,"ADBE,MDT,BKNG,COST,VICI,UNH,AAPL,BAC,BABA,CPRT",14,5
2020-01-31,lifecycle_review_main,-0.05795796487538542,0.0014399451368587834,0.2879890273717567,-0.059397910012244204,0.0,12,"ADBE,MDT,BKNG,COST,VICI,UNH,AAPL,BAC,BABA,CPRT,SHOP,MSFT",14,5
2020-02-28,lifecycle_review_main,-0.07232940721470331,0.0008627910185161848,0.17255820370323696,-0.0731921982332195,0.28,9,"ADBE,MDT,VICI,AAPL,BABA,CPRT,SHOP,MSFT,NOW",14,4
2020-03-31,lifecycle_review_main,0.10091338519991876,0.002068336174372925,0.413667234874585,0.09884504902554583,0.4,8,"ADBE,BABA,SHOP,MSFT,NOW,VRTX,JD,VEEV",14,1
2020-04-30,lifecycle_review_main,0.12961042709279227,0.001,0.2,0.12861042709279227,0.0,11,"ADBE,BABA,SHOP,MSFT,NOW,VRTX,JD,VEEV,AMZN,ZTO,MRNA",19,1
2020-05-29,lifecycle_review_main,0.09561478121380804,0.000835013390447046,0.1670026780894092,0.09477976782336099,0.0,12,"ADBE,BABA,SHOP,MSFT,NOW,VRTX,JD,VEEV,AMZN,ZTO,MRNA,META",14,4
2020-06-30,lifecycle_review_main,0.08111888462865845,0.0009394468596214219,0.18788937192428437,0.08017943776903702,0.0,12,"ADBE,BABA,SHOP,MSFT,NOW,VRTX,JD,VEEV,AMZN,ZTO,MRNA,META",14,4
2020-07-31,lifecycle_review_main,0.11023992767581772,0.001027748506584466,0.20554970131689318,0.10921217916923326,0.0,12,"ADBE,BABA,SHOP,MSFT,NOW,JD,VEEV,AMZN,ZTO,XYZ,CTAS,DOCU",14,5
2020-08-31,lifecycle_review_main,-0.020440504700956246,0.0006582682264683028,0.13165364529366055,-0.02109877292742455,0.0,12,"ADBE,BABA,SHOP,MSFT,NOW,JD,VEEV,AMZN,ZTO,XYZ,CTAS,DOCU",13,8
