rebalance_date,regime_label,rebalance_action,reported_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2020-02-28,risk_off_alert,rebalance,0.8350833275849092,0.28,0.7199999999999993,0.9999999999999993,0.5550833275849092,0.28,0.28,0.5550833275849092,False,True,True,False,False,18,18.0,-0.0238365266483447,-0.0788905902757399,2020-03-31,cash_export_mismatch
2020-03-31,systemic_alert,"partial_rebalance:core_compounder,early_scout",0.4071311907983048,0.4,0.5999999999999986,0.9999999999999987,0.007131190798304765,0.4,0.4,0.007131190798304765,False,True,True,False,True,18,18.0,-0.0788905902757399,0.0,2020-04-30,confirmed_macro_defense_cash
2020-04-30,balanced,rebalance,0.0,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,False,26,18.0,0.0,0.0,2020-05-29,no_cash
2020-05-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0054779125202965,0.0057945678320093,0.9942054321679898,0.9999999999999991,-0.00031665531171279956,0.0,0.0,0.0054779125202965,False,False,False,False,True,18,18.0,0.0,0.0,2020-06-30,partial_rebalance_leftover
2020-06-30,balanced,rebalance,0.0,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2020-07-31,no_cash
2020-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1459184638947447,0.0158825581031445,0.9841174418968549,0.9999999999999994,0.13003590579160018,0.0,0.0,0.1459184638947447,True,False,False,False,True,18,18.0,0.0,0.0,2020-08-31,cash_export_mismatch
2020-08-31,balanced,rebalance,0.1320401627016164,0.0,0.9999999999999987,0.9999999999999987,0.1320401627016164,0.0,0.0,0.1320401627016164,True,False,False,False,False,26,18.0,0.0,-0.0236258309863027,2020-09-30,cash_export_mismatch
2020-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.129911881485549,0.0,0.9999999999999993,0.9999999999999993,0.129911881485549,0.0,0.0,0.129911881485549,True,False,False,False,True,18,18.0,-0.0236258309863027,-0.0208307162177339,2020-10-30,cash_export_mismatch
2020-10-30,risk_off_alert,rebalance,0.2789394209246306,0.2719403792018615,0.7280596207981374,0.9999999999999989,0.006999041722769106,0.28,0.2789394209246306,0.0,False,True,True,False,False,26,18.0,-0.0208307162177339,0.0,2020-11-30,confirmed_macro_defense_cash
2020-11-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0433455604466552,0.0,0.9999999999999983,0.9999999999999983,0.0433455604466552,0.0,0.0,0.0433455604466552,True,False,False,False,True,33,18.0,0.0,0.0,2020-12-31,cash_export_mismatch
2020-12-31,balanced,rebalance,0.1958705265131725,0.0053478842361185,0.9946521157638806,0.9999999999999991,0.19052264227705398,0.0,0.0,0.1958705265131725,True,False,False,False,False,18,18.0,0.0,-0.0029343486277365,2021-01-29,cash_export_mismatch
2021-01-29,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.5157303337090198,0.2799999999999999,0.7199999999999992,0.9999999999999991,0.23573033370901986,0.28,0.28,0.23573033370901975,False,True,True,False,True,17,18.0,-0.0029343486277365,0.0,2021-02-26,mixed_confirmed_macro_and_idle_cash
2021-02-26,risk_off_alert,rebalance,0.5290903617341322,0.2810883759001701,0.7189116240998286,0.9999999999999987,0.24800198583396205,0.28,0.28,0.24909036173413213,False,True,True,False,False,25,18.0,0.0,-0.0157724889150241,2021-03-31,mixed_confirmed_macro_and_idle_cash
2021-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.2173152142452459,0.0,0.999999999999999,0.999999999999999,0.2173152142452459,0.0,0.0,0.2173152142452459,True,False,False,False,True,27,18.0,-0.0157724889150241,0.0,2021-04-30,cash_export_mismatch
2021-04-30,balanced,rebalance,0.1147099061987452,0.0,0.9999999999999988,0.9999999999999988,0.1147099061987452,0.0,0.0,0.1147099061987452,True,False,False,False,False,29,21.0,0.0,-0.0036488982390171,2021-05-28,cash_export_mismatch
2021-05-28,balanced,"partial_rebalance:core_compounder,early_scout",0.0245718808264154,0.0,0.9999999999999986,0.9999999999999986,0.0245718808264154,0.0,0.0,0.0245718808264154,True,False,False,False,True,31,18.0,-0.0036488982390171,0.0,2021-06-30,cash_export_mismatch
2021-06-30,balanced,rebalance,0.1746590598779383,0.0,0.9999999999999997,0.9999999999999997,0.1746590598779383,0.0,0.0,0.1746590598779383,True,False,False,False,False,18,18.0,0.0,0.0,2021-07-30,cash_export_mismatch
2021-07-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1513630485838509,0.0,0.9999999999999989,0.9999999999999989,0.1513630485838509,0.0,0.0,0.1513630485838509,True,False,False,False,True,25,18.0,0.0,0.0,2021-08-31,cash_export_mismatch
2021-08-31,balanced,rebalance,0.2368279413073823,0.0,0.9999999999999988,0.9999999999999988,0.2368279413073823,0.0,0.0,0.2368279413073823,True,False,False,False,False,32,18.0,0.0,-0.0546365440050313,2021-09-30,cash_export_mismatch
2021-09-30,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.3334600874450943,0.28,0.7199999999999992,0.9999999999999992,0.053460087445094284,0.28,0.28,0.053460087445094284,False,True,True,False,True,17,18.0,-0.0546365440050313,0.0,2021-10-29,confirmed_macro_defense_cash
2021-10-29,growth_reentry_alert,rebalance,0.2614236735552767,0.0,0.9999999999999987,0.9999999999999987,0.2614236735552767,0.0,0.0,0.2614236735552767,True,False,False,False,False,24,18.0,0.0,0.0,2021-11-30,cash_export_mismatch
2021-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2608268641903143,0.0,0.9999999999999996,0.9999999999999996,0.2608268641903143,0.0,0.0,0.2608268641903143,True,False,False,False,True,18,18.0,0.0,0.0,2021-12-31,cash_export_mismatch
2021-12-31,balanced,rebalance,0.4325959579223232,0.0,0.9999999999999994,0.9999999999999994,0.4325959579223232,0.0,0.0,0.4325959579223232,True,False,False,False,False,18,18.0,0.0,-0.065455173222349,2022-01-31,cash_export_mismatch
2022-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1420368005870561,0.0,0.9999999999999989,0.9999999999999989,0.1420368005870561,0.0,0.0,0.1420368005870561,True,False,False,False,True,21,18.0,-0.065455173222349,-0.0629983603755473,2022-02-28,cash_export_mismatch
2022-02-28,balanced,rebalance,0.1148724242825586,0.0,0.9999999999999981,0.9999999999999981,0.1148724242825586,0.0,0.0,0.1148724242825586,True,False,False,False,False,31,18.0,-0.0629983603755473,-0.0236376455326938,2022-03-31,cash_export_mismatch
2022-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.7856202198047235,0.0,0.9999999999999992,0.9999999999999992,0.7856202198047235,0.0,0.0,0.7856202198047235,True,False,False,False,True,18,18.0,-0.0236376455326938,-0.093363411692937,2022-04-29,cash_export_mismatch
2022-04-29,risk_off_alert,circuit_breaker_rebalance,0.4198022627914012,0.1364682775927237,0.8635317224072748,0.9999999999999986,0.2833339851986775,0.0,0.0,0.4198022627914012,False,True,True,False,False,22,18.0,-0.093363411692937,-0.0897855176218052,2022-05-31,cash_export_mismatch
2022-05-31,balanced,circuit_breaker_rebalance,0.6128420494649351,0.0,0.999999999999999,0.999999999999999,0.6128420494649351,0.0,0.0,0.6128420494649351,True,False,False,False,False,27,18.0,-0.0897855176218052,-0.1433872366828825,2022-06-30,cash_export_mismatch
2022-06-30,balanced,circuit_breaker_rebalance,0.0720099845561494,0.0,0.9999999999999989,0.9999999999999989,0.0720099845561494,0.0,0.0,0.0720099845561494,True,False,False,False,False,24,18.0,-0.1433872366828825,-0.1083536059549264,2022-07-29,cash_export_mismatch
2022-07-29,balanced,circuit_breaker_rebalance,0.1569700570203359,0.0,0.9999999999999992,0.9999999999999992,0.1569700570203359,0.0,0.0,0.1569700570203359,True,False,False,False,False,18,18.0,-0.1083536059549264,-0.1273062643330795,2022-08-31,cash_export_mismatch
2022-08-31,balanced,circuit_breaker_rebalance,0.1537561845853596,0.0,0.9999999999999987,0.9999999999999987,0.1537561845853596,0.0,0.0,0.1537561845853596,False,True,True,False,False,27,18.0,-0.1273062643330795,-0.1638107739961081,2022-09-30,cash_export_mismatch
2022-09-30,balanced,circuit_breaker_rebalance,0.0986997392710871,0.0,0.9999999999999987,0.9999999999999987,0.0986997392710871,0.0,0.0,0.0986997392710871,False,True,True,False,False,18,18.0,-0.1638107739961081,-0.0798033481353732,2022-10-31,cash_export_mismatch
2022-10-31,balanced,circuit_breaker_release,0.130029645626118,0.0,0.9999999999999987,0.9999999999999987,0.130029645626118,0.0,0.0,0.130029645626118,True,False,False,False,False,30,18.0,-0.0798033481353732,-0.062161939614004,2022-11-30,cash_export_mismatch
2022-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2579443327822557,0.0,0.9999999999999978,0.9999999999999978,0.2579443327822557,0.0,0.0,0.2579443327822557,True,False,False,False,True,38,18.0,-0.062161939614004,-0.0930042787277688,2022-12-30,cash_export_mismatch
2022-12-30,balanced,circuit_breaker_rebalance,0.062782996541628,0.0,0.9999999999999996,0.9999999999999996,0.062782996541628,0.0,0.0,0.062782996541628,True,False,False,False,False,18,18.0,-0.0930042787277688,-0.0511625085886475,2023-01-31,cash_export_mismatch
2023-01-31,balanced,circuit_breaker_release,0.0820275021742015,0.0,0.9999999999999988,0.9999999999999988,0.0820275021742015,0.0,0.0,0.0820275021742015,True,False,False,False,False,28,18.0,-0.0511625085886475,-0.0772751626828197,2023-02-28,cash_export_mismatch
2023-02-28,balanced,"partial_rebalance:core_compounder,early_scout",0.1747502811569246,0.0,0.9999999999999988,0.9999999999999988,0.1747502811569246,0.0,0.0,0.1747502811569246,True,False,False,False,True,39,18.0,-0.0772751626828197,-0.0482319232027516,2023-03-31,cash_export_mismatch
2023-03-31,balanced,rebalance,0.1300349952777569,0.0,0.999999999999998,0.999999999999998,0.1300349952777569,0.0,0.0,0.1300349952777569,True,False,False,False,False,37,18.0,-0.0482319232027516,-0.041808079384284,2023-04-28,cash_export_mismatch
2023-04-28,balanced,"partial_rebalance:core_compounder,early_scout",0.1839839826960647,0.0,0.9999999999999983,0.9999999999999983,0.1839839826960647,0.0,0.0,0.1839839826960647,True,False,False,False,True,38,18.0,-0.041808079384284,0.0,2023-05-31,cash_export_mismatch
2023-05-31,balanced,rebalance,0.1142959115442761,0.0,0.9999999999999989,0.9999999999999989,0.1142959115442761,0.0,0.0,0.1142959115442761,True,False,False,False,False,34,18.0,0.0,0.0,2023-06-30,cash_export_mismatch
2023-06-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.148584759135882,0.0,0.9999999999999996,0.9999999999999996,0.148584759135882,0.0,0.0,0.148584759135882,True,False,False,False,True,18,18.0,0.0,0.0,2023-07-31,cash_export_mismatch
2023-07-31,balanced,rebalance,0.0736656064896047,0.0,0.9999999999999989,0.9999999999999989,0.0736656064896047,0.0,0.0,0.0736656064896047,True,False,False,False,False,18,18.0,0.0,0.0,2023-08-31,cash_export_mismatch
2023-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.4882651139638863,0.0,0.9999999999999997,0.9999999999999997,0.4882651139638863,0.0,0.0,0.4882651139638863,True,False,False,False,True,18,18.0,0.0,-0.0638135870475855,2023-09-29,cash_export_mismatch
2023-09-29,systemic_alert,rebalance,0.4252591469940854,0.4,0.5999999999999992,0.9999999999999992,0.02525914699408538,0.4,0.4,0.02525914699408538,False,True,True,False,False,17,18.0,-0.0638135870475855,-0.0685566942798488,2023-10-31,confirmed_macro_defense_cash
2023-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1982720523927651,0.0,0.999999999999999,0.999999999999999,0.1982720523927651,0.0,0.0,0.1982720523927651,True,False,False,False,True,29,18.0,-0.0685566942798488,-0.005973932820029,2023-11-30,cash_export_mismatch
2023-11-30,balanced,rebalance,0.128417818812062,0.0,0.9999999999999981,0.9999999999999981,0.128417818812062,0.0,0.0,0.128417818812062,True,False,False,False,False,38,18.0,-0.005973932820029,0.0,2023-12-29,cash_export_mismatch
2023-12-29,balanced,"partial_rebalance:core_compounder,early_scout",0.157513762382026,0.0,0.9999999999999984,0.9999999999999984,0.157513762382026,0.0,0.0,0.157513762382026,True,False,False,False,True,41,18.0,0.0,0.0,2024-01-31,cash_export_mismatch
2024-01-31,balanced,rebalance,0.0949415676524291,0.0,0.9999999999999992,0.9999999999999992,0.0949415676524291,0.0,0.0,0.0949415676524291,True,False,False,False,False,18,18.0,0.0,0.0,2024-02-29,cash_export_mismatch
2024-02-29,balanced,"partial_rebalance:core_compounder,early_scout",0.2152822141043817,0.0,0.9999999999999996,0.9999999999999996,0.2152822141043817,0.0,0.0,0.2152822141043817,True,False,False,False,True,18,18.0,0.0,0.0,2024-03-28,cash_export_mismatch
2024-03-28,balanced,rebalance,0.4442820792472637,0.0,0.9999999999999994,0.9999999999999994,0.4442820792472637,0.0,0.0,0.4442820792472637,True,False,False,False,False,18,18.0,0.0,-0.0466959170340044,2024-04-30,cash_export_mismatch
2024-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.184526169633766,0.0,0.9999999999999993,0.9999999999999993,0.184526169633766,0.0,0.0,0.184526169633766,True,False,False,False,True,22,18.0,-0.0466959170340044,0.0,2024-05-31,cash_export_mismatch
2024-05-31,balanced,rebalance,0.3131930759821019,0.0,0.9999999999999987,0.9999999999999987,0.3131930759821019,0.0,0.0,0.3131930759821019,True,False,False,False,False,29,18.0,0.0,0.0,2024-06-28,cash_export_mismatch
2024-06-28,balanced,"partial_rebalance:core_compounder,early_scout",0.2456679163149794,0.0,0.9999999999999994,0.9999999999999994,0.2456679163149794,0.0,0.0,0.2456679163149794,True,False,False,False,True,18,18.0,0.0,-0.0149218058961292,2024-07-31,cash_export_mismatch
2024-07-31,systemic_alert,rebalance,0.4446758211674461,0.4,0.5999999999999993,0.9999999999999993,0.04467582116744606,0.4,0.4,0.04467582116744606,False,True,True,False,False,18,18.0,-0.0149218058961292,-0.001782361989804,2024-08-30,confirmed_macro_defense_cash
2024-08-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1718695367851928,0.0,0.9999999999999988,0.9999999999999988,0.1718695367851928,0.0,0.0,0.1718695367851928,True,False,False,False,True,25,18.0,-0.001782361989804,0.0,2024-09-30,cash_export_mismatch
2024-09-30,balanced,rebalance,0.1635821447302148,0.0,0.9999999999999983,0.9999999999999983,0.1635821447302148,0.0,0.0,0.1635821447302148,True,False,False,False,False,31,18.0,0.0,0.0,2024-10-31,cash_export_mismatch
2024-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1434964199310266,0.0399990365406842,0.9600009634593145,0.9999999999999987,0.1034973833903424,0.0,0.0,0.1434964199310266,True,False,False,False,True,36,18.0,0.0,0.0,2024-11-29,cash_export_mismatch
2024-11-29,growth_reentry_alert,rebalance,0.353864552097844,0.027740507056611,0.9722594929433871,0.9999999999999981,0.326124045041233,0.0,0.0,0.353864552097844,True,False,False,False,False,43,18.0,0.0,-0.0420057227524672,2024-12-31,cash_export_mismatch
2024-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1438796951590041,0.0152207406723408,0.9847792593276575,0.9999999999999983,0.12865895448666329,0.0,0.0,0.1438796951590041,True,False,False,False,True,34,18.0,-0.0420057227524672,-0.0199397410434248,2025-01-31,cash_export_mismatch
2025-01-31,balanced,rebalance,0.2014883613802597,0.0180046911009776,0.9819953088990211,0.9999999999999987,0.18348367027928209,0.0,0.0,0.2014883613802597,True,False,False,False,False,35,18.0,-0.0199397410434248,-0.0072341286765393,2025-02-28,cash_export_mismatch
2025-02-28,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.808685950983847,0.28,0.7199999999999992,0.9999999999999992,0.528685950983847,0.28,0.28,0.528685950983847,False,True,True,False,True,18,18.0,-0.0072341286765393,-0.0471031524552468,2025-03-31,cash_export_mismatch
2025-03-31,risk_off_alert,rebalance,0.3706019282083164,0.3071634066230965,0.6928365933769023,0.9999999999999988,0.0634385215852199,0.28,0.28,0.09060192820831636,False,True,True,False,False,20,18.0,-0.0471031524552468,-0.0472878634354182,2025-04-30,confirmed_macro_defense_cash
2025-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1036952093655687,0.0,0.9999999999999987,0.9999999999999987,0.1036952093655687,0.0,0.0,0.1036952093655687,True,False,False,False,True,27,18.0,-0.0472878634354182,0.0,2025-05-30,cash_export_mismatch
2025-05-30,balanced,rebalance,0.1038181431124484,0.0,0.9999999999999992,0.9999999999999992,0.1038181431124484,0.0,0.0,0.1038181431124484,True,False,False,False,False,18,18.0,0.0,0.0,2025-06-30,cash_export_mismatch
2025-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1609958725215694,0.0,0.9999999999999993,0.9999999999999993,0.1609958725215694,0.0,0.0,0.1609958725215694,True,False,False,False,True,18,18.0,0.0,-0.0006050996601371,2025-07-31,cash_export_mismatch
2025-07-31,balanced,rebalance,0.0,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.0006050996601371,0.0,2025-08-29,no_cash
2025-08-29,balanced,"partial_rebalance:core_compounder,early_scout",0.14826232713872,0.0,0.9999999999999986,0.9999999999999986,0.14826232713872,0.0,0.0,0.14826232713872,True,False,False,False,True,30,18.0,0.0,0.0,2025-09-30,cash_export_mismatch
2025-09-30,balanced,rebalance,0.1430233201500774,0.0,0.9999999999999991,0.9999999999999991,0.1430233201500774,0.0,0.0,0.1430233201500774,True,False,False,False,False,18,18.0,0.0,0.0,2025-10-31,cash_export_mismatch
2025-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.400683795255578,0.0,0.9999999999999988,0.9999999999999988,0.400683795255578,0.0,0.0,0.400683795255578,True,False,False,False,True,26,18.0,0.0,-0.0205652913268431,2025-11-28,cash_export_mismatch
2025-11-28,growth_reentry_alert,rebalance,0.0993018748676256,0.0,0.9999999999999986,0.9999999999999986,0.0993018748676256,0.0,0.0,0.0993018748676256,True,False,False,False,False,31,18.0,-0.0205652913268431,-0.0095264010510423,2025-12-31,cash_export_mismatch
2025-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1592657271129195,0.0,0.9999999999999996,0.9999999999999996,0.1592657271129195,0.0,0.0,0.1592657271129195,True,False,False,False,True,18,18.0,-0.0095264010510423,0.0,2026-01-30,cash_export_mismatch
2026-01-30,balanced,rebalance,0.2608274659176151,0.0,0.9999999999999994,0.9999999999999994,0.2608274659176151,0.0,0.0,0.2608274659176151,True,False,False,False,False,18,18.0,0.0,0.0,2026-02-27,cash_export_mismatch
2026-02-27,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.5292827202882578,0.2787345932034331,0.7212654067965657,0.9999999999999988,0.25054812708482477,0.28,0.28,0.24928272028825782,False,True,True,False,True,30,18.0,0.0,-0.0280809112339831,2026-03-31,mixed_confirmed_macro_and_idle_cash
