rank,ticker,target_weight,regime_state,row_type
1,GOOGL,0.17604662501665536,neutral,equity
2,NVDA,0.09453360669030111,neutral,equity
3,VRT,0.06205203086693193,neutral,equity
4,FTI,0.06080962270211317,neutral,equity
5,GEV,0.05994528019199,neutral,equity
6,FIX,0.05223293044124366,neutral,equity
7,LRCX,0.04762189487283006,neutral,equity
8,AMAT,0.04762189487283006,neutral,equity
9,ASML,0.04325808895906287,neutral,equity
10,TSM,0.043145454001047065,neutral,equity
11,FANG,0.04250996782095591,neutral,equity
12,GLW,0.042195779898825454,neutral,equity
13,PR,0.04000000000000001,neutral,equity
14,UMC,0.04000000000000001,neutral,equity
15,DTM,0.04000000000000001,neutral,equity
16,MLI,0.04000000000000001,neutral,equity
17,TER,0.03701688179282151,neutral,equity
18,ON,0.031009941872391807,neutral,equity
19,CASH,0.0,neutral,cash
