as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,entry_monster_early_score_max,entry_stale_mega_leader_score_max,entry_risk_entry_block_score_max,account_source,approval_status,risk_state,combined_current_cash_weight,combined_target_cash_weight,combined_cash_gap_weight,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count,cash_policy_flag
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,MU,449.0,975.5599975585938,438026.4389038086,0.286499712101757,1035.5,-26913.061096191406,92941.65610347746,2026-06-01,2026-06-01,31,1,449.0,1035.5,target_rebalance,future_winner,0.3,0.21708464341922165,0.01350028789824298,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,21.0,20486.75994873047,1,ready,,,0.0,,0.6479760924348796,0.0,0.2,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,245.0,1745.0,427525.0,0.2796310417307979,1187.0,136710.0,46742.17124328613,2026-05-01,2026-05-01,62,1,245.0,1187.0,target_rebalance,future_winner,0.2781899142641855,0.2191705930922537,-0.0014411274666124019,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-1.0,-1745.0,1,ready,,,0.0,,0.6220540694252238,0.0,0.2416666666666667,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,AMD,313.0,517.8200073242188,162077.66229248047,0.1060100474782498,510.1300048828125,2406.970764160156,17651.073496179582,2026-06-01,2026-06-01,31,1,313.0,510.1300048828125,target_rebalance,future_winner,0.1029905602315827,0.08495399434747591,-0.003019487246667091,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-8.0,-4142.56005859375,1,ready,,,0.0,,0.648124888049354,0.0,0.1083333333333333,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,UMC,5420.0,24.540000915527344,133006.8049621582,0.0869956878050484,22.88999938964844,8943.008270263672,0.0,2026-06-01,2026-06-01,31,1,5420.0,22.88999938964844,target_rebalance,future_winner,0.08,0.06953464363264243,-0.006995687805048403,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-435.0,-10674.900398254396,1,ready,,,0.0,,0.5563062720338243,0.0,0.325,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,concentrated,equity,TXN,376.0,293.0799865722656,110198.07495117188,0.0720771943051862,293.20001220703125,-45.129638671875,0.0,2026-06-01,2026-06-01,31,1,376.0,293.20001220703125,target_rebalance,future_winner,0.0712232115826528,0.04776811297190867,-0.0008539827225334112,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-4.0,-1172.3199462890625,1,ready,,,0.0,,0.5969995837795078,0.0,0.1083333333333333,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,258055.64914673963,0.1687863165789604,1.0,0.0,0.0,,,,0,0.0,0.0,,,0.0,0.14803484370722103,,HOLD,HOLD,Combined cash is already close to target.,0.0,0.0,0,,,,0.0,,0.0,0.0,0.0,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,cash_close_to_target
2026-07-02,current_broker_ledger_mark_to_market,main,equity,FLEX,610.0,136.86000061035156,83484.60037231445,0.1112067271927576,148.00999450683594,-6801.496276855469,0.0,2026-06-01,2026-06-01,31,1,610.0,148.00999450683594,target_rebalance,future_winner,0.1143902775489209,0.03767079833105718,0.0031835503561632866,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,17.0,2326.620010375977,1,ready,,,0.0,,0.6476302957987448,0.0,0.1083333333333333,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,main,equity,SNDK,45.0,1745.0,78525.0,0.1046002282321185,727.6529549991383,45780.61702503878,25257.790087693164,2026-03-02,2026-05-01,122,2,45.0,783.1457899305556,target_rebalance,"future_winner,unassigned",0.0989732045391831,0.2191705930922537,-0.005627023692935398,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-2.0,-3490.0,1,ready,,,0.0,,0.6220540694252238,0.0,0.3333333333333333,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,main,equity,RVMD,304.0,189.2400054931641,57528.96166992188,0.076632187464255,163.67999267578125,7770.243896484375,13127.365573081968,2026-06-01,2026-06-01,31,1,304.0,163.67999267578125,target_rebalance,early_scout,0.0630953376034442,0.020778441921979036,-0.013536849860810801,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-53.0,-10029.720291137695,1,ready,,,0.0,,0.4225323016877451,0.0,0.4583333333333333,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
2026-07-02,current_broker_ledger_mark_to_market,main,equity,NXT,447.0,112.83999633789062,50439.47836303711,0.0671885507632306,145.02000427246094,-14384.46354675293,427.6709059238434,2026-06-01,2026-06-01,31,1,447.0,145.02000427246094,target_rebalance,future_winner,0.0822326743506752,0.027080714882984448,0.0150441235874446,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,100.0,11283.999633789062,1,ready,,,0.0,,0.5927503922392012,0.0,0.5499999999999999,simulated_broker_replay,simulation_ready_preview_only,green,0.1495168527340647,0.14803484370722103,-0.0014820090268436725,0.03,none,0.0,
