as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,cash,CASH,0.0,1.0,340839.3664883191,0.1495168527340647,0.14803484370722103,337460.9712866906,-0.0014820090268436725,-3378.395201628504,DEPLOY_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,SNDK,290.0,1745.0,506050.0,0.22199021229745913,0.2191705930922537,499622.38193509966,-0.0028196192052054314,-6427.618064900336,SELL,-3.0,-5235.0,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,MU,486.0,975.5599975585938,474122.15881347656,0.2079843467837828,0.21708464341922165,494867.2406110155,0.009100296635438848,20745.081797538965,BUY,21.0,20486.75994873047,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,AMD,387.0,517.8200073242188,200396.34283447266,0.08790836219634224,0.08495399434747591,193661.5510864677,-0.002954367848866324,-6734.7917480049655,SELL,-12.0,-6213.840087890625,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,UMC,7084.0,24.540000915527344,173841.3664855957,0.07625942466597725,0.06953464363264243,158511.52195461665,-0.00672478103333482,-15329.844530979055,SELL,-623.0,-15288.420570373537,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,TXN,376.0,293.0799865722656,110198.07495117188,0.048340863656124805,0.04776811297190867,108892.42962227244,-0.000572750684216132,-1305.645328899438,SELL,-4.0,-1172.3199462890625,1,ready,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,FLEX,610.0,136.86000061035156,83484.60037231445,0.03662239731295054,0.03767079833105718,85874.54058509265,0.0010484010181066386,2389.940212778194,BUY,17.0,2326.620010375977,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,NXT,447.0,112.83999633789062,50439.47836303711,0.022126411441524954,0.027080714882984448,61733.33330647541,0.004954303441459494,11293.854943438302,BUY,100.0,11283.999633789062,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,CIEN,103.0,422.4599914550781,43513.37911987305,0.019088122257880532,0.02424395044828315,55266.63089052829,0.0051558281904026185,11753.251770655246,BUY,27.0,11406.41976928711,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,RVMD,304.0,189.2400054931641,57528.96166992188,0.025236372718818983,0.020778441921979036,47366.640293707416,-0.004457930796839947,-10162.321376214466,SELL,-53.0,-10029.720291137695,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,HPE,1034.0,41.22999954223633,42631.81952667236,0.018701406318255037,0.02020329204023596,46055.52574210692,0.0015018857219809244,3423.706215434555,BUY,83.0,3422.0899620056152,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,WDC,88.0,539.0,47432.0,0.020807113426920425,0.019955578181918475,45490.83598977859,-0.0008515352450019498,-1941.1640102214078,SELL,-3.0,-1617.0,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,ALAB,119.0,406.4200134277344,48363.98159790039,0.021215948112772085,0.015880098255704522,36200.35153410795,-0.005335849857067563,-12163.630063792443,SELL,-29.0,-11786.180389404297,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,MRVL,174.0,245.2899932861328,42680.45883178711,0.01872274304321981,0.015880098255704522,36200.35153410795,-0.0028426447875152874,-6480.107297679162,SELL,-26.0,-6377.539825439453,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,QCOM,166.0,176.25,29257.5,0.012834460302920483,0.015880098255704522,36200.35153410795,0.0030456379527840395,6942.851534107947,BUY,39.0,6873.75,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
2026-07-02,simulated_broker_replay,simulation_ready_preview_only,equity,ON,316.0,91.22000122070312,28825.520385742188,0.012644962730986352,0.015880098255704522,36200.35153410795,0.00323513552471817,7374.83114836576,BUY,80.0,7297.60009765625,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,
