as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-07-02,current_broker_ledger_mark_to_market,main,equity,FLEX,610.0,136.86000061035156,83484.60037231445,0.1112067271927576,148.00999450683594,-6801.496276855469,0.0,2026-06-01,2026-06-01,31,1,610.0,148.00999450683594,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,SNDK,45.0,1745.0,78525.0,0.1046002282321185,727.6529549991383,45780.61702503878,25257.790087693164,2026-03-02,2026-05-01,122,2,45.0,783.1457899305556,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,RVMD,304.0,189.2400054931641,57528.96166992188,0.076632187464255,163.67999267578125,7770.243896484375,13127.365573081968,2026-06-01,2026-06-01,31,1,304.0,163.67999267578125,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,NXT,447.0,112.83999633789062,50439.47836303711,0.0671885507632306,145.02000427246094,-14384.46354675293,427.6709059238434,2026-06-01,2026-06-01,31,1,447.0,145.02000427246094,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,ALAB,119.0,406.4200134277344,48363.98159790039,0.0644238588138091,320.0899963378906,10273.272033691406,9505.066629638672,2026-06-01,2026-06-01,31,1,119.0,320.0899963378906,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,WDC,88.0,539.0,47432.0,0.0631824008342036,320.96348500007633,19187.213319993283,54247.99327073548,2026-05-01,2026-05-01,62,1,88.0,431.4075012207031,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,CIEN,103.0,422.4599914550781,43513.37911987305,0.0579625518890725,368.76287875726587,5530.802607874663,28963.078699174148,2026-03-02,2026-05-01,122,2,103.0,399.560682278235,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,MRVL,174.0,245.2899932861328,42680.45883178711,0.0568530497912316,164.9499969482422,13979.159362792969,7378.239400281906,2026-05-01,2026-05-01,62,1,174.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,HPE,1034.0,41.22999954223633,42631.81952667236,0.0567882591842141,46.862892150878906,-5824.410957336426,0.0,2026-06-01,2026-06-01,31,1,1034.0,46.862892150878906,target_rebalance,unassigned,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,UMC,1664.0,24.540000915527344,40834.5615234375,0.0543941987279216,22.88999938964844,2745.6025390625,0.0,2026-06-01,2026-06-01,31,1,1664.0,22.88999938964844,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,AMD,74.0,517.8200073242188,38318.68054199219,0.0510428873638461,510.1300048828125,569.0601806640625,9649.887788457872,2026-06-01,2026-06-01,31,1,74.0,510.1300048828125,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,MU,37.0,975.5599975585938,36095.71990966797,0.0480817642884927,484.2120444185821,18179.87426618043,24721.61800621566,2026-01-02,2026-05-01,181,2,37.0,493.1457074139569,target_rebalance,future_winner,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,QCOM,166.0,176.25,29257.5,0.0389728262018619,228.14735412597656,-8614.96078491211,-848.2995684242248,2026-06-01,2026-06-01,31,1,166.0,228.14735412597656,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,equity,ON,316.0,91.22000122070312,28825.520385742188,0.0383974022446127,103.02999877929688,-3731.959228515625,1460.0516058921812,2026-05-01,2026-05-01,62,1,316.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
2026-07-02,current_broker_ledger_mark_to_market,main,cash,CASH,0.0,1.0,82783.71734157948,0.1102731070083718,1.0,0.0,0.0,,,,0,0.0,0.0,,,HOLD,Combined cash is already close to target.,,,0.0,,green,simulated_broker_replay,simulation_ready_preview_only
