as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-07-02,concentrated,equity,MU,0.286499712101757,0.3,0.21708464341922165,0.01350028789824298,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,21.0,20486.75994873047,1,ready,,0.03,none,0.0
2026-07-02,concentrated,equity,SNDK,0.2796310417307979,0.2781899142641855,0.2191705930922537,-0.0014411274666124019,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-1.0,-1745.0,1,ready,,0.03,none,0.0
2026-07-02,concentrated,equity,AMD,0.1060100474782498,0.1029905602315827,0.08495399434747591,-0.003019487246667091,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-8.0,-4142.56005859375,1,ready,,0.03,none,0.0
2026-07-02,concentrated,equity,UMC,0.0869956878050484,0.08,0.06953464363264243,-0.006995687805048403,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-435.0,-10674.900398254396,1,ready,,0.03,none,0.0
2026-07-02,concentrated,equity,TXN,0.0720771943051862,0.0712232115826528,0.04776811297190867,-0.0008539827225334112,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-4.0,-1172.3199462890625,1,ready,,0.03,none,0.0
2026-07-02,concentrated,cash,CASH,0.1687863165789604,0.0,0.14803484370722103,,HOLD,HOLD,Combined cash is already close to target.,0.0,0.0,0,,cash_close_to_target,0.03,none,0.0
2026-07-02,main,equity,FLEX,0.1112067271927576,0.1143902775489209,0.03767079833105718,0.0031835503561632866,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,17.0,2326.620010375977,1,ready,,0.03,none,0.0
2026-07-02,main,equity,SNDK,0.1046002282321185,0.0989732045391831,0.2191705930922537,-0.005627023692935398,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-2.0,-3490.0,1,ready,,0.03,none,0.0
2026-07-02,main,equity,RVMD,0.076632187464255,0.0630953376034442,0.020778441921979036,-0.013536849860810801,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-53.0,-10029.720291137695,1,ready,,0.03,none,0.0
2026-07-02,main,equity,NXT,0.0671885507632306,0.0822326743506752,0.027080714882984448,0.0150441235874446,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,100.0,11283.999633789062,1,ready,,0.03,none,0.0
2026-07-02,main,equity,ALAB,0.0644238588138091,0.0482211401789317,0.015880098255704522,-0.016202718634877405,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-29.0,-11786.180389404297,1,ready,,0.03,none,0.0
2026-07-02,main,equity,WDC,0.0631824008342036,0.0605966485450584,0.019955578181918475,-0.0025857522891451976,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-3.0,-1617.0,1,ready,,0.03,none,0.0
2026-07-02,main,equity,CIEN,0.0579625518890725,0.0736186208821332,0.02424395044828315,0.0156560689930607,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,27.0,11406.41976928711,1,ready,,0.03,none,0.0
2026-07-02,main,equity,MRVL,0.0568530497912316,0.0482211401789317,0.015880098255704522,-0.008631909612299898,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-26.0,-6377.539825439453,1,ready,,0.03,none,0.0
2026-07-02,main,equity,HPE,0.0567882591842141,0.061348850735111,0.02020329204023596,0.0045605915508969,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,83.0,3422.0899620056152,1,ready,,0.03,none,0.0
2026-07-02,main,equity,UMC,0.0543941987279216,0.0482211401789317,0.06953464363264243,-0.006173058548989904,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-188.0,-4613.520172119141,1,ready,,0.03,none,0.0
2026-07-02,main,equity,AMD,0.0510428873638461,0.0482211401789317,0.08495399434747591,-0.0028217471849144027,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-4.0,-2071.280029296875,1,ready,,0.03,none,0.0
2026-07-02,main,equity,MU,0.0480817642884927,0.0482211401789317,0.21708464341922165,0.00013937589043899745,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-07-02,main,equity,QCOM,0.0389728262018619,0.0482211401789317,0.015880098255704522,0.009248313977069801,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,39.0,6873.75,1,ready,,0.03,none,0.0
2026-07-02,main,equity,ON,0.0383974022446127,0.0482211401789317,0.015880098255704522,0.009823737934318996,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,80.0,7297.60009765625,1,ready,,0.03,none,0.0
2026-07-02,main,cash,CASH,0.1102731070083718,0.0,0.14803484370722103,,HOLD,HOLD,Combined cash is already close to target.,0.0,0.0,0,,cash_close_to_target,0.03,none,0.0
