sell_date,sold_ticker,buy_date,bought_ticker,sold_forward_return,bought_forward_return,opportunity_gap,horizon_days
2023-01-26,TPR,2023-02-01,TPR,0.02973209844776914,-0.09116250936052317,0.12089460780829231,20
2026-03-23,PR,2026-04-01,CNQ,0.07028110507872753,-0.04896912643353246,0.11925023151226,20
2022-04-04,STLD,2022-04-05,OKE,0.06854075540397031,-0.050687266177367185,0.1192280215813375,20
2022-11-28,GILD,2022-12-05,CPRT,0.030747612594105966,-0.08538808304776324,0.11613569564186921,20
2021-03-24,GOOG,2021-04-01,NDAQ,0.17119783555244728,0.056148400673960985,0.11504943487848629,20
2020-10-01,HD,2020-10-08,ENTG,0.02481818744499753,-0.0895011653604817,0.11431935280547922,20
2026-03-23,TRGP,2026-04-01,LNG,0.04505669095414566,-0.06547272115958691,0.11052941211373257,20
2021-03-24,GOOG,2021-04-01,MCO,0.17119783555244728,0.06111479581477841,0.11008303973766886,20
2022-11-21,FANG,2022-12-01,DKS,0.06521878869859554,-0.041153736938578156,0.1063725256371737,20
2022-11-23,FANG,2022-12-01,DKS,0.06521878869859554,-0.041153736938578156,0.1063725256371737,20
2023-01-24,TPR,2023-02-01,BEN,0.037878814571734365,-0.06591687228114507,0.10379568685287943,20
2023-01-13,TPR,2023-01-23,JBL,0.06892560575189988,-0.029738355928506266,0.09866396168040614,20
2021-03-19,GOOG,2021-03-23,LPX,0.1722640697679847,0.07480647544648189,0.0974575943215028,20
2023-01-26,TPR,2023-02-01,BEN,0.02973209844776914,-0.06591687228114507,0.0956489707289142,20
2023-01-26,JBL,2023-02-01,TPR,0.004471082567426121,-0.09116250936052317,0.09563359192794929,20
2020-03-02,BABA,2020-03-02,NOW,-0.16418615500498845,-0.25865271178576466,0.0944665567807762,20
2026-03-23,TRGP,2026-04-01,CNQ,0.04505669095414566,-0.04896912643353246,0.09402581738767812,20
2020-04-08,JD,2020-04-15,JD,0.058537810549358804,-0.0336322318381963,0.0921700423875551,20
2022-07-27,NOC,2022-08-03,ENPH,0.07422459446734853,-0.01667526731400737,0.0908998617813559,20
2023-03-13,BKNG,2023-03-22,BKNG,0.09278805600496365,0.0032169330558025067,0.08957112294916114,20
2020-04-06,JD,2020-04-13,JD,0.09672759211284832,0.007480093504731,0.08924749860811731,20
2020-04-06,VRTX,2020-04-15,JD,0.05174307307465664,-0.0336322318381963,0.08537530491285295,20
2022-10-26,ORLY,2022-10-31,ORLY,0.1956885127346546,0.1104076618562484,0.0852808508784062,20
2022-07-25,NOC,2022-07-26,VRTX,0.05642820935016157,-0.027097347600846367,0.08352555695100794,20
2022-11-21,GILD,2022-12-01,DKS,0.041256648305916466,-0.041153736938578156,0.08241038524449462,20
2022-07-21,NOC,2022-07-26,VRTX,0.05531085591499041,-0.027097347600846367,0.08240820351583678,20
2022-11-28,FANG,2022-12-05,DKS,0.11161307994789471,0.030539084596980848,0.08107399535091386,20
2025-03-27,WH,2025-04-01,AM,-0.018223307944310485,-0.09742739837660142,0.07920409043229093,20
2025-04-25,ORLY,2025-04-28,AM,0.0506309712966555,-0.028185636288261318,0.07881660758491682,20
2020-04-06,JD,2020-04-09,VRTX,0.09672759211284832,0.018004145940624383,0.07872344617222393,20
2022-07-27,NOC,2022-08-05,ENPH,0.07422459446734853,-0.0036555983188610863,0.07788019278620961,20
2020-10-01,HD,2020-10-08,HD,0.02481818744499753,-0.05201726150498254,0.07683544894998007,20
2022-07-27,NOC,2022-07-28,VRTX,0.07422459446734853,-0.0014600229734913484,0.07568461744083987,20
2022-07-27,NOC,2022-08-01,ENPH,0.07422459446734853,-0.00046283198416718907,0.07468742645151571,20
2022-07-19,NOC,2022-07-26,VRTX,0.04702759750934793,-0.027097347600846367,0.0741249451101943,20
2022-07-25,NOC,2022-08-03,ENPH,0.05642820935016157,-0.01667526731400737,0.07310347666416894,20
2022-11-28,GILD,2022-12-01,DKS,0.030747612594105966,-0.041153736938578156,0.07190134953268412,20
2023-01-26,JBL,2023-02-01,BEN,0.004471082567426121,-0.06591687228114507,0.07038795484857119,20
2022-11-23,GILD,2022-12-01,DKS,0.028213382900526218,-0.041153736938578156,0.06936711983910437,20
2020-10-07,HD,2020-10-08,ENTG,-0.021040537994631014,-0.0895011653604817,0.06846062736585068,20
2020-10-05,ENTG,2020-10-08,ENTG,-0.02116600038158123,-0.0895011653604817,0.06833516497890046,20
2020-10-05,HD,2020-10-08,ENTG,-0.02148190588444121,-0.0895011653604817,0.06801925947604048,20
2022-07-27,NOC,2022-08-05,ORLY,0.07422459446734853,0.006657171486568192,0.06756742298078033,20
2023-01-24,JBL,2023-02-01,TPR,-0.024925573660898315,-0.09116250936052317,0.06623693569962485,20
2023-01-13,TPR,2023-01-17,JBL,0.06892560575189988,0.0038299806394423985,0.06509562511245748,20
2022-07-19,NOC,2022-07-20,VRTX,0.04702759750934793,-0.017828358451455806,0.06485595596080374,20
2023-01-18,TPR,2023-01-23,JBL,0.03382839566807805,-0.029738355928506266,0.06356675159658431,20
2020-04-08,VRTX,2020-04-15,JD,0.029239716758350243,-0.0336322318381963,0.06287194859654655,20
2023-01-13,TPR,2023-01-19,JBL,0.06892560575189988,0.007302222881829135,0.06162338287007074,20
2021-01-04,GOOG,2021-01-04,HPQ,0.09903716978263422,0.03774383896134825,0.06129333082128596,20
2023-03-13,MGM,2023-03-22,BKNG,0.06420690902514026,0.0032169330558025067,0.06098997596933775,20
2020-10-01,HD,2020-10-06,ENTG,0.02481818744499753,-0.03570984649823583,0.06052803394323336,20
2022-12-06,DKS,2022-12-09,CPRT,0.018692752333103968,-0.04013170303416436,0.058824455367268325,20
2025-01-28,TPR,2025-02-03,TPR,0.20612535045298963,0.14769486342809257,0.05843048702489706,20
2022-07-25,NOC,2022-07-28,VRTX,0.05642820935016157,-0.0014600229734913484,0.05788823232365292,20
2022-07-25,NOC,2022-08-01,ENPH,0.05642820935016157,-0.00046283198416718907,0.05689104133432876,20
2022-07-21,NOC,2022-07-28,VRTX,0.05531085591499041,-0.0014600229734913484,0.05677087888848176,20
2024-08-01,HALO,2024-08-01,UTHR,0.12933694878403323,0.07266840411755937,0.05666854466647386,20
2023-01-13,TPR,2023-01-19,TPR,0.06892560575189988,0.012418172524823579,0.0565074332270763,20
2025-03-27,ORLY,2025-04-01,AM,-0.04162621512388376,-0.09742739837660142,0.05580118325271766,20
2022-11-14,GILD,2022-11-16,FANG,0.06010849177750632,0.0049827034558969086,0.055125788321609415,20
2022-07-21,NOC,2022-07-22,VRTX,0.05531085591499041,0.00042811057665037566,0.05488274533834003,20
2021-12-20,FDS,2021-12-30,FDS,-0.05957915636086242,-0.11395805415653448,0.054378897795672065,20
2022-08-02,ORLY,2022-08-11,ORLY,0.022456810455609544,-0.03098372405200811,0.053440534507617654,20
2023-01-24,TPR,2023-01-25,JBL,0.037878814571734365,-0.015525267289443145,0.05340408186117751,20
2022-07-27,NOC,2022-08-03,ORLY,0.07422459446734853,0.020868509513164213,0.05335608495418431,20
2025-04-01,ORLY,2025-04-01,AM,-0.044210099079557086,-0.09742739837660142,0.05321729929704433,20
2024-09-03,UTHR,2024-09-03,HALO,0.00905222047859433,-0.043939927928269173,0.052992148406863504,20
2023-01-20,TPR,2023-01-23,JBL,0.02287804626211054,-0.029738355928506266,0.05261640219061681,20
2022-10-26,ORLY,2022-10-27,ORLY,0.1956885127346546,0.14311003690530222,0.05257847582935238,20
2022-07-27,NOC,2022-08-01,ORLY,0.07422459446734853,0.021706956411275735,0.05251763805607279,20
2020-04-08,JD,2020-04-13,JD,0.058537810549358804,0.007480093504731,0.051057717044627804,20
