ticker,side,quantity,fill_price,gross_value,fee_usd,cash_delta,cash_after,shares_after,date,signal_date,reason,target_weight,fill_mode,risk_rule_action
CDNS,BUY,49.0,68.54000091552734,3358.46004486084,8.3961501121521,-3366.856194972992,96633.14380502701,49.0,2019-05-01,2019-04-30,target_rebalance,0.0338514332705528,next_close,
MELI,BUY,7.0,484.7300109863281,3393.110076904297,8.482775192260743,-3401.5928520965576,93231.55095293045,7.0,2019-05-01,2019-04-30,target_rebalance,0.0342876010386451,next_close,
W,BUY,21.0,163.52999877929688,3434.1299743652344,8.585324935913086,-3442.7152993011473,89788.83565362931,21.0,2019-05-01,2019-04-30,target_rebalance,0.0346428728127134,next_close,
CSX,BUY,147.0,24.009157180786133,3529.3461055755615,8.823365263938904,-3538.1694708395003,86250.66618278982,147.0,2019-05-01,2019-04-30,target_rebalance,0.0354389483592956,next_close,
AMT,BUY,24.0,159.76193237304688,3834.286376953125,9.585715942382812,-3843.8720928955076,82406.79408989432,24.0,2019-05-01,2019-04-30,target_rebalance,0.0393271140696728,next_close,
CPRT,BUY,242.0,16.502500534057617,3993.6051292419434,9.984012823104859,-4003.5891420650482,78403.20494782928,242.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
FDS,BUY,15.0,253.60525512695312,3804.078826904297,9.510197067260743,-3813.5890239715577,74589.61592385772,15.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
KEYS,BUY,46.0,85.86000061035156,3949.560028076172,9.87390007019043,-3959.433928146362,70630.18199571136,46.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
MKTX,BUY,15.0,263.2750244140625,3949.1253662109375,9.872813415527345,-3958.9981796264647,66671.1838160849,15.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
PAYC,BUY,20.0,196.92337036132812,3938.4674072265625,9.846168518066406,-3948.313575744629,62722.87024034027,20.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
SHOP,BUY,163.0,24.516000747680664,3996.1081218719482,9.990270304679871,-4006.0983921766283,58716.77184816364,163.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
VICI,BUY,255.0,15.683965682983398,3999.4112491607666,9.998528122901917,-4009.4097772836685,54707.36207087997,255.0,2019-05-01,2019-04-30,target_rebalance,0.04,next_close,
DHR,BUY,42.0,112.98954772949219,4745.561004638672,11.86390251159668,-4757.424907150268,49949.9371637297,42.0,2019-05-01,2019-04-30,target_rebalance,0.0480047730844568,next_close,
AVGO,BUY,184.0,26.601173400878906,4894.615905761719,12.236539764404297,-4906.852445526123,45043.08471820358,184.0,2019-05-01,2019-04-30,target_rebalance,0.0492096346654156,next_close,
NOW,BUY,106.0,54.08000183105469,5732.480194091797,14.331200485229493,-5746.8113945770265,39296.273323626556,106.0,2019-05-01,2019-04-30,target_rebalance,0.0577459468032608,next_close,
V,BUY,72.0,154.6677703857422,11136.079467773438,27.840198669433594,-11163.919666442871,28132.353657183685,72.0,2019-05-01,2019-04-30,target_rebalance,0.1124182028539434,next_close,
HD,BUY,68.0,167.51454162597656,11390.988830566406,28.477472076416017,-11419.466302642822,16712.887354540864,68.0,2019-05-01,2019-04-30,target_rebalance,0.1151515397847844,next_close,
CHTR,BUY,43.0,371.0400085449219,15954.72036743164,39.886800918579105,-15994.60716835022,718.2801861906446,43.0,2019-05-01,2019-04-30,target_rebalance,0.1599219332572588,next_close,
W,SELL,21.0,151.82000732421875,3188.2201538085938,7.970550384521484,3180.249603424072,3898.5297896147167,0.0,2019-05-06,2019-05-03,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
AVGO,SELL,184.0,25.191455841064453,4635.227874755859,11.588069686889648,4623.6398050689695,8522.169594683686,0.0,2019-05-14,2019-05-13,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
KEYS,SELL,46.0,75.36000061035156,3466.560028076172,8.66640007019043,3457.8936280059816,11980.063222689667,0.0,2019-05-21,2019-05-20,daily_hard_stop_exit,,next_close,daily_hard_stop_exit
CDNS,SELL,49.0,61.70000076293945,3023.300037384033,7.558250093460083,3015.741787290573,14995.80500998024,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
CHTR,SELL,43.0,377.6499938964844,16238.949737548828,40.59737434387207,16198.352363204956,31194.157373185197,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
CPRT,SELL,242.0,17.825000762939453,4313.650184631348,10.78412546157837,4302.866059169769,35497.02343235497,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
CSX,SELL,147.0,22.684032440185547,3334.5527687072754,8.336381921768188,3326.216386785507,38823.23981914047,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
VICI,SELL,255.0,15.182462692260742,3871.5279865264893,9.678819966316224,3861.849166560173,42685.08898570065,0.0,2019-06-03,2019-05-31,target_exit,,next_close,
SHOP,SELL,7.0,26.5,185.5,0.46375,185.03625,42870.125235700645,156.0,2019-06-03,2019-05-31,target_rebalance,0.0418001733161733,next_close,
MELI,SELL,1.0,568.77001953125,568.77001953125,1.421925048828125,567.3480944824219,43437.473330183064,6.0,2019-06-03,2019-05-31,target_rebalance,0.0330885970250717,next_close,
DHR,SELL,7.0,113.29873657226562,793.0911560058594,1.9827278900146486,791.1084281158447,44228.58175829891,35.0,2019-06-03,2019-05-31,target_rebalance,0.0397765001533764,next_close,
MKTX,SELL,3.0,275.1277770996094,825.3833312988281,2.06345832824707,823.3198729705811,45051.901631269495,12.0,2019-06-03,2019-05-31,target_rebalance,0.0330454315931578,next_close,
PAYC,SELL,4.0,192.89613342285156,771.5845336914062,1.9289613342285157,769.6555723571778,45821.557203626675,16.0,2019-06-03,2019-05-31,target_rebalance,0.029853366567856,next_close,
V,SELL,28.0,150.9186553955078,4225.722351074219,10.564305877685547,4215.158045196533,50036.71524882321,44.0,2019-06-03,2019-05-31,target_rebalance,0.0663098048717221,next_close,
