recommendation_date,as_of_date,recommended_next_review_date,recommendation_semantics,portfolio_kind,rank,ticker,company_name,sector,recommended_weight,current_account_weight,projected_account_weight_after_orders,trade_action_from_current,trade_value_delta_usd,estimated_order_quantity,target_value_per_100k_usd,reference_price,reference_price_date,reference_price_source,estimated_shares_per_100k,suggested_action,buy_logic,score,monster_early_score,stale_leader_score,risk_entry_block_score
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,1,GOOG,ALPHABET INC CLASS C,Communication,0.1399999999999999,0.1391205678717875,0.1391205678717875,BUY,0.0,0.0,13999.99999999999,393.32000732421875,2026-05-15,price_cache_latest_close,35,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,5.496030073666377,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,2,APP,APPLOVIN CORP CLASS A,Information Technology,0.1048172993293705,0.103731441719431,0.103731441719431,BUY,0.0,0.0,10481.72993293705,501.0,2026-05-15,price_cache_latest_close,20,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=cyclical_recovery,5.41105142949662,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,3,CAT,CATERPILLAR INC,Industrials,0.1035634376142495,0.1034569723883276,0.1034569723883276,BUY,0.0,0.0,10356.34376142495,888.3099975585938,2026-05-15,price_cache_latest_close,11,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,5.406164790537014,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,4,GEV,GE VERNOVA INC,Industrials,0.0885808084126337,0.0859915432807802,0.0859915432807802,BUY,0.0,0.0,8858.08084126337,1049.22998046875,2026-05-15,price_cache_latest_close,8,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,5.44521588181618,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,5,AMZN,AMAZON.COM INC,Consumer Discretionary,0.0780442171020089,0.0774773148868361,0.0774773148868361,BUY,0.0,0.0,7804.42171020089,264.1400146484375,2026-05-15,price_cache_latest_close,29,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,4.8145618966570085,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,6,PLTR,PALANTIR TECHNOLOGIES INC CLASS A,Information Technology,0.0518345047608683,0.0514391593345074,0.0514391593345074,BUY,0.0,0.0,5183.45047608683,133.99000549316406,2026-05-15,price_cache_latest_close,38,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,6.115994345168016,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,7,VRT,Vertiv,Information Technology,0.0518345047608683,0.051201784756695,0.051201784756695,BUY,0.0,0.0,5183.45047608683,370.94000244140625,2026-05-15,price_cache_latest_close,13,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,5.282263059942039,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,8,NVT,NVENT ELECTRIC PLC,Industrials,0.0518345047608683,0.0517609438646994,0.0517609438646994,BUY,0.0,0.0,5183.45047608683,169.00999450683594,2026-05-15,price_cache_latest_close,30,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.904705098443994,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,9,FIX,COMFORT SYSTEMS USA INC,Industrials,0.0510448726484261,0.0429785828673853,0.0429785828673853,BUY,0.0,0.0,5104.48726484261,1992.739990234375,2026-05-15,price_cache_latest_close,2,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=core_compounder; dominant_archetype_label=emerging_growth,3.911217910631386,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,10,PR,PERMIAN RESOURCES CORP CLASS A,Energy,0.0399999999999999,0.0400026884256982,0.0400026884256982,BUY,0.0,0.0,3999.9999999999895,20.84000015258789,2026-05-15,price_cache_latest_close,191,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=compounder,2.231360946441715,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,11,MLI,MUELLER INDUSTRIES INC,Industrials,0.0399999999999999,0.0400204605363682,0.0400204605363682,BUY,0.0,0.0,3999.9999999999895,136.44000244140625,2026-05-15,price_cache_latest_close,29,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.5760163493569355,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,12,ON,ON SEMICONDUCTOR CORP,Information Technology,0.0390113281904503,0.0390321471596722,0.0390321471596722,BUY,0.0,0.0,3901.13281904503,113.11000061035156,2026-05-15,price_cache_latest_close,34,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=early_scout; dominant_archetype_label=emerging_growth,3.801935601999415,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,13,FTI,TECHNIPFMC PLC,Energy,0.0365884249686721,0.0365886255679122,0.0365886255679122,BUY,0.0,0.0,3658.8424968672102,71.27999877929688,2026-05-15,price_cache_latest_close,51,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,2.735706046311036,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,14,NXPI,NXP Semiconductors,Semiconductors,0.0337310877067305,0.032692140585145,0.032692140585145,BUY,0.0,0.0,3373.10877067305,291.5,2026-05-15,price_cache_latest_close,11,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.1626746014250617,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,15,PWR,QUANTA SERVICES INC,Industrials,0.0322927410247994,0.0298922798639754,0.0298922798639754,BUY,0.0,0.0,3229.2741024799398,769.989990234375,2026-05-15,price_cache_latest_close,4,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,4.811408406960188,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,16,CBOE,CBOE GLOBAL MARKETS INC,Financials,0.0285866166280834,0.028186067989042,0.028186067989042,BUY,0.0,0.0,2858.66166280834,363.0199890136719,2026-05-15,price_cache_latest_close,7,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,3.0745984863111318,0.0,0.0,0.0
2026-05-15,2026-05-15,2026-06-30,latest_close_target_recommendation_not_yet_filled,main,17,UMC,United Microelectronics,Semiconductors,0.0282356520919697,0.0282673367443622,0.0282673367443622,BUY,0.0,0.0,2823.56520919697,17.200000762939453,2026-05-15,price_cache_latest_close,164,BUY_OR_HOLD_TO_TARGET,portfolio_sleeve_label=future_winner; dominant_archetype_label=emerging_growth,1.9970260948894132,0.0,0.0,0.0
