as_of_date,recommendation_date,current_account_last_trade_date,current_account_stale_days,pending_order_count_to_recommendation,portfolio_kind,row_type,ticker,shares,current_price,market_value_usd,current_weight,recommended_target_weight,projected_weight_after_recommendation_orders,recommended_trade_action,recommended_trade_quantity,recommended_trade_value_delta_usd,cost_basis,avg_entry_price,entry_date,latest_entry_date,entry_signal_date,return_since_entry_pct,unrealized_pnl_usd,realized_pnl_usd,entry_reason,entry_sleeve,open_lot_count
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,GOOG,82.0,393.3200073242188,32252.240600585938,0.1391205678717875,0.1399999999999999,0.1391205678717875,HOLD,0.0,0.0,352.87037045699407,354.6973783911729,2026-01-02,2026-05-15,2025-12-31,0.10888896080436061,3316.8702231124225,9135.658503474871,target_rebalance,"core_compounder,unknown",3
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,APP,48.0,501.0,24048.0,0.103731441719431,0.1048172993293705,0.103731441719431,HOLD,0.0,0.0,501.0,501.0,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,-3907.396130523682,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,CAT,27.0,888.3099975585938,23984.36993408203,0.1034569723883276,0.1035634376142495,0.1034569723883276,HOLD,0.0,0.0,888.3099975585938,888.3099975585938,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,GEV,19.0,1049.22998046875,19935.36962890625,0.0859915432807802,0.0885808084126337,0.0859915432807802,HOLD,0.0,0.0,978.247866981908,978.2478669819079,2026-03-02,2026-05-15,2026-02-27,0.07256045822602841,1348.66015625,-1405.431150970459,target_rebalance,"core_compounder,unknown",2
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,AMZN,68.0,264.1400146484375,17961.52099609375,0.0774773148868361,0.0780442171020089,0.0774773148868361,HOLD,0.0,0.0,264.1400146484375,264.1400146484375,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,2021.7002965164172,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,NVT,71.0,169.00999450683594,11999.709609985352,0.0517609438646994,0.0518345047608683,0.0517609438646994,HOLD,0.0,0.0,169.00999450683594,169.00999450683594,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,PLTR,89.0,133.99000549316406,11925.110488891602,0.0514391593345074,0.0518345047608683,0.0514391593345074,HOLD,0.0,0.0,133.99000549316406,133.99000549316406,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,16857.5842089653,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,VRT,32.0,370.9400024414063,11870.080078125,0.051201784756695,0.0518345047608683,0.051201784756695,HOLD,0.0,0.0,370.9400024414063,370.9400024414063,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,FIX,5.0,1992.739990234375,9963.699951171877,0.0429785828673853,0.0510448726484261,0.0429785828673853,HOLD,0.0,0.0,1992.739990234375,1992.739990234375,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,MLI,68.0,136.44000244140625,9277.920166015623,0.0400204605363682,0.0399999999999999,0.0400204605363682,HOLD,0.0,0.0,136.44000244140625,136.44000244140625,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,-1302.688766593932,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,PR,445.0,20.84000015258789,9273.800067901611,0.0400026884256982,0.0399999999999999,0.0400026884256982,HOLD,0.0,0.0,19.179048409622705,19.179048409622705,2026-03-02,2026-05-15,2026-02-27,0.08660240630769955,739.1235256195068,312.18992862224576,target_rebalance,"early_scout,unknown",2
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,ON,80.0,113.11000061035156,9048.800048828123,0.0390321471596722,0.0390113281904503,0.0390321471596722,HOLD,0.0,0.0,113.11000061035156,113.11000061035156,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,-829.422652320861,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,FTI,119.0,71.27999877929688,8482.319854736328,0.0365886255679122,0.0365884249686721,0.0365886255679122,HOLD,0.0,0.0,67.96239298331638,67.96239298331638,2026-03-02,2026-05-15,2026-02-27,0.048815317565332306,394.7950897216797,0.0,target_rebalance,"future_winner,unknown",2
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,NXPI,26.0,291.5,7579.0,0.032692140585145,0.0337310877067305,0.032692140585145,HOLD,0.0,0.0,291.5,291.5,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,PWR,9.0,769.989990234375,6929.909912109375,0.0298922798639754,0.0322927410247994,0.0298922798639754,HOLD,0.0,0.0,769.989990234375,769.989990234375,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,1781.7724440193176,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,UMC,381.0,17.200000762939453,6553.200290679932,0.0282673367443622,0.0282356520919697,0.0282673367443622,HOLD,0.0,0.0,17.200000762939453,17.200000762939453,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,0.0,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,equity,CBOE,18.0,363.0199890136719,6534.359802246094,0.028186067989042,0.0285866166280834,0.028186067989042,HOLD,0.0,0.0,363.0199890136719,363.0199890136719,2026-05-15,2026-05-15,2026-05-15,0.0,0.0,97.53211288452194,target_rebalance,unknown,1
2026-05-15,2026-05-15,2026-05-15,0,0,main,cash,CASH,0.0,1.0,4210.008862903258,0.018159942157374306,0.0,0.0181599421573743,HOLD_CASH,0.0,0.0,1.0,1.0,,,,0.0,0.0,0.0,uninvested_cash,cash,0
