horizon,status,start_date,end_date,days,period_return,cagr,sharpe,max_dd,start_equity_usd,end_equity_usd,avg_cash_weight,end_cash_weight,trade_count,gross_traded_usd,turnover_estimate
1M,completed,2026-04-15,2026-05-15,23,0.020334845656278633,0.27774031781397324,1.7951787246888358,-0.02104077830420148,227209.1571509053,231829.4202932621,0.2560071337229857,0.0181599421573743,50,322375.42085266113,1.392322662053363
3M,completed,2026-02-17,2026-05-15,63,0.029747043552339703,0.13095773841413805,0.9001608465771,-0.07831255871901077,225132.3970725037,231829.4202932621,0.2322280303461656,0.0181599421573743,98,616291.5463523865,2.7374426453372243
6M,completed,2025-11-17,2026-05-15,124,0.04690779667568368,0.09805277922617561,0.6831145530782157,-0.11757060745935732,221442.0611150338,231829.4202932621,0.11997825054667237,0.0181599421573743,212,1359443.9027137756,5.980329536736341
1Y,completed,2025-05-15,2026-05-15,252,0.14971182377240178,0.1498216905403822,0.9757150421204174,-0.11757060745935732,201641.32915724049,231829.4202932621,0.060969799082447255,0.0181599421573743,391,2546855.5805034637,11.498817213753641
2Y,completed,2024-05-15,2026-05-15,502,0.310840423022015,0.14502552872236607,0.9368596977853973,-0.19618306768703797,176855.56244809873,231829.4202932621,0.0728977109307275,0.0181599421573743,811,4820694.9539756775,23.29396733435909
3Y,completed,2023-05-15,2026-05-15,754,0.5757889862446115,0.1636373974318972,1.0853696556961538,-0.19618306768703797,147119.58410481934,231829.4202932621,0.06140154104005018,0.0181599421573743,1223,6796980.004832268,35.57326237932913
5Y,completed,2021-05-17,2026-05-15,1256,0.5790714744633121,0.09579497725284414,0.6500576884846492,-0.27072447057026805,146813.75988509657,231829.4202932621,0.04774313202209978,0.0181599421573743,1946,10303595.75303936,58.35519011401774
FULL,completed,2019-06-03,2026-05-15,1749,1.3182942029326212,0.1286319220673693,0.6351022076912176,-0.27072447057026816,100000.0,231829.42029326214,0.05654700293809124,0.0181599421573743,2624,12864710.28426075,55.49213843517793
