rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.13024160303180918,-0.2702144666112548,bear
2021-12-31,-0.09875567802862384,-0.10954738828234711,bull
2020-02-28,-0.09021019040686522,-0.13137740629709782,bear
2026-02-27,-0.08924720593715274,-0.08924720593715274,neutral
2023-08-31,-0.08203235803979164,-0.14408030507728098,bull
2025-02-28,-0.06551888608871732,-0.12444638151605414,neutral
2024-11-29,-0.06536002035738361,-0.06536002035738375,bull
2021-02-26,-0.06406245815534875,-0.06554527801235166,neutral
2022-03-31,-0.06223300400001839,-0.17411124551382695,neutral
2022-11-30,-0.0597157784859063,-0.23528936484376917,neutral
