rebalance_date,regime_state,gross_return,cost,turnover,net_return,cash_weight,n_positions,selected_tickers,equity,drawdown
2019-04-30,bull,-0.021342713522552008,0.0022412648073969667,0.44825296147939336,-0.023583978329948976,0.10349407704121327,11,"GDDY,NOW,SBUX,SHOP,PAYC,CPRT,MELI,ALGN,CDNS,UI,HD",0.976416021670051,-0.023583978329948962
2019-05-31,bear,0.0531058191720711,0.002495254833674818,0.49905096673496363,0.05061056433839628,0.4152067329203182,8,"HEI,MA,SBUX,HD,SHOP,NOW,MELI,TSCO",1.025832987555824,0.0
2019-06-28,neutral,0.028320299326934514,0.0007758187309163278,0.15516374618326556,0.027544480596018186,0.2834825430002188,10,"HEI,MA,PAYC,SHOP,PODD,SBUX,MELI,NOW,VEEV,HD",1.0540890243763108,0.0
2019-07-31,neutral,0.023379214132084554,0.0012946979110088361,0.2589395822017672,0.02208451622107572,0.27197424495460965,10,"HEI,MA,MELI,FICO,PAYC,CSGP,SHOP,V,HD,TER",1.0773680705336073,0.0
2019-08-30,neutral,-0.10327393540520872,0.0021201927620329627,0.42403855240659255,-0.10539412816724168,0.22125319061167525,11,"HUBS,MA,PAYC,SHOP,RNG,HEI,WING,LRCX,V,MKTX,AMT",0.9638198020244944,-0.1053941281672417
2019-09-30,neutral,0.0030429232469952315,0.0027988220816913562,0.5597644163382712,0.00024410116530387523,0.31999782533232557,9,"PODD,TREX,LRCX,MA,LULU,DG,AMT,TER,CPRT",0.9640550715613114,-0.10517575383143973
2019-10-31,neutral,-0.005314505272538453,0.0029649632151282374,0.5929926430256475,-0.00827946848766669,0.16909853154011478,13,"CROX,CAT,V,MA,ROKU,AMD,PODD,LRCX,BLD,TAL,HD,DLTR,DELL",0.9560732079759443,-0.11258442297959237
2019-11-29,bull,0.03880740141792752,0.0035238888412272153,0.704777768245443,0.0352835125767003,0.08679019202731253,12,"DELL,UI,MA,DXCM,FTNT,AMD,QRVO,BABA,PCTY,CPRT,RNG,V",0.9898068290338098,-0.08127328430703307
2019-12-31,neutral,-0.014620239387215754,0.0021280129383938833,0.4256025876787766,-0.016748252325609638,0.06099181658599362,11,"AMD,LRCX,UI,MA,QRVO,BABA,RH,V,RNG,SWKS,FTNT",0.97322929450754,-0.09666035115973748
2020-01-31,neutral,-0.03050597485883285,0.00253013547289413,0.506027094578826,-0.03303611033172698,0.19999999999999984,10,"AMD,PCTY,MA,FTNT,ADBE,PAYC,BABA,FICO,NOW,GOOG",0.9410775841561202,-0.12650317946584777
