rebalance_date,net_return,drawdown,regime_state
2022-05-31,-0.14298289036757222,-0.23496579812159013,bear
2026-02-27,-0.12407517551928071,-0.12713634120597717,neutral
2019-08-30,-0.10539412816724168,-0.1053941281672417,neutral
2020-02-28,-0.09816931583698411,-0.21225376472346646,bear
2021-12-31,-0.08069811504006107,-0.09982036174669928,bull
2024-11-29,-0.07827201099917822,-0.07827201099917824,bull
2021-02-26,-0.07512568963710521,-0.09526259091408185,neutral
2023-08-31,-0.07412496164295689,-0.1110640468120987,bull
2025-02-28,-0.0637619050842571,-0.14311901225170864,neutral
2022-03-31,-0.05764800078968462,-0.12031569589600333,neutral
