rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.21191259720203826,-0.24901984788622444,
2022-05-31,-0.18060621459268325,-0.4137839892654537,
2021-12-31,-0.1339269590059453,-0.1339269590059452,
2022-03-31,-0.12878747141404456,-0.29036540477939843,
2019-04-30,-0.11325978755172625,-0.11325978755172628,
2023-04-28,-0.09676634671843573,-0.371167887918899,
2025-10-31,-0.07939174608213043,-0.0793917460821304,
2022-11-30,-0.07781659690078362,-0.36142022420105335,
2022-01-31,-0.07216924731784395,-0.19643079849676226,
2025-02-28,-0.0705891396448858,-0.07058913964488578,
