rebalance_date,net_return,drawdown,regime_state
2022-11-30,-0.07072479799446725,-0.19287065945126336,
2023-08-31,-0.06315612811134372,-0.08487640745785685,
2023-03-31,-0.0623443149997224,-0.21454516011755598,
2020-08-31,-0.06190071554754406,-0.06190071554754406,
2021-08-31,-0.05934274442601274,-0.05934274442601273,
2020-02-28,-0.05658694244142924,-0.11222399008402961,
2021-12-31,-0.04526027847761891,-0.0592655538469552,
2024-03-28,-0.04379699646009526,-0.04379699646009516,
2024-11-29,-0.042662892521909,-0.053163663781181425,
2019-12-31,-0.04176751595472671,-0.04176751595472661,
