row_type,ticker,projected_shares,reference_price,projected_market_value_usd,projected_weight
equity,MU,470.0,975.5599975585938,458513.19885253906,0.2999182204647217
equity,SNDK,244.0,1745.0,425780.0,0.27850709691464764
equity,AMD,305.0,517.8200073242188,157935.10223388672,0.1033069820660385
equity,UMC,4985.0,24.540000915527344,122331.90456390381,0.08001856263829345
equity,TXN,372.0,293.0799865722656,109025.75500488281,0.07131487274023564
cash,CASH,0.0,1.0,255208.11575026665,0.16693426517606305
