rebalance_date,net_return,drawdown,regime_state
2020-02-28,-0.07763115025490891,-0.10038754531317373,
2021-12-31,-0.07438491607755252,-0.10247140058779991,
2022-11-30,-0.07297220344684721,-0.25230316804132746,
2020-08-31,-0.06391354499906049,-0.06391354499906043,
2023-08-31,-0.060201331347960144,-0.14572400969844734,
2019-08-30,-0.06014061943664795,-0.060140619436647946,
2021-08-31,-0.05993988944257182,-0.05993988944257178,
2026-02-27,-0.05977943843739472,-0.05977943843739475,
2023-03-31,-0.050729182107435176,-0.26710776620914156,
2022-03-31,-0.048993597767518056,-0.166578859452283,
