hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cost_bps,cagr,sharpe,max_dd,calmar,ending_equity,months,target_cagr,target_max_dd,target_pass,rank_score
-0.08,2,conviction_curve,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.1,2,conviction_curve,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.12,2,conviction_curve,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.08,2,winner_take_all,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.1,2,winner_take_all,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.12,2,winner_take_all,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.08,2,score_power,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.1,2,score_power,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.12,2,score_power,1,25.0,0.31679017536035436,1.3190326925313693,-0.17987746134821236,1.761144353416808,6.556870608605514,82,0.5,-0.18,False,-14.01392547917786
-0.08,7,score_power,1,25.0,0.3051531562806664,1.6971709025865753,-0.11110383430590687,2.746558282052403,6.170969967779401,82,0.5,-0.18,False,-14.847085740846026
-0.1,7,score_power,1,25.0,0.3051531562806664,1.6971709025865753,-0.11110383430590687,2.746558282052403,6.170969967779401,82,0.5,-0.18,False,-14.847085740846026
-0.12,7,score_power,1,25.0,0.3051531562806664,1.6971709025865753,-0.11110383430590687,2.746558282052403,6.170969967779401,82,0.5,-0.18,False,-14.847085740846026
-0.08,7,winner_take_all,1,25.0,0.3053703619023662,1.5347250541250945,-0.12706692516112816,2.403224611873932,6.177991088379887,82,0.5,-0.18,False,-15.001602061775753
-0.1,7,winner_take_all,1,25.0,0.3053703619023662,1.5347250541250945,-0.12706692516112816,2.403224611873932,6.177991088379887,82,0.5,-0.18,False,-15.001602061775753
-0.12,7,winner_take_all,1,25.0,0.3053703619023662,1.5347250541250945,-0.12706692516112816,2.403224611873932,6.177991088379887,82,0.5,-0.18,False,-15.001602061775753
-0.08,7,conviction_curve,1,25.0,0.3005329396587393,1.6234196431122685,-0.12867002526232119,2.3356872670696927,6.0232275245263525,82,0.5,-0.18,False,-15.446627019688735
-0.1,7,conviction_curve,1,25.0,0.3005329396587393,1.6234196431122685,-0.12867002526232119,2.3356872670696927,6.0232275245263525,82,0.5,-0.18,False,-15.446627019688735
-0.12,7,conviction_curve,1,25.0,0.3005329396587393,1.6234196431122685,-0.12867002526232119,2.3356872670696927,6.0232275245263525,82,0.5,-0.18,False,-15.446627019688735
-0.08,5,winner_take_all,1,25.0,0.2981279797175691,1.5101510652864314,-0.17805769603848065,1.674333580353301,5.9475256474056,82,0.5,-0.18,False,-15.873828861819447
-0.1,5,winner_take_all,1,25.0,0.2981279797175691,1.5101510652864314,-0.17805769603848065,1.674333580353301,5.9475256474056,82,0.5,-0.18,False,-15.873828861819447
-0.12,5,winner_take_all,1,25.0,0.2981279797175691,1.5101510652864314,-0.17805769603848065,1.674333580353301,5.9475256474056,82,0.5,-0.18,False,-15.873828861819447
-0.08,3,score_power,1,25.0,0.2966299709292748,1.4283035026992768,-0.1645660835495153,1.8024976017614442,5.900783968685696,82,0.5,-0.18,False,-16.10696577863001
-0.1,3,score_power,1,25.0,0.2966299709292748,1.4283035026992768,-0.1645660835495153,1.8024976017614442,5.900783968685696,82,0.5,-0.18,False,-16.10696577863001
-0.12,3,score_power,1,25.0,0.2966299709292748,1.4283035026992768,-0.1645660835495153,1.8024976017614442,5.900783968685696,82,0.5,-0.18,False,-16.10696577863001
-0.08,4,winner_take_all,1,25.0,0.29436270795609865,1.4444729722963556,-0.17432954310512871,1.6885417279995074,5.830636203321357,82,0.5,-0.18,False,-16.34995869563792
-0.1,4,winner_take_all,1,25.0,0.29436270795609865,1.4444729722963556,-0.17432954310512871,1.6885417279995074,5.830636203321357,82,0.5,-0.18,False,-16.34995869563792
-0.12,4,winner_take_all,1,25.0,0.29436270795609865,1.4444729722963556,-0.17432954310512871,1.6885417279995074,5.830636203321357,82,0.5,-0.18,False,-16.34995869563792
-0.08,5,conviction_curve,1,25.0,0.2917971874299796,1.5533079932685119,-0.17106448815534725,1.7057730133035705,5.752120207946482,82,0.5,-0.18,False,-16.52006587758908
-0.1,5,conviction_curve,1,25.0,0.2917971874299796,1.5533079932685119,-0.17106448815534725,1.7057730133035705,5.752120207946482,82,0.5,-0.18,False,-16.52006587758908
-0.12,5,conviction_curve,1,25.0,0.2917971874299796,1.5533079932685119,-0.17106448815534725,1.7057730133035705,5.752120207946482,82,0.5,-0.18,False,-16.52006587758908
-0.08,3,winner_take_all,1,25.0,0.2928135083014365,1.3746507249239375,-0.1696127059114806,1.7263654083453708,5.783115359105223,82,0.5,-0.18,False,-16.58547606782953
-0.1,3,winner_take_all,1,25.0,0.2928135083014365,1.3746507249239375,-0.1696127059114806,1.7263654083453708,5.783115359105223,82,0.5,-0.18,False,-16.58547606782953
-0.12,3,winner_take_all,1,25.0,0.2928135083014365,1.3746507249239375,-0.1696127059114806,1.7263654083453708,5.783115359105223,82,0.5,-0.18,False,-16.58547606782953
-0.08,3,conviction_curve,1,25.0,0.2920547356967429,1.3963192709926115,-0.17214543462354237,1.696558124445328,5.759961315434533,82,0.5,-0.18,False,-16.649805236989213
-0.1,3,conviction_curve,1,25.0,0.2920547356967429,1.3963192709926115,-0.17214543462354237,1.696558124445328,5.759961315434533,82,0.5,-0.18,False,-16.649805236989213
-0.12,3,conviction_curve,1,25.0,0.2920547356967429,1.3963192709926115,-0.17214543462354237,1.696558124445328,5.759961315434533,82,0.5,-0.18,False,-16.649805236989213
-0.08,4,conviction_curve,1,25.0,0.29009662321478125,1.4850733616225864,-0.16897985220283618,1.716752733731603,5.700574550633191,82,0.5,-0.18,False,-16.77327793695431
-0.1,4,conviction_curve,1,25.0,0.29009662321478125,1.4850733616225864,-0.16897985220283618,1.716752733731603,5.700574550633191,82,0.5,-0.18,False,-16.77327793695431
-0.12,4,conviction_curve,1,25.0,0.29009662321478125,1.4850733616225864,-0.16897985220283618,1.716752733731603,5.700574550633191,82,0.5,-0.18,False,-16.77327793695431
-0.08,10,conviction_curve,1,25.0,0.2853326620604846,1.5938013842696765,-0.11906479489452737,2.396448608618898,5.55826883850471,82,0.5,-0.18,False,-17.138670583971546
-0.1,10,conviction_curve,1,25.0,0.2853326620604846,1.5938013842696765,-0.11906479489452737,2.396448608618898,5.55826883850471,82,0.5,-0.18,False,-17.138670583971546
-0.12,10,conviction_curve,1,25.0,0.2853326620604846,1.5938013842696765,-0.11906479489452737,2.396448608618898,5.55826883850471,82,0.5,-0.18,False,-17.138670583971546
-0.08,5,score_power,1,25.0,0.2850691276899595,1.6064370597404978,-0.1688596521806509,1.6882015567874342,5.550486068947902,82,0.5,-0.18,False,-17.204818546544605
-0.1,5,score_power,1,25.0,0.2850691276899595,1.6064370597404978,-0.1688596521806509,1.6882015567874342,5.550486068947902,82,0.5,-0.18,False,-17.204818546544605
-0.12,5,score_power,1,25.0,0.2850691276899595,1.6064370597404978,-0.1688596521806509,1.6882015567874342,5.550486068947902,82,0.5,-0.18,False,-17.204818546544605
-0.08,7,score_power,1,50.0,0.28111314811671373,1.5837930789853392,-0.11445174764460198,2.456171739636797,5.434770016038167,82,0.5,-0.18,False,-17.60821237582075
-0.1,7,score_power,1,50.0,0.28111314811671373,1.5837930789853392,-0.11445174764460198,2.456171739636797,5.434770016038167,82,0.5,-0.18,False,-17.60821237582075
-0.12,7,score_power,1,50.0,0.28111314811671373,1.5837930789853392,-0.11445174764460198,2.456171739636797,5.434770016038167,82,0.5,-0.18,False,-17.60821237582075
-0.08,7,winner_take_all,1,50.0,0.28009494523021394,1.4285784919988693,-0.13402132816965273,2.089928140957176,5.405322138828773,82,0.5,-0.18,False,-17.89499886084725
-0.1,7,winner_take_all,1,50.0,0.28009494523021394,1.4285784919988693,-0.13402132816965273,2.089928140957176,5.405322138828773,82,0.5,-0.18,False,-17.89499886084725
-0.12,7,winner_take_all,1,50.0,0.28009494523021394,1.4285784919988693,-0.13402132816965273,2.089928140957176,5.405322138828773,82,0.5,-0.18,False,-17.89499886084725
-0.08,2,winner_take_all,1,50.0,0.2903197268852784,1.229551839042778,-0.18950023833899554,1.532028294159333,5.707314471147899,82,0.5,-0.18,False,-17.974802275815147
-0.1,2,winner_take_all,1,50.0,0.2903197268852784,1.229551839042778,-0.18950023833899554,1.532028294159333,5.707314471147899,82,0.5,-0.18,False,-17.974802275815147
-0.12,2,winner_take_all,1,50.0,0.2903197268852784,1.229551839042778,-0.18950023833899554,1.532028294159333,5.707314471147899,82,0.5,-0.18,False,-17.974802275815147
-0.08,2,score_power,1,50.0,0.2903197268852784,1.229551839042778,-0.18950023833899554,1.532028294159333,5.707314471147898,82,0.5,-0.18,False,-17.974802275815147
-0.1,2,score_power,1,50.0,0.2903197268852784,1.229551839042778,-0.18950023833899554,1.532028294159333,5.707314471147898,82,0.5,-0.18,False,-17.974802275815147
-0.12,2,score_power,1,50.0,0.2903197268852784,1.229551839042778,-0.18950023833899554,1.532028294159333,5.707314471147898,82,0.5,-0.18,False,-17.974802275815147
-0.08,2,conviction_curve,1,50.0,0.2903197268852782,1.229551839042778,-0.18950023833899554,1.532028294159332,5.707314471147893,82,0.5,-0.18,False,-17.974802275815176
-0.1,2,conviction_curve,1,50.0,0.2903197268852782,1.229551839042778,-0.18950023833899554,1.532028294159332,5.707314471147893,82,0.5,-0.18,False,-17.974802275815176
-0.12,2,conviction_curve,1,50.0,0.2903197268852782,1.229551839042778,-0.18950023833899554,1.532028294159332,5.707314471147893,82,0.5,-0.18,False,-17.974802275815176
-0.08,7,conviction_curve,1,50.0,0.2763379677797859,1.512444661003563,-0.13693091988822848,2.0180830451248712,5.297840413498445,82,0.5,-0.18,False,-18.227309803108213
-0.1,7,conviction_curve,1,50.0,0.2763379677797859,1.512444661003563,-0.13693091988822848,2.0180830451248712,5.297840413498445,82,0.5,-0.18,False,-18.227309803108213
-0.12,7,conviction_curve,1,50.0,0.2763379677797859,1.512444661003563,-0.13693091988822848,2.0180830451248712,5.297840413498445,82,0.5,-0.18,False,-18.227309803108213
-0.08,10,winner_take_all,1,25.0,0.27607067368923643,1.4295731053573348,-0.1334125459916018,2.0693006916052323,5.29026354270443,82,0.5,-0.18,False,-18.336065334818258
-0.1,10,winner_take_all,1,25.0,0.27607067368923643,1.4295731053573348,-0.1334125459916018,2.0693006916052323,5.29026354270443,82,0.5,-0.18,False,-18.336065334818258
-0.12,10,winner_take_all,1,25.0,0.27607067368923643,1.4295731053573348,-0.1334125459916018,2.0693006916052323,5.29026354270443,82,0.5,-0.18,False,-18.336065334818258
-0.08,4,score_power,1,25.0,0.27506904606787574,1.4857883823903253,-0.16595998542978374,1.657441975278162,5.2619530562659635,82,0.5,-0.18,False,-18.422576535573125
-0.1,4,score_power,1,25.0,0.27506904606787574,1.4857883823903253,-0.16595998542978374,1.657441975278162,5.2619530562659635,82,0.5,-0.18,False,-18.422576535573125
-0.12,4,score_power,1,25.0,0.27506904606787574,1.4857883823903253,-0.16595998542978374,1.657441975278162,5.2619530562659635,82,0.5,-0.18,False,-18.422576535573125
-0.08,3,score_power,1,50.0,0.2716321300007669,1.328343294152423,-0.17294412786993585,1.5706351718692075,5.165791412924109,82,0.5,-0.18,False,-18.965066533633156
-0.1,3,score_power,1,50.0,0.2716321300007669,1.328343294152423,-0.17294412786993585,1.5706351718692075,5.165791412924109,82,0.5,-0.18,False,-18.965066533633156
-0.12,3,score_power,1,50.0,0.2716321300007669,1.328343294152423,-0.17294412786993585,1.5706351718692075,5.165791412924109,82,0.5,-0.18,False,-18.965066533633156
-0.08,2,conviction_curve,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.1,2,conviction_curve,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.12,2,conviction_curve,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.08,2,winner_take_all,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.1,2,winner_take_all,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.12,2,winner_take_all,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.08,2,score_power,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.1,2,score_power,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.12,2,score_power,3,25.0,0.27070264251601417,1.3003123225812396,-0.15590000000000004,1.7363864176780892,5.140044465088714,82,0.5,-0.18,False,-19.078297000657205
-0.08,5,conviction_curve,1,50.0,0.26750942138295986,1.4439047010390766,-0.17909355562239215,1.4936853559766672,5.052424590062424,82,0.5,-0.18,False,-19.309152502457728
-0.1,5,conviction_curve,1,50.0,0.26750942138295986,1.4439047010390766,-0.17909355562239215,1.4936853559766672,5.052424590062424,82,0.5,-0.18,False,-19.309152502457728
-0.12,5,conviction_curve,1,50.0,0.26750942138295986,1.4439047010390766,-0.17909355562239215,1.4936853559766672,5.052424590062424,82,0.5,-0.18,False,-19.309152502457728
-0.08,5,winner_take_all,1,50.0,0.2730297468651788,1.4043466926787842,-0.18626839354704972,1.4657867696497524,5.204712820056194,82,0.5,-0.18,False,-19.37548890040357
-0.1,5,winner_take_all,1,50.0,0.2730297468651788,1.4043466926787842,-0.18626839354704972,1.4657867696497524,5.204712820056194,82,0.5,-0.18,False,-19.37548890040357
-0.12,5,winner_take_all,1,50.0,0.2730297468651788,1.4043466926787842,-0.18626839354704972,1.4657867696497524,5.204712820056194,82,0.5,-0.18,False,-19.37548890040357
-0.08,4,winner_take_all,1,50.0,0.2692897867134012,1.3419152568459283,-0.18212190007787776,1.478623859064996,5.101117976278806,82,0.5,-0.18,False,-19.430520112545594
-0.1,4,winner_take_all,1,50.0,0.2692897867134012,1.3419152568459283,-0.18212190007787776,1.478623859064996,5.101117976278806,82,0.5,-0.18,False,-19.430520112545594
-0.12,4,winner_take_all,1,50.0,0.2692897867134012,1.3419152568459283,-0.18212190007787776,1.478623859064996,5.101117976278806,82,0.5,-0.18,False,-19.430520112545594
-0.08,3,winner_take_all,1,50.0,0.26705791279989266,1.2745674695712927,-0.17822770540612975,1.4984085229136759,5.040138998640335,82,0.5,-0.18,False,-19.527289827846644
-0.1,3,winner_take_all,1,50.0,0.26705791279989266,1.2745674695712927,-0.17822770540612975,1.4984085229136759,5.040138998640335,82,0.5,-0.18,False,-19.527289827846644
-0.12,3,winner_take_all,1,50.0,0.26705791279989266,1.2745674695712927,-0.17822770540612975,1.4984085229136759,5.040138998640335,82,0.5,-0.18,False,-19.527289827846644
-0.08,4,conviction_curve,1,50.0,0.265547561120971,1.3794587486099872,-0.1766737865130108,1.5030388285780882,4.999227339041899,82,0.5,-0.18,False,-19.586983314596214
-0.1,4,conviction_curve,1,50.0,0.265547561120971,1.3794587486099872,-0.1766737865130108,1.5030388285780882,4.999227339041899,82,0.5,-0.18,False,-19.586983314596214
-0.12,4,conviction_curve,1,50.0,0.265547561120971,1.3794587486099872,-0.1766737865130108,1.5030388285780882,4.999227339041899,82,0.5,-0.18,False,-19.586983314596214
-0.08,3,conviction_curve,1,50.0,0.2665026991799877,1.2952114397376344,-0.1807586511069419,1.4743565386661202,5.025066552186442,82,0.5,-0.18,False,-19.646115412264848
-0.1,3,conviction_curve,1,50.0,0.2665026991799877,1.2952114397376344,-0.1807586511069419,1.4743565386661202,5.025066552186442,82,0.5,-0.18,False,-19.646115412264848
