rebalance_date,regime_label,rebalance_action,reported_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2020-02-28,risk_off_alert,rebalance,0.8498490561735854,0.28,0.7199999999999991,0.9999999999999991,0.5698490561735854,0.28,0.28,0.5698490561735854,False,True,True,False,False,18,18.0,-0.0349353216551481,-0.0907328142149861,2020-03-31,cash_export_mismatch
2020-03-31,systemic_alert,circuit_breaker_rebalance,0.1080573726363682,0.1264728435698935,0.8735271564301057,0.9999999999999992,-0.018415470933525288,0.0,0.0,0.1080573726363682,False,True,True,False,False,19,18.0,-0.0907328142149861,0.0,2020-04-30,cap_limited_leftover
2020-04-30,balanced,circuit_breaker_release,0.0,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,27,18.0,0.0,0.0,2020-05-29,no_cash
2020-05-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0027966468986065,0.0029728844253032,0.997027115574696,0.9999999999999992,-0.00017623752669670024,0.0,0.0,0.0027966468986065,False,False,False,False,True,18,18.0,0.0,0.0,2020-06-30,no_cash
2020-06-30,balanced,rebalance,0.0121820025338599,0.0133246041247847,0.9866753958752144,0.9999999999999991,-0.0011426015909248004,0.0,0.0,0.0121820025338599,False,False,False,False,False,18,18.0,0.0,0.0,2020-07-31,cap_limited_leftover
2020-07-31,balanced,"partial_rebalance:core_compounder,early_scout",0.054129061627531,0.0,0.9999999999999989,0.9999999999999989,0.054129061627531,0.0,0.0,0.054129061627531,True,False,False,False,True,18,18.0,0.0,0.0,2020-08-31,cash_export_mismatch
2020-08-31,balanced,rebalance,0.1687825390762901,0.0,0.9999999999999991,0.9999999999999991,0.1687825390762901,0.0,0.0,0.1687825390762901,True,False,False,False,False,17,18.0,0.0,-0.0228548019021764,2020-09-30,cash_export_mismatch
2020-09-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1084865136795665,0.0,0.9999999999999992,0.9999999999999992,0.1084865136795665,0.0,0.0,0.1084865136795665,True,False,False,False,True,18,18.0,-0.0228548019021764,-0.0291437944092223,2020-10-30,cash_export_mismatch
2020-10-30,risk_off_alert,rebalance,0.3276634380388738,0.2799999999999999,0.7199999999999994,0.9999999999999993,0.047663438038873907,0.28,0.28,0.047663438038873795,False,True,True,False,False,17,18.0,-0.0291437944092223,0.0,2020-11-30,confirmed_macro_defense_cash
2020-11-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.045990001825398,0.0,0.9999999999999989,0.9999999999999989,0.045990001825398,0.0,0.0,0.045990001825398,True,False,False,False,True,27,18.0,0.0,0.0,2020-12-31,cash_export_mismatch
2020-12-31,balanced,rebalance,0.2361148774502582,0.0,0.9999999999999983,0.9999999999999983,0.2361148774502582,0.0,0.0,0.2361148774502582,True,False,False,False,False,33,18.0,0.0,-0.0185115450209016,2021-01-29,cash_export_mismatch
2021-01-29,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.4903942574483594,0.2799999999999999,0.7199999999999991,0.999999999999999,0.2103942574483595,0.28,0.28,0.21039425744835938,False,True,True,False,True,17,18.0,-0.0185115450209016,0.0,2021-02-26,mixed_confirmed_macro_and_idle_cash
2021-02-26,risk_off_alert,rebalance,0.4361358459744853,0.28,0.719999999999999,0.999999999999999,0.15613584597448527,0.28,0.28,0.15613584597448527,False,True,True,False,False,17,18.0,0.0,-0.0038043510834771,2021-03-31,mixed_confirmed_macro_and_idle_cash
2021-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.2907903453914097,0.0,0.9999999999999989,0.9999999999999989,0.2907903453914097,0.0,0.0,0.2907903453914097,True,False,False,False,True,26,18.0,-0.0038043510834771,0.0,2021-04-30,cash_export_mismatch
2021-04-30,balanced,rebalance,0.091467480736022,0.0,0.9999999999999987,0.9999999999999987,0.091467480736022,0.0,0.0,0.091467480736022,True,False,False,False,False,29,21.0,0.0,-0.0115761744580016,2021-05-28,cash_export_mismatch
2021-05-28,balanced,"partial_rebalance:core_compounder,early_scout",0.1032059085108654,0.0,0.9999999999999992,0.9999999999999992,0.1032059085108654,0.0,0.0,0.1032059085108654,True,False,False,False,True,33,18.0,-0.0115761744580016,0.0,2021-06-30,cash_export_mismatch
2021-06-30,balanced,rebalance,0.0656772531192641,0.0,0.9999999999999988,0.9999999999999988,0.0656772531192641,0.0,0.0,0.0656772531192641,True,False,False,False,False,27,18.0,0.0,0.0,2021-07-30,cash_export_mismatch
2021-07-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0662265783314749,0.0,0.9999999999999984,0.9999999999999984,0.0662265783314749,0.0,0.0,0.0662265783314749,True,False,False,False,True,28,18.0,0.0,0.0,2021-08-31,cash_export_mismatch
2021-08-31,balanced,rebalance,0.2479540273103157,0.0,0.9999999999999983,0.9999999999999983,0.2479540273103157,0.0,0.0,0.2479540273103157,True,False,False,False,False,34,18.0,0.0,-0.0569412533726913,2021-09-30,cash_export_mismatch
2021-09-30,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.3078515138497573,0.28,0.7199999999999992,0.9999999999999992,0.02785151384975726,0.28,0.28,0.02785151384975726,False,True,True,False,True,17,18.0,-0.0569412533726913,0.0,2021-10-29,confirmed_macro_defense_cash
2021-10-29,growth_reentry_alert,rebalance,0.2554452945780957,0.0,0.999999999999999,0.999999999999999,0.2554452945780957,0.0,0.0,0.2554452945780957,True,False,False,False,False,24,18.0,0.0,0.0,2021-11-30,cash_export_mismatch
2021-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1862570509751852,0.0,0.9999999999999984,0.9999999999999984,0.1862570509751852,0.0,0.0,0.1862570509751852,True,False,False,False,True,29,18.0,0.0,0.0,2021-12-31,cash_export_mismatch
2021-12-31,balanced,rebalance,0.3284491518732381,0.0,0.999999999999999,0.999999999999999,0.3284491518732381,0.0,0.0,0.3284491518732381,True,False,False,False,False,28,18.0,0.0,-0.0480906158644229,2022-01-31,cash_export_mismatch
2022-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1407829868123843,0.0,0.999999999999999,0.999999999999999,0.1407829868123843,0.0,0.0,0.1407829868123843,True,False,False,False,True,23,18.0,-0.0480906158644229,-0.0572650207896354,2022-02-28,cash_export_mismatch
2022-02-28,balanced,rebalance,0.0632031764816312,0.0,0.9999999999999986,0.9999999999999986,0.0632031764816312,0.0,0.0,0.0632031764816312,True,False,False,False,False,30,18.0,-0.0572650207896354,-0.0185936053770066,2022-03-31,cash_export_mismatch
2022-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.6881987837184482,0.0,0.9999999999999987,0.9999999999999987,0.6881987837184482,0.0,0.0,0.6881987837184482,True,False,False,False,True,36,18.0,-0.0185936053770066,-0.0844882989393804,2022-04-29,cash_export_mismatch
2022-04-29,risk_off_alert,circuit_breaker_rebalance,0.1615923593380178,0.0708663284801718,0.9291336715198265,0.9999999999999983,0.090726030857846,0.0,0.0,0.1615923593380178,False,True,True,False,False,31,18.0,-0.0844882989393804,-0.0758805020060281,2022-05-31,cash_export_mismatch
2022-05-31,balanced,circuit_breaker_rebalance,0.6702069936157937,0.0,0.9999999999999987,0.9999999999999987,0.6702069936157937,0.0,0.0,0.6702069936157937,True,False,False,False,False,35,18.0,-0.0758805020060281,-0.1351827932828165,2022-06-30,cash_export_mismatch
2022-06-30,balanced,circuit_breaker_rebalance,0.0961440065148993,0.0070705596128612,0.9929294403871377,0.9999999999999989,0.0890734469020381,0.0,0.0,0.0961440065148993,True,False,False,False,False,25,18.0,-0.1351827932828165,-0.0944690303326952,2022-07-29,cash_export_mismatch
2022-07-29,balanced,circuit_breaker_rebalance,0.1296173845421335,0.0,0.9999999999999991,0.9999999999999991,0.1296173845421335,0.0,0.0,0.1296173845421335,True,False,False,False,False,18,18.0,-0.0944690303326952,-0.116179273130619,2022-08-31,cash_export_mismatch
2022-08-31,balanced,circuit_breaker_rebalance,0.1176466400053035,0.0,0.9999999999999989,0.9999999999999989,0.1176466400053035,0.0,0.0,0.1176466400053035,False,True,True,False,False,26,18.0,-0.116179273130619,-0.1542379649695952,2022-09-30,cash_export_mismatch
2022-09-30,balanced,circuit_breaker_rebalance,0.0679154028297528,0.0,0.999999999999999,0.999999999999999,0.0679154028297528,0.0,0.0,0.0679154028297528,False,True,True,False,False,18,18.0,-0.1542379649695952,-0.0811286130033176,2022-10-31,cash_export_mismatch
2022-10-31,balanced,circuit_breaker_release,0.131925238165832,0.0,0.9999999999999988,0.9999999999999988,0.131925238165832,0.0,0.0,0.131925238165832,True,False,False,False,False,27,18.0,-0.0811286130033176,-0.0723758113750768,2022-11-30,cash_export_mismatch
2022-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1949587810490227,0.0,0.999999999999999,0.999999999999999,0.1949587810490227,0.0,0.0,0.1949587810490227,True,False,False,False,True,33,18.0,-0.0723758113750768,-0.1061340716348135,2022-12-30,cash_export_mismatch
2022-12-30,balanced,circuit_breaker_rebalance,0.0464734637482716,0.0,0.9999999999999991,0.9999999999999991,0.0464734637482716,0.0,0.0,0.0464734637482716,True,False,False,False,False,18,18.0,-0.1061340716348135,-0.0784779277746964,2023-01-31,cash_export_mismatch
2023-01-31,balanced,circuit_breaker_release,0.0774081918678153,0.0,0.9999999999999989,0.9999999999999989,0.0774081918678153,0.0,0.0,0.0774081918678153,True,False,False,False,False,18,18.0,-0.0784779277746964,-0.0998903131307816,2023-02-28,cash_export_mismatch
2023-02-28,balanced,circuit_breaker_rebalance,0.101530446206594,0.0,0.9999999999999989,0.9999999999999989,0.101530446206594,0.0,0.0,0.101530446206594,True,False,False,False,False,28,18.0,-0.0998903131307816,-0.0717727194941791,2023-03-31,cash_export_mismatch
2023-03-31,balanced,circuit_breaker_release,0.1016381266911763,0.0,0.9999999999999993,0.9999999999999993,0.1016381266911763,0.0,0.0,0.1016381266911763,True,False,False,False,False,18,18.0,-0.0717727194941791,-0.0669297658417039,2023-04-28,cash_export_mismatch
2023-04-28,balanced,"partial_rebalance:core_compounder,early_scout",0.3055889060635288,0.0,0.9999999999999989,0.9999999999999989,0.3055889060635288,0.0,0.0,0.3055889060635288,True,False,False,False,True,18,18.0,-0.0669297658417039,-0.0238426341198926,2023-05-31,cash_export_mismatch
2023-05-31,balanced,rebalance,0.0611075647096865,0.0,0.9999999999999996,0.9999999999999996,0.0611075647096865,0.0,0.0,0.0611075647096865,True,False,False,False,False,18,18.0,-0.0238426341198926,0.0,2023-06-30,cash_export_mismatch
2023-06-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.1654680187594666,0.0,0.9999999999999996,0.9999999999999996,0.1654680187594666,0.0,0.0,0.1654680187594666,True,False,False,False,True,18,18.0,0.0,0.0,2023-07-31,cash_export_mismatch
2023-07-31,balanced,rebalance,0.0398241306108578,0.0,0.9999999999999993,0.9999999999999993,0.0398241306108578,0.0,0.0,0.0398241306108578,True,False,False,False,False,18,18.0,0.0,0.0,2023-08-31,cash_export_mismatch
2023-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.4741446224579751,0.0,0.9999999999999993,0.9999999999999993,0.4741446224579751,0.0,0.0,0.4741446224579751,True,False,False,False,True,18,18.0,0.0,-0.0616539141712479,2023-09-29,cash_export_mismatch
2023-09-29,systemic_alert,rebalance,0.4428256155570176,0.4,0.5999999999999991,0.9999999999999991,0.04282561555701758,0.4,0.4,0.04282561555701758,False,True,True,False,False,18,18.0,-0.0616539141712479,-0.0656447093671521,2023-10-31,confirmed_macro_defense_cash
2023-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.1010275031521247,0.0,0.9999999999999987,0.9999999999999987,0.1010275031521247,0.0,0.0,0.1010275031521247,True,False,False,False,True,28,18.0,-0.0656447093671521,-0.0149267685665204,2023-11-30,cash_export_mismatch
2023-11-30,balanced,rebalance,0.0623223601746744,0.0,0.9999999999999982,0.9999999999999982,0.0623223601746744,0.0,0.0,0.0623223601746744,True,False,False,False,False,37,18.0,-0.0149267685665204,0.0,2023-12-29,cash_export_mismatch
2023-12-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0769773645191989,0.0,0.9999999999999986,0.9999999999999986,0.0769773645191989,0.0,0.0,0.0769773645191989,True,False,False,False,True,41,18.0,0.0,0.0,2024-01-31,cash_export_mismatch
2024-01-31,balanced,rebalance,0.1085819420312806,0.0,0.9999999999999992,0.9999999999999992,0.1085819420312806,0.0,0.0,0.1085819420312806,True,False,False,False,False,18,18.0,0.0,0.0,2024-02-29,cash_export_mismatch
2024-02-29,balanced,"partial_rebalance:core_compounder,early_scout",0.1455842929017835,0.0026408154467862,0.9973591845532132,0.9999999999999993,0.1429434774549973,0.0,0.0,0.1455842929017835,True,False,False,False,True,18,18.0,0.0,0.0,2024-03-28,cash_export_mismatch
2024-03-28,balanced,rebalance,0.3487126437911716,0.0,0.9999999999999993,0.9999999999999993,0.3487126437911716,0.0,0.0,0.3487126437911716,True,False,False,False,False,18,18.0,0.0,-0.0438788385883645,2024-04-30,cash_export_mismatch
2024-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0681514019910068,0.0,0.9999999999999991,0.9999999999999991,0.0681514019910068,0.0,0.0,0.0681514019910068,True,False,False,False,True,24,18.0,-0.0438788385883645,0.0,2024-05-31,cash_export_mismatch
2024-05-31,balanced,rebalance,0.1862359316678738,0.0,0.9999999999999992,0.9999999999999992,0.1862359316678738,0.0,0.0,0.1862359316678738,True,False,False,False,False,18,18.0,0.0,0.0,2024-06-28,cash_export_mismatch
2024-06-28,balanced,"partial_rebalance:core_compounder,early_scout",0.341228253932797,0.0395167318065671,0.9604832681934321,0.9999999999999992,0.30171152212622987,0.0,0.0,0.341228253932797,True,False,False,False,True,18,18.0,0.0,-0.0082050690150372,2024-07-31,cash_export_mismatch
2024-07-31,systemic_alert,rebalance,0.4288287144132703,0.4,0.5999999999999991,0.9999999999999991,0.028828714413270284,0.4,0.4,0.028828714413270284,False,True,True,False,False,18,18.0,-0.0082050690150372,0.0,2024-08-30,confirmed_macro_defense_cash
2024-08-30,balanced,"partial_rebalance:core_compounder,early_scout",0.2366595512458958,0.0,0.9999999999999989,0.9999999999999989,0.2366595512458958,0.0,0.0,0.2366595512458958,True,False,False,False,True,27,18.0,0.0,0.0,2024-09-30,cash_export_mismatch
2024-09-30,balanced,rebalance,0.1316611281150986,0.0,0.9999999999999983,0.9999999999999983,0.1316611281150986,0.0,0.0,0.1316611281150986,True,False,False,False,False,34,18.0,0.0,0.0,2024-10-31,cash_export_mismatch
2024-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0362996509031444,0.0,0.9999999999999976,0.9999999999999976,0.0362996509031444,0.0,0.0,0.0362996509031444,True,False,False,False,True,41,18.0,0.0,0.0,2024-11-29,cash_export_mismatch
2024-11-29,growth_reentry_alert,rebalance,0.2887705419795607,0.0,0.9999999999999973,0.9999999999999973,0.2887705419795607,0.0,0.0,0.2887705419795607,True,False,False,False,False,50,18.0,0.0,-0.0329855696999399,2024-12-31,cash_export_mismatch
2024-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0490772610599217,0.0,0.9999999999999982,0.9999999999999982,0.0490772610599217,0.0,0.0,0.0490772610599217,True,False,False,False,True,41,18.0,-0.0329855696999399,-0.0076041531317639,2025-01-31,cash_export_mismatch
2025-01-31,balanced,rebalance,0.0957581938431933,0.0,0.9999999999999983,0.9999999999999983,0.0957581938431933,0.0,0.0,0.0957581938431933,True,False,False,False,False,45,18.0,-0.0076041531317639,0.0,2025-02-28,cash_export_mismatch
2025-02-28,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.7579645859744552,0.2357662900911246,0.7642337099088737,0.9999999999999983,0.5221982958833306,0.28,0.28,0.4779645859744551,False,True,True,False,True,43,18.0,0.0,-0.0417422418020507,2025-03-31,cash_export_mismatch
2025-03-31,risk_off_alert,rebalance,0.3421391904382856,0.28,0.7199999999999991,0.9999999999999991,0.062139190438285585,0.28,0.28,0.062139190438285585,False,True,True,False,False,18,18.0,-0.0417422418020507,-0.0462251076823219,2025-04-30,confirmed_macro_defense_cash
2025-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.1610714467496773,0.0,0.9999999999999987,0.9999999999999987,0.1610714467496773,0.0,0.0,0.1610714467496773,True,False,False,False,True,26,18.0,-0.0462251076823219,0.0,2025-05-30,cash_export_mismatch
2025-05-30,balanced,rebalance,0.0691062776552419,0.0,0.9999999999999987,0.9999999999999987,0.0691062776552419,0.0,0.0,0.0691062776552419,True,False,False,False,False,30,18.0,0.0,0.0,2025-06-30,cash_export_mismatch
2025-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.3122274298787844,0.0,0.9999999999999992,0.9999999999999992,0.3122274298787844,0.0,0.0,0.3122274298787844,True,False,False,False,True,18,18.0,0.0,0.0,2025-07-31,cash_export_mismatch
2025-07-31,balanced,rebalance,0.0918345869250567,0.0,0.999999999999999,0.999999999999999,0.0918345869250567,0.0,0.0,0.0918345869250567,True,False,False,False,False,18,18.0,0.0,-0.0034851365244846,2025-08-29,cash_export_mismatch
2025-08-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0992122256906705,0.0,0.9999999999999991,0.9999999999999991,0.0992122256906705,0.0,0.0,0.0992122256906705,True,False,False,False,True,18,18.0,-0.0034851365244846,0.0,2025-09-30,cash_export_mismatch
2025-09-30,balanced,rebalance,0.1765733697435733,0.0,0.9999999999999992,0.9999999999999992,0.1765733697435733,0.0,0.0,0.1765733697435733,True,False,False,False,False,18,18.0,0.0,0.0,2025-10-31,cash_export_mismatch
2025-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.5868354000551352,0.0,0.9999999999999989,0.9999999999999989,0.5868354000551352,0.0,0.0,0.5868354000551352,True,False,False,False,True,24,18.0,0.0,-0.0045065579989336,2025-11-28,cash_export_mismatch
2025-11-28,growth_reentry_alert,rebalance,0.0827754867826027,0.0206062799868458,0.9793937200131535,0.9999999999999993,0.062169206795756896,0.0,0.0,0.0827754867826027,True,False,False,False,False,24,18.0,-0.0045065579989336,0.0,2025-12-31,cash_export_mismatch
2025-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.2430637200140099,0.0,0.9999999999999984,0.9999999999999984,0.2430637200140099,0.0,0.0,0.2430637200140099,True,False,False,False,True,33,18.0,0.0,0.0,2026-01-30,cash_export_mismatch
2026-01-30,balanced,rebalance,0.3237170126496851,0.0,0.9999999999999983,0.9999999999999983,0.3237170126496851,0.0,0.0,0.3237170126496851,True,False,False,False,False,38,18.0,0.0,0.0,2026-02-27,cash_export_mismatch
2026-02-27,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.6961998184182486,0.28,0.7199999999999991,0.9999999999999991,0.4161998184182486,0.28,0.28,0.4161998184182486,False,True,True,False,True,18,18.0,0.0,-0.0287212837618042,2026-03-31,cash_export_mismatch
