rebalance_date,ticker,Name,sector,industry_group,forward_return_audit_only,w4_sec_score,financial_statement_proxy_score,technical_momentum_score,macro_regime_score,risk_control_score,all_source_equal_score,growth_confirmation_score,drawdown_aware_fusion_score,three_plus_sleeve_consensus_score,positive_sleeve_count,negative_sleeve_count
2019-10-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.011517880005994,0.38971653988482113,0.46554652456521467,0.3155462184873949,0.2754901960784314,0.49084967320261436,0.38742983044369533,0.3635776708744137,0.3953956714564639,0.38742983044369533,5,0
2025-03-31,HCA,HCA HEALTHCARE INC,Health Care,Diagnostics & Research,-0.0080736838761678,1.0,0.18071195660392456,0.43109378582893837,0.12319422150882825,0.2303370786516854,0.3930674085186753,0.4491449692014283,0.39444299656399257,0.3930674085186753,5,0
2025-01-31,VRSN,VERISIGN INC,Information Technology,Software - Infrastructure,0.1080787560907892,1.0,-0.0648211437685122,0.4974937343358396,0.17603668261562996,0.32270069112174377,0.3862819928609402,0.41825017088174987,0.39436280094174836,0.3090255942887522,4,1
2025-03-31,VRSN,VERISIGN INC,Information Technology,Software - Infrastructure,0.1083582381810983,1.0,0.27983585719521814,0.5486127035083695,0.1384430176565008,0.0401284109149278,0.40140399785500325,0.5122313788826156,0.39420563689069366,0.40140399785500325,5,0
2019-10-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0101593607703509,0.3999995750346625,0.4661067486548505,0.29789915966386554,0.27450980392156865,0.4895424836601307,0.3856115541870156,0.3607982896058517,0.39298433811942146,0.3856115541870156,5,0
2025-04-30,HCA,HCA HEALTHCARE INC,Health Care,Diagnostics & Research,0.1054651035487266,1.0,0.18061624071911556,0.33861570729433693,0.10379282218597066,0.3134855899945623,0.38730207203879713,0.4174973368052741,0.3914944001025962,0.38730207203879713,5,0
2019-09-30,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.0278670448992921,0.38971653988482113,0.42044538778492446,0.35152960987931525,0.26448919449901764,0.48199083169613616,0.38163431274884296,0.3608972037810345,0.3911706107598099,0.38163431274884296,5,0
2019-11-29,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.0311684583831572,0.3999099065683338,0.48866930948254167,0.27031650983746797,0.2527445109780439,0.5026613439787092,0.3828603161690193,0.35378865915956803,0.39100683036435335,0.3828603161690193,5,0
2022-12-30,V,VISA INC CLASS A,Financials,Consumer Finance,0.1179280379242659,0.3999690988841475,0.49507845407546747,0.31606148953087726,0.3165584415584416,0.41651205936920227,0.3888359086836272,0.3818920234108552,0.390547032400442,0.3888359086836272,5,0
2019-12-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0839801974359797,0.3999999233815206,0.4934749750848987,0.19289991445680063,0.35753493013972054,0.49367930805056554,0.38751781022270115,0.3527456849815891,0.3879790907488332,0.38751781022270115,5,0
2026-01-30,AXON,AXON ENTERPRISE INC,Industrials,Aerospace & Defense,0.1891493421372536,-0.3242878541414837,-0.2227641351403795,-0.710550147158705,-0.2549524564183835,-0.3468040147913365,-0.3718717215300576,-0.40091853275175404,-0.3873899032616496,-0.3718717215300576,0,5
2025-10-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.1190070563334182,0.39999964723118336,0.5305573357041091,0.5828125000000001,0.2681640625,0.16380208333333332,0.38906712575372515,0.46111580823382314,0.3867873770087007,0.38906712575372515,5,0
2024-11-29,V,VISA INC CLASS A,Financials,Consumer Finance,0.0027770380646312,0.39884350633873533,0.37839684756584197,0.32480000000000003,0.3158,0.48186666666666667,0.3799414041142488,0.35491008847614436,0.3866492330237749,0.3799414041142488,5,0
2021-08-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,-0.0727757464798223,0.3999999984800067,0.5544267168442835,0.4483030781373323,0.36579189686924496,0.2065684468999386,0.3950180274461612,0.44625598164612124,0.38633409795957563,0.3950180274461612,5,0
2019-08-30,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0123957376369183,0.3999995750346625,0.4333403360655094,0.31209010550327915,0.26272455089820357,0.4810379241516966,0.3778384983306703,0.3545069196056674,0.3861396707421747,0.3778384983306703,5,0
2025-10-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.1194628192168039,0.39999999975436173,0.5289948357041092,0.5810267857142859,0.2677734375,0.16015624999999997,0.38759026173455136,0.4601114320789035,0.3851226365591776,0.38759026173455136,5,0
2021-11-30,AZO,AUTOZONE INC,Consumer Discretionary,Auto Manufacturers & Parts,0.1351732717234812,0.39996236330291834,0.28809213295860975,0.579728370221328,0.292693661971831,0.31484741784037557,0.37506478925901254,0.4044708675261466,0.3820650051047038,0.37506478925901254,5,0
2023-02-28,AMAT,APPLIED MATERIAL INC,Information Technology,Semiconductors,0.0365335189750637,1.0,0.3303089326898851,0.2207105064247921,0.21362433862433863,0.20017636684303353,0.3929640289164099,0.44151525282477666,0.38118053132934093,0.3929640289164099,5,0
2019-08-30,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.0169492601725502,0.38971653988482113,0.4307740400860398,0.30125463358996296,0.2622255489021956,0.4803725881570193,0.37286867012400776,0.34794414485014324,0.38105125567686227,0.37286867012400776,5,0
2023-11-30,CTAS,CINTAS CORP,Industrials,Commercial Services,0.0694261806075047,0.38456388033643396,0.40799689440993786,0.44332298136645953,0.23505434782608697,0.38315217391304346,0.3708180555703923,0.37814795766174825,0.379399011724572,0.3708180555703923,5,0
2021-08-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.0830449268243535,0.3999999999993231,0.5573206921139493,0.4048934490923441,0.3607274401473296,0.21700429711479438,0.3879891756935481,0.43294369578548725,0.378958846117814,0.3879891756935481,5,0
2020-02-28,ADBE,ADOBE INC,Information Technology,Software - Application,-0.0954803868659867,0.3999869280094182,0.3237766056295361,0.5089788260519967,0.324812382739212,0.3189493433395873,0.3753008171539501,0.39859700777317997,0.3786850916647818,0.3753008171539501,5,0
2024-07-31,VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Biotechnology,-0.0003629982324607,0.39999756107034184,0.2579865374695746,0.4401107777521349,0.23303715670436187,0.485191168551427,0.36326464030956807,0.34313668930149194,0.3786503091139757,0.36326464030956807,5,0
2022-05-31,MA,MASTERCARD INC CLASS A,Financials,Consumer Finance,-0.123115605437524,0.3999640601609313,0.2748248435843738,0.4545334739061676,0.2103321033210332,0.47140221402214016,0.3622113389989292,0.3471236887723832,0.3781933200848224,0.3622113389989292,5,0
2024-09-30,ALLE,ALLEGION PLC,Industrials,Commercial Services,-0.0444353217419613,1.0,0.24733226623982926,0.44823501539919447,0.18138474295190715,0.0632946379215036,0.38804933250248685,0.4825805197700971,0.3777590493079487,0.38804933250248685,5,0
2020-05-29,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,-0.0202146425654339,0.39999972628018365,0.3702825819934602,0.34495154735854955,0.30935448577680524,0.436542669584245,0.37222620219864877,0.3579269384313369,0.3775808712195639,0.37222620219864877,5,0
2020-05-29,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.0197052141926014,0.39999988635762307,0.3712203750537916,0.3402625820568928,0.30826039387308535,0.43800145878920493,0.37154893922611953,0.3565359187445386,0.37690230375570516,0.37154893922611953,5,0
2022-01-31,MA,MASTERCARD INC CLASS A,Financials,Consumer Finance,-0.0988439784809654,0.3997320755649751,0.4081733282398375,0.49975024975024984,0.3732517482517482,0.22377622377622378,0.3809367251166069,0.42655177552662776,0.3758578875890268,0.3809367251166069,5,0
2025-07-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.1026821671416018,0.39985827082331604,0.45989619849197894,0.4189517912428129,0.23123065015479877,0.3423632610939113,0.3704600343613636,0.3868702847326274,0.3757435288229484,0.3704600343613636,5,0
2023-02-28,V,VISA INC CLASS A,Financials,Consumer Finance,0.0203225772547352,0.39897776380432975,0.27315688629317525,0.4230284706475182,0.24338624338624337,0.4673721340388007,0.36118429963401344,0.3436194523958803,0.3745576228066104,0.36118429963401344,5,0
2025-07-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.1012225785537221,0.3971369951239362,0.45746364652382326,0.4132021229544449,0.22852167182662542,0.3475232198142415,0.3687695312486142,0.38331513166359843,0.3743671537012592,0.3687695312486142,5,0
2024-05-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.072647696198334,0.3999999998216569,0.38152815762670816,0.49818709209572154,0.19987309644670048,0.34235758601240834,0.3643891864006391,0.3848127862801478,0.37419898621321296,0.3643891864006391,5,0
2020-04-30,ILMN,ILLUMINA INC,Health Care,Diagnostics & Research,0.1489469099212246,0.39998702347230264,0.21141518806735388,0.4852008456659619,0.2275369978858351,0.4647639182522904,0.3577807946687488,0.3439182061618697,0.37412963418447487,0.3577807946687488,5,0
2022-11-30,CTAS,CINTAS CORP,Industrials,Commercial Services,-0.0201185730072428,0.39887171677518146,0.3785815990249488,0.39037153322867607,0.34065934065934067,0.35744810744810745,0.3731864594272509,0.37960665705050345,0.37406701964990446,0.3731864594272509,5,0
2025-04-30,UBER,UBER TECHNOLOGIES INC,Industrials,Software - Application,0.0429630044065876,0.3999315291557201,0.35887366056172354,0.5946166394779772,0.308931484502447,0.20609026644915715,0.37368871602940495,0.42987258617324353,0.3739270062422219,0.37368871602940495,5,0
2022-06-30,UTHR,UNITED THERAPEUTICS CORP,Health Care,Biotechnology,-0.0336253376345232,0.3980956182776501,0.27923861432765756,0.743124165554072,0.3525700934579439,0.10591900311526482,0.3757894989465177,0.4627848265091373,0.3735683706606692,0.3757894989465177,5,0
2021-12-31,LRCX,LAM RESEARCH CORP,Information Technology,Semiconductors,-0.1707873980016684,0.3999985570147388,0.4458538007760806,0.3557858376511226,0.35038860103626945,0.32930339666090963,0.3762660386278242,0.3882765609502955,0.37353326987794905,0.3762660386278242,5,0
2024-08-30,ALLE,ALLEGION PLC,Industrials,Commercial Services,0.0442222883278484,1.0,0.2275805267130413,0.32298657718120805,0.12583892617449663,0.20665548098434003,0.37661230221061714,0.428958890067522,0.3733830377967265,0.37661230221061714,5,0
2020-05-29,VRSN,VERISIGN INC,Information Technology,Software - Infrastructure,-0.0671467910456576,0.3612823390181089,0.20168313539625699,0.5123476086276962,0.313183807439825,0.4212253829321663,0.36194445468281067,0.35708241267986535,0.3731181552429406,0.36194445468281067,5,0
2019-12-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.0897839854420181,0.3999099065683338,0.49090867910542907,0.18862275449101798,0.2667165668662675,0.49367930805056554,0.3679674430163228,0.3326347861389996,0.3728959166168911,0.3679674430163228,5,0
2025-09-30,CACC,CREDIT ACCEPTANCE CORP,Financials,Consumer Finance,-0.0179382661973874,-0.5999731986913981,-0.20166900200532228,-0.533942857142857,-0.20579999999999998,-0.28613333333333335,-0.36550367823458213,-0.4017534073170371,-0.37284838882111115,-0.36550367823458213,0,5
2024-05-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0725753313051966,0.3999999999998712,0.3817698786806121,0.49939569736524053,0.2007191201353638,0.33502538071065985,0.36338201537834947,0.38540500290676577,0.3728100973577393,0.36338201537834947,5,0
2025-02-28,MA,MASTERCARD INC CLASS A,Financials,Consumer Finance,-0.0528814223482965,0.3986896293808715,0.2547618952482356,0.5321027287319422,0.29113162118780095,0.3445692883895131,0.36425103258767266,0.3812200240144196,0.37205734010819297,0.36425103258767266,5,0
2023-02-28,BAX,BAXTER INTERNATIONAL INC,Health Care,Medical Devices,0.0337957266569894,-0.6379388548289076,-0.19434850863422293,-0.6601158982111363,-0.3156966490299824,-0.07613168724279834,-0.3768463195894095,-0.46924594013512,-0.3709673769120396,-0.3768463195894095,0,5
2025-11-28,CCC,CCC INTELLIGENT SOLUTIONS HOLDINGS,Information Technology,Software - Application,0.0952381353993077,-0.5937358491677299,-0.17851464910288437,-0.6216216216216217,-0.25894276629570745,-0.18971913089560152,-0.36850680341670905,-0.4313376643132816,-0.37093303095886154,-0.36850680341670905,0,5
2025-01-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.1478374893521192,0.39999346901767097,0.4011337704930385,0.5275689223057645,0.15350877192982454,0.3136629452418926,0.3591735757976382,0.3892542409553716,0.37035641702700184,0.3591735757976382,5,0
2025-12-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.0973740632784849,0.39999999999978575,0.5406397687472776,0.5003423094477407,0.28194888178913735,0.15601703940362086,0.3757895998775124,0.44165241137891553,0.37024356838509187,0.3757895998775124,5,0
2022-06-30,VRTX,VERTEX PHARMACEUTICALS INC,Health Care,Biotechnology,-0.0155263086520058,0.3995822446455013,0.28269096727422555,0.6082777036048064,0.33060747663551404,0.22242990654205608,0.36871765974042064,0.41917310938847646,0.36998730867687135,0.36871765974042064,5,0
2020-11-30,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.0219513332456965,0.39998914421435317,0.41684891397027507,0.28781954887218036,0.31394736842105264,0.41298245614035095,0.36631748632364247,0.35334485289202167,0.368254253704104,0.36631748632364247,5,0
2020-11-30,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,-0.0166358612693064,0.3999999947983175,0.41775116960937286,0.28842105263157897,0.31394736842105264,0.41157894736842104,0.36633970656574866,0.3537535805756068,0.36820992227381033,0.36633970656574866,5,0
2021-01-29,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.1124151408959746,0.3999999947983175,0.40451460967103475,0.31205357142857143,0.3184895833333333,0.39618055555555554,0.3662476629573625,0.3584426392125762,0.36787711829832104,0.3662476629573625,5,0
2023-01-31,V,VISA INC CLASS A,Financials,Consumer Finance,-0.0380987784509472,0.3999690988841475,0.3943163190869613,0.30013106159895153,0.28325688073394495,0.4333333333333333,0.36220133872746774,0.3452620491192516,0.367279870172772,0.36220133872746774,5,0
2025-01-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,-0.1503312983634851,0.39999999183245083,0.4045514054896208,0.5154932786511733,0.1547049441786284,0.30887825624667725,0.35672557527971016,0.3867268217615956,0.367264680382866,0.35672557527971016,5,0
2020-01-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.0702940149333575,0.39930185964689835,0.4980835546194898,0.288375350140056,0.3137254901960784,0.34803921568627444,0.3695050940577594,0.37360405664782953,0.36721284640744073,0.3695050940577594,5,0
2020-01-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,-0.0702561822109424,0.3999998514715189,0.4992040027987615,0.28417366946778716,0.31323529411764706,0.34869281045751627,0.36906112566264615,0.37270012323143564,0.36669829503795576,0.36906112566264615,5,0
2023-09-29,CWEN,CLEARWAY ENERGY INC CLASS C,Utilities,Utilities,0.0303030105075687,-0.3715201001550421,-0.15317846644970312,-0.6223376623376623,-0.29113636363636364,-0.3378787878787879,-0.3552102760915118,-0.37610321307975775,-0.3665471067795153,-0.3552102760915118,0,5
2024-06-28,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.0518213059529449,0.3999999998216569,0.2799527461417329,0.5805369127516778,0.1734479865771812,0.3274608501118568,0.35227969908082113,0.3788388576317871,0.3659943557518045,0.35227969908082113,5,0
2024-06-28,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,-0.0534885232872434,0.3999999999998712,0.2801924393344462,0.582933844678811,0.17428691275167785,0.3241051454138703,0.3523036684357353,0.3797856457875582,0.36586552069413625,0.3523036684357353,5,0
2024-09-30,DV,DOUBLEVERIFY HOLDINGS INC,Communication,Other,0.0297442008260033,-0.5197377575470626,-0.06132154354279023,-0.685027244728737,-0.2763266998341625,-0.2451630735212825,-0.357515263834807,-0.40603833865791683,-0.3658195223737582,-0.357515263834807,0,5
2022-12-30,MA,MASTERCARD INC CLASS A,Financials,Consumer Finance,0.0862268461751736,0.3825830714674281,0.4092225294630144,0.349721706864564,0.20454545454545453,0.4282622139764997,0.35486699526339216,0.34377700320107074,0.364898305894928,0.35486699526339216,5,0
2021-11-30,CTAS,CINTAS CORP,Industrials,Commercial Services,0.0219155985806716,0.3999997535057934,0.36152203073513534,0.488933601609658,0.2522007042253521,0.29518779342723006,0.35956877670063375,0.3875006673882,0.3644224488979575,0.35956877670063375,5,0
2024-03-28,MA,MASTERCARD INC CLASS A,Financials,Consumer Finance,-0.0494486842327239,0.39999973745594836,0.33742354057209084,0.2728842832469776,0.276986183074266,0.49107656879677614,0.35567406262921175,0.3216183410959563,0.36398289802116124,0.35567406262921175,5,0
2025-08-29,CAVA,CAVA GROUP INC,Consumer Discretionary,Hotels Restaurants & Leisure,-0.1004497339548793,-0.3134662862197301,-0.1975538295176241,-0.688562241616904,-0.2745176848874598,-0.28778135048231507,-0.3523762785448066,-0.3892272383969017,-0.363865766418255,-0.3523762785448066,0,5
2020-03-31,QGEN,QIAGEN NV,Health Care,Diagnostics & Research,0.0344912570990936,0.39288066965633317,0.3410758000835679,0.7439062017895711,0.2535097192224622,0.08243340532757377,0.3627611592159016,0.45736292181633903,0.3636305426941477,0.3627611592159016,5,0
2025-04-30,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Auto Manufacturers & Parts,-0.0340568850386782,0.38787964771161326,0.21449503154002042,0.5703798648333722,0.2546900489396411,0.3360522022838499,0.35269935906169936,0.3726456390508483,0.3634972798590987,0.35269935906169936,5,0
2020-10-30,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.1043754324597012,0.3999999965850159,0.41656277841223815,0.4017094017094017,0.25267094017094016,0.3276353276353276,0.3597156889025847,0.37518770229632203,0.36329960863107347,0.3597156889025847,5,0
2021-05-28,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.0376015877127198,0.39999999927767105,0.5369906734940693,0.3199842436974789,0.31433823529411764,0.27359068627450983,0.36898076760756937,0.39311058836100227,0.3632306128393792,0.36898076760756937,5,0
2025-12-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0960554635385404,0.39999999999983,0.5363038490758946,0.4881332724783204,0.26517571884984026,0.15175718849840256,0.36827400578045755,0.4335510877823953,0.3631026129613971,0.36827400578045755,5,0
2020-02-28,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,-0.1511602770584722,0.3999998554176401,0.3235928077244186,0.2948271240954167,0.22607879924953095,0.5081300813008129,0.3505257335575639,0.31456206286404587,0.36295406747323766,0.3505257335575639,5,0
2026-02-27,ECL,ECOLAB INC,Materials,Chemicals,-0.1417481888992215,0.31386684487733213,0.2508890083562288,0.4511885529656127,0.2554523424878837,0.4682283252557889,0.3479250147885692,0.3276359976956508,0.3627840795856853,0.3479250147885692,5,0
2022-11-30,REGN,REGENERON PHARMACEUTICALS INC,Health Care,Biotechnology,-0.0453986578215188,0.3992991718843435,0.27437154708090666,0.40227629513343804,0.211996336996337,0.45573870573870573,0.34873641136674616,0.33149983568061137,0.36255955319513494,0.34873641136674616,5,0
2023-10-31,CTAS,CINTAS CORP,Industrials,Commercial Services,0.0902779936747528,0.3183449738375162,0.36647667555986746,0.6383768561187917,0.19937275985663083,0.24014336917562726,0.35254292690968664,0.40259302115630957,0.361980608161139,0.35254292690968664,5,0
2020-05-29,KEY,KEYCORP,Financials,Banks - Regional,-1.0939903005713349e-07,-0.2214162217311384,-0.26359132899243337,-0.560175054704595,-0.2688730853391685,-0.41721371261852663,-0.3462538806771724,-0.34307902116010514,-0.3616126940247105,-0.3462538806771724,0,5
2025-06-30,AMAT,APPLIED MATERIAL INC,Information Technology,Semiconductors,-0.0249945744829942,0.9539668119246731,0.2896007966585992,0.18193210298473456,0.28827751196172247,0.17650186071238702,0.37805581684842327,0.423127035433583,0.361470741753284,0.37805581684842327,5,0
2023-04-28,EWBC,EAST WEST BANCORP INC,Financials,Banks - Regional,-0.0411807885565896,-0.31576499880200454,-0.16930256676173192,-0.5941145968369198,-0.3452813067150635,-0.33998790078644886,-0.3528902739804337,-0.3685575317850227,-0.36141512403537923,-0.3528902739804337,0,5
2020-04-30,QGEN,QIAGEN NV,Health Care,Diagnostics & Research,0.0566083550189195,0.39288066965633317,0.32898850056697243,0.7023557837511325,0.23863636363636365,0.12649753347427764,0.3578717702170159,0.4389013004084389,0.36080035867489857,0.3578717702170159,5,0
2021-03-31,GOOG,ALPHABET INC CLASS C,Communication,Internet Content & Information,0.1452702622824946,0.3999999986501404,0.33129261858881015,0.32300520976144786,0.1746641074856046,0.49744081893793984,0.3452805506847886,0.3146575387352929,0.36035335878595465,0.3452805506847886,5,0
2025-04-30,WM,WASTE MANAGEMENT INC,Industrials,Commercial Services,0.0304728606658855,0.3944086420769904,0.17387757997021064,0.6099976695408996,0.2918026101141925,0.2909189777052746,0.35220109588151355,0.38343137839690866,0.3603032782240001,0.35220109588151355,5,0
2019-11-29,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.0351999970562668,0.3999999233815206,0.4895247414756982,0.17465069860279442,0.2522455089820359,0.46540252827677975,0.35636468014376577,0.3252254775915502,0.3602697402628576,0.35636468014376577,5,0
2020-10-30,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.10583058488832,0.39999999880466314,0.41717327902273876,0.39010989010989006,0.24893162393162394,0.32621082621082625,0.3564851236159484,0.37111261127614226,0.35988716500981327,0.3564851236159484,5,0
2021-11-30,MSFT,MICROSOFT CORP,Information Technology,Software - Infrastructure,0.0100857069374731,0.39999997091177036,0.3063265393972416,0.5520623742454729,0.26540492957746475,0.25322769953051644,0.35540430273249324,0.39528132576638775,0.3597679192074199,0.35540430273249324,5,0
2023-03-31,EWBC,EAST WEST BANCORP INC,Financials,Banks - Regional,-0.1598878638819798,-0.31576499880200454,-0.1644636502287748,-0.6642094560244026,-0.35231316725978645,-0.2663107947805457,-0.3526124134191028,-0.3897826325169729,-0.3589146730828661,-0.3526124134191028,0,5
2025-04-30,INTU,INTUIT INC,Information Technology,Software - Application,0.2018415750368025,0.3986118397929014,0.17084870835771984,0.4792589140060593,0.20575040783034257,0.45323545405111476,0.3415410648076275,0.3272928928055416,0.35877853311693486,0.3415410648076275,5,0
2019-07-31,R,RYDER SYSTEM INC,Industrials,Commercial Services,-0.0851102831148337,0.0,-0.3403889355458176,-0.6839145106861643,-0.3526082677165354,-0.3526902887139107,-0.3459204005324856,-0.3607932406356108,-0.3587675026551858,-0.3459204005324856,0,4
2025-02-28,ORLY,OREILLY AUTOMOTIVE INC,Consumer Discretionary,Auto Manufacturers & Parts,0.0313641723379289,0.38787964771161326,0.26999583386812426,0.4935794542536116,0.3340690208667737,0.2958801498127341,0.3562808213025714,0.3793565108443726,0.358487420586463,0.3562808213025714,5,0
2024-12-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.066824048828241,0.3999999941942036,0.4787819623880007,0.4396135265700484,0.3150161030595813,0.18974771873322596,0.36463186098901196,0.41458276772848185,0.35837400547966786,0.36463186098901196,5,0
2024-02-29,BHF,BRIGHTHOUSE FINANCIAL INC,Financials,Insurance,0.1070655072985229,-0.2731549226443482,-0.3100926377376889,-0.6517552413456851,-0.28796928327645055,-0.23606370875995453,-0.3518071587528254,-0.3989323191545049,-0.35821516655586727,-0.3518071587528254,0,5
2021-03-31,GOOGL,ALPHABET INC CLASS A,Communication,Internet Content & Information,0.1303192522902208,0.3999999999952401,0.3332120043853552,0.3169728544008774,0.1765834932821497,0.49168266154830453,0.34369020272238543,0.313711556071842,0.3582043324409576,0.34369020272238543,5,0
2025-02-28,SYK,STRYKER CORP,Health Care,Medical Devices,-0.051887826569357,0.3474692059991893,0.21233135268071388,0.4415271726668196,0.23956661316211875,0.4708400214018192,0.34234687318213214,0.3203216141024454,0.35795121592728885,0.34234687318213214,5,0
2026-05-29,NVDA,NVIDIA CORP,Information Technology,Semiconductors,-0.0894698476532642,0.39999999999978786,0.4540070038853658,0.35126396237507357,0.3194444444444444,0.2821216278006401,0.36136740770106235,0.38276982857269937,0.3576077783796845,0.36136740770106235,5,0
2025-01-31,AZO,AUTOZONE INC,Consumer Discretionary,Auto Manufacturers & Parts,0.0409560729561566,0.3999998504345694,0.2216230981535062,0.4053315105946686,0.21271929824561403,0.4715576820839979,0.34224628790247125,0.3195490499745423,0.3575512080019062,0.34224628790247125,5,0
2023-05-31,MCK,MCKESSON CORP,Health Care,Diagnostics & Research,0.077619220288305,0.3901315969899187,0.3035677953843089,0.47124474789915966,0.28699448529411764,0.3125,0.352887725113501,0.37219716952212833,0.3572728771415963,0.352887725113501,5,0
