model,rebalance_date,net_return,cash_weight
cash0.00_cap0.18,2019-04-30,-0.011459910250907888,-2.7755575615628914e-17
cash0.00_cap0.18,2019-05-31,0.06804483200294646,0.0
cash0.00_cap0.18,2019-06-28,0.00809293782265379,0.0
cash0.00_cap0.18,2019-07-31,0.015303104490999345,0.0
cash0.00_cap0.18,2019-08-30,-0.005754940300844455,0.0
cash0.00_cap0.18,2019-09-30,0.020373357927085223,0.0
cash0.00_cap0.18,2019-10-31,0.004415961137022941,-6.938893903907228e-18
cash0.00_cap0.18,2019-11-29,0.030389337763932888,4.336808689942018e-19
cash0.00_cap0.18,2019-12-31,0.06514346171179387,0.0
cash0.00_cap0.18,2020-01-31,-0.02689494959267758,0.0
cash0.00_cap0.18,2020-02-28,-0.07477982137517286,1.1102230246251565e-16
cash0.00_cap0.18,2020-03-31,0.19484273272327476,0.0
cash0.00_cap0.18,2020-04-30,0.1307532005703818,0.0
cash0.00_cap0.18,2020-05-29,0.05440894363583357,0.0
cash0.00_cap0.18,2020-06-30,0.09912826614072008,0.0
cash0.00_cap0.18,2020-07-31,0.12257623234140567,0.0
cash0.00_cap0.18,2020-08-31,-0.024725410762602967,0.0
cash0.00_cap0.18,2020-09-30,-0.004870792862594623,0.0
cash0.00_cap0.18,2020-10-30,0.10150284069277488,0.0
cash0.00_cap0.18,2020-11-30,0.06329106000428572,0.0
cash0.00_cap0.18,2020-12-31,-0.0047667052515646575,0.0
cash0.00_cap0.18,2021-01-29,0.0682983511241991,5.551115123125783e-17
cash0.00_cap0.18,2021-02-26,-0.01568516610260424,5.551115123125783e-17
cash0.00_cap0.18,2021-03-31,0.05059785316992574,0.0
cash0.00_cap0.18,2021-04-30,0.006191556312242246,2.7755575615628914e-17
cash0.00_cap0.18,2021-05-28,0.04741188361903261,0.0
cash0.00_cap0.18,2021-06-30,0.06665727041416307,0.0
cash0.00_cap0.18,2021-07-30,0.05541869292750601,-5.551115123125783e-17
cash0.00_cap0.18,2021-08-31,-0.05238640481396137,5.551115123125783e-17
cash0.00_cap0.18,2021-09-30,0.1231379208396246,5.551115123125783e-17
cash0.00_cap0.18,2021-10-29,0.013705927996486079,5.551115123125783e-17
cash0.00_cap0.18,2021-11-30,0.026752262778101842,0.0
cash0.00_cap0.18,2021-12-31,-0.0630115340959349,0.0
cash0.00_cap0.18,2022-01-31,0.003176951673729995,0.0
cash0.00_cap0.18,2022-02-28,0.043653661574750056,0.0
cash0.00_cap0.18,2022-03-31,-0.061556395231413874,1.1102230246251565e-16
cash0.00_cap0.18,2022-04-29,0.004159454309759341,5.551115123125783e-17
cash0.00_cap0.18,2022-05-31,-0.05879953264075511,0.0
cash0.00_cap0.18,2022-06-30,0.035422650116588426,1.3877787807814457e-17
cash0.00_cap0.18,2022-07-29,-0.02318173011103982,0.0
cash0.00_cap0.18,2022-08-31,-0.037875845734807574,2.7755575615628914e-17
cash0.00_cap0.18,2022-09-30,0.09026700830205875,6.938893903907228e-18
cash0.00_cap0.18,2022-10-31,0.01612564294141272,0.0
cash0.00_cap0.18,2022-11-30,-0.040271923110608336,0.0
cash0.00_cap0.18,2022-12-30,0.02947629208560039,0.0
cash0.00_cap0.18,2023-01-31,-0.009537634217993888,-4.163336342344337e-17
cash0.00_cap0.18,2023-02-28,0.03183157390205979,-1.3877787807814457e-17
cash0.00_cap0.18,2023-03-31,0.01199655054145526,0.0
cash0.00_cap0.18,2023-04-28,0.08095243838951728,-1.3877787807814457e-17
cash0.00_cap0.18,2023-05-31,0.08484930774698961,-1.1102230246251565e-16
cash0.00_cap0.18,2023-06-30,0.023395229626929682,0.0
cash0.00_cap0.18,2023-07-31,0.028045776176817337,1.3877787807814457e-17
cash0.00_cap0.18,2023-08-31,-0.06417462739021018,0.0
cash0.00_cap0.18,2023-09-29,-0.002403336185560022,5.551115123125783e-17
cash0.00_cap0.18,2023-10-31,0.057274572423846766,1.3877787807814457e-17
cash0.00_cap0.18,2023-11-30,0.0381768371343741,-1.3877787807814457e-17
cash0.00_cap0.18,2023-12-29,0.055563587249759405,0.0
cash0.00_cap0.18,2024-01-31,0.09526945935158244,0.0
cash0.00_cap0.18,2024-02-29,0.06648538743235825,-5.551115123125783e-17
cash0.00_cap0.18,2024-03-28,-0.038927447943683816,-1.1102230246251565e-16
cash0.00_cap0.18,2024-04-30,0.07245256024735805,0.0
cash0.00_cap0.18,2024-05-31,0.02584682981854601,-5.551115123125783e-17
