book,rebalance_date,top_tickers,top_weights,n_positions,cash_estimate,entered_top,left_top
concentrated_grid_presence,2019-04-30,"FDS,VICI,NOW,MKTX,GPK,FAST,TSCO,APH","0.5000,0.5000,0.3134,0.2223,0.1717,0.1253,0.1248,0.0901",10,0.0,"APH,FAST,FDS,GPK,MKTX,NOW,TSCO,VICI",
concentrated_grid_presence,2019-05-31,"FDS,MA,PEG,VICI,NOW,TSCO,MKTX,GPK","1.0000,0.5000,0.5000,0.4900,0.3058,0.2500,0.2369,0.1620",13,0.0,"MA,PEG","APH,FAST"
concentrated_grid_presence,2019-06-28,"FDS,MA,VEEV,VICI,NOW,TSCO,MKTX,GPK","1.0000,0.5000,0.5000,0.4839,0.3151,0.2500,0.2435,0.1669",14,0.0,VEEV,PEG
concentrated_grid_presence,2019-07-31,"MA,V,TSCO,VEEV,CBOE,ORLY,FDS,CBRE","1.0000,0.5000,0.5000,0.4959,0.2500,0.1667,0.1594,0.1364",17,0.0,"CBOE,CBRE,ORLY,V","GPK,MKTX,NOW,VICI"
concentrated_grid_presence,2019-08-30,"V,BKNG,TSCO,CBOE,AEP,LRCX,ORLY,CBRE","1.0000,0.5000,0.4788,0.2677,0.2500,0.1667,0.1655,0.1321",17,0.0,"AEP,BKNG,LRCX","FDS,MA,VEEV"
concentrated_grid_presence,2019-09-30,"V,BKNG,AEP,CBOE,LRCX,DUK,ORLY,CBRE","1.0000,0.5132,0.5000,0.2755,0.2680,0.1903,0.1791,0.1386",18,0.0,DUK,TSCO
concentrated_grid_presence,2019-10-31,"BKNG,V,ORLY,LRCX,DUK,CBRE,LPX,WU","0.5000,0.5000,0.2500,0.1667,0.1354,0.1053,0.1012,0.0785",10,0.0,"LPX,WU","AEP,CBOE"
concentrated_grid_presence,2019-11-29,"BKNG,V,MA,CPRT,ORLY,BIO,LRCX,PANW","1.0000,0.5220,0.5000,0.5000,0.2587,0.2500,0.1671,0.1667",16,0.0,"BIO,CPRT,MA,PANW","CBRE,DUK,LPX,WU"
concentrated_grid_presence,2019-12-31,"BKNG,V,MA,LRCX,CPRT,ORLY,AVGO,DUK","1.0000,0.5070,0.5000,0.5000,0.3575,0.2444,0.1667,0.1287",17,0.0,"AVGO,DUK","BIO,PANW"
concentrated_grid_presence,2020-01-31,"LRCX,MA,CPRT,ADBE,AVGO,JD,MCHP,PFGC","1.0000,0.5141,0.5000,0.1667,0.1525,0.1250,0.1122,0.0908",14,0.0,"ADBE,JD,MCHP,PFGC","BKNG,DUK,ORLY,V"
concentrated_grid_presence,2020-02-28,"MA,RNG,LRCX,ADBE,NVDA,JD,CPRT,EDU","1.0000,0.5000,0.2624,0.1733,0.1726,0.1407,0.1369,0.1035",13,0.0,"EDU,NVDA,RNG","AVGO,MCHP,PFGC"
concentrated_grid_presence,2020-03-31,"MA,JD,VEEV,NVDA,NOW,QGEN,VRTX,BIO","0.5000,0.5000,0.2754,0.2077,0.1250,0.0833,0.0833,0.0745",11,0.0,"BIO,NOW,QGEN,VEEV,VRTX","ADBE,CPRT,EDU,LRCX,RNG"
concentrated_grid_presence,2020-04-30,"NVDA,AMZN,SE,BIO,FTNT,TSCO,MRNA,ZTO","0.5000,0.5000,0.5000,0.3121,0.2282,0.1338,0.1284,0.0862",10,0.0,"AMZN,FTNT,MRNA,SE,TSCO,ZTO","JD,MA,NOW,QGEN,VEEV,VRTX"
concentrated_grid_presence,2020-05-29,"AMZN,SE,NVDA,VEEV,BIO,V,FTNT,NOW","1.0000,0.5865,0.5051,0.3891,0.2909,0.2605,0.2438,0.1914",14,0.0,"NOW,V,VEEV","MRNA,TSCO,ZTO"
concentrated_grid_presence,2020-06-30,"AMZN,SE,NVDA,NOW,MELI,ETSY,FTNT,ZTO","1.0000,0.6300,0.5043,0.5000,0.5000,0.3000,0.2238,0.1913",15,0.0,"ETSY,MELI,ZTO","BIO,V,VEEV"
concentrated_grid_presence,2020-07-31,"NOW,MELI,NVDA,MNST,ETSY,MA,ZTO,CTAS","1.0000,0.5106,0.5064,0.5000,0.3073,0.2500,0.1759,0.1667",17,0.0,"CTAS,MA,MNST","AMZN,FTNT,SE"
concentrated_grid_presence,2020-08-31,"NVDA,MA,META,SE,MNST,JD,BIO,BKNG","1.0000,0.5000,0.5000,0.5000,0.4587,0.3000,0.2528,0.1649",16,0.0,"BIO,BKNG,JD,META,SE","CTAS,ETSY,MELI,NOW,ZTO"
concentrated_grid_presence,2020-09-30,"NVDA,SE,BIO,CPRT,MA,MNST,JD,DDOG","1.0000,0.5213,0.5000,0.5000,0.4991,0.4454,0.3104,0.2525",18,0.0,"CPRT,DDOG","BKNG,META"
concentrated_grid_presence,2020-10-30,"CPRT,GOOG,CBRE,LRCX,XPO,DLB,AEP,LEA","0.5000,0.5000,0.2806,0.2069,0.1284,0.0947,0.0932,0.0739",10,0.0,"AEP,CBRE,DLB,GOOG,LEA,LRCX,XPO","BIO,DDOG,JD,MA,MNST,NVDA,SE"
concentrated_grid_presence,2020-11-30,"CPRT,GOOG,LRCX,CBRE,TECH,XPO,DLB,PANW","1.0000,0.5125,0.5000,0.3086,0.1667,0.1336,0.1295,0.0892",16,0.0,"PANW,TECH","AEP,LEA"
concentrated_grid_presence,2020-12-31,"CPRT,LRCX,TWLO,GOOG,CBRE,PANW,XPO,Z","1.0000,0.5000,0.5000,0.4858,0.3017,0.1667,0.1404,0.1286",16,0.0,"TWLO,Z","DLB,TECH"
concentrated_grid_presence,2021-01-29,"LRCX,TWLO,NVDA,AMAT,GOOG,TECH,PANW,QGEN","1.0000,0.5111,0.5000,0.5000,0.2778,0.1807,0.1644,0.1502",15,0.0,"AMAT,NVDA,QGEN,TECH","CBRE,CPRT,XPO,Z"
concentrated_grid_presence,2021-02-26,"NVDA,AMAT,LRCX,DXCM,GOOG,SAM,TECH,QGEN","1.0000,0.5351,0.5000,0.5000,0.2736,0.2055,0.1795,0.1277",17,0.0,"DXCM,SAM","PANW,TWLO"
concentrated_grid_presence,2021-03-31,"LRCX,NVDA,AMAT,GOOGL,GOOG,ORLY,SAM,TECH","1.0000,1.0000,0.5728,0.5000,0.2669,0.2516,0.2328,0.1791",23,0.0,"GOOGL,ORLY","DXCM,QGEN"
concentrated_grid_presence,2021-04-30,"NVDA,GOOG,ORLY,WSM,CSX,YETI,FTNT,RH","0.5000,0.5000,0.2500,0.1667,0.1250,0.0885,0.0877,0.0704",10,0.0,"CSX,FTNT,RH,WSM,YETI","AMAT,GOOGL,LRCX,SAM,TECH"
concentrated_grid_presence,2021-05-28,"NVDA,CRWD,GOOG,NDAQ,ORLY,FTNT,WSM,CSX","1.0000,0.5000,0.4838,0.3149,0.2344,0.1796,0.1615,0.1200",16,0.0,"CRWD,NDAQ","RH,YETI"
concentrated_grid_presence,2021-06-30,"NVDA,ABT,GOOG,GOOGL,ORLY,NET,NOW,WSM","1.0000,0.5000,0.4385,0.3041,0.2163,0.2018,0.1659,0.1336",18,0.0,"ABT,GOOGL,NET,NOW","CRWD,CSX,FTNT,NDAQ"
concentrated_grid_presence,2021-07-30,"ABT,MA,DXCM,NVDA,GOOGL,NET,NOW,FTNT","1.0000,0.5000,0.5000,0.4813,0.3220,0.2134,0.1678,0.1222",15,0.0,"DXCM,FTNT,MA","GOOG,ORLY,WSM"
concentrated_grid_presence,2021-08-31,"DXCM,LRCX,GOOGL,ABT,MA,BIO,NVDA,HUBS","0.5278,0.5000,0.2988,0.2651,0.2298,0.1728,0.1683,0.1259",15,0.0,"BIO,HUBS,LRCX","FTNT,NET,NOW"
concentrated_grid_presence,2021-09-30,"DXCM,MA,PANW,LRCX,CPRT,GOOGL,ABT,GTM","1.0000,0.5000,0.5000,0.4759,0.3078,0.2854,0.2508,0.1677",17,0.0,"CPRT,GTM,PANW","BIO,HUBS,NVDA"
concentrated_grid_presence,2021-10-29,"CPRT,MDB,GTM,GOOG,PANW,ORLY,LRCX,TSCO","0.5000,0.5000,0.2920,0.2217,0.1685,0.1239,0.1167,0.0774",10,0.0,"GOOG,MDB,ORLY,TSCO","ABT,DXCM,GOOGL,MA"
concentrated_grid_presence,2021-11-30,"CPRT,MDB,PANW,ORLY,LRCX,GOOG,EXP,STE","1.0000,0.5037,0.5000,0.5000,0.2784,0.2271,0.2072,0.1646",15,0.0,"EXP,STE","GTM,TSCO"
concentrated_grid_presence,2021-12-31,"CPRT,MDB,V,COO,EXP,GOOG,PANW,ORLY","1.0000,0.5034,0.5000,0.5000,0.2618,0.2241,0.1920,0.1551",15,0.0,"COO,V","LRCX,STE"
concentrated_grid_presence,2022-01-31,"V,LRCX,COO,COR,AVGO,PANW,ORLY,GOOGL","1.0000,0.5000,0.5000,0.3022,0.1999,0.1847,0.1663,0.1226",13,0.0,"AVGO,COR,GOOGL,LRCX","CPRT,EXP,GOOG,MDB"
concentrated_grid_presence,2022-02-28,"LRCX,COO,MA,WMB,ORLY,COR,AVGO,NXST","1.0000,0.5208,0.5000,0.5000,0.3983,0.3164,0.2135,0.1626",15,0.0,"MA,NXST,WMB","GOOGL,PANW,V"
concentrated_grid_presence,2022-03-31,"LRCX,WMB,COO,ORLY,FCX,MA,AVGO,COR","1.0000,1.0000,0.5339,0.5000,0.5000,0.4936,0.3487,0.3353",21,0.0,FCX,NXST
concentrated_grid_presence,2022-04-29,"BLDR,FDS,THG,MKC,NFG,AVGO,GPK,ORLY","0.5000,0.5000,0.3057,0.2173,0.1769,0.1285,0.1258,0.0846",10,0.0,"BLDR,FDS,GPK,MKC,NFG,THG","COO,COR,FCX,LRCX,MA,WMB"
concentrated_grid_presence,2022-05-31,"BLDR,ETR,NFG,VLO,THG,ORLY,AVGO,HALO","1.0000,0.5000,0.5000,0.5000,0.3043,0.2757,0.1844,0.1334",15,0.0,"ETR,HALO,VLO","FDS,GPK,MKC"
concentrated_grid_presence,2022-06-30,"NOW,VICI,THG,ORLY,FDS,FCN,GPK,NOC","0.5000,0.5000,0.3155,0.2774,0.1852,0.1325,0.1234,0.1029",13,0.0,"FCN,FDS,GPK,NOC,NOW,VICI","AVGO,BLDR,ETR,HALO,NFG,VLO"
concentrated_grid_presence,2022-07-29,"NOW,VICI,ORLY,WCC,FANG,CTAS,FDS,LPX","1.0000,0.5536,0.5000,0.5000,0.2993,0.2124,0.1934,0.1533",18,0.0,"CTAS,FANG,LPX,WCC","FCN,GPK,NOC,THG"
concentrated_grid_presence,2022-08-31,"ORLY,WCC,DKS,FANG,CTAS,CHRW,ETR,MCK","1.0000,0.5066,0.5000,0.3100,0.2014,0.1334,0.1044,0.1016",12,0.0,"CHRW,DKS,ETR,MCK","FDS,LPX,NOW,VICI"
concentrated_grid_presence,2022-09-30,"ORLY,WCC,DKS,FANG,CTAS,LPX,BLDR,MCK","1.0000,1.0000,0.5207,0.3086,0.2012,0.1688,0.1250,0.0983",12,0.0,"BLDR,LPX","CHRW,ETR"
concentrated_grid_presence,2022-10-31,"WCC,ORLY,DKS,DTM,JBL,LRCX,TSCO,CACI","0.5000,0.5000,0.2621,0.1848,0.1411,0.1079,0.1055,0.0810",10,0.0,"CACI,DTM,JBL,LRCX,TSCO","BLDR,CTAS,FANG,LPX,MCK"
concentrated_grid_presence,2022-11-30,"WCC,ORLY,V,JBL,DKS,CPRT,DTM,LRCX","1.0000,0.5289,0.5000,0.5000,0.3185,0.1993,0.1863,0.1555",17,0.0,"CPRT,V","CACI,TSCO"
concentrated_grid_presence,2022-12-30,"WCC,ORLY,V,AVGO,DKS,AEE,DTM,CTAS","1.0000,0.5269,0.5000,0.5000,0.2790,0.2500,0.1767,0.1667",16,0.0,"AEE,AVGO,CTAS","CPRT,JBL,LRCX"
concentrated_grid_presence,2023-01-31,"V,NOW,AVGO,LRCX,AEE,CPRT,CTAS,DKS","1.0000,0.5000,0.5000,0.2876,0.2315,0.1667,0.1558,0.1282",15,0.0,"CPRT,LRCX,NOW","DTM,ORLY,WCC"
concentrated_grid_presence,2023-02-28,"NOW,AVGO,BKNG,ORLY,LRCX,CPRT,AEE,AN","1.0000,0.5181,0.5000,0.3230,0.2883,0.1794,0.1219,0.1021",17,0.0,"AN,BKNG,ORLY","CTAS,DKS,V"
concentrated_grid_presence,2023-03-31,"NOW,BKNG,AVGO,ORLY,LRCX,CPRT,AEE,ALGM","1.0000,1.0000,0.5216,0.3170,0.2879,0.1779,0.1202,0.1000",20,0.0,ALGM,AN
concentrated_grid_presence,2023-04-28,"AVGO,NOW,BKNG,ORLY,AN,DKS,TSCO,SSD","0.5000,0.5000,0.3157,0.1684,0.1335,0.1069,0.0862,0.0690",10,0.0,"AN,DKS,SSD,TSCO","AEE,ALGM,CPRT,LRCX"
concentrated_grid_presence,2023-05-31,"AVGO,NOW,FLEX,BKNG,ORLY,MPWR,AN,EXP","1.0000,0.5000,0.3124,0.2599,0.2250,0.1674,0.1209,0.1203",15,0.0,"EXP,FLEX,MPWR","DKS,SSD,TSCO"
concentrated_grid_presence,2023-06-30,"AVGO,NOW,ORLY,BKNG,DKS,EXP,TER,AN","1.0000,0.5000,0.5000,0.2607,0.2500,0.1846,0.1542,0.1407",15,0.0,"DKS,TER","FLEX,MPWR"
concentrated_grid_presence,2023-07-31,"NOW,MA,ON,ORLY,DKS,TER,EXP,BKNG","1.0000,0.5000,0.5000,0.4849,0.2608,0.2157,0.1812,0.1316",15,0.0,"MA,ON","AN,AVGO"
concentrated_grid_presence,2023-08-31,"ON,MA,EXE,NOW,LRCX,TER,ANET,CTRA","1.0000,0.5327,0.5000,0.3287,0.2759,0.2082,0.1806,0.1456",16,0.0,"ANET,CTRA,EXE,LRCX","BKNG,DKS,EXP,ORLY"
concentrated_grid_presence,2023-09-29,"ON,MA,EXE,NOW,LRCX,TER,CTRA,ANET","1.0000,1.0000,0.5027,0.3252,0.2500,0.2042,0.1897,0.1786",18,0.0,,
concentrated_grid_presence,2023-10-31,"CTRA,ORLY,STLD,CHRD,DINO,WSM,AIZ,DECK","0.5000,0.5000,0.2832,0.2005,0.1655,0.1043,0.0960,0.0739",10,0.0,"AIZ,CHRD,DECK,DINO,ORLY,STLD,WSM","ANET,EXE,LRCX,MA,NOW,ON,TER"
concentrated_grid_presence,2023-11-30,"CTRA,ORLY,LRCX,CNM,STLD,DKS,CHRD,EXPE","1.0000,0.5231,0.5000,0.5000,0.3069,0.2500,0.1933,0.1862",18,0.0,"CNM,DKS,EXPE,LRCX","AIZ,DECK,DINO,WSM"
concentrated_grid_presence,2023-12-29,"CTRA,ORLY,MA,LRCX,STLD,DKS,CHRD,CTAS","1.0000,0.5186,0.5000,0.5000,0.3095,0.2500,0.2032,0.1667",19,0.0,"CTAS,MA","CNM,EXPE"
concentrated_grid_presence,2024-01-31,"MA,LRCX,SMCI,DKS,FDS,CTAS,AVGO,PANW","1.0000,0.5017,0.5000,0.2500,0.1667,0.1591,0.1278,0.1250",13,0.0,"AVGO,FDS,PANW,SMCI","CHRD,CTRA,ORLY,STLD"
concentrated_grid_presence,2024-02-29,"MA,SMCI,DKS,UAL,FDS,DAL,ORLY,LRCX","1.0000,0.6101,0.2500,0.1667,0.1403,0.1250,0.0929,0.0859",14,0.0,"DAL,ORLY,UAL","AVGO,CTAS,PANW"
concentrated_grid_presence,2024-03-28,"MA,SMCI,DKS,CNM,EXE,UAL,DAL,FDS","1.0000,0.6391,0.2836,0.2500,0.1667,0.1622,0.1329,0.1272",22,0.0,"CNM,EXE","LRCX,ORLY"
concentrated_grid_presence,2024-04-30,"CMG,UAL,DKS,CMS,TSCO,PR,AN,WFRD","0.5000,0.5000,0.2500,0.1667,0.1250,0.0907,0.0849,0.0682",10,0.0,"AN,CMG,CMS,PR,TSCO,WFRD","CNM,DAL,EXE,FDS,MA,SMCI"
concentrated_grid_presence,2024-05-31,"CMG,UAL,DKS,CHRD,TT,CMS,DECK,TSCO","1.0000,0.5111,0.5000,0.2500,0.1720,0.1688,0.1250,0.1249",17,0.0,"CHRD,DECK,TT","AN,PR,WFRD"
concentrated_grid_presence,2024-06-28,"CMG,TT,ANET,DKS,UTHR,CMS,P,TSCO","1.0000,0.5000,0.5000,0.3536,0.2031,0.1657,0.1555,0.1242",16,0.0,"ANET,P,UTHR","CHRD,DECK,UAL"
concentrated_grid_presence,2024-07-31,"ANET,TT,ETR,DKS,ALSN,UTHR,PEG,TPL","1.0000,0.5109,0.5000,0.5000,0.2500,0.1997,0.1794,0.1510",17,0.0,"ALSN,ETR,PEG,TPL","CMG,CMS,P,TSCO"
concentrated_grid_presence,2024-08-30,"ETR,DKS,BKNG,DUOL,ALSN,PEG,NRG,TPL","1.0000,0.5129,0.5000,0.2500,0.2481,0.1727,0.1667,0.1458",17,0.0,"BKNG,DUOL,NRG","ANET,TT,UTHR"
concentrated_grid_presence,2024-09-30,"BKNG,ETR,DUOL,PFGC,ALSN,DKS,PEG,PSN","1.0000,1.0000,0.5000,0.2538,0.2496,0.1992,0.1862,0.1628",20,0.0,"PFGC,PSN","NRG,TPL"
concentrated_grid_presence,2024-10-31,"DUOL,TW,PFGC,WDAY,EXP,TPL,ORLY,PANW","0.5000,0.5000,0.2680,0.2105,0.1598,0.1147,0.1053,0.0793",10,0.0,"EXP,ORLY,PANW,TPL,TW,WDAY","ALSN,BKNG,DKS,ETR,PEG,PSN"
concentrated_grid_presence,2024-11-29,"DUOL,TW,WDAY,PFGC,PLTR,RYAN,EXP,TPL","1.0000,0.5000,0.5000,0.2596,0.1960,0.1577,0.1560,0.1402",16,0.0,"PLTR,RYAN","ORLY,PANW"
concentrated_grid_presence,2024-12-31,"DUOL,DKS,TW,PFGC,ACN,WDAY,ACI,PLTR","1.0000,0.5000,0.5000,0.2618,0.2500,0.2184,0.1779,0.1292",16,0.0,"ACI,ACN,DKS","EXP,RYAN,TPL"
concentrated_grid_presence,2025-01-31,"DKS,TW,ACN,JBL,ACI,DASH,PLTR,FOUR","1.0000,0.5000,0.3053,0.1867,0.1784,0.1573,0.1339,0.1126",13,0.0,"DASH,FOUR,JBL","DUOL,PFGC,WDAY"
concentrated_grid_presence,2025-02-28,"DKS,TW,MA,ORLY,DASH,JBL,PLTR,ETR","1.0000,0.5312,0.5000,0.5000,0.2500,0.1859,0.1229,0.1033",14,0.0,"ETR,MA,ORLY","ACI,ACN,FOUR"
