variant_id,status,cagr,max_dd,sharpe,trade_count,avg_cash_weight,target_distance,valid_for_production,bull_variant,neutral_variant,bear_variant,neutral_multiplier,bear_multiplier,reason
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N2_cap0.4_bm0.75_nm0.9,completed,0.13042403773457134,-0.24816539608404797,0.625160194247085,365,0.2514037205160551,0.26774135834947665,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N2_cap0.4,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N4_cap0.33_bm0.75_nm1.0,completed,0.1494448434122564,-0.2672948596500393,0.6753127262070848,420,0.18009200955357052,0.26785001623778293,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N4_cap0.33,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N2_cap0.4_bm0.75_nm0.9,completed,0.1558300035179554,-0.273709429904074,0.6818438756766918,366,0.14323310271200182,0.2678794263861186,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N2_cap0.4,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N3_cap0.25_bm1.0_nm1.0,completed,0.16988115765778877,-0.2880408550444863,0.6889044662676094,392,0.06026423403765094,0.26815969738669754,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N3_cap0.25,1.0,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N2_cap0.4_bm1.0_nm0.9,completed,0.15679944690065084,-0.2750640571494596,0.6779401424718839,286,0.18378072595347447,0.26826461024880877,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N2_cap0.4,0.9,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N4_cap0.33_bm0.75_nm0.9,completed,0.1406466290145323,-0.2592736984587567,0.6543904037916528,421,0.21766846600308737,0.26862706944422443,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N4_cap0.33,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N2_cap0.4_bm1.0_nm1.0,completed,0.16718319417585148,-0.2870452304011397,0.6986332620998305,287,0.1436965733487075,0.26986203622528826,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N2_cap0.4,1.0,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N2_cap0.4_bm1.0_nm0.9,completed,0.14029487792230433,-0.2608443247097302,0.6334692335360407,364,0.2065754559399969,0.2705494467874259,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N2_cap0.4,0.9,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N3_cap0.25_bm1.0_nm1.0,completed,0.14192528605161203,-0.263562090612942,0.632519678827353,392,0.18021750353279714,0.27163680456133,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N3_cap0.25,1.0,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N4_cap0.33_bm1.0_nm1.0,completed,0.18054958586971503,-0.3071952185778294,0.7238797020779626,345,0.09932665112901452,0.2766456327081144,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N4_cap0.33,1.0,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N2_cap0.4_bm0.75_nm1.0,completed,0.16712521268763303,-0.2939529861882567,0.7003065921675389,363,0.09397971510376274,0.2768277735006237,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N2_cap0.4,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N3_cap0.25_bm1.0_nm0.9,completed,0.13305557112216282,-0.26081043663752335,0.6093699253397814,394,0.21775479286805421,0.27775486551536055,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N3_cap0.25,0.9,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N4_cap0.33_bm0.75_nm0.9,completed,0.16629779617233242,-0.2962231611322218,0.7088493980724961,422,0.10966020494176149,0.2799253649598894,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N4_cap0.33,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N4_cap0.33_bm0.75_nm1.0,completed,0.17755711244526373,-0.31610485675284994,0.7258012193335621,421,0.06011265070978433,0.28854774430758623,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N4_cap0.33,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N3_cap0.25_bm1.0_nm0.9,completed,0.14900964117525617,-0.3002921086926579,0.6533161207600197,315,0.1949002696799869,0.30128246751740173,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N3_cap0.25,0.9,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N3_cap0.25_bm0.75_nm0.9,completed,0.14987518933178845,-0.3071008978639399,0.6615239245898442,393,0.15152346239849712,0.3072257085321515,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N3_cap0.25,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N3_cap0.25_bm0.75_nm1.0,completed,0.13361146330523233,-0.29393719295377707,0.6266421113350602,393,0.22221999293820704,0.31032572964854477,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N3_cap0.25,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N3_cap0.25_bm1.0_nm1.0,completed,0.15915373947787992,-0.32399763113428937,0.6743231819039807,316,0.1548498626835604,0.31484389165640947,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N3_cap0.25,1.0,1.0,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N2_cap0.4_bm0.75_nm0.9,completed,0.1463522547197491,-0.31133817941699815,0.6685895328640049,285,0.22861343105073464,0.31498592469724906,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N2_cap0.4,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N3_cap0.25_bm0.75_nm0.9,completed,0.1244479108879597,-0.28979427339861674,0.6017017431928239,392,0.25987024368315276,0.31534636251065706,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N3_cap0.25,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N3_cap0.25_bm0.75_nm1.0,completed,0.16119152977019846,-0.3266673634816304,0.6810492277981745,392,0.10213781324903817,0.31547583371143195,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N3_cap0.25,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N2_cap0.4_bm0.5_nm1.0,completed,0.12868913065377185,-0.30261688131949405,0.6258638034267847,364,0.25860132255254425,0.3239277506657222,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N2_cap0.4,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N4_cap0.33_bm0.75_nm0.9,completed,0.15648892926961655,-0.33125367195116096,0.6949723247475192,345,0.19484419276002296,0.3247647426815444,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N4_cap0.33,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N4_cap0.33_bm0.5_nm1.0,completed,0.13529286615666747,-0.31075262469028964,0.6494608325597824,421,0.236149373426064,0.3254597585336222,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N4_cap0.33,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N2_cap0.4_bm0.75_nm1.0,completed,0.1566384914787835,-0.33473914953603057,0.6888669016465558,287,0.1886233435936345,0.3281006580572471,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N2_cap0.4,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N2_cap0.4_bm0.5_nm0.9,completed,0.11982342012666614,-0.297939381560135,0.6024357450732333,364,0.2962042186303108,0.3281159614334689,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N2_cap0.4,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N2_cap0.4_bm0.5_nm0.9,completed,0.14491089266540813,-0.3236873338629427,0.6600763497917099,365,0.18816567822467806,0.3287764411975346,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N2_cap0.4,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N4_cap0.33_bm0.5_nm0.9,completed,0.12655519909283885,-0.3058844777594122,0.6278748528600663,421,0.2735657259935224,0.32932927866657336,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N4_cap0.33,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N4_cap0.33_bm0.5_nm0.9,completed,0.1517693818949375,-0.3380713940446841,0.6828298613069094,422,0.1657449891235401,0.33630201214974664,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N4_cap0.33,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N2_cap0.4_bm0.5_nm1.0,completed,0.156038401218767,-0.3428458515207057,0.6782458616062645,364,0.13875181030552206,0.3368074503019387,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N2_cap0.4,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N4_cap0.33_bm0.75_nm1.0,completed,0.16669151603434318,-0.3537873909481951,0.7139629982421228,344,0.1549330338968469,0.33709587491385196,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N4_cap0.33,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N4_cap0.33_bm0.5_nm1.0,completed,0.16296149124114945,-0.35670383333257405,0.699876599754881,421,0.11606052268758837,0.3437423420914246,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N4_cap0.33,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N3_cap0.25_bm0.5_nm0.9,completed,0.14107777024601242,-0.3451628280941942,0.6452432840180661,394,0.19372357085566239,0.3540850578481818,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N3_cap0.25,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N3_cap0.25_bm0.75_nm0.9,completed,0.14032234371927332,-0.3444846614036937,0.6466249261359487,316,0.2368668963944666,0.3541623176844204,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N3_cap0.25,0.9,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N3_cap0.25_bm0.5_nm1.0,completed,0.12462464348109781,-0.3295841537051929,0.6084092611888289,392,0.2642250866748076,0.3549595102240951,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N3_cap0.25,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.25_rrs_heavy_N3_cap0.25_bm0.5_nm0.9,completed,0.11601292468344293,-0.3248335331206761,0.5851280794687709,394,0.30172004070256137,0.3588206084372332,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.25,rs_heavy_N3_cap0.25,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N3_cap0.33_rrs_heavy_N3_cap0.25_bm0.5_nm1.0,completed,0.15199984236909558,-0.3636127800428903,0.6636242953139561,392,0.14430483263508032,0.36161293767379477,True,rs_heavy_N2_cap0.5,rs_heavy_N3_cap0.33,rs_heavy_N3_cap0.25,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N3_cap0.25_bm0.75_nm1.0,completed,0.15041281082343283,-0.36659857049129263,0.6673841718560805,316,0.19693438089113938,0.3661857596678598,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N3_cap0.25,1.0,0.75,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N2_cap0.4_bm0.5_nm0.9,completed,0.13574944467294237,-0.36516811395175897,0.6480329248078608,288,0.2733798178346686,0.3794186692788166,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N2_cap0.4,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N4_cap0.33_bm0.5_nm0.9,completed,0.1423031930898233,-0.37750422255351734,0.6703489896853111,345,0.25072926008569835,0.38520102946369406,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N4_cap0.33,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N2_cap0.4_bm0.5_nm1.0,completed,0.14569922921042555,-0.3868369730901071,0.6675308074570616,287,0.2334126520128782,0.3911377438796816,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N2_cap0.4,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N4_cap0.33_bm0.5_nm1.0,completed,0.15221795026868934,-0.3990173035839957,0.6885785365180035,344,0.2108230970305963,0.39679935331530636,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N4_cap0.33,1.0,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N3_cap0.25_bm0.5_nm0.9,completed,0.13137599109394338,-0.386205756396645,0.6296027563323593,314,0.2789843845893339,0.40482976530270165,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N3_cap0.25,0.9,0.5,
dyn_brs_heavy_N2_cap0.5_nrs_heavy_N2_cap0.4_rrs_heavy_N3_cap0.25_bm0.5_nm1.0,completed,0.1413259519269825,-0.4071758202786788,0.6502084845488392,315,0.23896125833471166,0.4158498683516963,True,rs_heavy_N2_cap0.5,rs_heavy_N2_cap0.4,rs_heavy_N3_cap0.25,1.0,0.5,
