rebalance_date,ticker,action,reason,stage,score,bad_months,distribution_risk,theme_event_risk,theme_structural_growth,period_forward_return,risk_adjusted_forward_return
2019-04-30,ALGN,enter,monster_scout,scout,1.3795131593024936,0,0.550661671154226,0.35,0.35,,
2019-04-30,CDNS,enter,monster_scout,scout,1.3612071622329858,0,0.4075870137461478,0.35,0.35,,
2019-04-30,ADBE,enter,monster_scout,scout,1.3020197812446404,0,0.151809073128744,0.15,1.0,,
2019-04-30,ALGN,exit,monthly_hard_stop_proxy,scout,1.3795131593024936,,,,,-0.1456680915583611,-0.08
2019-04-30,CDNS,exit,monthly_hard_stop_proxy,scout,1.3612071622329858,,,,,-0.0883620380174052,-0.08
2019-05-31,ADBE,hold,hold,scout,0.57735734928915,0,0.5259785323702689,0.15,1.0,,
2019-05-31,SBAC,enter,monster_scout,scout,0.9903578831580071,0,0.5259785323702689,0.35,0.35,,
2019-05-31,BR,enter,monster_scout,scout,0.9690563536591544,0,0.5259785323702689,0.35,0.35,,
2019-05-31,MKTX,enter,monster_scout,scout,0.9032633485445243,0,0.5259785323702689,0.35,0.35,,
2019-06-28,ADBE,hold,hold,confirm,1.1439762534408975,0,0.0516149525445256,0.15,1.0,,
2019-06-28,SBAC,hold,hold,scout,0.6819240219334324,0,0.0516149525445256,0.35,0.35,,
2019-06-28,BR,hold,hold,confirm,0.8647877492998222,0,0.1597246486476164,0.35,0.35,,
2019-06-28,MKTX,hold,hold,confirm,0.9038847447549861,0,0.289251927302959,0.35,0.35,,
2019-06-28,HEI,enter,monster_scout,scout,1.0837032193744185,0,0.513782130732816,0.35,0.35,,
2019-06-28,TT,enter,monster_scout,scout,1.0085140203813616,0,0.0516149525445256,0.35,0.35,,
2019-06-28,NOC,enter,monster_scout,scout,1.008456743875453,0,0.0516149525445256,0.78,0.1,,
2019-07-31,ADBE,hold,hold,winner,0.9027168725104295,0,0.2846848712565041,0.15,1.0,,
2019-07-31,SBAC,hold,hold,confirm,0.8064016419069696,0,0.2846848712565041,0.35,0.35,,
2019-07-31,BR,hold,watch_stale,confirm,0.12882856189348907,1,0.2846848712565041,0.35,0.35,,
2019-07-31,MKTX,hold,hold,confirm,0.5473304744438119,0,0.2846848712565041,0.35,0.35,,
2019-07-31,HEI,hold,hold,confirm,0.9896352768433822,0,0.3550642091598988,0.35,0.35,,
2019-07-31,TT,hold,watch_stale,scout,0.05210128666529229,1,0.2846848712565041,0.35,0.35,,
2019-07-31,NOC,hold,hold,confirm,0.8984888469960658,0,0.2846848712565041,0.78,0.1,,
2019-08-30,ADBE,hold,hold,winner,0.4512046016158134,0,0.2296455592676155,0.15,1.0,,
2019-08-30,SBAC,hold,hold,confirm,0.6563885258065365,0,0.2296455592676155,0.35,0.35,,
2019-08-30,BR,exit,stale_leader_review_exit,confirm,,,,,,,
2019-08-30,MKTX,hold,hold,confirm,0.6582941902967075,0,0.4524944078641809,0.35,0.35,,
2019-08-30,HEI,hold,hold,winner,0.935546970258995,0,0.2296455592676155,0.35,0.35,,
2019-08-30,TT,exit,stale_leader_review_exit,scout,,,,,,,
2019-08-30,NOC,hold,hold,confirm,0.77655991424167,0,0.2296455592676155,0.78,0.1,,
2019-08-30,MU,enter,monster_scout,scout,1.3085354529488857,0,0.2296455592676155,0.15,1.0,,
2019-08-30,KLAC,enter,monster_scout,scout,1.2030613854510108,0,0.2449876435513548,0.15,1.0,,
2019-08-30,SBAC,exit,monthly_hard_stop_proxy,confirm,0.6563885258065365,,,,,-0.1018371960930853,-0.08
2019-08-30,MKTX,exit,monthly_hard_stop_proxy,confirm,0.6582941902967075,,,,,-0.1984509744293129,-0.08
2019-08-30,HEI,exit,monthly_hard_stop_proxy,winner,0.935546970258995,,,,,-0.1647471253723728,-0.08
2019-09-30,ADBE,hold,watch_stale,winner,-0.16684741723297458,1,0.1942480183164893,0.15,1.0,,
2019-09-30,NOC,hold,hold,winner,0.8864151164274198,0,0.1942480183164893,0.78,0.1,,
2019-09-30,MU,hold,watch_stale,scout,0.3303771130787992,1,0.1942480183164893,0.15,1.0,,
2019-09-30,KLAC,hold,hold,confirm,0.9546180133105135,0,0.2829183361842012,0.15,1.0,,
2019-09-30,SYY,enter,monster_scout,scout,1.1330854500031948,0,0.1942480183164893,0.35,0.35,,
