rebalance_date,hard_stop,target_n,weighting_mode,active_rebalance_interval_months,cost_bps,gross_return,original_gross_return,cost,turnover,net_return,return_delta,risk_exit_count,n_positions
2019-04-30,-0.08,2,winner_take_all,1,25.0,-0.014091690354199549,-0.014091690354199549,0.00125,0.5,-0.015341690354199548,0.0,0,2
2019-05-31,-0.08,2,winner_take_all,1,25.0,0.038929725633943035,0.038929725633943035,0.0025,1.0,0.03642972563394303,0.0,0,2
2019-06-28,-0.08,2,winner_take_all,1,25.0,0.007610631408829227,0.007610631408829227,0.00125,0.5,0.006360631408829227,0.0,0,2
2019-07-31,-0.08,2,winner_take_all,1,25.0,-0.03220645094419622,-0.03220645094419622,0.0025,1.0,-0.03470645094419622,0.0,0,2
2019-08-30,-0.08,2,winner_take_all,1,25.0,-0.015549708706266374,-0.015549708706266374,0.00125,0.5,-0.016799708706266375,0.0,0,2
2019-09-30,-0.08,2,winner_take_all,1,25.0,0.019183133542705955,0.019183133542705955,0.00125,0.5,0.017933133542705954,0.0,0,2
2019-10-31,-0.08,2,winner_take_all,1,25.0,-0.018721637389608747,-0.018721637389608747,0.00125,0.5,-0.01997163738960875,0.0,0,2
2019-11-29,-0.08,2,winner_take_all,1,25.0,0.03231862252870066,0.03231862252870066,0.0025,1.0,0.02981862252870066,0.0,0,2
2019-12-31,-0.08,2,winner_take_all,1,25.0,0.03836156564404769,0.03836156564404769,0.00125,0.5,0.03711156564404769,0.0,0,2
2020-01-31,-0.08,2,winner_take_all,1,25.0,-0.07122653041298113,-0.07122653041298113,0.00125,0.5,-0.07247653041298113,0.0,0,2
2020-02-28,-0.08,2,winner_take_all,1,25.0,-0.08,-0.08,0.00125,0.5,-0.08125,0.0,0,2
2020-03-31,-0.08,2,winner_take_all,1,25.0,0.2125913686087979,0.2125913686087979,0.0025,1.0,0.2100913686087979,0.0,0,2
2020-04-30,-0.08,2,winner_take_all,1,25.0,0.2667882596444002,0.2667882596444002,0.0025,1.0,0.2642882596444002,0.0,0,2
2020-05-29,-0.08,2,winner_take_all,1,25.0,0.08143565359372773,0.08143565359372773,0.0025,1.0,0.07893565359372773,0.0,0,2
2020-06-30,-0.08,2,winner_take_all,1,25.0,0.11834991682450968,0.11834991682450968,0.0025,1.0,0.11584991682450968,0.0,0,2
2020-07-31,-0.08,2,winner_take_all,1,25.0,0.20328346209612302,0.20328346209612302,0.0025,1.0,0.20078346209612302,0.0,0,2
2020-08-31,-0.08,2,winner_take_all,1,25.0,-0.03904274710401908,-0.03904274710401908,0.0025,1.0,-0.04154274710401908,0.0,0,2
2020-09-30,-0.08,2,winner_take_all,1,25.0,0.09994335040437285,0.09994335040437285,0.0025,1.0,0.09744335040437285,0.0,0,2
2020-10-30,-0.08,2,winner_take_all,1,25.0,0.06322024341678167,0.06322024341678167,0.0013023578709611128,0.5209431483844451,0.06191788554582056,0.0,0,2
2020-11-30,-0.08,2,winner_take_all,1,25.0,0.07206948872289509,0.07206948872289509,0.0012812498759098687,0.5124999503639475,0.07078823884698522,0.0,0,2
2020-12-31,-0.08,2,winner_take_all,1,25.0,0.05036267859790311,0.05036267859790311,0.0012850789650918632,0.5140315860367453,0.04907759963281125,0.0,0,2
2021-01-29,-0.08,2,winner_take_all,1,25.0,0.1431139552251668,0.1431139552251668,0.0025,1.0,0.1406139552251668,0.0,0,2
2021-02-26,-0.08,2,winner_take_all,1,25.0,-0.008646727253497542,-0.008646727253497542,0.0025,1.0,-0.011146727253497543,0.0,0,2
2021-03-31,-0.08,2,winner_take_all,1,25.0,0.0799166104516652,0.0799166104516652,0.00125,0.5,0.0786666104516652,0.0,0,2
