rebalance_date,ticker,Name,sector,original_weight,defended_weight,cash_after_defense,list_action,reason,period_forward_return,risk_adjusted_return,hard_stop,risk_exit_proxy,target_n,weighting_mode,active_rebalance_interval_months,raw_score,concentrated_score,portfolio_sleeve_label
2019-04-30,FDS,FACTSET RESEARCH SYSTEMS INC,Financials,0.5,0.5,,hold,hold,0.01267176727904995,0.01267176727904995,-0.08,False,2,winner_take_all,1,1.299314016986365,0.5909618088387967,early_scout
2019-04-30,NOW,SERVICENOW INC,Information Technology,0.5,0.5,,hold,hold,-0.04085514798744905,-0.04085514798744905,-0.08,False,2,winner_take_all,1,5.195568045875387,0.5721976961525875,future_winner
2019-05-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.07223949658297135,0.07223949658297135,-0.08,False,2,winner_take_all,1,5.702621603105928,0.785180383663973,early_scout
2019-05-31,PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Utilities,0.5,0.5,,hold,hold,0.005619954684914719,0.005619954684914719,-0.08,False,2,winner_take_all,1,2.9770656720855495,0.6160758326038587,early_scout
2019-06-28,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.015824999369249415,0.015824999369249415,-0.08,False,2,winner_take_all,1,5.85040837156943,0.7697519828059063,early_scout
2019-06-28,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.5,0.5,,hold,hold,-0.000603736551590961,-0.000603736551590961,-0.08,False,2,winner_take_all,1,3.5380976216326454,0.6713472557352256,early_scout
2019-07-31,V,VISA INC CLASS A,Financials,0.5,0.5,,hold,hold,0.008875740844532354,0.008875740844532354,-0.08,False,2,winner_take_all,1,5.773962901554867,0.7579594032871884,early_scout
2019-07-31,TSCO,TRACTOR SUPPLY,Consumer Discretionary,0.5,0.5,,hold,hold,-0.07328864273292479,-0.07328864273292479,-0.08,False,2,winner_take_all,1,1.8629019958437825,0.5836292687930034,early_scout
2019-08-30,V,VISA INC CLASS A,Financials,0.5,0.5,,hold,hold,-0.04154631035501177,-0.04154631035501177,-0.08,False,2,winner_take_all,1,5.594597852053521,0.7578406030635272,early_scout
2019-08-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,0.5,,hold,hold,0.010446892942479025,0.010446892942479025,-0.08,False,2,winner_take_all,1,4.29800373309595,0.6950479820394124,early_scout
2019-09-30,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,0.5,,hold,hold,0.02358127575055402,0.02358127575055402,-0.08,False,2,winner_take_all,1,4.56034861254671,0.6855685395294444,early_scout
2019-09-30,AEP,AMERICAN ELECTRIC POWER INC,Utilities,0.5,0.5,,hold,hold,0.014784991334857889,0.014784991334857889,-0.08,False,2,winner_take_all,1,4.111833569862397,0.6689200155386851,early_scout
2019-10-31,V,VISA INC CLASS A,Financials,0.5,0.5,,hold,hold,0.024529899840714187,0.024529899840714187,-0.08,False,2,winner_take_all,1,6.331813797686287,0.7585285906158821,early_scout
2019-10-31,BKNG,BOOKING HOLDINGS INC,Consumer Discretionary,0.5,0.5,,hold,hold,-0.06197317461993168,-0.06197317461993168,-0.08,False,2,winner_take_all,1,5.30650052741627,0.7579020797914606,early_scout
2019-11-29,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.03396515201113681,0.03396515201113681,-0.08,False,2,winner_take_all,1,6.335963355072287,0.7689029433181132,early_scout
2019-11-29,CPRT,COPART INC,Industrials,0.5,0.5,,hold,hold,0.030672093046264504,0.030672093046264504,-0.08,False,2,winner_take_all,1,3.892288107157717,0.7407144991253392,early_scout
2019-12-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.062455630763314174,0.062455630763314174,-0.08,False,2,winner_take_all,1,5.741853071110153,0.7976244674310463,early_scout
2019-12-31,LRCX,LAM RESEARCH CORP,Information Technology,0.5,0.5,,hold,hold,0.014267500524781207,0.014267500524781207,-0.08,False,2,winner_take_all,1,2.8164821360999817,0.6801556634897297,early_scout
2020-01-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,-0.06245306082596225,-0.06245306082596225,-0.08,False,2,winner_take_all,1,6.26871397013981,0.7722848944046004,early_scout
2020-01-31,CPRT,COPART INC,Industrials,0.5,0.5,,hold,hold,-0.08,-0.08,-0.08,False,2,winner_take_all,1,3.2452397480529145,0.7017456499222492,early_scout
2020-02-28,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,-0.08,-0.08,-0.08,False,2,winner_take_all,1,6.468919983995313,0.7563213169070315,early_scout
2020-02-28,RNG,RINGCENTRAL INC CLASS A,Information Technology,0.5,0.5,,hold,hold,-0.08,-0.08,-0.08,False,2,winner_take_all,1,4.20335568396115,0.7046488519136513,early_scout
2020-03-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.16530507142060769,0.16530507142060769,-0.08,False,2,winner_take_all,1,5.548686534855507,0.7753391861718621,early_scout
2020-03-31,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.5,0.5,,hold,hold,0.2598776657969881,0.2598776657969881,-0.08,False,2,winner_take_all,1,3.5058805927127774,0.7175636624470705,early_scout
2020-04-30,AMZN,AMAZON.COM INC,Consumer Discretionary,0.5,0.5,,hold,hold,0.04758648889297512,0.04758648889297512,-0.08,False,2,winner_take_all,1,6.317754147687847,0.6089614675110793,future_winner
2020-04-30,SE,Sea Limited,Internet,0.5,0.5,,hold,hold,0.48599003039582533,0.48599003039582533,-0.08,False,2,winner_take_all,1,1.4105572391558459,0.5819166995945928,early_scout
2020-05-29,NVDA,NVIDIA CORP,Information Technology,0.5,0.5,,hold,hold,0.07832262736711315,0.07832262736711315,-0.08,False,2,winner_take_all,1,3.930276403231109,0.7486343123176085,early_scout
2020-05-29,VEEV,VEEVA SYSTEMS INC CLASS A,Health Care,0.5,0.5,,hold,hold,0.08454867982034231,0.08454867982034231,-0.08,False,2,winner_take_all,1,2.859360951462175,0.7015967952689333,early_scout
2020-06-30,NOW,SERVICENOW INC,Information Technology,0.5,0.5,,hold,hold,0.09457801615219186,0.09457801615219186,-0.08,False,2,winner_take_all,1,5.8899222214310845,0.6752539902389947,future_winner
2020-06-30,MELI,MercadoLibre,Internet,0.5,0.5,,hold,hold,0.1421218174968275,0.1421218174968275,-0.08,False,2,winner_take_all,1,2.411607671508893,0.4953889076331058,future_winner
2020-07-31,NVDA,NVIDIA CORP,Information Technology,0.5,0.5,,hold,hold,0.2563739805702008,0.2563739805702008,-0.08,False,2,winner_take_all,1,4.0793005372702416,0.7274581162731986,early_scout
2020-07-31,MA,MASTERCARD INC CLASS A,Financials,0.5,0.5,,hold,hold,0.15019294362204527,0.15019294362204527,-0.08,False,2,winner_take_all,1,4.03605047581715,0.6508485896784117,early_scout
