rebalance_date,regime_label,rebalance_action,reported_cash_weight,period_end_cash_weight,book_explicit_cash_weight,book_stock_weight_sum,book_total_weight_sum,reported_vs_book_cash_gap,cash_target_used,target_defense_cash,excess_cash_over_target,possible_idle_cash,drawdown_or_risk_defense,confirmed_macro_defense,event_shock_without_confirmation,partial_rebalance,stock_count,target_n,drawdown_before_month,drawdown_after_month,next_rebalance_date,primary_cash_reason
2021-07-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0666461147106716,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,True,29,18.0,0.0,0.0,2021-08-31,no_cash
2021-08-31,balanced,rebalance,0.0,0.2706623650354067,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,36,18.0,0.0,-0.0537485198415825,2021-09-30,no_cash
2021-09-30,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2799999999999999,0.2565793914530034,0.2799999999999999,0.7199999999999994,0.9999999999999993,0.0,0.28,0.2799999999999999,0.0,False,True,True,False,True,17,18.0,-0.0537485198415825,0.0,2021-10-29,confirmed_macro_defense_cash
2021-10-29,growth_reentry_alert,rebalance,0.0,0.260499689992655,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,25,18.0,0.0,0.0,2021-11-30,no_cash
2021-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1869626313706447,0.0,0.9999999999999984,0.9999999999999984,0.0,0.0,0.0,0.0,False,False,False,False,True,28,18.0,0.0,0.0,2021-12-31,no_cash
2021-12-31,balanced,rebalance,0.0,0.3769513232399495,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,False,17,18.0,0.0,-0.0492078886395401,2022-01-31,no_cash
2022-01-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2295235159170435,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,True,22,18.0,-0.0492078886395401,-0.0577255621731332,2022-02-28,no_cash
2022-02-28,balanced,rebalance,0.0,0.0339385750677263,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,False,30,18.0,-0.0577255621731332,-0.0236102472257755,2022-03-31,no_cash
2022-03-31,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.7086122605569567,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,-0.0236102472257755,-0.0901902814420314,2022-04-29,no_cash
2022-04-29,risk_off_alert,circuit_breaker_rebalance,0.0832223752378575,0.1941983006150042,0.0832223752378575,0.9167776247621413,0.9999999999999988,0.0,0.0,0.0,0.0832223752378575,False,True,True,False,False,23,18.0,-0.0901902814420314,-0.0836113970787739,2022-05-31,cap_limited_leftover
2022-05-31,balanced,circuit_breaker_rebalance,0.0,0.5554656373696464,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,30,18.0,-0.0836113970787739,-0.1386526332786328,2022-06-30,no_cash
2022-06-30,balanced,circuit_breaker_rebalance,0.0,0.081994875282769,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,26,18.0,-0.1386526332786328,-0.0953966958377391,2022-07-29,no_cash
2022-07-29,balanced,circuit_breaker_rebalance,0.0,0.1299372994471842,0.0,0.9999999999999992,0.9999999999999992,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.0953966958377391,-0.1174451371671092,2022-08-31,no_cash
2022-08-31,balanced,circuit_breaker_rebalance,0.0,0.1257756590717585,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,True,True,False,False,27,18.0,-0.1174451371671092,-0.1565521458123409,2022-09-30,no_cash
2022-09-30,balanced,circuit_breaker_rebalance,0.0,0.0748816614904673,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,True,True,False,False,18,18.0,-0.1565521458123409,-0.0840431936578021,2022-10-31,no_cash
2022-10-31,balanced,circuit_breaker_release,0.0,0.1001615215584077,0.0,0.9999999999999989,0.9999999999999989,0.0,0.0,0.0,0.0,False,False,False,False,False,28,18.0,-0.0840431936578021,-0.070267552286632,2022-11-30,no_cash
2022-11-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2536304098500128,0.0,0.9999999999999982,0.9999999999999982,0.0,0.0,0.0,0.0,False,False,False,False,True,35,18.0,-0.070267552286632,-0.1029282198885248,2022-12-30,no_cash
2022-12-30,balanced,circuit_breaker_rebalance,0.0,0.0503186957045574,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.1029282198885248,-0.0727118177609926,2023-01-31,no_cash
2023-01-31,balanced,circuit_breaker_release,0.0,0.0813627315027296,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.0727118177609926,-0.0935238223645866,2023-02-28,no_cash
2023-02-28,balanced,circuit_breaker_rebalance,0.0,0.104565662939767,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,29,18.0,-0.0935238223645866,-0.0631628633807776,2023-03-31,no_cash
2023-03-31,balanced,circuit_breaker_release,0.0,0.096820420608976,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,-0.0631628633807776,-0.0496151933665468,2023-04-28,no_cash
2023-04-28,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.3158585685835823,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,-0.0496151933665468,-0.0001607192578893,2023-05-31,no_cash
2023-05-31,balanced,rebalance,0.0,0.0702883235429764,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,23,18.0,-0.0001607192578893,0.0,2023-06-30,no_cash
2023-06-30,growth_reentry_alert,"partial_rebalance:core_compounder,early_scout",0.0,0.1671636346341077,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2023-07-31,no_cash
2023-07-31,balanced,rebalance,0.0,0.0399411463116307,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2023-08-31,no_cash
2023-08-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.4409845102433686,0.0,0.9999999999999996,0.9999999999999996,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,-0.0651293995586507,2023-09-29,no_cash
2023-09-29,systemic_alert,rebalance,0.4,0.4366234674798334,0.4,0.5999999999999993,0.9999999999999993,0.0,0.4,0.4,0.0,False,True,True,False,False,18,18.0,-0.0651293995586507,-0.0671556085938269,2023-10-31,confirmed_macro_defense_cash
2023-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1740172806525181,0.0,0.9999999999999986,0.9999999999999986,0.0,0.0,0.0,0.0,False,False,False,False,True,28,18.0,-0.0671556085938269,-0.0179436939701546,2023-11-30,no_cash
2023-11-30,balanced,rebalance,0.0,0.0096845971153867,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,39,18.0,-0.0179436939701546,0.0,2023-12-29,no_cash
2023-12-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1064719811843368,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2024-01-31,no_cash
2024-01-31,balanced,rebalance,0.0,0.0619037514680483,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2024-02-29,no_cash
2024-02-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1232998221032954,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2024-03-28,no_cash
2024-03-28,balanced,rebalance,0.0184713141049346,0.3416871653496866,0.0184713141049346,0.9815286858950645,0.9999999999999991,0.0,0.0,0.0,0.0184713141049346,False,False,False,False,False,18,18.0,0.0,-0.0369134149874623,2024-04-30,cap_limited_leftover
2024-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2029410705239202,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,True,25,18.0,-0.0369134149874623,0.0,2024-05-31,no_cash
2024-05-31,balanced,rebalance,0.0,0.1962132570012184,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,33,18.0,0.0,0.0,2024-06-28,no_cash
2024-06-28,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.3419526705637015,0.0,0.9999999999999982,0.9999999999999982,0.0,0.0,0.0,0.0,False,False,False,False,True,34,18.0,0.0,-0.0269599422155187,2024-07-31,no_cash
2024-07-31,systemic_alert,rebalance,0.4,0.4314057849515498,0.4,0.5999999999999992,0.9999999999999992,0.0,0.4,0.4,0.0,False,True,True,False,False,18,18.0,-0.0269599422155187,-0.0147531351259888,2024-08-30,confirmed_macro_defense_cash
2024-08-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1635023057684911,0.0,0.9999999999999991,0.9999999999999991,0.0,0.0,0.0,0.0,False,False,False,False,True,25,18.0,-0.0147531351259888,0.0,2024-09-30,no_cash
2024-09-30,balanced,rebalance,0.0,0.0855506847053995,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,31,18.0,0.0,0.0,2024-10-31,no_cash
2024-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0223316118229785,0.0621990625934106,0.0223316118229785,0.9776683881770194,0.9999999999999979,0.0,0.0,0.0,0.0223316118229785,True,False,False,False,True,36,18.0,0.0,0.0,2024-11-29,partial_rebalance_leftover
2024-11-29,growth_reentry_alert,rebalance,0.0,0.3142876667942088,0.0,0.999999999999998,0.999999999999998,0.0,0.0,0.0,0.0,False,False,False,False,False,47,18.0,0.0,-0.0314157634921777,2024-12-31,no_cash
2024-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.0149591565855337,0.0,0.9999999999999984,0.9999999999999984,0.0,0.0,0.0,0.0,False,False,False,False,True,40,18.0,-0.0314157634921777,-0.006159534697593,2025-01-31,no_cash
2025-01-31,balanced,rebalance,0.0,0.1143779917422736,0.0,0.9999999999999983,0.9999999999999983,0.0,0.0,0.0,0.0,False,False,False,False,False,46,18.0,-0.006159534697593,0.0,2025-02-28,no_cash
2025-02-28,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2504661935973585,0.7054448207057822,0.2504661935973585,0.7495338064026394,0.999999999999998,0.0,0.28,0.2504661935973585,0.0,False,True,True,False,True,43,18.0,0.0,-0.0412391989024774,2025-03-31,confirmed_macro_defense_cash
2025-03-31,risk_off_alert,rebalance,0.2799999999999999,0.3431020494049215,0.2799999999999999,0.7199999999999993,0.9999999999999992,0.0,0.28,0.2799999999999999,0.0,False,True,True,False,False,18,18.0,-0.0412391989024774,-0.0461084081009641,2025-04-30,confirmed_macro_defense_cash
2025-04-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2024249213543801,0.0,0.9999999999999984,0.9999999999999984,0.0,0.0,0.0,0.0,False,False,False,False,True,27,18.0,-0.0461084081009641,0.0,2025-05-30,no_cash
2025-05-30,balanced,rebalance,0.0,0.1019781206633341,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2025-06-30,no_cash
2025-06-30,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.3329570486034846,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,True,18,18.0,0.0,0.0,2025-07-31,no_cash
2025-07-31,balanced,rebalance,0.0,0.0990691808983362,0.0,0.999999999999999,0.999999999999999,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,-0.0080130394183422,2025-08-29,no_cash
2025-08-29,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.1188640327783641,0.0,0.9999999999999988,0.9999999999999988,0.0,0.0,0.0,0.0,False,False,False,False,True,28,18.0,-0.0080130394183422,0.0,2025-09-30,no_cash
2025-09-30,balanced,rebalance,0.0,0.2117463233283153,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2025-10-31,no_cash
2025-10-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.5862775724340193,0.0,0.9999999999999987,0.9999999999999987,0.0,0.0,0.0,0.0,False,False,False,False,True,27,18.0,0.0,-0.0130389189984419,2025-11-28,no_cash
2025-11-28,growth_reentry_alert,rebalance,0.0028278974941481,0.0983780032206551,0.0028278974941481,0.9971721025058503,0.9999999999999984,0.0,0.0,0.0,0.0028278974941481,False,False,False,False,False,26,18.0,-0.0130389189984419,0.0,2025-12-31,no_cash
2025-12-31,balanced,"partial_rebalance:core_compounder,early_scout",0.0,0.2275296247881643,0.0,0.9999999999999994,0.9999999999999994,0.0,0.0,0.0,0.0,False,False,False,False,True,17,18.0,0.0,0.0,2026-01-30,no_cash
2026-01-30,balanced,rebalance,0.0,0.3570172770689564,0.0,0.9999999999999993,0.9999999999999993,0.0,0.0,0.0,0.0,False,False,False,False,False,18,18.0,0.0,0.0,2026-02-27,no_cash
2026-02-27,risk_off_alert,"partial_rebalance:core_compounder,early_scout",0.2838321251958076,0.6221315990381627,0.2838321251958076,0.716167874804191,0.9999999999999986,0.0,0.28,0.28,0.0038321251958075564,False,True,True,False,True,28,18.0,0.0,-0.0270110159936816,2026-03-31,confirmed_macro_defense_cash
