portfolio_kind,window_id,window_start,window_end,base_window_max_dd,governed_window_max_dd,window_mdd_delta_pp,base_window_return,governed_window_return,base_observations,governed_observations
main,covid_2020,2020-02-19,2020-05-31,-0.3260415101750578,-0.37803572308261424,-5.199421290755646,-0.08251756663865772,-0.1048454502451206,71,71
main,bear_2022,2021-11-01,2022-12-31,-0.29264790849314204,-0.28435941257262254,0.8288495920519501,-0.21319947585943833,-0.20491398119976834,294,294
concentrated,covid_2020,2020-02-19,2020-05-31,-0.3145694805480883,-0.44029517617045966,-12.572569562237135,-0.03866190653532753,-0.11201140317640002,71,71
concentrated,bear_2022,2021-11-01,2022-12-31,-0.37957447047264514,-0.4031165511812689,-2.3542080708623736,-0.2847757787867866,-0.293869432223561,294,294
