as_of_date,portfolio_kind,row_type,ticker,current_weight,target_portfolio_weight,target_combined_weight,delta_portfolio_weight,preview_action,review_action,review_reason,review_quantity_delta,review_trade_value_delta_usd,review_order_count,review_order_status,cash_policy_flag,macro_recommended_cash_floor,macro_cash_raise_gate,macro_cash_raise_confirmation_count
2026-06-18,concentrated,equity,SNDK,0.3843085291265034,0.285,0.22288802906797345,-0.0993085291265034,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-58.0,-126715.5,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,BE,0.2362703553973594,0.285,0.17771568657195413,0.048729644602640565,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,191.0,62821.81069946289,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,WDC,0.2093310643384013,0.165584707077611,0.14472182018585317,-0.04374635726079029,SELL,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",-75.0,-55967.24853515625,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,CIEN,0.0706803952848714,0.1211413625731833,0.11042271325013679,0.0504609672883119,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,152.0,65089.44018554688,1,ready,,0.03,none,0.0
2026-06-18,concentrated,equity,LITE,0.0421552158650432,0.0647739303492055,0.06427384827855517,0.022618714484162306,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,34.0,28900.0,1,ready,,0.03,none,0.0
2026-06-18,concentrated,cash,CASH,0.0572544399878211,0.0,0.1211988444817284,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
2026-06-18,main,equity,SNDK,0.1205902398344272,0.12,0.22288802906797345,-0.0005902398344272003,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,WDC,0.1111149864807959,0.1101625994631662,0.14472182018585317,-0.0009523870176297022,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,STM,0.1055548285237489,0.1054857037733562,0.03970863616069735,-6.912475039269617e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,CIEN,0.0923460205925253,0.0926673484376771,0.11042271325013679,0.0003213278451518059,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,MRVL,0.0853157465695224,0.0851957691151814,0.03207077051402298,-0.0001199774543410026,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,LITE,0.0632832645301576,0.0634454659578951,0.06427384827855517,0.0001622014277374989,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,ON,0.0563578174635969,0.0564119034408005,0.02123548185900175,5.4085977203598146e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,PWR,0.0522831441368272,0.0527207485074118,0.019845997568527535,0.0004376043705845989,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,MU,0.0334795037750652,0.0320349841684777,0.012059127305941924,-0.0014445196065875007,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,FIX,0.0297562790646873,0.0396220611661259,0.014915177644953875,0.009865782101438597,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,3.0,5795.31005859375,1,ready,,0.03,none,0.0
2026-06-18,main,equity,COHR,0.0250033081404807,0.0254754447010883,0.009589879277299672,0.0004721365606076,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,TER,0.0134911195388872,0.0135901159004233,0.005115811416787659,9.899636153610017e-05,HOLD,HOLD,No preview order or no material target gap.,0.0,0.0,0,,,0.03,none,0.0
2026-06-18,main,equity,KEYS,0.008553253371629,0.0112586848918166,0.004238176416565813,0.002705431520187599,BUY,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,6.0,2104.2000732421875,1,ready,,0.03,none,0.0
2026-06-18,main,cash,CASH,0.2028704879776486,0.0,0.1211988444817284,,RESERVE_CASH,RESERVE_CASH,Combined cash is below target under macro gate `none`.,0.0,0.0,0,,below_combined_cash_target,0.03,none,0.0
