as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,SNDK,227.0,2184.75,495938.25,0.3843085291265034,1119.450046085576,241823.08953857425,5897.287351074218,2026-03-02,2026-05-01,108,2,227.0,1119.450046085576,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,BE,927.0,328.9100036621094,304899.5733947754,0.2362703553973594,290.5199890136719,35587.54357910156,0.0,2026-05-01,2026-05-01,48,1,927.0,290.5199890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,WDC,362.0,746.22998046875,270135.2529296875,0.2093310643384013,393.8560785433973,127559.35249697768,107262.5611451045,2026-02-02,2026-05-01,136,2,362.0,404.2141112438223,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,CIEN,213.0,428.2200012207031,91210.86026000977,0.0706803952848714,439.561390192674,-2415.715851029803,78340.21142552322,2026-03-02,2026-05-01,108,2,213.0,471.3604121678312,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,concentrated,equity,LITE,64.0,850.0,54400.0,0.0421552158650432,548.3013530975077,19308.71340175951,257030.06481990492,2026-02-02,2026-05-01,136,2,64.0,645.5414109230042,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,concentrated,cash,CASH,0.0,1.0,73885.08091878268,0.0572544399878211,1.0,0.0,0.0,,,,0,0.0,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,SNDK,43.0,2184.75,93944.25,0.1205902398344272,763.4664534229344,61115.19250281382,24163.427652215472,2026-03-02,2026-05-01,108,2,43.0,817.1916390352471,target_rebalance,"future_winner,unassigned",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,WDC,116.0,746.22998046875,86562.677734375,0.1111149864807959,337.059477295969,47463.7783680426,43979.36538485656,2026-02-02,2026-05-01,136,2,116.0,398.019121893521,target_rebalance,future_winner,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,STM,1049.0,78.38999938964844,82231.10935974121,0.1055548285237489,55.75,23749.35935974121,2400.7985619640344,2026-05-01,2026-05-01,48,1,1049.0,55.75,target_rebalance,early_scout,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,CIEN,168.0,428.2200012207031,71940.96020507812,0.0923460205925253,402.5450711275545,4313.38825564897,22921.3564749571,2026-03-02,2026-06-18,108,3,168.0,417.57678658621654,target_rebalance,"future_winner,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,MRVL,214.0,310.5799865722656,66464.11712646484,0.0853157465695224,164.9499969482422,31164.817779541016,11499.85028213501,2026-05-01,2026-05-01,48,1,214.0,164.9499969482422,target_rebalance,future_winner,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,LITE,58.0,850.0,49300.0,0.0632832645301576,498.4315695774017,20390.9689645107,60832.50203988002,2026-02-02,2026-06-18,136,3,58.0,599.4727662185143,target_rebalance,"future_winner,unassigned,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,ON,361.0,121.62000274658205,43904.82099151611,0.0563578174635969,105.03833715803404,5985.98127746582,440.96551027297954,2026-05-01,2026-06-18,48,2,361.0,105.03833715803405,target_rebalance,"future_winner,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,PWR,58.0,702.25,40730.5,0.0522831441368272,730.4976017392914,-1638.3609008789062,947.7120635414124,2026-05-01,2026-06-18,48,2,58.0,730.4976017392914,target_rebalance,"future_winner,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,MU,23.0,1133.989990234375,26081.769775390625,0.0334795037750652,470.2160957551985,15266.79957302106,27121.028719310634,2026-05-01,2026-05-01,48,1,23.0,542.2100219726562,target_rebalance,future_winner,HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,FIX,12.0,1931.77001953125,23181.240234375,0.0297562790646873,1866.2886962890625,785.77587890625,0.0,2026-05-01,2026-05-01,48,1,12.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,COHR,50.0,389.5700073242188,19478.500366210938,0.0250033081404807,290.0401208496094,4976.494323730467,6853.306067543031,2025-12-01,2026-06-18,199,4,50.0,307.3726013183594,target_rebalance,"future_winner,unassigned,unknown",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,TER,24.0,437.9200134277344,10510.080322265623,0.0134911195388872,212.23284727510728,5416.49198766305,11686.72692438529,2026-01-02,2026-03-02,167,2,24.0,256.6916122436523,target_rebalance,"future_winner,unassigned",HOLD,No preview order or no material target gap.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,equity,KEYS,19.0,350.70001220703125,6663.300231933594,0.008553253371629,313.2699890136719,711.1704406738281,-3614.9098824310304,2026-03-02,2026-03-02,108,1,19.0,313.2699890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-18,current_broker_ledger_mark_to_market,main,cash,CASH,0.0,1.0,158043.60175717325,0.2028704879776486,1.0,0.0,0.0,,,,0,0.0,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
