as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,cash,CASH,0.0,1.0,231928.68267595593,0.11206958992709844,0.1211988444817284,250821.72925572953,0.009129254554629956,18893.046579773596,RESERVE_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,SNDK,270.0,2184.75,589882.5,0.28503542174012036,0.22288802906797345,461268.10136097064,-0.06214739267214692,-128614.39863902936,SELL,-58.0,-126715.5,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,BE,927.0,328.9100036621094,304899.5733947754,0.14732964360014508,0.17771568657195413,367783.6699884277,0.030386042971809052,62884.09659365233,BUY,191.0,62821.81069946289,1,ready,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,WDC,478.0,746.22998046875,356697.9306640625,0.17235897844173925,0.14472182018585317,299502.6673338031,-0.027637158255886085,-57195.26333025942,SELL,-75.0,-55967.24853515625,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,CIEN,381.0,428.2200012207031,163151.8204650879,0.07883612067476951,0.11042271325013679,228520.46160130104,0.03158659257536728,65368.64113621315,BUY,152.0,65089.44018554688,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,LITE,122.0,850.0,103700.0,0.0501085779531525,0.06427384827855517,133015.11115956228,0.01416527032540267,29315.11115956228,BUY,34.0,28900.0,1,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,STM,1049.0,78.38999938964844,82231.10935974121,0.0397346572181948,0.03970863616069735,82177.25862653923,-2.6021057497452316e-05,-53.85073320197989,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,MRVL,214.0,310.5799865722656,66464.11712646484,0.03211593436951708,0.03207077051402298,66370.65025899322,-4.5163855494100014e-05,-93.46686747162312,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,ON,361.0,121.62000274658203,43904.82099151611,0.021215121939947845,0.02123548185900175,43946.95596505026,2.035991905390347e-05,42.13497353415005,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,PWR,58.0,702.25,40730.5,0.01968126744764588,0.019845997568527535,41071.40996458527,0.00016473012088165373,340.90996458526934,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,FIX,12.0,1931.77001953125,23181.240234375,0.011201340244309882,0.014915177644953875,30867.048816028284,0.003713837400643993,7685.808581653284,BUY,3.0,5795.31005859375,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-18,simulated_broker_replay,blocked_by_safety_audit,equity,MU,23.0,1133.989990234375,26081.769775390625,0.012602896759366808,0.012059127305941924,24956.435658487935,-0.000543769453424884,-1125.3341169026899,HOLD,0.0,0.0,0,,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
