trade_id,ticker,entry_date,exit_date,entry_score,entry_sleeve,entry_regime_state,entry_signal_breakdown,exit_reason,holding_days,n_periods,realized_return,engine_version,benchmark_return_same_period,alpha_vs_benchmark
c021dee9-0df4-40f3-b3e5-048260ff63c5,AAPL,2019-10-31,2020-01-31,3.792754657768908,core_compounder,neutral,"{""rs_acceleration_score"": 1.9051111069115874, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.05, ""theme_phase_multiplier_max"": 1.05, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,92,4,0.13729012067188817,2026-04-30-phase17-19-sidecar,0.007603744485491948,0.12968637618639622
c9bd0b97-8799-415c-b603-6e4e017c6362,AAPL,2020-03-31,2020-04-30,4.586606060788567,core_compounder,deep_bear,"{""rs_acceleration_score"": -1.2871491249151321, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,30,2,0.2925363623117887,2026-04-30-phase17-19-sidecar,0.23688726978344476,0.055649092528343935
af405e35-0009-4c50-8077-b7d9664fdc28,AAPL,2020-06-30,2020-06-30,4.5970495975601455,core_compounder,bull,"{""rs_acceleration_score"": -1.5009061461896112, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",single_period_hold,0,1,0.18536378220176153,2026-04-30-phase17-19-sidecar,0.0573677893101745,0.12799599289158703
eead0486-8e06-457c-a913-35e26457979c,AAPL,2020-11-30,2021-01-29,5.265971287245832,core_compounder,neutral,"{""rs_acceleration_score"": -3.0, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,60,3,0.024170864310692153,2026-04-30-phase17-19-sidecar,0.0653578888448989,-0.04118702453420675
454f33c2-a011-4fa6-b1c4-c6ec1ec5ad07,AAPL,2022-01-31,2022-05-31,5.047544665332864,core_compounder,neutral,"{""rs_acceleration_score"": 1.3488717218350317, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.15, ""theme_phase_multiplier_max"": 1.15, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,120,5,-0.21605969577711048,2026-04-30-phase17-19-sidecar,-0.15862831955728973,-0.05743137621982075
179b4564-bafc-44d4-b683-ca2e07e00601,AAPL,2023-04-28,2023-07-31,5.127360751882405,core_compounder,neutral,"{""rs_acceleration_score"": 1.3490392165061085, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.15, ""theme_phase_multiplier_max"": 1.15, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,94,4,0.12245018432562138,2026-04-30-phase17-19-sidecar,0.08347189331721006,0.038978291008411325
fab3a8aa-53d4-415a-9f8a-9b817ea1f4cf,AAPL,2023-11-30,2023-11-30,4.315480602131587,core_compounder,neutral,"{""rs_acceleration_score"": -1.2332752453936435, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.95, ""theme_phase_multiplier_max"": 0.95, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",single_period_hold,0,1,-0.0167079803683583,2026-04-30-phase17-19-sidecar,0.03225504556406067,-0.04896302593241897
2c2bbba6-d7f1-4520-af4f-7af5781eed60,AAPL,2024-07-31,2024-08-30,5.824806456133386,core_compounder,neutral,"{""rs_acceleration_score"": 1.9632521446451179, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 1.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.05, ""theme_phase_multiplier_max"": 1.05, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,30,2,0.02413735158129815,2026-04-30-phase17-19-sidecar,0.048115549288740844,-0.023978197707442694
af27e888-a125-4fd5-958a-cb71b6f33603,ABT,2020-04-30,2020-04-30,5.3133864661796935,core_compounder,bear,"{""rs_acceleration_score"": 0.5666070212152428, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 0.8, ""theme_phase_multiplier_max"": 0.8, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",single_period_hold,0,1,0.021428235245221083,2026-04-30-phase17-19-sidecar,0.07949242416213598,-0.058064188916914894
ef85d754-5582-4f6d-9c1b-510f23b3c646,ABT,2021-02-26,2021-04-30,3.596535437739221,core_compounder,neutral,"{""rs_acceleration_score"": -0.3496064735306303, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.032375127113927225, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.15, ""theme_phase_multiplier_max"": 1.15, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,63,3,-0.08625143718342043,2026-04-30-phase17-19-sidecar,0.07694358017540548,-0.1631950173588259
0efc4820-71fd-4f6c-926f-7586eeff5ae1,ABT,2021-06-30,2021-10-29,4.6835955417549755,core_compounder,bull,"{""rs_acceleration_score"": -0.27304904426035737, ""h1_oversold_value_score"": 0.0, ""h6_dynamic_leader_score"": 0.0, ""stage2_overext_penalty"": 0.0, ""theme_phase_multiplier_primary"": 1.05, ""theme_phase_multiplier_max"": 1.05, ""explosion_entry_score"": 0.0, ""explosion_exit_score"": 0.0, ""explosion_net_score"": 0.0}",scheduled_rebalance,121,5,0.10242827084075601,2026-04-30-phase17-19-sidecar,0.04469969490316994,0.05772857593758607
