rebalance_date,ticker,decision,reason,score,previous_weight
2020-01-31,CRUS,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.04845016291151647,0.12376862644805224
2020-01-31,CROX,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.38644011859597377,0.11861429580881798
2020-01-31,UI,drop,leader_rank_decay,0.4984254804700555,0.11307476702396868
2020-01-31,GOOG,add,pass,0.7306915753594807,0.0
2020-01-31,JD,add,pass,0.6866504664848402,0.0
2020-01-31,CPRT,add,pass,0.6738399492719224,0.0
2020-01-31,SHOP,add,pass,0.6640446718218683,0.0
2020-02-28,BABA,hold,protected_winner,0.6004108438509083,0.16837407408181607
2020-02-28,GOOG,hold,intact,0.7335399648512338,0.16448673811975137
2020-02-28,JD,hold,protected_winner,0.726661533734764,0.1452560155376234
2020-02-28,CPRT,drop,negative_rs_accel+leader_rank_decay,0.5099579580073293,0.139886626903654
2020-02-28,TSLA,hold,protected_winner,0.6880198935798054,0.13734392660597433
2020-02-28,SHOP,drop,negative_rs_accel+leader_rank_decay,0.5328660683932924,0.13584926118064153
2020-02-28,AAPL,drop,stale_leader+negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3136543302264154,0.1088033575705393
2020-02-28,NOW,add,pass,0.7305201493959033,0.0
2020-02-28,EDU,add,pass,0.6970121322425656,0.0
2020-02-28,STM,add,monster_gate_override,0.6716600145745836,0.0
2020-03-31,GOOG,hold,intact,0.6875570850373258,0.13569376367776975
2020-03-31,NOW,hold,protected_winner,0.7244553658753732,0.13457882330744292
2020-03-31,JD,hold,protected_winner,0.7518375694649756,0.13316088428609124
2020-03-31,EDU,drop,missing_from_candidate_book,0.0,0.12251605475044407
2020-03-31,TSLA,hold,protected_winner,0.6949303200273866,0.11937525701732665
2020-03-31,STM,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.4168197110015887,0.11376569316755104
2020-03-31,BABA,drop,leader_rank_decay,0.5800927705786294,0.09090952379337429
2020-03-31,VRTX,add,pass,0.7596005383099242,0.0
2020-03-31,VEEV,add,monster_gate_override,0.7349949813573642,0.0
2020-03-31,FTNT,add,monster_gate_override,0.7073396022804982,0.0
2020-04-30,VRTX,drop,leader_rank_decay,0.6608693028185526,0.10237917408521349
2020-04-30,JD,hold,protected_winner,0.6930595417022192,0.10029727677025778
2020-04-30,VEEV,hold,protected_winner,0.7307354713898335,0.09585391184650897
2020-04-30,NOW,hold,protected_winner,0.7318388195797362,0.09312458727576099
2020-04-30,FTNT,hold,protected_winner,0.6995735738073806,0.08877630023528241
2020-04-30,TSLA,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.38129564077482303,0.0856887120126835
2020-04-30,GOOG,hold,protected_winner,0.6759128591304768,0.08388003777429283
2020-04-30,RGEN,add,pass,0.7544187419091912,0.0
2020-04-30,AMZN,add,pass,0.7472565601407993,0.0
2020-05-29,RGEN,hold,protected_winner,0.653351133129711,0.133503358471611
2020-05-29,AMZN,hold,protected_winner,0.643138038001293,0.13098052473509
2020-05-29,NOW,hold,protected_winner,0.6713075048113725,0.12563138224140588
2020-05-29,VEEV,hold,protected_winner,0.6797952777906391,0.12525285444613535
2020-05-29,FTNT,drop,negative_rs_accel,0.6260733630215407,0.11479792673818684
2020-05-29,JD,hold,protected_winner,0.6677801321070549,0.11267001374709036
2020-05-29,GOOG,hold,protected_winner,0.6449409543033005,0.10716393962048057
2020-05-29,GOOGL,add,pass,0.685620692435222,0.0
2020-06-30,GOOGL,hold,protected_winner,0.7379928657324125,0.15236354248714276
2020-06-30,VEEV,drop,leader_rank_decay,0.5802720356919182,0.14978541107600718
2020-06-30,NOW,hold,protected_winner,0.7097175162824245,0.14606838701583794
2020-06-30,JD,hold,protected_winner,0.7016330462752878,0.14453739269691657
2020-06-30,RGEN,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.4359599705400204,0.13835871698404356
2020-06-30,GOOG,hold,protected_winner,0.7007408258419187,0.1348196329948473
2020-06-30,AMZN,hold,protected_winner,0.6351090758011974,0.13406691674520466
2020-06-30,SE,add,pass,0.7009548314464481,0.0
2020-06-30,SHOP,add,pass,0.6893916524085992,0.0
2020-07-31,GOOGL,hold,protected_winner,0.5768149838003177,0.16010997405735974
2020-07-31,NOW,hold,protected_winner,0.581021387737849,0.1480761479888448
2020-07-31,JD,hold,protected_winner,0.5864836985374113,0.1447218587021908
2020-07-31,SE,hold,protected_winner,0.5918949148531487,0.1444422108922721
2020-07-31,GOOG,drop,negative_rs_accel+leader_rank_decay,0.5220921205569854,0.14435402625453794
2020-07-31,SHOP,drop,negative_rs_accel+leader_rank_decay,0.5482909520294168,0.13971598632677046
2020-07-31,AMZN,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.4398881563435161,0.11857979577802417
2020-07-31,RGEN,add,pass,0.5911274322535283,0.0
2020-07-31,CTAS,add,pass,0.5851387136411205,0.0
2020-07-31,MELI,add,pass,0.5781375811602091,0.0
2020-08-31,SE,hold,protected_winner,0.6813313386209794,0.14654475919992616
2020-08-31,RGEN,hold,protected_winner,0.5982186647369873,0.14616497004389756
2020-08-31,JD,hold,protected_winner,0.682040703856938,0.14387752702666276
2020-08-31,CTAS,drop,leader_rank_decay,0.5433928327725257,0.14321837414944008
2020-08-31,NOW,hold,protected_winner,0.6816096180882746,0.14120995433641748
2020-08-31,MELI,hold,protected_winner,0.6201433189362602,0.13981168703455066
2020-08-31,GOOGL,hold,protected_winner,0.5862880355375927,0.13917272820910526
2020-08-31,HD,add,pass,0.7068039705373436,0.0
2020-09-30,HD,hold,protected_winner,0.7198440774132137,0.1676566163093465
2020-09-30,JD,hold,protected_winner,0.6481543643354757,0.15611452918245916
2020-09-30,NOW,hold,protected_winner,0.6632735669377946,0.15591724628351236
2020-09-30,SE,hold,protected_winner,0.6619438276029675,0.1557899601948116
2020-09-30,MELI,hold,protected_winner,0.6519228695548427,0.12906452109355177
2020-09-30,RGEN,drop,negative_rs_accel+leader_rank_decay,0.5302900273107771,0.12009990228280186
2020-09-30,GOOGL,drop,negative_rs_accel+leader_rank_decay,0.4945462494388355,0.11535722465351685
2020-09-30,ENPH,add,pass,0.6552026106466662,0.0
2020-09-30,CTAS,add,pass,0.6286504254711198,0.0
2020-10-30,HD,hold,protected_winner,0.61578499712385,0.16901383124138858
2020-10-30,NOW,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.35116539138645164,0.14349301301381637
2020-10-30,SE,drop,negative_rs_accel,0.7231318214338623,0.14291823649409802
2020-10-30,ENPH,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.35630876546087104,0.14002210856865807
2020-10-30,MELI,hold,protected_winner,0.7321974557537769,0.13862380258321172
2020-10-30,JD,drop,negative_rs_accel+leader_rank_decay,0.5469147192719728,0.1370257772886771
2020-10-30,CTAS,drop,leader_rank_decay,0.5400390622756479,0.1289032308101502
2020-10-30,GOOG,add,pass,0.7635799619752492,0.0
2020-10-30,GOOGL,add,pass,0.7603226788925602,0.0
2020-10-30,SE,add,pass,0.7231318214338623,0.14291823649409802
2020-10-30,XPO,add,pass,0.7159671937823727,0.0
2020-10-30,PWR,add,pass,0.6861986373470069,0.0
2020-11-30,GOOG,hold,protected_winner,0.7204429009517616,0.16273495638834162
2020-11-30,GOOGL,hold,protected_winner,0.7136473516217611,0.1613495265682389
2020-11-30,MELI,hold,protected_winner,0.5997174357422619,0.1496332940730029
2020-11-30,SE,hold,protected_winner,0.687723759805893,0.14595089146888335
2020-11-30,XPO,drop,low_concentrated_v2_score+leader_rank_decay,0.22632214944866627,0.14307312129788022
2020-11-30,PWR,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.44249497524930403,0.13142303987962864
2020-11-30,HD,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.10752896145644703,0.1058351703240243
2020-11-30,LSCC,add,pass,0.6674005087547278,0.0
2020-11-30,LAD,add,pass,0.6631761257159519,0.0
2020-11-30,PDD,add,pass,0.5912977251888554,0.0
2020-12-31,GOOG,hold,protected_winner,0.6103979640162708,0.16765796960278942
2020-12-31,GOOGL,hold,protected_winner,0.5820700384854538,0.1645100319432893
2020-12-31,SE,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.2679588903889531,0.1527752937470707
2020-12-31,LSCC,hold,protected_winner,0.5944314617361162,0.14387924047736034
2020-12-31,LAD,drop,negative_rs_accel+leader_rank_decay,0.4841346642611394,0.1420636067033281
2020-12-31,MELI,hold,protected_winner,0.601483735293403,0.11617653531831769
2020-12-31,PDD,drop,negative_rs_accel+leader_rank_decay,0.5348169615813688,0.1129373222078445
2020-12-31,AAPL,add,pass,0.6514207729701211,0.0
2020-12-31,CPRT,add,pass,0.6044278117755919,0.0
2020-12-31,ENPH,add,pass,0.5890455285463029,0.0
2021-01-29,AAPL,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.2919815446685077,0.16555573203938648
2021-01-29,GOOG,hold,protected_winner,0.6861664814921622,0.14536075417971042
2021-01-29,CPRT,drop,benchmark_lag_3m+negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3069958190549596,0.1425311843326466
2021-01-29,MELI,hold,protected_winner,0.6394732622698809,0.14114607021236453
2021-01-29,LSCC,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.2964667905947381,0.13785565617126128
2021-01-29,ENPH,drop,negative_rs_accel+leader_rank_decay,0.5331488557572197,0.1353688508081238
2021-01-29,GOOGL,hold,protected_winner,0.686132025090972,0.13218175225650683
2021-01-29,PTC,add,pass,0.6331625501343884,0.0
2021-01-29,UI,add,pass,0.6135076492512042,0.0
2021-01-29,HALO,add,pass,0.5657997960441289,0.0
2021-01-29,QGEN,add,pass,0.5460409823674495,0.0
2021-02-26,GOOG,hold,protected_winner,0.6231830179736895,0.17145177135957707
2021-02-26,GOOGL,hold,protected_winner,0.6216075676353672,0.17143455261500018
2021-02-26,MELI,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3114866242118873,0.14891133544572577
2021-02-26,PTC,drop,low_concentrated_v2_score+leader_rank_decay,0.3056926263496667,0.1459867420965182
2021-02-26,UI,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.37015818557489566,0.13706385467079174
2021-02-26,HALO,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.14247608513497423,0.11657583925455402
2021-02-26,QGEN,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.19069863034312784,0.10857590455783295
2021-02-26,TER,add,pass,0.6362497222516161,0.0
2021-02-26,LSCC,add,pass,0.6328952271435507,0.0
2021-02-26,LPX,add,pass,0.615991718609889,0.0
2021-02-26,ENTG,add,pass,0.5866333974440813,0.0
2021-02-26,BX,add,pass,0.5671540824131962,0.0
2021-03-31,TER,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3974301698056029,0.15419292943671825
2021-03-31,LSCC,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.20817123772249396,0.15257131487097755
2021-03-31,GOOG,hold,intact,0.5817317416948603,0.14792462199208892
2021-03-31,GOOGL,hold,intact,0.5899019074588028,0.14717763977869386
2021-03-31,LPX,hold,protected_winner,0.6022112560462616,0.1445303302549554
2021-03-31,ENTG,drop,negative_rs_accel,0.5496249265270534,0.13108192664194093
2021-03-31,BX,drop,missing_from_candidate_book,0.0,0.12252123702462503
2021-03-31,HD,add,pass,0.6027997336487781,0.0
2021-03-31,PWR,add,pass,0.5762944088535205,0.0
2021-03-31,JBL,add,pass,0.5748480216222367,0.0
2021-03-31,WSM,add,pass,0.5711057671828792,0.0
2021-04-30,HD,hold,protected_winner,0.6208899403017323,0.15133066525083905
2021-04-30,LPX,hold,protected_winner,0.6195385900077842,0.1510353391825185
2021-04-30,GOOGL,hold,protected_winner,0.6539424737132684,0.14492404215987598
2021-04-30,GOOG,hold,protected_winner,0.6539187229245067,0.14093743408758133
2021-04-30,PWR,drop,negative_rs_accel,0.5980440141953504,0.13831511749318837
2021-04-30,JBL,drop,low_concentrated_v2_score+leader_rank_decay,0.43636574459418154,0.1376217005023266
2021-04-30,WSM,drop,negative_rs_accel,0.5915064059518484,0.1358357013236702
2021-04-30,PWR,add,pass,0.5980440141953504,0.13831511749318837
2021-04-30,MORN,add,pass,0.594862777635378,0.0
2021-04-30,WSM,add,pass,0.5915064059518484,0.1358357013236702
2021-05-28,GOOGL,hold,protected_winner,0.6508709742852441,0.1592121290772649
2021-05-28,GOOG,hold,protected_winner,0.6611355828371417,0.15920056431391427
2021-05-28,HD,drop,low_concentrated_v2_score+leader_rank_decay,0.3989119000080026,0.14352458681969193
2021-05-28,LPX,hold,protected_winner,0.6519068578622377,0.1429005118770708
2021-05-28,PWR,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.4035663405954012,0.13315680137713345
2021-05-28,MORN,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.22434355629930355,0.1317439400604761
2021-05-28,WSM,drop,negative_rs_accel,0.599128621011851,0.13026146647444853
2021-05-28,WSM,add,pass,0.599128621011851,0.13026146647444853
2021-05-28,STLD,add,pass,0.5957635302894794,0.0
2021-05-28,NDAQ,add,pass,0.5934287883867342,0.0
2021-05-28,IRM,add,pass,0.5739272539965551,0.0
2021-06-30,GOOG,hold,protected_winner,0.6296780266107589,0.16302683092258083
2021-06-30,LPX,drop,negative_rs_accel+leader_rank_decay,0.4710393400780678,0.15850724663437593
2021-06-30,GOOGL,hold,protected_winner,0.633886684900651,0.15800390908477538
2021-06-30,WSM,drop,benchmark_lag_3m+negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.26696651760569867,0.13388075605538965
2021-06-30,STLD,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3805315015629862,0.13238105910495465
2021-06-30,NDAQ,hold,intact,0.6411869749264542,0.13134551405779157
2021-06-30,IRM,drop,low_concentrated_v2_score+leader_rank_decay,0.4136464767102439,0.12285468414013201
2021-06-30,TROW,add,pass,0.6519132662577596,0.0
2021-06-30,IDXX,add,pass,0.6190855970223937,0.0
2021-06-30,EXR,add,pass,0.5984142344379486,0.0
2021-06-30,NOW,add,pass,0.5791559322690518,0.0
2021-07-30,TROW,hold,intact,0.5238641297759417,0.15675342246817164
2021-07-30,NDAQ,drop,leader_rank_decay,0.48749291924044047,0.151637556295917
2021-07-30,GOOGL,hold,protected_winner,0.6016472294208762,0.1482042481625815
2021-07-30,GOOG,hold,protected_winner,0.5878009501796745,0.146242792261886
2021-07-30,IDXX,drop,leader_rank_decay,0.4590904586909086,0.14136398997182678
2021-07-30,EXR,hold,protected_winner,0.5847694890656375,0.1320812666013559
2021-07-30,NOW,drop,low_concentrated_v2_score+leader_rank_decay,0.4074048013014551,0.12371672423826127
2021-07-30,MCO,add,pass,0.6439227854875926,0.0
2021-07-30,CROX,add,pass,0.5633443728958293,0.0
2021-07-30,AN,add,pass,0.5495111256050618,0.0
2021-08-31,MCO,hold,protected_winner,0.5808751069257009,0.17585483597286142
2021-08-31,GOOGL,hold,protected_winner,0.6151807197427661,0.1535219831841794
2021-08-31,GOOG,hold,protected_winner,0.6138537538273472,0.14653700037555736
2021-08-31,EXR,drop,leader_rank_decay,0.5145308652980997,0.14502942972936578
2021-08-31,CROX,hold,protected_winner,0.5505936414331416,0.13459677401385362
2021-08-31,AN,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.2242803493391419,0.12806772924762025
2021-08-31,TROW,hold,protected_winner,0.6044476355137012,0.11639224747656222
2021-08-31,RGEN,add,pass,0.6163360148508579,0.0
2021-08-31,SITE,add,pass,0.5691349481455142,0.0
2021-09-30,RGEN,hold,protected_winner,0.7062895004572413,0.15410709755213411
2021-09-30,GOOGL,hold,protected_winner,0.6580780399125087,0.153529904890065
2021-09-30,GOOG,hold,protected_winner,0.6358862728345513,0.15286828069058103
2021-09-30,TROW,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.35716113185598364,0.14821935370050865
2021-09-30,MCO,drop,low_concentrated_v2_score+leader_rank_decay,0.44026039634667724,0.13688412368195385
2021-09-30,SITE,hold,protected_winner,0.612946195367111,0.1314068661993594
2021-09-30,CROX,drop,negative_rs_accel+leader_rank_decay,0.5780289240903643,0.12298437328539791
2021-09-30,CPRT,add,pass,0.6626380271216074,0.0
2021-09-30,AN,add,pass,0.6550051487371065,0.0
2021-09-30,PWR,add,pass,0.6538482200465126,0.0
2021-10-29,RGEN,drop,leader_rank_decay,0.5384909909806329,0.1658611972767369
2021-10-29,CPRT,hold,protected_winner,0.6502751288878782,0.1459929910531092
2021-10-29,GOOGL,hold,protected_winner,0.6593917571881507,0.1439905839305901
2021-10-29,AN,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.17770489394101885,0.14264899731441022
2021-10-29,PWR,drop,leader_rank_decay,0.5323703234041898,0.14214552350674867
2021-10-29,GOOG,hold,protected_winner,0.655681661660155,0.1344430001089611
2021-10-29,SITE,hold,protected_winner,0.6453555047785783,0.12491770680944386
2021-10-29,FDS,add,pass,0.7103030803707152,0.0
2021-10-29,INTU,add,pass,0.6639274631047393,0.0
2021-10-29,SAIA,add,pass,0.6418613409858671,0.0
2021-11-30,FDS,hold,protected_winner,0.7105145159054785,0.16480526203894752
2021-11-30,INTU,drop,negative_rs_accel+leader_rank_decay,0.5076830541079265,0.14398755090395637
2021-11-30,GOOGL,hold,protected_winner,0.6650665732686133,0.1420269319961252
2021-11-30,GOOG,hold,protected_winner,0.6649360099811289,0.14043318723729828
2021-11-30,CPRT,drop,low_concentrated_v2_score+leader_rank_decay,0.24159669967083078,0.13812680478195527
2021-11-30,SITE,drop,low_concentrated_v2_score+leader_rank_decay,0.23114664664821766,0.13604472768482423
2021-11-30,SAIA,hold,intact,0.6710313668580434,0.13457553535689323
2021-11-30,LNG,add,pass,0.6555494792008708,0.0
2021-11-30,HLI,add,pass,0.6262161899722034,0.0
2021-11-30,ACLS,add,pass,0.6248484519547184,0.0
2021-12-31,FDS,hold,protected_winner,0.6270617303651695,0.1654155544690782
2021-12-31,SAIA,hold,intact,0.5456828041351109,0.14754213980503103
2021-12-31,GOOGL,hold,protected_winner,0.5556337519763487,0.1449307954294183
2021-12-31,GOOG,hold,protected_winner,0.5809958843006104,0.14487389651294957
2021-12-31,LNG,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.4179141259991285,0.14081255812002635
2021-12-31,HLI,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3552569349028148,0.12849286656591483
2021-12-31,ACLS,drop,negative_rs_accel,0.5803983717113284,0.1279321890975817
2021-12-31,EXP,add,pass,0.665134061910783,0.0
2021-12-31,WMS,add,pass,0.6264954920243352,0.0
2021-12-31,KNSL,add,pass,0.5903347091216089,0.0
2022-01-31,EXP,drop,low_concentrated_v2_score+leader_rank_decay,0.05186843851575687,0.17551116982558032
2022-01-31,FDS,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.1746039447214237,0.1559936702112184
2022-01-31,WMS,drop,low_concentrated_v2_score+leader_rank_decay,0.420872942242539,0.15571207204695464
2022-01-31,KNSL,drop,low_concentrated_v2_score+leader_rank_decay,0.43592188774139373,0.13825569202108115
2022-01-31,GOOG,drop,negative_rs_accel,0.48724600919664174,0.13391600810390214
2022-01-31,GOOGL,drop,negative_rs_accel,0.4923150471140519,0.12247956107333323
2022-01-31,SAIA,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.3433081834879888,0.11813182671793016
2022-01-31,AAPL,add,pass,0.5846949216636221,0.0
2022-01-31,FICO,add,pass,0.5471918298233175,0.0
2022-01-31,LNG,add,pass,0.5359117564793094,0.0
2022-01-31,AZO,add,pass,0.5258959319485974,0.0
2022-01-31,NFG,add,pass,0.5195577761868883,0.0
2022-01-31,BAC,add,pass,0.514665626143168,0.0
2022-01-31,COR,add,pass,0.5001956814485986,0.0
2022-02-28,AAPL,drop,negative_rs_accel+leader_rank_decay,0.4597558950018239,0.17178685129694635
2022-02-28,FICO,drop,low_concentrated_v2_score+leader_rank_decay,0.4165825021859491,0.15045633704141018
2022-02-28,LNG,drop,negative_rs_accel+leader_rank_decay,0.4678987418765407,0.14431711709031428
2022-02-28,AZO,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.2997019219344723,0.13897314908866995
2022-02-28,NFG,drop,negative_rs_accel+leader_rank_decay,0.471498415668425,0.13564349597138062
2022-02-28,BAC,drop,negative_rs_accel+low_concentrated_v2_score+leader_rank_decay,0.07491310892880168,0.1331010870422683
2022-02-28,COR,drop,leader_rank_decay,0.6042229300091341,0.12572196246901035
