rebalance_date,equity,equity_value_usd,benchmark_equity,benchmark_value_usd,net_return,bench_return,drawdown_before_month,drawdown_after_month,equity_peak,drawdown_circuit_breaker_active,drawdown_circuit_breaker_event,drawdown_circuit_breaker_cash_target,dd_breaker_level,dd_trigger_equity,dd_breaker_multilevel_active,vol_target_active,vol_cash_floor_p6c,recent_returns_len,raw_gross_return,position_risk_return_delta,position_risk_exit_count,position_risk_enabled,position_risk_hard_stop,position_risk_trailing_stop,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end
2019-05-31,1.035672523087662,103567.2523087662,1.0801180564411814,108011.80564411814,0.03567252308766206,0.08011805644118142,0.0,0.0,1.035672523087662,False,,0.0,0,1.0,1,0,0.0,1,0.038172523087662065,0.0,0,True,-0.08,-0.15,0.2697046914391869,0.28,0.2697046914391869,0.72,0.7302953085608132
2019-06-28,1.0510403836412527,105104.03836412527,1.0761937728870996,107619.37728870996,0.01483853265487289,-0.0036331987329345505,0.0,0.0,1.0510403836412527,False,,0.0,0,1.0,1,0,0.0,2,0.017432307837273363,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2019-07-31,1.0656606643112658,106566.06643112659,1.0589626336788793,105896.26336788794,0.013910293931201995,-0.01601118650035893,0.0,0.0,1.0656606643112658,False,,0.0,0,1.0,1,0,0.0,3,0.01631626616399142,0.0,0,True,-0.08,-0.15,0.006069073388742273,0.006168098005521788,0.006069073388742273,0.9938319019944781,0.9939309266112577
2019-08-30,1.0748930743915834,107489.30743915835,1.0713439851336335,107134.39851336335,0.008663555285006647,0.011691962549935209,0.0,0.0,1.0748930743915834,False,,0.0,0,1.0,1,0,0.0,4,0.0026460589469765655,0.008632491536154061,1,True,-0.08,-0.15,0.07245731726259991,0.0,0.07245731726259991,1.0000000000000002,0.9275426827374
2019-09-30,1.0922485500960117,109224.85500960117,1.11749530871395,111749.530871395,0.01614623455849507,0.043077969560411544,0.0,0.0,1.0922485500960117,False,,0.0,0,1.0,1,0,0.0,5,0.01776702669585088,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,0.9999999999999999,1.0
2019-10-31,1.0914709046287634,109147.09046287634,1.1346062052505967,113460.62052505967,-0.0007119674978556148,0.01531182851795454,0.0,-0.0007119674978556733,1.0922485500960117,False,,0.0,0,1.0,1,0,0.0,6,0.0016534963020545688,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,0.9999999999999999
2019-11-29,1.123768215932958,112376.82159329581,1.1870684472298638,118706.84472298638,0.02959062964228044,0.046238282266118924,-0.0007119674978556733,0.0,1.123768215932958,False,,0.0,0,1.0,1,0,0.0,7,0.03234062964228044,0.0,1,True,-0.08,-0.15,0.032145065148636465,0.0,0.032145065148636465,1.0,0.9678549348513634
2019-12-31,1.187321083402234,118732.1083402234,1.1838146076627376,118381.46076627375,0.05655335910752192,-0.0027410715656029927,0.0,0.0,1.187321083402234,False,,0.0,0,1.0,1,0,0.0,8,0.05885770743178427,0.0,0,True,-0.08,-0.15,0.0,0.0,0.0,1.0,1.0
2020-01-31,1.1358979816852897,113589.79816852897,1.1259924575051468,112599.24575051467,-0.04331019000319014,-0.048843923519200194,0.0,-0.04331019000319022,1.187321083402234,False,,0.0,0,1.0,1,0,0.0,9,-0.06439799175852233,0.022210528225516585,4,True,-0.08,-0.15,0.3118967865803815,0.0,0.3118967865803815,1.0,0.6881032134196186
2020-02-28,1.0734714524666558,107347.14524666558,0.9001803640073602,90018.03640073602,-0.054957866133377636,-0.20054494325665084,-0.04331019000319022,-0.0958878205121613,1.187321083402234,False,,0.0,0,1.0,1,0,0.0,10,-0.1007237798896139,0.04776309698005561,10,True,-0.08,-0.15,0.7587569850420932,0.2799999999999999,0.7587569850420932,0.7200000000000001,0.24124301495790684
2020-03-31,1.1771148998466996,117711.48998466996,1.0314307056058591,103143.07056058591,0.09654979379459852,0.1458044930176079,-0.0958878205121613,-0.008595976015425385,1.187321083402234,False,,0.0,0,1.0,1,0,0.0,11,0.0989520452923167,0.0,0,True,-0.08,-0.15,0.36398312529970467,0.4,0.36398312529970467,0.6,0.6360168747002953
