portfolio,official_metric_mode,target_type,target_contract_status,status,valid_for_production,evidence_window_label,pit_universe_label_clean,production_promotion_allowed,verdict_status,target_pass,cagr,cagr_target,canonical_cagr_target,cagr_gap_pp,max_dd,max_dd_target,canonical_max_dd_target,max_dd_gap_pp,sharpe,start_date,end_date,years,broker_ledger_trading_days_estimate,broker_ledger_actual_trading_days,data_readiness_status,data_readiness_policy_replay_ready,ending_capital_usd,avg_cash_weight,latest_cash_weight,latest_position_count,broker_trade_count,total_fees_usd,order_preview_count,order_preview_buy_count,order_preview_sell_count,journal_trade_count,journal_win_rate,journal_avg_realized_return,journal_avg_holding_days,journal_profit_factor,legacy_cagr,legacy_max_dd,legacy_sharpe
main,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.34423943947854885,0.3,0.35,0.0,-0.2718646315133716,-0.25,-0.25,2.1865,1.2607281105861643,2019-07-01,2026-06-18,6.965092402464066,1752,1752,warn,True,784967.4030860222,0.2669411517544995,0.14880078888927634,13,1659,36835.291406794786,12,7,5,1124,0.5702846975088968,0.10904338036580737,59.869217081850536,3.564364318316319,0.333918464088685,-0.1544026614537629,1.8105861228509075
concentrated,broker_ledger_next_close,interim_operating_gate,unresolved_user_decision_required,completed,False,research_7y,False,False,invalid_window,False,0.44604493718599425,0.5,0.5,5.3955,-0.24622274008482314,-0.28,-0.25,0.0,1.3953057738990242,2019-07-01,2026-06-18,6.965092402464066,1733,1733,warn,True,1305211.715904467,0.42434848801957326,0.05736864638956176,5,591,36583.67366863013,5,3,2,392,0.548469387755102,0.12000972374432908,53.12244897959184,3.764463242809613,0.5429914510382163,-0.150296907993969,1.653400717284266
