as_of_date,ticker,shares,price,market_value_usd,weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd
2026-05-15,ADI,49.0,417.489990234375,20457.009521484375,0.0969172662425974,347.86968393314356,3411.3950087603407,-1203.2355547961063
2026-05-15,AEM,27.0,180.3300018310547,4868.910049438477,0.023066981079375617,208.55349770659134,-762.0343886394894,1620.9079711742795
2026-05-15,AKAM,1.0,150.8800048828125,150.8800048828125,0.0007148101284576656,87.70999908447266,63.170005798339844,-41.81175857543944
2026-05-15,APH,66.0,125.0,8250.0,0.03908525562652285,138.00003917433997,-858.0025855064378,2438.327211294173
2026-05-15,ATI,26.0,154.22000122070312,4009.7200317382812,0.01899647665833697,162.71154198279748,-220.78005981445312,-813.0591967010498
2026-05-15,BE,33.0,275.95001220703125,9106.350402832031,0.043142307069015666,164.674848614317,3672.0803985595703,-851.9496419334412
2026-05-15,C,1.0,123.41999816894531,123.41999816894531,0.0005847154154979647,109.17232381561656,14.247674353328748,1083.0655952809195
2026-05-15,CNQ,183.0,47.97999954223633,8780.339916229248,0.04159779758952513,44.10699505577364,708.7598210226724,1750.0813885129262
2026-05-15,COST,11.0,1048.949951171875,11538.449462890625,0.054664635974641856,997.9628184925426,560.8584594726562,5707.177741012571
2026-05-15,CSCO,12.0,118.20999908447266,1418.5199890136719,0.006720389864476575,78.84947090214463,472.32633818793624,3090.455117281196
2026-05-15,CW,1.0,712.719970703125,712.719970703125,0.0033765869387950924,601.31787109375,111.402099609375,-351.8996585845948
2026-05-15,ETR,68.0,109.02999877929688,7414.0399169921875,0.035124805500713195,113.55936701157513,-307.9970397949219,1430.732382764817
2026-05-15,FTI,85.0,71.27999877929688,6058.799896240234,0.02870421124054541,71.98143454159008,-59.622039794921875,47.20567451477051
2026-05-15,GEV,6.0,1049.22998046875,6295.3798828125,0.029825034180096483,946.6624959309896,615.4049072265625,-1487.77015625
2026-05-15,GOOG,34.0,393.32000732421875,13372.880249023438,0.06335544763587388,313.7950292585466,2703.849254232853,7438.215232432884
2026-05-15,HD,1.0,297.510009765625,297.510009765625,0.0014094854282592439,391.58577109282874,-94.07576132720374,3458.869677457269
2026-05-15,HII,17.0,326.1700134277344,5544.890228271484,0.026269509332484797,414.4923562442555,-1501.4798278808594,-619.9311817932129
2026-05-15,KO,141.0,80.81999969482422,11395.619956970215,0.05398796594434983,78.27396149330951,358.9913864135742,-576.3616286182425
2026-05-15,NOC,1.0,540.6900024414062,540.6900024414062,0.002561576601227591,682.8330688476562,-142.14306640625,590.0748859405511
2026-05-15,PEN,1.0,322.32000732421875,322.32000732421875,0.0015270254399769461,356.989990234375,-34.66998291015625,-295.3692958068848
2026-05-15,PG,1.0,141.57000732421875,141.57000732421875,0.0006707030212504001,139.73814392089844,1.8318634033203125,1485.596485462185
2026-05-15,PH,1.0,862.719970703125,862.719970703125,0.004087227950186417,948.0860595703125,-85.3660888671875,234.08058471679686
2026-05-15,PPL,1.0,34.880001068115234,34.880001068115234,0.00016524772824250592,35.618739209367554,-0.7387381412523197,-250.31543588142196
2026-05-15,PR,272.0,20.84000015258789,5668.480041503906,0.026855029264972484,20.066402736832114,210.4184970855713,982.8605586361887
2026-05-15,RGLD,23.0,228.32000732421875,5251.360168457031,0.024878879341949472,277.6344697371773,-1134.2326354980469,-783.1509893798827
2026-05-15,ROIV,1.0,29.290000915527344,29.290000915527344,0.00013876450582842113,19.600000381469727,9.690000534057617,434.48447643756873
2026-05-15,SCCO,35.0,176.77999877929688,6187.299957275391,0.029312993996131215,195.6614754813058,-660.8516845703125,-1111.0862120056152
2026-05-15,STE,1.0,212.11000061035156,212.11000061035156,0.0010048937690663646,263.5697021484375,-51.45970153808594,-814.3046391677854
2026-05-15,STLD,1.0,229.33999633789062,229.33999633789062,0.0010865227130002748,175.5167999267578,53.82319641113281,1325.6851782226563
2026-05-15,STT,1.0,152.85000610351562,152.85000610351562,0.0007241432195238163,128.21334838867188,24.63665771484375,-410.78052402496337
2026-05-15,SW,135.0,37.47999954223633,5059.799938201904,0.02397134230347708,42.86632232666015,-727.1535758972168,-699.189001197815
2026-05-15,SYY,4.0,72.56999969482422,290.2799987792969,0.0013752324794612798,77.5300064086914,-19.84002685546875,473.7654886436462
2026-05-15,THC,30.0,196.66000366210938,5899.800109863281,0.027950932780532595,207.86366628011066,-336.10987854003906,30.284415969848908
2026-05-15,TPR,5.0,129.32000732421875,646.6000366210938,0.00306333669326721,136.9880621380276,-38.3402740690442,6095.536455557079
2026-05-15,ULTA,1.0,494.2799987792969,494.2799987792969,0.002341704254953481,620.0399780273438,-125.75997924804688,-1079.051633224488
2026-05-15,WEC,1.0,109.16000366210938,109.16000366210938,0.0005171571693728139,108.73329241522427,0.4267112468851053,-331.4621148037084
2026-05-15,WMT,1.0,131.4499969482422,131.4499969482422,0.0006227583918579023,110.86358642578125,20.586410522460938,4598.083554611208
