portfolio,metric_source,official_source_pass,cagr,cagr_target,cagr_pass,cagr_gap_pp,max_dd,max_dd_target,max_dd_pass,max_dd_improvement_needed_pp,sharpe,avg_turnover_monthly,target_pass
main,broker_ledger_next_close,True,0.34916264531196806,0.3,True,0.0,-0.26052335382004976,-0.25,False,1.0523,1.2732143945490897,0.0,False
concentrated,broker_ledger_next_close,True,0.45947898295611966,0.5,False,4.0521,-0.2459263129266399,-0.28,True,0.0,1.4336479171600156,0.0,False
