rebalance_date,next_rebalance_date,regime_label,core_target,future_target,early_target,cash_target_used,cash_weight,cash_weight_start,cash_weight_end,stock_weight_start,stock_weight_end,rebalance_action,due_sleeves,active_rebalance_interval_months,target_n,drawdown_before_month,drawdown_after_month,equity_after_month,regime_state,style_breakout_preference,style_turnaround_preference,style_quality_compounder_preference,style_cash_defense_preference,style_liquidity_tailwind_score,style_rate_pressure_score,style_inflation_pressure_score,style_overheat_risk_score,market_style_regime_label,regime_state_from_candidates,macro_snapshot_source,index_trend_damage_score,liquidity_drain_score,breadth_credit_stress_score,event_shock_score,cash_raise_confirmation_count,confirmed_cash_raise,macro_risk_score,macro_risk_state,macro_style_state,recommended_cash_floor,recommended_target_n,recommended_core_capacity,recommended_future_capacity,recommended_early_capacity,recommended_concentrated_capacity,recommended_tactical_capacity,recommended_monster_exception_capacity,cash_raise_gate,monster_exception_allowed,recommended_new_buy_policy,recommended_trim_policy,recommended_action,research_only,production_activation_allowed
2019-05-31,2019-06-28,risk_off_alert,0.18,0.36,0.18,0.28,0.2697046914391869,0.28,0.2697046914391869,0.72,0.7302953085608132,initial_rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.035672523087662,bear,0.044225953983919805,0.1924009371084368,0.4203767721117548,0.5907781509154042,0.3539779855362605,0.0,0.0,0.23509026343930697,cash_defense,bear,regime_by_month,0.73,0.1797758843173162,0.8658501679119319,0.0,2,True,0.6431140046617154,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2019-06-28,2019-07-31,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.0510403836412527,neutral,0.32174406523099786,0.24546692509101117,0.34855220326254094,0.028630947181852603,0.1380039095755934,0.0,0.0,0.10336013945294613,balanced,neutral,regime_by_month,0.0,0.06259782636940041,0.01288392623183367,0.0,0,False,0.018226241838716836,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-07-31,2019-08-30,balanced,0.35,0.3,0.35,0.0,0.0060690733887422,0.0061680980055217,0.0060690733887422,0.993831901994478,0.9939309266112576,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.0656606643112658,neutral,0.1949702359000494,0.2340039497980722,0.5017620785489828,0.17615568762073028,0.15358823352885947,0.08971159052358632,0.0765660381900296,0.1400041691016705,quality_compounder,neutral,regime_by_month,0.0,0.14009983278667604,0.15927005942932865,0.0,0,False,0.06687897008253474,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-08-30,2019-09-30,balanced,0.35,0.3,0.35,0.0,0.0724573172625999,0.0,0.0724573172625999,1.0000000000000002,0.9275426827374,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.0748930743915834,neutral,0.14961007513620395,0.15678629011967102,0.5336784223697544,0.41001997085353015,0.14334730093386283,0.0,0.0,0.22987716980625594,quality_compounder,neutral,regime_by_month,0.0,0.16364469803857096,0.2645089868840886,0.0,0,False,0.09381297188646046,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-09-30,2019-10-31,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.0922485500960115,neutral,0.2054027825494774,0.30219891292376344,0.5119247088347807,0.07462195440554288,0.24772264400999122,0.4668567198395425,0.4277056490254796,0.20480584160827234,quality_compounder,neutral,regime_by_month,0.0,0.3067114405587226,0.11357987948249429,0.0,0,False,0.09939383603617952,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2019-10-31,2019-11-29,growth_reentry_alert,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,16,0.0,-0.0007119674978556,1.0914709046287634,neutral,0.5589620552881929,0.4095570158839807,0.48517757418094215,0.011230382130235002,0.41354366591344177,0.3249096942471594,0.4148573589770666,0.1551542731005564,breakout_growth,neutral,regime_by_month,0.1,0.22236694452437525,0.005053671958605751,0.0,0,False,0.10660247052281498,recovery,breakout_growth,0.05,14,0.25,0.4,0.3,0.1,0.03,0.1,reentry_holdback_only,True,staged_scout_then_confirm,keep_cash_until_confirmation,staged_reentry_scout_then_scale_confirmed_new_leaders,True,False
2019-11-29,2019-12-31,balanced,0.35,0.3,0.35,0.0,0.0321450651486364,0.0,0.0321450651486364,1.0,0.9678549348513634,rebalance,"core_compounder,early_scout,future_winner",1,17,-0.0007119674978556,0.0,1.123768215932958,bull,0.39809535111954003,0.32558541078624126,0.3645872360557159,0.022084472918053797,0.43184581296087104,0.1641522447202206,0.07750073440949559,0.11348351364450539,balanced,bull,regime_by_month,0.0,0.09867483631439003,0.009938012813124208,0.0,0,False,0.026656311641222348,green,breakout_growth,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_future_winners_and_monster_breakouts,True,False
2019-12-31,2020-01-31,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.187321083402234,neutral,0.37443186068691314,0.28054659862214176,0.5435626533384648,0.0948759572696475,0.180570637335385,0.5333429614383522,0.735257351448134,0.21256482329661008,quality_compounder,neutral,regime_by_month,0.0,0.40048545110084555,0.12269418077134137,0.0,1,False,0.12466019892947966,yellow,quality_compounder,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-01-31,2020-02-28,balanced,0.35,0.3,0.35,0.0,0.3118967865803815,0.0,0.3118967865803815,1.0,0.6881032134196186,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,-0.0433101900031902,1.1358979816852897,neutral,0.2197523442052529,0.11895654119084358,0.5972413986031091,0.5048248423345577,0.12519088616574203,0.0,0.0,0.2780025435373665,quality_compounder,neutral,regime_by_month,0.0,0.19404638855781065,0.30717117905055097,0.0,0,False,0.10994583294956287,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-02-28,2020-03-31,risk_off_alert,0.18,0.36,0.18,0.28,0.7587569850420932,0.2799999999999999,0.7587569850420932,0.7200000000000001,0.2412430149579068,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,-0.0433101900031902,-0.0958878205121613,1.0734714524666558,bear,0.04800214925978271,0.17118004097150516,0.45442512055377393,0.6453811942759753,0.2040090351341076,0.0,0.0,0.26655484457932305,cash_defense,bear,regime_by_month,0.77,0.21198630425764892,0.8904215374241888,0.0,2,True,0.67608088354925,red,cash_defense,0.28,16,0.35,0.25,0.12,0.05,0.0,0.03,confirmed_long_trend_plus_liquidity_or_breadth,True,no_new_buy_except_confirmed_monster_scout_or_top_quality,half_trim_then_exit_relative_losers,defend_half_trim_stale_leaders_no_tactical_new_buys,True,False
2020-03-31,2020-04-30,systemic_alert,0.2,0.3,0.1,0.4,0.3639831252997046,0.4,0.3639831252997046,0.6,0.6360168747002953,rebalance,"core_compounder,early_scout,future_winner",1,14,-0.0958878205121613,-0.0085959760154253,1.1771148998466996,deep_bear,0.12905957478046873,0.27415046685125954,0.44434653674076385,0.66,0.3247724309436668,0.0,0.0,0.264006627080232,cash_defense,deep_bear,regime_by_month,1.0,0.20232408232167973,0.897,0.0,2,True,0.7899810205804199,crisis,cash_defense,0.45,18,0.3,0.15,0.05,0.0,0.0,0.0,systemic_or_multi_confirmed_crisis,False,risk_reduction_only,exit_distribution_hold_only_true_winners,raise_cash_exit_distribution_only_hold_best_structural_winners,True,False
2020-04-30,2020-05-29,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,-0.0085959760154253,0.0,1.3093861900425072,bear,0.20662788478514862,0.540008014622611,0.2124519631532825,0.1883756398472489,0.7181872663078515,0.10262411530303031,0.1538196591774892,0.09573010190897331,turnaround_accumulation,bear,regime_by_month,0.28,0.11837231477765137,0.084769037931262,0.0,1,False,0.18654688628066526,yellow,turnaround_accumulation,0.05,14,0.35,0.35,0.2,0.1,0.0,0.08,no_big_cash_without_second_confirmation,True,scout_only_top_relative_strength_or_structural_turnaround,half_trim_stale_leaders,slow_new_buys_scout_only_require_confirmation,True,False
2020-05-29,2020-06-30,balanced,0.35,0.3,0.35,0.0,0.0,0.0,0.0,1.0,1.0,rebalance,"core_compounder,early_scout,future_winner",1,14,0.0,0.0,1.348985729399397,neutral,0.3648489952640275,0.4541575294997627,0.45727746793771673,0.0924348154412066,0.3773165113374629,0.1885600601116613,0.3514058345090371,0.14877982903022757,quality_compounder,neutral,regime_by_month,0.0,0.18736046269584639,0.12159566694854297,0.0,0,False,0.07115924906367019,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
2020-06-30,2020-07-31,balanced,0.35,0.3,0.35,0.0,0.0508186996803451,0.0,0.0508186996803451,1.0,0.949181300319655,"partial_rebalance:core_compounder,early_scout","core_compounder,early_scout",1,14,0.0,0.0,1.4660198826875488,bull,0.4173829696451821,0.3852962712650468,0.4412727596313698,0.05156720608634209,0.1889017145010779,0.1255612102910942,0.2511224205821884,0.15425854241453826,balanced,bull,regime_by_month,0.0,0.16016782545383423,0.02320524273885394,0.0,0,False,0.04468300491122935,green,quality_compounder,0.03,12,0.3,0.45,0.25,0.2,0.05,0.15,none,True,normal,winner_hold_stale_watch,favor_core_compounders_long_hold,True,False
