ticker,peak_market_value_usd,peak_weight,trough_market_value_usd,trough_weight,peak_to_trough_value_delta_usd
NET,62790.0,0.2736204040317926,0.0,0.0,-62790.0
DDOG,50133.70159912109,0.2184679676247944,0.0,0.0,-50133.70159912109
DXCM,23731.60350036621,0.1034153677033366,0.0,0.0,-23731.60350036621
BILL,22218.30047607422,0.0968208369670839,0.0,0.0,-22218.30047607422
TSLA,16281.160034179688,0.0709485202525644,0.0,0.0,-16281.160034179688
