as_of_date,snapshot_semantics,portfolio_kind,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,cost_basis,unrealized_pnl_usd,realized_pnl_usd,first_entry_date,latest_entry_date,holding_days,open_lot_count,open_lot_quantity,avg_entry_price,entry_reasons,entry_sleeves,daily_review_action,daily_review_reason,monster_recommendation,monster_stage,monster_priority_score,monster_reason,risk_state,account_source,approval_status
2026-06-22,current_broker_ledger_mark_to_market,main,equity,SNDK,60.0,2288.22998046875,137293.798828125,0.1699482160027756,770.5253458658855,91062.27807617188,1582.1990454101565,2026-03-02,2026-05-01,112,2,60.0,770.5253458658855,target_rebalance,"future_winner,unassigned",EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,WDC,152.0,759.655029296875,115467.564453125,0.1429307569059278,336.6471991889388,64297.1901764063,30444.396853355967,2026-02-02,2026-05-01,140,2,152.0,368.7676799171849,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MRVL,308.0,307.739990234375,94783.9169921875,0.1173276414235075,164.9499969482422,43979.317932128906,-1537.1959184646605,2026-05-01,2026-05-01,52,1,308.0,164.9499969482422,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,STM,1129.0,80.0999984741211,90432.89827728271,0.1119417618375078,55.75,27491.148277282715,229.23301129817915,2026-05-01,2026-05-01,52,1,1129.0,55.75,target_rebalance,early_scout,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,CIEN,103.0,438.4700012207031,45162.41012573242,0.0559039890859339,385.1401008860319,5492.979734471141,23225.24437357635,2026-03-02,2026-05-01,112,2,103.0,410.1369910379058,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,ON,327.0,130.89999389648438,42804.29800415039,0.0529850156754954,103.02999877929688,9113.488403320312,440.96551027297954,2026-05-01,2026-05-01,52,1,327.0,103.02999877929688,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,MU,34.0,1187.760009765625,40383.84033203125,0.0499888682398648,469.9933695447429,24404.065767509997,20182.120748908463,2026-01-02,2026-05-01,171,2,34.0,475.4681234920726,target_rebalance,future_winner,EXIT_REVIEW,"Target preview wants lower exposure; validate stale-leader, hard-stop, and distribution evidence.",,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,LITE,39.0,841.1900024414062,32806.410095214844,0.0406091966041154,309.7009183794092,20728.074278417887,61540.558895600974,2026-02-02,2026-05-01,140,2,39.0,463.9207810621995,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,PWR,42.0,712.3900146484375,29920.38061523437,0.037036744201745,742.2100219726562,-1252.4403076171875,951.0120153808592,2026-05-01,2026-05-01,52,1,42.0,742.2100219726562,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,FIX,12.0,2011.8599853515625,24142.31982421875,0.0298844100703397,1866.2886962890625,1746.85546875,0.0,2026-05-01,2026-05-01,52,1,12.0,1866.2886962890625,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,COHR,46.0,415.0899963378906,19094.13983154297,0.023635554032128,279.4365132678837,6240.060221220319,7042.8201787125445,2025-12-01,2026-05-01,203,3,46.0,295.9754353398862,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,TER,24.0,442.989990234375,10631.759765625,0.0131604531345221,213.89908885772135,5498.181633039687,11869.412015641956,2026-01-02,2026-03-02,171,2,24.0,261.62128067016596,target_rebalance,"future_winner,unassigned",BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,equity,KEYS,20.0,371.9500122070313,7439.000244140625,0.0092083169897468,313.2699890136719,1173.6004638671875,-3701.478057403564,2026-03-02,2026-03-02,112,1,20.0,313.2699890136719,target_rebalance,future_winner,BUY_REVIEW,Target preview wants more exposure; validate against portfolio and market gates.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
2026-06-22,current_broker_ledger_mark_to_market,main,cash,CASH,0.0,1.0,117493.92658415326,0.1454390757963896,1.0,0.0,0.0,,,,0,0.0,0.0,,,RESERVE_CASH,Combined cash is below target under macro gate `none`.,,,0.0,,green,simulated_broker_replay,blocked_by_safety_audit
