as_of_date,account_source,approval_status,row_type,ticker,current_shares,current_price,current_value_usd,current_weight,target_weight,target_value_usd,delta_weight,delta_value_usd,suggested_action,suggested_quantity_delta,preview_trade_value_delta_usd,preview_order_count,preview_order_status,monster_recommendation,monster_stage,monster_priority_score,monster_reason,portfolio_sources,source_current,source_target,risk_state,block_reason
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,cash,CASH,0.0,1.0,194464.78958303732,0.088165577928403,0.12008607436202302,264871.09517535014,0.03192049643362002,70406.30559231283,RESERVE_CASH,0.0,0.0,0,,,,0.0,,,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,SNDK,297.0,2288.22998046875,679604.3041992188,0.30811596469894204,0.22456669626668121,495321.60240952036,-0.08354926843226082,-184282.7017896984,SELL,-79.0,-180770.16845703125,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,BE,970.0,346.11499023437494,335731.5405273437,0.15221246665194882,0.18061520264244937,398378.80273278867,0.028402735990500555,62647.262205444975,BUY,181.0,62646.81323242188,1,ready,,,0.0,,concentrated,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,WDC,532.0,759.655029296875,404136.4755859375,0.18322559065001096,0.14546674530478956,320852.65793864895,-0.03775884534522139,-83283.81764728855,SELL,-108.0,-82042.7431640625,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,CIEN,326.0,438.4700012207031,142941.22039794922,0.06480605220717912,0.11066302279316431,244086.88682981752,0.04585697058598519,101145.6664318683,BUY,229.0,100409.63027954102,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,LITE,106.0,841.1900024414062,89166.14025878906,0.04042574650360719,0.06413584945112237,141462.96957719934,0.02371010294751518,52296.82931841028,BUY,61.0,51312.59014892578,2,ready,,,0.0,,"concentrated,main",account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,STM,1129.0,80.0999984741211,90432.89827728271,0.04100006359738751,0.038631486554957704,85208.58231418235,-0.0023685770424298064,-5224.3159631003655,SELL,-65.0,-5206.499900817871,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,MRVL,308.0,307.739990234375,94783.9169921875,0.04297270903309542,0.031227140450355226,68876.98623026855,-0.011745568582740194,-25906.93076191895,SELL,-84.0,-25850.1591796875,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,ON,327.0,130.89999389648438,42804.29800415039,0.019406421488678025,0.02067685929686225,45606.47348864058,0.0012704378081842237,2802.175484490188,BUY,21.0,2748.899871826172,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
2026-06-22,simulated_broker_replay,blocked_by_safety_audit,equity,PWR,42.0,712.3900146484374,29920.38061523437,0.013565168555377524,0.019324730972356815,42624.11510918616,0.005759562416979291,12703.73449395179,BUY,17.0,12110.630249023438,1,ready,,,0.0,,main,account_ledger_preview/*/positions_current.csv,account_ledger_preview/*/target_weights.csv,green,Live trading safety audit did not pass.
